chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr3+28034423,LOC_Os03g49210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,1,1,0,0,0,9,5,6,0,0,0,0,0,0,0,0,0,5,5,12
Chr3+30304515,LOC_Os03g52840,0,0,0,0,0,0,0,0,0,10,14,12,38,57,45,6,5,2,2,5,1,29,13,17,1,1,2,6,6,6,1,0,1,0,0,0,0,0,0,0,0,0
Chr3+30303656,LOC_Os03g52840,0,0,1,5,2,5,0,0,0,5,3,6,8,8,2,10,8,17,0,0,1,1,2,0,0,1,0,41,9,25,0,0,0,0,0,0,0,0,0,6,0,4
Chr3+30304188,LOC_Os03g52840,59,77,81,164,77,85,46,42,44,2116,2266,2203,11455,11022,11560,8566,8293,8482,1786,2061,1783,1076,1053,1086,403,415,418,908,828,833,131,133,125,247,268,608,303,284,283,106,100,107
Chr3+31791419,LOC_Os03g55850,5,4,4,13,5,11,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,48,54,1,0,0,8,3,6
Chr3+31791242,LOC_Os03g55850,11,10,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
Chr3+31793164,LOC_Os03g55850,1859,1584,1569,2344,2047,2198,705,764,813,514,540,527,611,668,665,346,310,352,704,597,658,698,678,680,544,492,457,357,387,361,481,474,489,1197,1170,1388,148,173,190,1020,668,906
Chr3-32363706,LOC_Os03g56790,10,6,2,8,10,12,11,14,16,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1
Chr3-32363116,LOC_Os03g56790,7,9,6,6,4,2,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-32361758,LOC_Os03g56790,2,0,1,8,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-32360717,LOC_Os03g56790,808,937,746,708,953,1015,961,985,876,466,478,487,1026,1015,1023,600,570,631,1074,1015,1013,688,794,717,627,614,574,1012,999,1009,400,390,552,1273,728,768,350,366,351,452,452,452
Chr3-33194618,LOC_Os03g58260,17,0,5,4,6,4,12,16,13,10,10,16,45,26,24,48,45,37,23,17,17,22,21,22,23,21,13,7,11,6,41,38,34,78,26,46,10,6,9,12,12,7
Chr3-33193747,LOC_Os03g58260,5,9,12,9,12,2,0,0,0,2,1,1,6,8,4,5,14,15,2,1,2,2,0,1,3,5,4,3,4,4,1,0,6,4,3,7,2,1,2,4,4,4
Chr3-33194546,LOC_Os03g58260,0,0,0,0,1,0,9,1,9,8,9,5,5,1,3,11,8,7,6,4,3,13,15,11,15,7,16,5,0,3,7,10,13,0,0,0,3,1,2,1,4,0
Chr3+33510514,LOC_Os03g58840,2,2,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,4,2,1,1,1,1,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,4,0,3
Chr3+33510451,LOC_Os03g58840,4,5,3,0,4,0,6,9,5,0,0,0,0,2,2,4,1,2,5,11,5,0,1,2,0,2,1,6,8,4,1,1,1,0,0,0,3,3,3,1,5,6
Chr3+33510134,LOC_Os03g58840,17,1,11,3,8,2,2,1,2,0,0,0,0,2,0,2,1,2,1,0,0,0,0,0,0,1,0,0,1,2,1,2,2,0,0,0,0,1,1,0,3,4
Chr3+33508886,LOC_Os03g58840,3,1,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,6,1,0,0,0,0,0,0,0,0,0,6,0,1
Chr3+33510359,LOC_Os03g58840,903,996,1175,433,698,1715,1263,1074,1319,421,446,425,770,654,625,508,509,509,1090,855,789,622,572,604,726,729,707,520,319,407,263,321,313,634,620,586,525,520,514,353,235,174
Chr3+34033745,LOC_Os03g59760,194,319,88,110,156,105,145,103,162,87,96,86,70,52,76,223,220,225,220,213,227,62,75,63,126,100,114,134,137,137,81,87,88,131,212,36,157,152,150,201,221,223
Chr3+34034436,LOC_Os03g59760,12,1,14,6,9,10,11,14,15,3,1,3,3,7,1,4,4,3,3,5,6,2,0,1,6,3,8,1,5,0,1,2,1,0,0,0,1,5,3,1,3,2
Chr3+34033435,LOC_Os03g59760,1,1,12,0,0,0,0,0,0,2,3,1,0,0,0,3,3,0,0,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,3,2,2,4,1,2
Chr3-35660476,LOC_Os03g63074,1,1,0,3,1,2,0,0,0,1,4,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2
Chr3-35665518,LOC_Os03g63074,8,6,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Chr3-35659856,LOC_Os03g63074,2,0,2,0,0,0,10,2,8,19,19,18,11,16,20,40,27,25,5,7,7,2,0,1,0,0,0,2,0,4,5,2,4,1,2,1,12,1,7,6,6,6
Chr3-35664360,LOC_Os03g63074,1444,1651,1239,1667,1190,1705,966,767,750,8,7,5,6,3,6,0,2,1,7,9,10,9,7,6,6,10,7,69,70,57,112,75,77,7,7,21,65,65,51,1335,1778,1129
Chr4-1008145,LOC_Os04g02670,136,140,135,74,251,219,378,345,392,824,808,834,350,343,336,378,346,339,438,435,480,1278,1280,1386,902,798,792,724,818,743,1397,1334,1433,259,838,955,555,497,521,183,191,157
Chr4-1008208,LOC_Os04g02670,26,11,24,18,20,34,40,46,39,65,64,62,46,32,60,37,19,29,35,41,31,91,95,75,73,71,71,53,61,53,47,35,39,24,13,41,54,43,34,33,38,41
Chr4+19677678,LOC_Os04g32650,0,0,0,5,0,9,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,2,5,2,0,0,0,0,0,0
Chr4+19682169,LOC_Os04g32650,3,2,9,2,2,1,11,11,12,28,36,37,61,60,76,56,49,48,36,36,27,32,24,34,23,24,26,9,9,9,2,2,0,3,2,8,4,5,1,5,5,7
Chr4+19682000,LOC_Os04g32650,71,66,65,74,72,80,156,103,153,159,160,160,140,84,191,228,214,215,153,154,159,88,91,83,141,127,139,41,25,70,18,18,25,80,21,84,30,32,33,107,65,95
Chr4+21010520,LOC_Os04g34720,8,9,7,5,6,6,14,15,8,0,0,4,0,0,0,4,3,5,1,1,0,4,1,4,0,2,0,5,19,10,8,5,8,0,0,0,12,28,19,22,19,4
Chr4+21010711,LOC_Os04g34720,63,70,47,77,31,41,65,78,26,25,23,24,17,23,22,43,21,28,38,24,39,14,18,28,19,28,28,16,16,26,14,19,17,14,1,2,33,38,45,52,40,39
Chr4-22246981,LOC_Os04g36859,26,26,34,53,58,55,105,167,75,82,84,76,63,73,47,66,90,58,79,79,78,126,95,91,90,93,90,73,66,64,72,55,58,60,12,1,86,73,70,86,85,83
Chr4-22246713,LOC_Os04g36859,0,10,14,8,0,0,26,27,33,40,44,45,39,43,43,38,45,47,36,41,36,81,60,59,55,47,52,56,45,46,32,37,43,22,10,10,41,37,33,8,12,13
Chr4+25191506,LOC_Os04g42580,168,162,225,68,126,5,143,113,107,34,42,39,51,24,2,29,26,26,45,56,53,48,48,46,30,38,32,77,87,54,11,19,17,0,1,1,52,51,26,272,263,257
Chr4+25191404,LOC_Os04g42580,5,1,1,0,5,3,3,3,3,0,3,2,0,0,1,3,4,3,2,0,0,1,1,0,1,2,4,1,2,1,0,0,0,0,0,0,2,2,2,0,1,4
Chr4+25191313,LOC_Os04g42580,11,8,12,10,9,11,1,3,4,15,12,13,2,3,11,5,1,12,7,5,8,1,4,0,4,4,4,5,0,3,5,5,2,19,8,24,12,20,19,13,13,13
Chr4-25573710,LOC_Os04g43220,87,64,50,104,121,82,31,18,27,48,24,31,57,63,75,74,75,81,45,44,41,22,20,19,30,24,44,29,25,32,83,64,73,22,40,3,44,50,46,48,42,45
Chr4-25575987,LOC_Os04g43220,1,0,2,4,14,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr4+26285866,LOC_Os04g44400,10,14,3,18,16,14,24,24,23,75,87,71,21,26,32,57,65,52,38,35,33,89,89,97,85,36,48,53,43,46,153,152,158,50,97,108,50,40,45,13,13,13
Chr4+26286166,LOC_Os04g44400,2,3,3,6,2,12,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,2,2
Chr4-27570703,LOC_Os04g46480,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
Chr4-27570451,LOC_Os04g46480,28,15,50,70,59,60,54,46,42,50,68,74,76,78,70,83,104,84,83,73,74,51,50,64,116,138,140,24,47,56,32,34,26,27,20,9,32,19,35,36,34,19
Chr4-27570332,LOC_Os04g46480,4,3,3,2,1,4,1,1,0,2,4,4,2,7,5,4,4,10,1,2,2,3,1,1,6,7,7,3,5,4,1,0,0,1,0,0,1,0,0,5,1,1
Chr4+29535879,LOC_Os04g49510,0,0,0,0,0,0,0,0,0,3,2,3,1,0,3,2,3,3,1,0,4,2,2,2,22,17,16,10,15,12,6,5,7,0,0,0,3,6,4,0,0,0
Chr4+29532521,LOC_Os04g49510,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,2,1,3,5,10,11,11,3,5,7,0,0,0,0,0,0,5,3,5,1,1,0
Chr4+29532817,LOC_Os04g49510,0,1,0,0,0,0,3,1,3,3,2,0,0,0,0,7,0,1,4,0,3,12,21,26,54,56,37,13,11,17,3,3,4,0,1,2,13,2,13,0,0,0
Chr4+29535691,LOC_Os04g49510,42,40,43,36,41,39,72,74,89,288,261,287,176,183,244,519,552,562,372,359,368,345,330,314,917,1160,1010,403,395,386,158,227,247,138,124,149,345,379,402,47,44,40
Chr4+31419961,LOC_Os04g52770,5,4,3,0,0,0,10,13,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,0,4,7,5,6
Chr4+31420184,LOC_Os04g52770,4,10,2,14,9,3,55,52,30,0,2,1,0,0,0,4,1,6,1,1,1,8,5,5,4,17,4,6,4,5,15,21,18,38,10,23,7,9,8,1,0,1
Chr4+31420114,LOC_Os04g52770,23,10,8,42,20,24,100,153,170,1,0,5,0,0,0,6,7,3,3,2,2,16,13,4,43,21,34,15,13,17,45,43,45,65,81,75,20,23,25,10,16,9
Chr4-34267931,LOC_Os04g57590,276,320,322,262,276,273,135,125,114,174,164,166,316,387,283,393,393,394,259,254,252,154,153,140,99,88,90,154,142,132,58,64,61,83,123,60,122,115,115,167,211,190
Chr4-34267733,LOC_Os04g57590,1,1,1,1,3,1,0,0,0,1,0,0,5,1,6,2,2,3,2,1,0,0,1,0,1,0,2,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0
Chr4-34272956,LOC_Os04g57600,28,15,3,44,36,13,17,19,17,4,1,7,1,0,2,4,6,5,0,5,6,0,0,0,3,2,3,1,2,2,5,6,3,23,10,19,3,9,2,21,19,13
Chr4-34272879,LOC_Os04g57600,2,9,0,6,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,13
Chr4-34272658,LOC_Os04g57600,468,362,468,443,515,296,401,408,557,93,88,82,177,170,173,198,305,267,213,243,236,66,88,96,131,144,153,107,109,104,153,139,177,298,323,293,185,203,199,374,373,374
Chr5+313088,LOC_Os05g01530,0,0,0,0,0,0,0,0,0,0,0,0,6,21,21,4,4,1,1,0,0,0,0,0,0,0,0,11,10,12,0,0,0,0,0,0,0,0,0,0,0,0
Chr5+313674,LOC_Os05g01530,5,0,4,4,3,4,7,8,5,318,337,309,2885,2915,2855,1523,1622,1643,370,359,340,8,9,10,1,0,0,136,164,174,126,129,120,182,70,63,156,151,126,0,1,1
Chr5-4550961,LOC_Os05g08350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,58,86,0,0,0,0,0,0
Chr5-4555821,LOC_Os05g08350,4,3,7,2,3,3,18,17,18,0,1,2,3,0,0,0,0,0,8,10,9,1,7,4,5,4,5,10,5,9,24,16,11,45,9,32,7,8,7,7,4,0
Chr5-4550782,LOC_Os05g08350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,213,183,212,185,182,244,0,0,0,0,0,0
Chr5+5750897,LOC_Os05g10570,3,0,3,5,11,4,3,3,1,0,0,0,8,5,7,3,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,3
Chr5+5751232,LOC_Os05g10570,0,0,0,1,0,0,13,2,1,2,0,2,0,3,3,10,12,10,3,4,3,0,0,0,0,0,0,4,4,1,3,1,5,0,0,1,2,3,2,0,1,1
Chr5+5750938,LOC_Os05g10570,6,5,3,0,4,3,4,3,3,4,4,4,10,18,17,0,5,9,4,1,1,1,1,2,2,0,1,6,8,3,1,2,0,0,0,0,1,1,1,7,6,9
Chr5-13930618,LOC_Os05g24150,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,4,1,27,6,22,0,1,2,0,0,0
Chr5-13930128,LOC_Os05g24150,0,0,0,0,0,0,1,0,2,3,5,3,2,1,1,0,0,1,0,0,0,2,2,3,1,1,0,1,0,0,5,3,4,0,0,0,15,7,3,0,0,0
Chr5-14498496,LOC_Os05g25060,8,5,0,7,8,2,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-14498787,LOC_Os05g25060,3,16,7,4,4,2,4,3,0,7,19,1,10,11,12,27,18,23,12,11,11,5,3,3,3,7,6,7,5,0,7,7,7,40,0,40,12,16,13,9,0,4
Chr5-14498850,LOC_Os05g25060,15,16,21,17,9,22,4,0,1,18,19,15,12,13,13,19,22,13,9,11,12,6,8,0,7,6,3,6,4,13,7,11,4,0,0,0,11,12,12,20,19,21
Chr5-14587972,LOC_Os05g25180,39,35,14,47,72,58,27,47,40,45,51,35,57,68,60,47,49,51,40,26,42,43,50,77,61,66,72,86,71,68,83,67,74,114,52,101,44,47,29,32,48,52
Chr5-14588414,LOC_Os05g25180,87,79,76,11,37,11,25,17,20,12,15,14,8,13,5,28,32,26,16,12,32,15,17,15,17,19,21,2,7,24,44,40,44,59,79,1,19,19,12,36,52,33
Chr5+16112148,LOC_Os05g27660,132,153,154,137,203,156,304,291,299,57,43,59,45,42,57,73,80,79,100,101,98,155,162,157,249,315,255,59,48,68,46,51,50,38,17,91,72,69,71,116,104,109
Chr5+16111602,LOC_Os05g27660,5,3,4,0,0,0,2,3,3,1,4,2,0,0,0,2,1,4,2,2,5,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0
Chr5+16111719,LOC_Os05g27660,7,15,17,12,17,19,7,11,6,1,1,0,4,4,2,1,5,9,11,11,11,1,3,1,2,10,12,4,1,4,4,7,7,0,0,0,6,6,8,2,2,2
Chr5+16295085,LOC_Os05g27920,3,1,0,15,4,12,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,5,3,17,0,2,2,0,0,0,2,0,0,14,13,29
Chr5+16296129,LOC_Os05g27920,2,1,1,3,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chr5+16296689,LOC_Os05g27920,0,0,0,12,0,5,1,1,1,12,0,10,1,1,3,2,4,7,4,0,2,2,2,4,1,1,0,0,3,1,7,6,5,18,5,25,0,0,0,6,9,3
Chr5+16296492,LOC_Os05g27920,89,120,155,121,71,51,147,119,74,87,107,123,67,58,78,73,61,56,89,87,75,94,101,123,74,66,80,63,64,65,96,95,103,226,57,83,149,133,82,146,144,141
Chr5-16296936,LOC_Os05g27930,4,2,5,7,11,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,2,0,2,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Chr5-16298829,LOC_Os05g27930,19,21,20,35,13,6,12,3,7,0,0,0,1,3,0,1,1,0,1,1,1,0,1,1,3,1,2,2,1,0,4,3,4,0,0,0,0,6,2,19,12,16
Chr5-16297072,LOC_Os05g27930,214,151,135,180,90,216,131,130,131,67,70,68,97,98,109,225,233,233,139,134,128,62,65,61,118,125,146,65,51,66,81,68,82,179,125,173,140,136,148,138,138,138
Chr5-16298920,LOC_Os05g27930,7,10,14,18,3,7,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chr5-23617582,LOC_Os05g40212,3,2,0,0,0,0,0,2,1,1,3,4,5,3,6,4,0,2,4,1,1,1,1,2,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,4,2,3
Chr5-23617500,LOC_Os05g40212,2,4,2,4,3,0,9,15,6,49,45,46,29,29,22,49,47,40,31,40,41,4,2,5,2,4,8,22,20,19,24,17,15,22,1,5,42,28,33,13,13,11
Chr5+25677822,LOC_Os05g44190,0,0,0,5,12,0,3,1,2,3,5,3,10,4,6,6,3,0,1,0,2,2,4,5,4,0,0,5,3,1,3,3,4,24,5,22,0,0,1,1,2,2
Chr5+25682577,LOC_Os05g44190,2,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,3,2,1,10,10,5,5,0,1,12,3,4,0,4,0
Chr5-26347248,LOC_Os05g45420,272,250,237,223,197,221,264,199,193,194,174,167,269,272,205,167,198,223,146,150,149,153,163,143,97,105,98,120,140,129,302,264,219,283,412,325,157,163,143,262,261,261
Chr5-26347005,LOC_Os05g45420,26,25,37,32,40,50,32,71,53,64,74,72,80,63,85,45,54,34,39,55,42,68,50,51,24,30,20,36,26,33,171,156,150,13,83,82,24,24,20,12,25,1
Chr5+28342566,LOC_Os05g49430,7,4,14,3,3,3,0,2,1,4,2,3,5,4,7,1,1,1,0,2,2,1,1,1,2,2,2,3,5,0,2,1,2,58,28,16,0,0,0,1,1,0
Chr5+28345024,LOC_Os05g49430,140,112,85,42,71,88,100,112,107,37,21,13,27,14,29,8,10,7,5,10,4,2,12,7,32,31,30,232,186,162,87,68,71,13,4,3,13,15,17,20,12,10
Chr5-28476339,LOC_Os05g49630,4,6,1,11,14,17,19,10,12,1,1,2,0,0,0,0,0,1,3,0,1,2,1,1,2,1,0,2,2,1,3,3,3,1,0,0,21,16,14,15,10,19
Chr5-28473688,LOC_Os05g49630,7,5,2,2,7,2,1,3,2,0,0,0,8,3,11,5,3,6,2,4,4,3,3,3,2,2,2,1,1,0,13,21,18,6,10,5,0,1,0,1,2,2
Chr5-28473600,LOC_Os05g49630,3,1,1,1,1,1,1,0,2,1,0,0,2,12,3,1,6,3,0,0,0,2,0,1,0,1,1,3,1,3,8,12,14,6,6,0,2,2,2,0,1,3
Chr5+28914298,LOC_Os05g50440,4,4,2,11,2,5,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,6,9,0,0,0,0,2,2,1,5,0
Chr5+28917115,LOC_Os05g50440,6,1,4,13,8,8,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,3
Chr5+28917636,LOC_Os05g50440,27,26,31,21,28,7,17,20,11,10,11,14,21,28,20,14,12,15,20,24,22,11,7,8,7,6,7,18,17,18,9,17,17,30,12,8,27,15,14,25,23,22
Chr5+28916780,LOC_Os05g50440,0,0,0,0,3,2,0,0,0,0,0,0,0,2,3,1,0,0,3,2,3,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,2,1,1,0,1,0
Chr5+28995852,LOC_Os05g50560,0,0,0,0,0,0,1,6,0,10,4,7,4,1,4,7,7,7,1,2,1,2,2,2,0,6,6,9,3,0,15,11,8,2,39,23,4,4,3,0,0,1
Chr5+28995471,LOC_Os05g50560,14,7,2,9,5,6,9,9,4,26,30,34,73,55,84,57,60,23,19,20,19,22,24,24,26,41,23,23,32,22,20,16,19,27,44,18,23,25,29,2,3,8
Chr5+28995656,LOC_Os05g50560,0,1,0,2,2,2,9,4,12,50,18,50,127,97,105,41,60,48,13,5,16,33,36,33,27,30,13,29,14,20,40,36,50,1,0,10,22,20,29,1,1,1
Chr5+28995942,LOC_Os05g50560,0,0,0,0,0,0,1,1,1,3,3,3,8,0,8,0,7,3,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
Chr5-29486820,LOC_Os05g51420,47,50,61,24,70,44,30,45,46,84,71,75,119,108,100,363,363,366,298,311,312,115,109,121,415,465,471,53,51,57,95,86,78,14,36,206,99,82,72,51,62,53
Chr5-29491676,LOC_Os05g51420,0,0,0,0,1,0,6,6,6,11,7,0,1,7,0,35,39,39,31,41,36,7,4,5,16,11,13,1,5,9,2,5,2,0,0,0,12,16,11,6,2,0
Chr5-29491763,LOC_Os05g51420,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,14,9,10,6,14,5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
Chr5-29488908,LOC_Os05g51420,2,1,0,0,0,0,1,1,1,0,3,0,0,1,2,3,1,2,0,0,0,2,0,0,1,0,2,0,0,0,1,1,1,4,2,8,0,0,0,0,0,0
Chr5-29486728,LOC_Os05g51420,0,0,0,0,0,0,0,0,0,4,4,3,9,5,9,34,25,29,9,13,21,3,2,3,24,13,30,1,3,0,17,7,8,0,0,0,1,3,8,4,3,7
Chr6+1464025,LOC_Os06g03700,3,2,2,0,0,1,0,1,4,7,3,5,22,2,16,0,0,0,0,0,0,13,16,7,0,1,0,71,70,71,1,0,0,13,22,25,4,10,5,0,3,0
Chr6+1464333,LOC_Os06g03700,1,5,4,0,0,0,0,0,0,13,10,14,13,6,17,1,1,2,0,0,0,9,8,9,0,0,2,94,97,105,0,2,3,0,0,0,10,17,4,2,1,3
Chr6+2027944,LOC_Os06g04640,46,63,74,77,66,97,64,57,61,42,48,39,51,38,57,41,41,40,73,55,74,28,29,29,33,43,45,29,33,44,46,32,37,27,39,18,46,51,45,69,56,63
Chr6+2028125,LOC_Os06g04640,4,3,3,3,1,10,1,5,5,4,2,2,5,3,8,3,3,0,4,1,0,2,4,5,6,6,6,6,3,3,0,1,1,3,4,1,1,3,3,3,1,3
Chr6+2026125,LOC_Os06g04640,2,0,4,1,0,2,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,1,0,0,0,0,7,2,6,0,0,0,0,0,0
Chr6+2026956,LOC_Os06g04640,0,4,6,0,1,0,1,0,0,0,0,0,5,0,1,0,0,1,1,0,1,2,2,0,2,0,0,0,1,0,2,0,0,10,3,25,0,0,0,1,1,1
Chr6+2023361,LOC_Os06g04640,0,0,0,0,0,0,2,0,0,1,0,0,2,4,2,1,0,2,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Chr6-2450851,LOC_Os06g05424,11,3,7,7,2,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3
Chr6-2450186,LOC_Os06g05424,8,10,9,8,12,12,11,3,11,1,0,5,6,0,11,0,0,1,5,3,4,4,3,5,20,28,18,2,2,1,0,0,0,0,0,0,0,0,0,3,2,4
Chr6-2451110,LOC_Os06g05424,26,28,16,34,40,25,39,12,2,28,27,28,2,1,4,0,0,0,1,1,3,4,3,6,17,18,19,3,4,7,0,1,1,4,25,9,0,0,0,8,47,23
Chr6-2500900,LOC_Os06g05520,3,8,9,7,3,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,4,4
Chr6-2498984,LOC_Os06g05520,41,36,36,81,28,37,86,115,70,53,55,50,47,58,62,111,153,186,81,84,76,52,45,44,49,53,47,66,65,61,50,20,72,6,5,25,84,83,69,47,45,45
Chr6-2500522,LOC_Os06g05520,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,0,0,1,4,3,5,1,0,2,1,1,1,1,3,0
Chr6+4431523,LOC_Os06g08840,66,87,48,91,115,95,50,37,22,41,40,64,13,9,10,1,1,6,8,7,8,60,54,55,44,71,40,17,34,35,23,13,11,20,155,51,65,59,62,67,61,67
Chr6+4431799,LOC_Os06g08840,7,6,7,7,16,2,0,0,0,3,4,1,3,1,3,0,1,1,0,1,0,3,3,1,4,3,4,1,1,1,2,4,1,0,0,0,1,1,1,6,7,13
Chr6+4432281,LOC_Os06g08840,31,25,32,4,23,14,37,30,41,38,36,27,43,79,57,50,50,51,30,32,25,20,20,20,30,32,30,20,22,27,32,45,30,10,9,10,34,27,29,25,21,22
Chr6+5555748,LOC_Os06g10650,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,2,0,0,0
Chr6+5557118,LOC_Os06g10650,0,7,3,4,7,10,29,25,21,1,1,1,3,1,5,2,1,3,2,2,2,5,4,3,0,0,0,2,0,5,2,0,2,0,0,0,7,8,3,0,0,0
Chr6+5556840,LOC_Os06g10650,4,4,2,7,6,2,9,6,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,2,3,2,1,0,4,66,63,4,6,5,0,0,0
Chr6+5557262,LOC_Os06g10650,23,10,4,3,0,8,42,50,42,2,0,0,1,3,2,1,0,1,2,3,2,4,3,5,1,1,2,2,7,13,5,1,0,0,0,0,0,6,2,0,1,0
Chr6+5559021,LOC_Os06g10650,591,425,328,512,705,492,910,933,1025,67,57,46,233,229,205,160,132,137,66,69,76,16,34,42,20,24,31,76,73,70,116,136,130,12,24,31,112,105,96,17,7,36
Chr6-6088312,LOC_Os06g11500,0,0,0,0,0,0,1,2,6,9,4,7,11,16,17,10,6,6,17,13,16,4,6,6,7,7,4,8,6,8,1,0,1,18,27,16,5,5,10,0,1,0
Chr6-6086303,LOC_Os06g11500,0,0,0,0,0,0,0,0,0,0,6,4,5,2,2,10,5,0,13,2,7,1,0,1,0,1,1,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0
Chr6-6086537,LOC_Os06g11500,0,0,1,0,0,0,2,5,9,5,1,4,18,17,19,5,7,7,14,4,13,0,0,0,2,3,3,2,5,2,2,2,2,0,0,0,0,7,4,1,3,0
