chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr2+21038145,LOC_Os02g35039,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
Chr2+21029628,LOC_Os02g35039,10,10,10,11,5,12,8,2,8,2,5,3,3,5,2,0,1,0,1,2,0,1,1,0,1,2,1,0,0,1,2,1,1,3,1,0,0,0,0,1,1,1
Chr2+21030493,LOC_Os02g35039,1,2,2,1,0,2,1,2,3,4,3,2,2,2,3,6,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,1
Chr2+21038604,LOC_Os02g35039,12,6,5,1,6,6,5,4,1,2,3,2,4,1,4,3,2,2,0,0,0,1,0,1,1,1,1,1,0,0,2,1,4,0,0,0,0,1,3,8,11,7
Chr2+21038734,LOC_Os02g35039,337,244,281,333,292,219,93,75,73,67,85,45,39,20,41,34,20,35,58,41,50,146,109,104,51,50,54,75,59,117,219,230,214,105,124,105,104,71,92,220,211,286
Chr2-21043874,LOC_Os02g35070,488,450,580,681,341,453,334,462,528,87,93,90,124,116,110,102,92,113,157,155,159,143,133,152,104,101,101,99,119,128,145,144,145,291,251,158,132,104,115,350,345,338
Chr2-21043969,LOC_Os02g35070,28,19,14,11,6,7,5,2,11,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,1,1,0,3,7,0,0,2,0,0,0,1,1,2,12,12,11
Chr2-21411357,LOC_Os02g35590,1,6,4,6,6,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,5,9,0
Chr2-21410581,LOC_Os02g35590,0,1,0,0,3,2,0,2,0,0,0,1,0,0,3,2,0,0,1,1,1,4,8,2,3,3,4,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0
Chr2-21410854,LOC_Os02g35590,131,176,155,248,233,242,143,132,112,126,129,118,326,291,283,187,209,201,224,221,234,86,93,102,97,124,83,139,240,69,61,47,60,61,235,230,60,54,61,182,197,161
Chr2+21414661,LOC_Os02g35600,13,35,10,7,5,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,13,6,11
Chr2+21417192,LOC_Os02g35600,99,159,143,155,126,170,116,115,114,79,104,89,175,168,172,148,142,155,119,122,115,62,63,46,30,37,37,93,104,115,81,82,83,58,9,47,205,175,219,259,259,259
Chr2+21417451,LOC_Os02g35600,0,1,1,3,5,4,2,2,2,0,1,1,5,2,11,7,4,5,5,4,1,0,0,0,1,1,0,1,2,0,1,0,1,4,22,9,0,0,0,1,1,1
Chr2+21414776,LOC_Os02g35600,6,5,2,7,8,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Chr2+23513706,LOC_Os02g38890,29,25,39,16,13,16,0,2,3,4,4,2,2,1,1,3,6,5,4,3,4,1,4,1,13,13,23,13,7,0,5,7,3,79,10,27,1,6,5,34,34,34
Chr2+23513938,LOC_Os02g38890,8,6,11,2,4,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,1,8,9,3,3,1,2,3,4,4,0,0,0,1,0,1,1,2,1
Chr2-24030838,LOC_Os02g39764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,8,0,0,0,0,0,0
Chr2-24030227,LOC_Os02g39764,0,1,1,5,6,3,5,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1
Chr2-24031700,LOC_Os02g39764,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,11,8,0,0,0,0,3,0,0,0,0
Chr2-24031615,LOC_Os02g39764,4,3,3,1,1,0,7,2,1,2,1,0,7,9,5,1,6,2,0,1,1,0,0,0,1,0,3,3,1,3,25,23,24,10,37,18,12,8,6,1,1,7
Chr2-24025159,LOC_Os02g39764,0,0,0,20,4,14,1,1,0,0,0,1,4,3,0,5,4,1,1,0,0,0,0,0,0,0,0,2,4,2,22,27,9,5,218,182,2,2,4,0,0,1
Chr2-24025223,LOC_Os02g39764,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35,6,0,0,0,0,0,0
Chr2-24240093,LOC_Os02g40040,560,583,608,703,519,643,336,688,236,132,133,171,141,114,136,191,176,137,112,116,109,42,35,41,59,30,52,94,113,93,38,24,54,101,5,165,122,99,88,626,628,620
Chr2-24241702,LOC_Os02g40040,0,0,0,2,2,0,2,1,1,1,4,3,0,0,0,1,1,1,0,0,0,1,2,3,1,0,2,0,0,0,0,2,0,2,4,4,1,2,0,0,2,2
Chr2-24273043,LOC_Os02g40090,26,22,5,25,24,25,15,12,5,14,2,5,8,12,10,10,7,5,1,10,10,1,0,1,11,12,8,5,5,5,4,4,4,4,0,2,4,4,3,21,23,22
Chr2-24270238,LOC_Os02g40090,109,112,93,77,67,65,42,45,43,156,150,158,144,136,144,210,196,189,123,121,122,58,55,50,203,197,226,92,93,85,133,151,91,16,96,59,122,109,117,89,85,93
Chr2-26348441,LOC_Os02g43670,0,0,0,3,9,7,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,1,0,1,1,2,2,1,1,0,1,0,0,0,2,2,2,3,0,0,0,0
Chr2-26349748,LOC_Os02g43670,2,5,10,13,13,6,2,4,5,123,131,117,22,18,18,16,16,16,49,67,51,8,3,10,29,37,41,90,150,43,10,15,12,28,0,16,7,7,7,1,1,0
Chr2-26349807,LOC_Os02g43670,2,1,0,6,13,13,12,14,7,83,59,81,13,5,3,2,2,5,29,29,27,8,9,9,33,33,33,77,69,69,10,9,11,5,4,5,7,6,7,4,3,2
Chr2+26444427,LOC_Os02g43810,73,77,67,102,100,45,18,19,17,4,3,2,13,12,5,9,14,10,24,24,19,5,3,0,4,4,5,12,15,13,32,35,26,22,8,18,14,15,15,91,66,58
Chr2+26444634,LOC_Os02g43810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,8,0,115,52,59,0,0,0,0,0,0
Chr2+26444818,LOC_Os02g43810,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,0,8,2,6,5,94,108,0,0,0,0,0,0
Chr2+26444910,LOC_Os02g43810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,14,20,46,79,49,0,0,0,0,0,0
Chr2-27297107,LOC_Os02g45040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,12,16,21,1,0,1,0,0,0
Chr2-27298396,LOC_Os02g45040,16,1,0,4,5,4,11,11,14,5,7,4,0,0,0,4,4,7,463,366,353,9,10,9,45,41,56,0,1,42,150,149,148,45,62,43,11,8,7,10,9,2
Chr2-27296976,LOC_Os02g45040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,0,0,0,2,0,0,2,1,0,0,0,0,11,7,0,1,1,1,0,0,0
Chr2-27298270,LOC_Os02g45040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,7,3,3,0,0,0,0,0,0
Chr2-29572122,LOC_Os02g48320,0,0,0,0,0,0,9,3,13,2,1,1,0,0,0,1,1,2,3,7,8,7,6,8,48,31,50,5,4,2,0,3,1,2,5,1,8,8,0,3,2,1
Chr2-29571910,LOC_Os02g48320,7,5,3,1,9,1,99,147,110,33,21,14,8,5,12,12,18,13,29,28,27,218,213,227,687,692,744,6,5,6,13,5,5,0,1,3,7,3,6,14,31,19
Chr2+29757331,LOC_Os02g48610,6,6,8,0,19,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6
Chr2+29758535,LOC_Os02g48610,291,219,278,189,182,235,206,212,224,395,286,233,164,128,140,135,122,106,227,224,197,391,442,495,343,291,285,284,272,228,431,569,477,200,159,238,179,201,171,213,247,243
Chr2+30108127,LOC_Os02g49260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,2,0,0,0,0,0,0
Chr2+30107140,LOC_Os02g49260,1,5,3,1,2,2,0,0,0,0,0,1,1,0,1,2,2,2,0,0,1,1,1,0,0,1,2,1,0,0,0,0,0,9,6,8,0,0,0,0,0,0
Chr2+30109835,LOC_Os02g49260,4,2,2,1,1,1,0,0,1,8,5,8,0,0,0,0,1,0,19,18,22,12,13,13,11,13,10,22,19,22,259,196,296,99,78,112,1,2,1,0,0,0
Chr2-30918842,LOC_Os02g50620,230,233,200,365,228,274,275,223,281,906,911,889,1043,1086,1090,914,1095,975,448,578,489,967,1131,1147,749,756,741,722,648,611,1999,2068,2144,270,865,88,333,410,299,183,184,185
Chr2-30919989,LOC_Os02g50620,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,6,11,8,4,0,5,0,0,0,0,0,0,0,1,0
Chr2-31532282,LOC_Os02g51490,30,26,27,81,115,66,17,11,21,0,2,2,6,2,4,6,12,8,13,9,16,5,5,5,1,0,3,14,13,13,10,10,11,11,12,0,10,6,13,37,16,32
Chr2-31532110,LOC_Os02g51490,23,17,13,19,13,12,17,30,13,4,6,7,11,7,9,12,7,14,29,30,30,16,15,7,3,7,7,14,13,16,10,5,6,59,50,41,13,8,13,25,33,29
Chr2-31538242,LOC_Os02g51500,1,1,2,0,0,0,3,2,3,0,0,1,2,3,1,1,2,1,4,0,1,2,6,5,2,0,5,6,6,0,1,5,3,0,0,0,5,5,5,3,6,3
Chr2-31535306,LOC_Os02g51500,13,13,16,30,14,17,33,29,34,51,57,55,109,110,88,80,66,87,63,60,53,107,110,113,104,83,96,78,84,67,37,17,39,5,2,1,23,23,5,6,9,8
Chr2-31535365,LOC_Os02g51500,172,217,164,196,167,174,151,152,151,270,205,242,309,308,312,334,239,358,256,247,248,285,283,321,285,277,190,127,138,141,102,125,149,36,89,61,80,58,68,104,118,152
Chr2+32352832,LOC_Os02g52900,37,46,52,1,8,22,14,23,17,16,16,19,28,16,22,27,16,8,10,11,12,4,4,4,2,3,2,2,19,5,6,7,4,6,1,9,9,8,8,58,56,56
Chr2+32349899,LOC_Os02g52900,26,21,19,11,17,15,68,77,95,102,90,81,75,63,73,52,52,51,49,37,39,57,53,52,27,25,20,14,27,24,28,39,27,40,47,83,39,40,64,19,20,22
Chr2+33620234,LOC_Os02g54890,8,16,6,42,9,26,47,25,43,107,98,116,22,20,22,16,16,17,29,30,29,84,88,103,242,299,278,283,261,223,426,467,486,2575,7479,3934,172,162,195,5,9,10
Chr2+33620047,LOC_Os02g54890,15,17,29,11,3,27,34,29,29,60,49,63,25,25,19,18,20,18,27,31,26,65,48,57,147,98,126,95,96,146,186,144,221,905,1182,1058,137,124,139,2,3,1
Chr2+33618534,LOC_Os02g54890,1,0,2,7,1,7,4,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Chr2+33620482,LOC_Os02g54890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,0,0,0,0,0,0
Chr2+33620331,LOC_Os02g54890,3,3,6,5,8,3,0,0,0,13,9,12,1,2,1,12,2,8,0,2,0,15,19,15,25,31,18,34,37,34,37,71,27,190,131,504,29,26,36,1,0,3
Chr2+34327603,LOC_Os02g56090,23,18,8,25,22,30,24,14,13,8,10,8,14,16,16,21,28,28,15,14,14,3,9,5,9,7,9,7,12,10,9,9,7,9,14,23,20,15,21,19,31,10
Chr2+34326428,LOC_Os02g56090,7,13,5,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,31
Chr2+34325825,LOC_Os02g56090,14,17,12,5,8,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,56
Chr2+35040466,LOC_Os02g57190,233,264,216,258,252,243,163,150,130,96,82,121,168,123,138,153,144,152,72,77,63,115,87,117,97,120,104,59,116,52,61,50,59,20,171,77,104,74,90,216,196,210
Chr2+35040205,LOC_Os02g57190,17,25,24,32,24,33,14,26,17,1,1,1,0,1,0,0,2,0,1,0,1,4,3,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,5,4,2
Chr2-35091318,LOC_Os02g57290,1,1,0,1,0,0,1,0,1,23,22,15,5,8,0,6,4,5,0,0,0,7,8,7,1,1,1,2,1,0,0,0,2,0,0,0,7,7,6,13,12,14
Chr2-35093318,LOC_Os02g57290,0,0,0,0,2,0,15,30,27,121,109,75,32,23,0,35,33,34,13,10,8,41,15,29,4,6,5,13,16,12,5,6,8,3,6,12,14,12,12,3,3,1
Chr2-35091189,LOC_Os02g57290,0,0,0,1,1,2,18,13,20,23,27,29,3,3,2,5,4,1,1,5,3,18,9,4,2,2,0,7,11,8,3,6,6,0,0,0,8,4,8,7,4,5
Chr2+35278315,LOC_Os02g57600,107,90,90,95,87,91,44,54,82,34,28,36,100,113,88,102,84,73,101,121,120,79,73,89,40,50,64,98,89,95,37,36,31,5,11,69,51,51,55,66,104,46
Chr2+35278556,LOC_Os02g57600,2,2,2,1,4,5,1,2,0,1,2,3,0,0,0,2,3,0,10,4,6,0,0,1,3,2,0,1,1,0,1,1,1,2,5,4,0,2,1,0,0,0
Chr2+35278202,LOC_Os02g57600,20,26,27,17,14,20,3,6,7,0,0,0,1,2,4,3,4,3,2,0,1,1,4,4,1,2,3,2,3,6,3,3,4,3,8,14,0,1,2,10,10,10
Chr2+35548351,LOC_Os02g58070,13,10,13,11,0,6,43,47,25,25,36,34,26,35,25,17,21,23,19,20,16,23,28,25,34,39,48,21,20,22,47,50,47,20,4,3,38,39,36,4,6,0
Chr2+35548243,LOC_Os02g58070,40,72,43,25,33,22,28,63,53,39,40,42,25,40,27,25,28,35,24,23,24,30,29,31,43,49,35,37,53,60,95,64,95,81,0,20,51,69,67,40,41,40
Chr3-344575,LOC_Os03g01540,0,2,1,0,6,1,0,0,0,0,0,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,3,6,2,0,0,0
Chr3-344452,LOC_Os03g01540,3,13,16,18,24,29,13,14,8,18,29,34,37,10,15,13,20,9,24,19,30,24,27,22,22,11,3,20,19,17,16,12,11,46,34,24,23,20,48,45,37,42
Chr3-344121,LOC_Os03g01540,2,4,8,0,3,2,9,7,8,3,2,1,7,1,6,4,4,1,7,6,6,3,5,3,2,2,1,3,3,8,4,3,5,0,0,0,3,4,5,2,4,2
Chr3-344303,LOC_Os03g01540,5,2,6,4,7,0,0,0,6,5,4,6,1,0,1,2,2,3,0,0,1,2,4,4,1,0,0,4,5,5,3,2,3,0,0,0,3,4,5,2,9,2
Chr3+492776,LOC_Os03g01790,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,2,2,0,0,0,0
Chr3+491852,LOC_Os03g01790,4,5,4,0,0,0,3,19,4,0,1,2,9,10,10,1,1,1,1,4,8,5,2,2,1,1,6,3,2,3,3,4,1,15,16,3,1,1,2,1,1,0
Chr3+492694,LOC_Os03g01790,3,1,13,5,1,26,7,14,9,10,13,10,3,6,6,2,2,2,5,1,6,2,0,6,4,4,4,1,12,13,14,6,7,68,38,131,7,14,7,21,11,15
Chr3+490587,LOC_Os03g01790,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,16,10,9,0,0,0,0,1,0
Chr3-1720157,LOC_Os03g03830,117,128,114,70,48,102,88,119,102,137,134,127,103,100,99,99,127,106,146,135,152,170,169,104,82,88,107,82,78,81,89,83,92,62,103,38,104,93,95,138,141,146
Chr3-1720577,LOC_Os03g03830,0,4,6,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Chr3+2871081,LOC_Os03g05760,5,1,1,4,14,22,0,0,0,1,0,0,0,2,4,0,0,0,4,0,2,0,0,0,2,0,4,0,0,0,2,1,2,12,4,2,1,1,1,4,2,5
Chr3+2875336,LOC_Os03g05760,30,33,28,33,40,11,31,29,38,29,26,24,59,55,58,32,63,36,14,24,35,22,15,21,299,341,324,32,26,28,58,46,65,6,84,4,41,47,34,33,33,33
Chr3+2875165,LOC_Os03g05760,42,30,47,45,31,22,3,0,1,0,0,1,5,5,1,1,1,1,1,0,3,1,0,0,34,25,47,0,0,0,0,2,0,2,2,1,2,9,3,20,19,18
Chr3+2871223,LOC_Os03g05760,0,0,0,1,8,4,2,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,20,11,16,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chr3+3044931,LOC_Os03g06070,8,24,2,0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,9,0,0,0,0,5,5,6
Chr3+3045603,LOC_Os03g06070,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,38,58,29,0,0,0,0,0,0
Chr3+3045325,LOC_Os03g06070,124,92,79,107,74,88,122,130,124,41,44,30,62,41,43,35,44,34,28,32,30,53,50,32,70,49,23,90,85,64,132,134,136,241,444,347,80,94,79,201,190,195
Chr3+3171124,LOC_Os03g06340,0,3,2,18,13,3,6,0,6,13,13,7,11,11,12,4,3,4,1,5,5,10,12,5,2,4,0,4,4,1,12,3,7,0,0,0,5,9,2,0,0,0
Chr3+3176352,LOC_Os03g06340,22,18,22,21,20,17,10,12,10,42,27,36,20,67,11,32,55,42,40,36,46,40,36,32,29,30,37,31,48,39,10,22,25,74,137,11,43,45,47,18,13,23
Chr3+3188701,LOC_Os03g06370,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,5,0,0,0,0,3,2,3,0,0,0,2,2,1,0,0,0
Chr3+3189514,LOC_Os03g06370,5,5,12,2,9,9,3,16,0,0,2,2,1,0,1,1,11,0,1,0,1,1,1,2,2,4,2,0,2,0,6,5,1,0,0,0,4,3,4,9,8,15
Chr3+3189326,LOC_Os03g06370,3,7,8,10,28,5,16,5,7,1,1,1,3,4,3,5,3,5,7,11,5,4,0,2,1,0,0,3,2,2,4,3,9,13,11,7,8,8,6,7,18,7
Chr3+4335764,LOC_Os03g08430,3,2,2,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,9,3,1,1,1,1,0,0,0,0,0,0,3,4,0
Chr3+4329804,LOC_Os03g08430,7,17,15,32,21,38,10,17,14,32,32,31,116,111,120,130,157,199,57,65,65,41,42,22,78,67,130,19,19,17,23,22,23,13,25,23,21,12,26,7,1,8
Chr3+4335881,LOC_Os03g08430,140,107,105,151,113,128,58,66,45,142,86,138,433,423,436,326,388,273,252,259,319,72,61,57,162,197,215,160,160,169,154,125,109,21,241,94,108,115,117,125,100,116
Chr3+4513827,LOC_Os03g08740,17,5,12,19,21,21,36,1,15,18,17,26,41,39,36,5,10,23,11,8,14,16,15,17,12,17,1,9,9,9,15,8,14,81,103,40,1,9,7,4,8,4
Chr3+4515389,LOC_Os03g08740,2,0,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,7,7
Chr3+4518518,LOC_Os03g08740,14,32,26,26,24,23,33,35,34,51,66,53,60,77,43,71,67,58,21,22,15,54,89,49,11,26,17,41,39,41,48,39,45,27,50,27,142,141,121,28,31,29
Chr3+4613782,LOC_Os03g08900,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,26,0,0,0,0,0,0
Chr3+4608056,LOC_Os03g08900,1,1,0,3,2,2,4,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0
Chr3+4607524,LOC_Os03g08900,2,3,11,4,3,3,8,4,4,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,9,25,40,0,0,0,0,0,1
Chr3+4616235,LOC_Os03g08900,13,10,11,13,15,8,23,20,22,0,0,0,130,133,124,14,17,12,15,23,19,3,7,8,9,3,5,4,4,5,4,5,5,116,32,114,0,0,0,3,3,3
Chr3-4667182,LOC_Os03g08999,0,6,3,13,5,6,4,5,4,13,26,12,14,16,15,26,21,28,11,6,14,7,44,40,63,49,52,2,6,7,0,1,0,7,13,12,1,0,1,2,3,4
Chr3-4667275,LOC_Os03g08999,18,40,31,65,36,49,7,9,2,14,25,14,27,55,47,130,128,102,22,23,20,59,62,57,107,119,123,8,4,6,2,4,2,5,1,2,0,0,1,17,12,18
Chr3-5079016,LOC_Os03g10060,0,0,0,0,0,0,0,0,0,32,14,24,39,35,37,20,21,28,5,11,1,3,1,0,1,0,2,4,8,1,0,6,0,11,26,3,3,1,3,0,0,0
Chr3-5078247,LOC_Os03g10060,232,232,123,159,43,29,6,56,23,2207,2593,2499,1233,1237,1254,972,970,962,559,526,618,110,122,131,45,44,39,346,377,349,102,97,88,346,252,220,205,240,222,115,114,114
Chr3-7165114,LOC_Os03g13274,0,0,0,1,2,0,5,3,1,3,6,5,3,3,3,1,0,1,0,1,0,11,10,9,4,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Chr3-7163437,LOC_Os03g13274,0,1,0,0,1,0,0,1,1,23,39,34,5,14,4,4,10,8,11,18,22,63,47,65,3,14,13,6,13,18,6,4,3,84,62,11,13,12,12,5,0,0
Chr3-7163389,LOC_Os03g13274,3,0,3,3,2,3,4,4,3,53,51,52,34,14,16,17,16,14,29,24,30,155,161,157,36,37,35,29,31,38,0,1,4,0,0,1,8,10,10,5,1,0
Chr3+7231779,LOC_Os03g13390,4,6,4,1,0,1,2,2,2,1,1,0,0,1,1,0,3,1,0,1,1,15,17,11,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1
Chr3+7231671,LOC_Os03g13390,27,16,13,32,19,7,1,0,5,3,4,1,1,0,0,15,6,16,14,13,13,120,109,119,11,12,11,1,2,1,6,6,5,12,10,3,0,0,1,0,2,3
Chr3+7231507,LOC_Os03g13390,271,189,177,186,292,343,45,47,61,24,26,34,47,43,55,125,138,168,173,159,209,286,258,345,96,74,77,26,23,3,23,23,22,9,30,0,4,2,1,43,35,39
Chr3-7324057,LOC_Os03g13550,1,2,2,3,0,5,9,7,7,0,0,0,2,2,2,1,3,0,9,4,5,0,3,2,0,0,0,1,2,3,2,2,0,0,0,0,1,1,1,0,0,3
Chr3-7325505,LOC_Os03g13550,1,0,0,0,0,2,1,2,2,0,0,1,3,4,1,0,1,0,1,1,2,1,1,0,0,0,0,0,0,2,0,0,0,41,3,19,0,1,0,0,2,0
Chr3-7323974,LOC_Os03g13550,3,2,4,3,2,1,6,5,4,1,0,1,0,0,0,0,0,0,2,0,2,1,2,3,1,1,1,2,0,2,0,0,0,0,0,0,2,1,1,3,3,4
Chr3-7847996,LOC_Os03g14450,159,197,170,160,180,188,330,292,307,353,348,336,99,106,75,105,106,90,206,205,224,876,1077,1002,616,520,573,592,583,685,1312,1537,1423,397,405,725,329,336,327,279,276,278
Chr3-7847873,LOC_Os03g14450,1,0,0,5,4,4,2,1,3,3,1,2,1,0,0,0,1,0,1,2,3,9,9,9,3,2,2,6,0,10,52,43,38,1,1,1,3,3,5,2,2,3
Chr3+9204656,LOC_Os03g16670,12,26,18,0,0,3,4,26,9,175,181,172,869,621,505,386,586,401,187,173,144,476,529,638,611,693,662,152,151,131,168,215,200,221,75,174,465,495,462,15,15,15
Chr3+9204594,LOC_Os03g16670,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,2,2,2,0,3,5,3,4,1,2,2,2,5,2,2,0,1,0,0,0,3,1,5,2,2,3
Chr3+9249735,LOC_Os03g16700,0,2,6,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,4,2,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0
Chr3+9247927,LOC_Os03g16700,5,3,0,3,1,1,0,2,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,4,5,2,0,0,0,2,6,1,0,1,0,3,3,2
Chr3+9252587,LOC_Os03g16700,10,98,39,86,105,54,43,41,50,164,175,166,562,557,555,242,237,273,119,118,116,107,128,128,380,477,403,277,271,170,273,317,240,680,617,734,72,60,65,6,15,43
Chr3+9252238,LOC_Os03g16700,27,34,34,55,53,54,23,30,17,41,46,44,156,157,155,108,89,83,48,49,51,27,25,27,101,90,128,49,43,68,88,60,73,17,9,327,27,29,31,13,19,31
Chr3-9489421,LOC_Os03g17060,1,3,4,6,19,14,20,5,38,12,2,5,5,5,5,8,11,5,4,0,8,6,7,8,19,13,16,6,5,5,9,8,1,0,0,0,11,10,14,8,8,7
Chr3-9489488,LOC_Os03g17060,33,34,37,20,37,39,25,12,22,0,5,3,9,5,5,4,4,8,3,3,1,7,0,4,6,8,5,4,2,1,5,1,5,0,2,2,8,6,11,16,23,24
Chr3+9799286,LOC_Os03g17610,2,2,3,1,1,1,0,0,1,4,1,1,0,0,0,1,0,0,3,1,4,2,2,3,2,3,3,1,3,1,1,1,0,0,0,0,3,4,5,3,4,3
Chr3+9799197,LOC_Os03g17610,0,4,1,0,1,5,4,2,4,3,3,2,1,8,4,4,3,1,5,6,5,7,5,6,4,3,1,2,2,2,1,1,2,0,0,0,10,8,8,2,2,5
Chr3+9799074,LOC_Os03g17610,8,2,4,26,21,5,2,3,4,0,14,9,4,13,7,10,7,0,4,4,4,11,2,5,3,6,4,7,10,8,8,1,5,5,9,8,25,30,33,9,7,7
Chr3+9798779,LOC_Os03g17610,1,0,1,0,9,5,0,0,0,8,7,7,0,0,0,1,1,2,1,2,1,4,4,4,1,1,2,1,2,4,3,1,2,0,0,0,5,7,6,0,0,0
Chr3+9868370,LOC_Os03g17730,20,27,25,25,40,9,3,4,3,3,2,0,2,4,2,1,1,2,2,1,0,1,2,2,1,1,1,4,5,4,24,8,4,0,4,2,7,6,6,13,15,12
