chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11
Chr10-19751629,LOC_Os10g36870,28.07372178,38.33506555,48.43716303,43.41651839,38.21989745,52.3188811,21.17464799,31.02621229,42.33671544,28.92517377,40.85232635,40.67770088,97.19588447,50.4619591,27.96783215,72.24476292,37.81828147,63.49385548,73.53970413,61.14261641,44.15657216,62.92933011,29.23323629,49.47654575,45.54226618,48.26258032,54.28513262,78.29748985,43.55917123,44.57591375,56.24515266,49.28159265,52.71846529,63.95800621,82.85665177,94.20862974,115.6281045,129.7428096,130.5229872,53.12425235,99.26084458,74.20480716,110.3042261,80.76483094,15.43372194,14.50935004,5.493823295,14.62683739,19.99444388,16.91296801,10.00279726,15.46363833,18.83513109,16.94022,19.01586934,13.48985698,30.54202611,16.9509811,13.45585102,16.75038029,27.8377435,9.342476594,17.00797246,14.81112913,10.37814764,13.29009359,29.14915531,25.91929045,24.50297865,22.28864672,25.7775939,25.46158397,27.7324885,24.6177693,29.23272667,26.51934298,25.70365007,71.20399451,65.39250873,66.43019072,74.30094986,57.99444248,63.22073225,78.16412675,66.27845731,78.35493926,53.07793974,67.41891798,37.20980125,40.04172228,38.13998796,39.64632366,44.66319402,28.54330057,33.57595546,40.76538033,46.32986789,37.67887,27.16644735,49.38613376,48.84934418,51.09725342,48.04938211,27.9332142,54.4802951,53.05244694,44.6128593,71.92776324,35.46132886,50.09256765,98.4016518,91.8271464,67.99032241,83.99795146,96.2969295,62.17096785,84.05085238,81.13211165,58.18683284,97.14286236,96.02374953,56.93165339,49.90005731,41.68263946,54.91922922,44.72718677,55.67668394,51.32753359,51.95136348,72.39774605,55.49408571,64.79627716,56.27765811,51.32744205,48.92502406,46.73413803,48.09879533,51.36114449,56.85722885,56.93742521,53.29626038,32.79972929,58.1178354,46.63829446,36.24546034,38.58729169,50.71751164,47.1636484,37.58762922,31.76193729,46.41902669,39.89461003,36.82983927,41.0000867
Chr10-19751480,LOC_Os10g36870,6.203172956,3.994072763,2.017933021,0.649300014,4.325552147,7.298442014,5.81702719,3.782570039,6.339091408,2.008124458,2.978210774,2.657975389,2.198822974,0.982966136,1.445370573,0.194688263,1.713699633,2.414749101,2.925246851,2.330640175,0.877922401,1.078423215,10.18110683,0.873015975,3.028827023,13.16747318,7.824384637,1.794903615,0.603783658,3.954414604,3.985021631,4.798826348,7.131156231,27.2957854,16.48190098,17.40196013,24.34865232,28.32772708,23.83540011,26.60331176,33.8617936,27.77692925,22.53306008,25.51927884,8.214479336,6.942708739,3.979915329,10.29974529,7.52516557,3.435891342,5.094881586,9.654550253,4.782736936,4.737990122,8.261566124,6.233311183,5.083242209,6.095136739,5.641857463,0.500670531,3.577571883,6.741039489,5.098736982,7.312194235,6.533374941,5.609200255,3.215151874,3.79010152,7.325120117,8.049005373,4.257901516,7.834362626,3.003599699,5.477514159,2.018843012,3.149767232,4.476231613,28.62778767,31.52673712,29.44489459,24.71262061,34.80050967,26.16313485,29.99617822,27.06037274,27.55419441,27.97011304,27.13648726,16.11273927,12.47346401,15.02876941,15.80439344,17.33997289,11.99783549,13.68293313,13.62196445,15.77834446,11.77205432,15.35231506,15.5536991,12.36079406,8.402587061,13.85461752,12.23504605,8.920272244,14.13012304,17.22791887,9.260522158,4.510976176,20.96619036,15.37755281,17.00437021,14.46578337,8.689406312,10.09681394,17.04866619,13.24400168,8.660095191,10.10993544,13.56272689,16.09328586,7.016059262,1.719850326,6.616021431,2.994124499,0.725609487,3.217136116,10.33491815,5.410706896,6.916089963,5.364010273,4.052928454,9.165156947,9.366172297,14.48340885,18.64766904,19.07584954,11.6372831,14.24545718,10.120511,16.95320639,14.35129477,20.42667223,3,3,3,3,3,3,3,3,3,3,3
Chr10-20398654,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910756307,0.900538692,2.139605,1.813663509,0.257072349,0.341824633,2.009299198,0.442434883,0.856343704,1.18437889,1.519651509,0.98439393,0.378009112,1.229816577,1.516425976,1.502076117,1.177335543,0.997150235,1.479041091,0.909921183,1.270460422,0.321788577,12.54410196,11.41623595,7.420576849,3.263719266,4.55041052,8.350914263,7.881051104,9.622507218,18.51197259,3.241852545,0.111573845,3.177985665,2.765715078,2.21733283,2.206006921,1.336919874,4.614829854,2.490282853,1.460231555,0.304894638,5.609394655,5.812341506,0.676256696,0.26328008,0.731841788,0.491818821,0.442084014,0.165143555,0.936091114,0.917477588,0.237669681,0.07167329,0.401408415,4.679265273,2.662950554,5.65898736,3.800583229,6.20974414,1.839707682,2.468418493,4.641320966,4.610854769,3.404713195,3.696845141,5.337259497,1.705531852,1.574549561,1.291331721,3.677943838,1.178966525,3.642043146,3.218296563,0.927187756,1.838690768,0.208542749,0.790045374,0.061119084,1.71027236,0.537277204,0.199762331,1.280928689,0.246005922,0.588291662,0.315661181,0.215020622,0.935905695,0.402338203,0.501880122,0.237468877,0.153877763,0.841010602,1.404124746,0.473698456,0.473723869,0.429011929,0.159027121,1.162029754,8.507797566,2.735648802,8.222155161,13.81418884,13.33104424,28.08784322,5.459551704,6.028020667,7.658604647,16.18584311,9.82786981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-20394794,LOC_Os10g38090,10.70270559,3.703164876,6.712386153,7.368496032,2.703892097,10.96586851,2.893617528,4.715244832,2.508487766,0.568746228,5.201350536,3.361707624,2.204910842,0.581948591,4.768139678,1.320480003,2.136925462,0.548144189,1.581228943,0.051186351,0.091926513,1.051787656,1.023462604,3.013241596,5.952856407,8.299257621,8.718334017,3.705064383,9.314656617,7.615941318,1.368280676,9.371975509,12.43077516,10.96288187,9.952097329,8.643936142,8.439650699,8.909532806,9.149370509,8.916511511,7.739667887,9.519563383,6.858018538,9.147811581,0.943491854,1.104614614,0.615525888,0.833233518,0.646162316,0.232151975,0.193095655,1.031265715,3.596490425,0.77245831,0.298666464,3.081341482,4.704747964,2.812556989,3.510028787,6.530104894,0.971642051,5.855675434,4.257586071,1.546428219,3.063568358,1.77082664,17.16733885,14.1698062,12.27087098,11.97638143,17.86240593,20.7189772,2.532299246,17.91510036,17.67460584,17.95407697,22.02547609,218.8418157,166.1748446,174.2748117,161.6959353,201.1804995,225.2794907,224.7565465,247.5143225,161.1626824,199.1998757,229.4859042,98.22222654,94.95949078,91.30398828,114.474287,95.11260708,104.6787157,100.7288529,106.2869865,93.75597182,107.5419302,101.5828744,9.911584613,8.548983505,8.76703316,3.801126432,5.369749465,11.21075226,7.254608123,8.511228269,10.59972665,13.80403518,11.01011919,1.15542631,2.385053348,1.848320688,0.874084777,2.081382876,2.019809628,1.282664065,2.857950431,1.191657455,1.342720026,1.540617044,39.99197744,4.79890073,26.63388546,9.842053604,34.18706824,43.71598882,101.8632868,32.59946979,38.8872686,0.121305945,24.56081064,0.236853139,0.159993298,1.535208289,0.877011955,1.526482409,0.722007463,1.709087838,0.567291441,1.071422006,0.018399034,0.71580226,4.91761568,3.812667468,4.312951639,4.214547947,5.019562393,4.137067883,4.773084979,4.166175003,2.842772626,4.279517527,3.480206418
Chr10-20394583,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539169384,2.297789313,0.133668651,0.815541694,1.27322986,0.992411179,0.242817141,0.227786794,0.739690905,0.476165571,0.862719048,0.006068227,0.360390655,0.494350777,1.14483142,0.845701471,1.410892492,0.872239969,0.208206743,0.133854176,0.198898395,0.391649731,6.807662413,7.799426613,7.204504505,6.071040359,7.10391768,7.105445095,6.514094793,7.602022558,5.628152399,8.611327399,5.197320669,2.982067323,6.451633004,3.728750496,2.301605736,2.626645487,1.248638213,3.358817997,0.246463648,6.40771409,0.166506936,5.187241114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-20398744,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12.4573126,18.41240693,1.446125146,12.35384562,1.397105642,19.64960492,16.54978857,17.9646886,25.74993818,10.09084421,15.05638365,0.894776178,0.312267652,0.44355633,1.172701263,0.052240172,1.198177159,0.822416819,1.32918776,0.438092176,0.687140386,1.033821148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03735307,2.061685471,2.03028385,1.169557064,0.069397794,0.264368245,1.358161523,0.461312616,0.185936,1.885254392,0.327912736
Chr10+21226907,LOC_Os10g39710,30.21891647,31.38372892,31.80869643,32.00437241,28.6025701,27.22189714,30.10624402,30.66418597,29.10540217,30.49695124,31.08992612,7.771143606,4.99704204,4.59941648,1.016284942,0.445631789,4.882842798,2.077049466,9.365411729,7.51028019,9.610270149,3.536259841,24.53922785,6.943718915,10.61719772,18.26589671,23.95041734,28.337255,19.33414173,8.833315536,17.12875677,7.698496798,12.10687245,3.917439268,2.401592564,2.451769025,0.234750267,3.297617384,0.318771483,2.497592401,5.311747632,4.514131893,2.173130945,0.312071486,1.42088425,0.831948724,0.477876506,0.532999133,1.475871828,1.719243899,0.378170418,0.205736006,1.855646436,0.401339096,0.017693661,5.706160685,4.189096147,7.404870332,6.952565948,7.507938097,6.424188849,3.25298936,6.779400105,6.56416387,5.82241873,8.931498258,0.681646464,0.483102564,2.001964681,1.729230476,0.716868302,0.931883023,0.576955913,1.733614719,3.633119741,1.376303235,1.823118312,16.10781286,20.69890552,22.34901748,18.21142247,25.05300035,13.67356271,14.56588476,21.43571997,17.87998402,22.39937902,22.38409186,44.33695067,32.90978093,30.61133011,44.20774138,32.76251757,29.1758102,21.75975155,37.95343898,40.36367556,32.6286054,39.10844908,8.559663157,1.574265199,2.434859097,1.409805596,1.705658048,0.640552505,2.501976232,2.087183616,3.640354064,6.819340327,1.377787333,4.905361696,7.224713963,3.341410201,6.208467462,6.53771613,6.865069905,8.269106669,1.298930871,3.013338805,3.259538149,9.256160615,296.8691551,181.4413901,189.1843809,388.86581,342.7508567,107.1954153,250.1642187,199.6652385,139.1949027,167.5976767,234.1345585,0,0,0,0,0,0,0,0,0,0,0,28.16055002,28.75726897,28.62359161,28.63266004,28.93856945,30.22953632,27.27973807,29.28628424,28.0272049,26.52745199,29.48730938
Chr10+21226366,LOC_Os10g39710,31.10757592,29.06527391,37.12526834,27.7123046,25.05035409,27.84100323,24.6838376,22.90609705,30.21153506,31.98988956,32.62194368,28.03648469,17.88764132,16.69876535,23.05557806,11.19259388,19.56593452,9.089936999,24.94940519,15.5114444,16.14360671,8.382095495,27.49071554,27.07226892,25.46238652,23.15790151,34.26238681,31.4808919,23.95785046,26.57031094,26.92320074,25.79013239,22.56282652,0.304241023,7.083115914,7.585013301,11.33703314,6.066486203,4.07119376,9.115355576,8.447776462,1.356581353,12.31935486,3.381529643,0,0,0,0,0,0,0,0,0,0,0,5.605868301,5.453024842,5.148435626,8.746871905,3.036906839,5.358786335,4.741049888,4.503120877,11.29814198,8.992126743,7.57765812,1.719515415,0.459937075,3.42551444,0.111970832,0.097026038,0.919264278,1.2307547,2.18827832,1.453269522,3.036199362,0.834700925,11.73092108,11.1908312,14.98124864,12.79452516,10.07259927,16.07314439,14.0293025,12.11630477,21.13324086,9.619064442,13.76730557,49.02419706,45.05983741,41.22204558,45.784761,42.54075204,41.51485796,43.19069879,44.22788579,47.50426534,42.0954903,42.33836926,3.018538902,1.642492059,0.688956232,0.932625854,0.138478623,1.371943801,1.643567293,2.839316788,2.084754534,0.094290458,3.997821046,0.94027052,3.092668634,1.431273437,4.512720587,1.065071207,0.484103177,0.255885084,4.183839643,1.870528156,2.960673156,0.064669711,86.89113492,82.8594424,138.8061191,167.5952389,65.13718978,20.33528739,114.6788278,119.5723587,44.42795798,98.48244109,90.75110195,0,0,0,0,0,0,0,0,0,0,0,25.55490323,20.52705025,38.74155849,29.75826581,27.35977524,14.35967173,25.13075771,31.88978118,27.26153971,34.34528031,19.16807573
Chr10+21226302,LOC_Os10g39710,1.464315987,1.683630002,1.575372372,0.702957948,0.272104661,2.632067657,0.0326321,0.697331602,0.009582375,2.358579005,1.832118208,0.45148493,0.092974802,0.493578972,1.225136902,0.241683286,0.871484162,0.458933612,0.459764581,0.517017792,0.481561885,0.852613103,0.539520205,3.094423271,1.517548494,2.554662462,0.607958266,1.371170594,1.619697071,3.677745815,0.080621824,2.712187159,3.630692147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.01245181,18.4621298,29.2137042,11.09075059,30.85511168,12.7468862,46.74987607,65.19246544,4.122603451,10.56334449,13.28602268,0,0,0,0,0,0,0,0,0,0,0,1.907541271,3.36520222,0.555225039,1.343151788,1.865443564,3.671609093,1.858213987,1.240657605,5.554860161,2.486788088,0.79460345
Chr10+21297186,LOC_Os10g39780,4.794852042,3.173352424,7.722744207,1.084380627,1.982210007,4.351384501,2.613754451,3.744064299,2.019294913,0.198316122,0.997369152,1.401484054,1.075423477,3.313462685,0.207727842,1.507869477,4.18087979,2.873323016,0.080740812,4.861066356,0.881853014,3.933110063,1.676677635,0.578955452,3.687367003,3.020802051,2.498847174,1.153807606,4.390883227,2.565287043,1.545301306,6.148531001,1.947666846,0,0,0,0,0,0,0,0,0,0,0,2.248389198,3.96569017,1.459540828,2.957662775,3.836825903,0.301527103,0.973111692,1.05713177,2.361203301,3.015468663,0.297340819,0,0,0,0,0,0,0,0,0,0,0,0.815618706,0.090152714,1.248336062,0.167933777,0.194802931,0.266523967,0.694422704,0.647556365,1.32793264,0.126126576,0.051954485,3.992856659,3.617847312,5.184129551,6.010093225,2.485581433,0.521917867,5.733298963,2.912585116,7.029734453,3.860862397,5.145277133,6.502298144,5.969747642,4.459698199,7.234172912,10.54941951,5.492272802,8.905948047,7.847451073,6.753345247,9.134681818,11.42884421,5.428326171,2.848926868,1.546606278,3.547502443,1.204812451,2.583130658,1.553187294,1.824013925,2.174163185,3.895609974,1.98602324,0.446540501,0.945976668,0.967057838,3.187283966,0.748882745,0.320863486,1.800801047,0.451485839,0.799898796,0.13270786,0.747062294,0,0,0,0,0,0,0,0,0,0,0,1.082115957,2.034983043,0.611125045,0.537559956,2.789290557,4.506967347,3.598991862,3.283817116,0.197470073,0.151141859,3.376331825,0,0,0,0,0,0,0,0,0,0,0
Chr10+21297464,LOC_Os10g39780,54.63725679,37.69208547,47.24035334,47.98675451,51.09578229,34.85471398,50.44839837,38.85104048,38.46276494,46.19322641,43.10065671,85.7412263,78.10357589,64.90954912,63.697306,54.74402932,58.05006318,71.45557144,54.44640685,88.33034705,54.99958444,61.45852815,68.55910282,64.57706482,80.87762464,94.73161829,124.2698574,146.3983102,44.93701313,112.1359993,94.90527755,96.54684531,139.9617,56.26467854,84.96305292,43.12877947,75.526102,68.06579189,65.30310355,35.70659102,45.81074256,84.88217115,63.54874756,60.97413343,39.84576712,55.67971893,83.54696639,57.02429972,37.18613505,6.187237085,32.08184203,93.64205772,112.7302637,57.06220448,49.94268046,27.19244463,29.57596185,37.02834858,28.97884201,37.11842917,39.64903913,40.78412629,35.44191572,36.64949048,32.53579733,35.18769993,35.81910604,28.28955277,23.63655111,50.82277134,28.87768011,26.28461794,39.82307518,29.00130835,31.9070578,38.12460932,33.7458359,112.8190016,77.56140119,62.83560277,92.97108093,75.07089313,73.09045287,40.90480044,100.5720873,44.34479413,83.12477703,67.39467019,290.7375084,303.6291249,330.7282093,277.2848747,289.4083105,320.3707919,306.0324238,318.3978431,302.9424074,310.5716044,298.971837,48.31887052,62.68593175,58.84794475,54.25869385,49.26516445,59.18689334,63.64666082,57.14367819,55.24490107,40.853636,39.73898942,49.31821432,67.72819691,69.16231842,64.64945067,69.24782454,64.3075335,62.32408405,65.93780514,56.05655496,65.15197271,65.97755913,34.13178087,27.09389758,11.41526704,62.28540673,32.81588701,33.76274316,36.95055656,16.99873491,33.3421793,121.4767659,53.75905289,120.4279079,116.7320271,136.3473172,112.0344317,111.9013033,115.8651283,108.2381517,106.6984672,101.8043711,139.9667627,125.8199206,33.58198776,30.85677406,18.79452544,25.8907771,38.20394604,30.06285835,27.1704974,34.19145699,23.78968314,39.3436442,29.69020008
Chr10+21296057,LOC_Os10g39780,0,0,0,0,0,0,0,0,0,0,0,0.221429825,11.16696099,4.017494728,18.71743746,14.29215083,3.226264962,13.05312466,7.209279056,11.28431336,17.82968876,28.15903809,2.463552347,0.658282209,4.517796244,2.593839409,2.341562187,4.338842573,0.171773874,6.241579581,1.185313833,3.069470605,2.684944129,0.491453912,0.022483485,0.442818272,0.828328904,0.851822952,2.154781365,2.55223892,1.359589822,1.446159981,0.75855215,1.742403607,0.815696687,0.725075613,0.919174214,0.159645518,1.263148746,1.577608214,0.048172049,1.155232085,0.461450406,0.996534021,0.987311219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612623819,0.489546741,1.507676669,0.181321931,0.2426104,1.651559253,3.155171667,1.214377513,0.802476111,2.040226149,2.451643949,9.588333444,11.3806773,11.36606127,13.40079761,9.672759513,12.31217359,11.05094733,11.22012996,12.39950039,10.10238911,10.55457492,1.23368952,2.879624288,1.26077402,4.009676722,2.992499662,1.16046641,1.903703059,3.695315877,2.496514244,0.534519155,1.410322383,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1.58425687,0.04924985,0.11412032,0.046618446,0.994859538,0.66034661,0.570479225,1.379175252,0.13538835,0.042970342,0.397538867
Chr10+21296001,LOC_Os10g39780,0.084703326,5.189535247,7.956118874,7.468308184,1.196163297,4.540236362,2.755584794,0.255363963,3.252894841,7.28408839,5.646256073,0.416335583,8.245437729,0.988443796,0.177230504,4.953971271,3.178007292,0.582842444,3.102247361,0.447224456,0.132780177,2.670168942,6.432656535,1.422535573,1.865163108,2.921086739,1.965661688,2.249955954,3.275083911,7.859769655,4.309930502,1.625363627,0.836122803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350801884,0.717772699,0.591988985,0.574069097,0.450291021,0.274678146,0.495270513,0.571415925,0.497754196,0.889619164,0.359439321,0.789316802,0.161833633,1.234494734,0.610922873,1.678496563,1.864053134,0.56332765,0.041493836,0.872303715,2.04930657,1.236843775,6.521270944,0.933809592,7.370841344,7.586849377,5.869022624,1.102474233,6.666222732,4.076945931,10.84170071,3.040475973,3.342000732,0.049706623,0.019451126,0.710485122,0.717788527,0.019115479,0.7840913,0.177795909,1.33596315,0.260778532,0.132890023,0.628840693,0.185359971,0.705676359,0.632369974,0.183861581,0.958455586,0.462435552,0.347480662,0.989745908,0.032712095,0.141529313,0.289397183,0,0,0,0,0,0,0,0,0,0,0,0.329140186,0.897730489,0.891309023,1.163274137,0.772664883,0.144244377,0.236097012,0.612592848,1.33598223,0.279625609,0.675606214,1.605240428,1.01623404,1.883872581,2.206168428,0.188907788,1.152763869,2.239868534,0.696724005,0.912876512,1.153466687,0.988698185
Chr10-21435395,LOC_Os10g40020,17.7125279,10.69839284,14.19173719,10.42522738,13.06722095,15.41807241,16.39488279,23.30707114,16.30129856,19.09322383,17.45047407,4.191107364,22.12963375,1.855497586,24.97088947,11.12184342,34.22438876,16.22333331,35.42731871,3.14898237,15.32218163,33.91440962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.600149434,2.740394284,2.731177526,3.133720258,2.733214754,1.917848738,2.481859629,3.498241496,4.14059359,4.070283863,2.38250325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.61295967,8.747448501,11.8604771,10.73787219,7.751355308,10.7254917,12.87278263,10.07288603,10.15138899,11.0117934,11.07648897
Chr10-21435153,LOC_Os10g40020,12.63782446,8.838986229,8.260768641,8.675819461,7.266404074,8.072347485,8.877740861,8.081037624,6.286645512,10.97516801,10.24912977,17.24957962,14.66840631,17.23812549,27.56622362,23.76684784,5.577795147,3.370787233,11.87955271,8.961546806,16.07388145,8.117490686,4.584035516,0.742157676,5.448291136,6.849433008,6.078932749,2.538290455,2.63607132,0.482960023,5.870686152,6.768992228,1.09129945,12.47487901,15.13948526,19.4248752,10.83110424,27.66247367,12.92272736,20.64173434,10.51626982,22.75683344,11.00694098,22.27646314,3.478482363,3.832840348,4.519105042,4.599749639,4.096635488,5.57878854,4.847846694,4.230808907,3.676819476,4.325916091,2.973507186,15.92180499,6.17796975,11.71652513,8.739411646,6.713519104,18.77350226,5.978360091,9.184636651,15.70751403,14.03435978,12.78972079,88.01731813,86.08038889,88.39670578,88.46190834,89.09689165,88.20409616,87.37787411,88.26101581,88.19486462,88.65788453,86.87676454,5.140950525,6.429575535,10.61832616,9.313534456,8.096663564,6.644877903,11.00588607,9.597927601,8.117742005,8.648600004,8.388121797,9.90236157,6.871624656,3.906445575,9.692712407,6.898214728,5.390547066,9.39889556,13.42603973,9.037515343,2.880398408,6.66021382,12.60700993,24.86784028,18.73299346,6.745553197,8.970790786,20.06273514,17.93607895,2.810922249,4.375307491,24.38826344,33.56497692,2.825247934,6.374241056,4.796484925,7.589607686,4.402598515,2.738475424,3.876549857,3.433149028,5.153391368,0.866799519,8.065321847,1.365719626,18.8525124,13.9668957,21.15929799,31.76307064,52.23596135,28.96519009,15.07167497,10.42807201,27.49137158,10.13244627,3.359932238,3.471373501,4.449204387,5.373526574,3.824821742,4.480611079,5.56234119,7.753980152,5.956754189,7.090203972,6.216280606,6.979378416,12.20519461,9.564298377,5.169032957,12.67828735,14.33394964,7.933614658,7.588792621,10.35705505,12.09418928,10.90751078
Chr10-21884564,LOC_Os10g40780,263.0844458,214.9589492,131.1463781,283.00487,137.0068968,174.6025681,349.9300141,259.9346219,218.8427251,217.4860319,218.4266881,261.2657003,169.3410467,231.2389723,379.3485796,224.292988,327.4199068,302.7819435,224.0343288,203.2718,280.6327339,249.4353566,134.0492907,117.8429438,90.41453044,85.2775384,96.71434204,122.612875,130.6221056,117.9374591,119.7681978,82.06221964,137.2562986,97.3561517,98.9851189,83.04214498,97.82842863,88.10572553,90.22122377,102.0791248,82.60990447,93.06990562,83.81342632,90.07054537,103.4992437,128.4457197,134.6814106,140.8500393,142.5099954,153.9237498,130.8111667,113.5727755,123.365034,95.24500822,115.3821772,181.7466409,137.2947357,145.9786629,125.409457,141.3995925,149.8085752,155.4935157,168.4869088,175.5307786,119.6138264,174.9699207,99.16868977,107.4511983,129.6668258,116.7712863,128.0237807,130.1487993,100.2626816,121.0410332,114.1458583,125.3776557,122.5204733,76.48551936,70.46411361,71.52364948,68.87290781,77.58151874,76.23323761,79.91441197,72.27449391,82.63610993,74.66303313,67.1199532,99.07269565,95.19953855,111.0999371,120.2041578,109.4030343,107.3567434,126.917854,97.8271321,105.3771079,114.8363203,132.6938822,184.1349441,163.5909336,173.5247392,111.8894702,167.0456213,145.0629082,125.618592,164.3834695,133.4744627,133.9034277,196.3168836,126.0126512,129.2408513,126.8996095,135.8977531,134.3589753,139.6995973,143.8805436,136.6005862,141.6604629,127.7999212,138.1488767,36.43080746,101.4454056,96.68459689,85.59296979,183.5566537,93.10402637,3.62785876,156.416817,35.8570641,91.86350462,82.64689275,156.5376153,136.0421766,190.1637054,118.9974833,150.976225,147.5260339,155.2561549,130.8410758,142.8083091,151.2768173,136.5930492,205.0757622,211.4356366,212.5746329,211.5702211,213.9481199,209.9118454,200.7437684,210.6951678,209.3504856,215.6659214,213.4667823
