chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14
Chr9+22657075,LOC_Os09g39400,19.98820783,2.846160114,9.067389381,9.282262438,11.48098386,10.54481586,5.512444972,4.235256794,1.75483443,6.862055312,0.79400624,1.705759923,10.4197852,0.167099603,17.80150172,6.222041558,9.702617496,0.525866514,7.502420976,17.87058964,4.073193253,12.18556647,8.497984203,10.49546596,12.95674594,10.95266899,9.59934396,0.565155005,2.922853027,3.060497597,2.675815627,3.164208619,1.933525658,1.65336657,2.924377031,2.182055822,2.760537395,3.278231164,3.342079512,2.985306345,2.429078172,1.645046749,10.19595328,9.40039501,9.690855823,5.254700072,10.10815236,9.05485448,10.50970226,8.891707822,9.804746655,6.944007128,10.62929545,11.33790309,8.864095568,8.1546278,18.01824917,16.06755716,10.5751802,18.22203717,15.02947656,10.04628086,5.128070601,15.31927031,15.23992677,19.90576294,3.541003251,12.15219723,6.816602916,19.39802385,2.133634836,2.502214153,8.004786914,11.8236477,5.676126236,3.56343021,2.551486137,12.48519463,4.569133495,0.998488858,4.71075577,4.301293684,11.90480585,7.005325492,6.831320296,7.162124829,7.793887312,7.378645981,6.190803873,7.270120202,5.113224411,5.396416381,6.32762665,5.649236983,6.37273471,7.586101715,6.726103547,4.539225689,14.51977387,13.5499838,14.41703163,13.90375557,14.05428915,14.74457289,13.91302974,13.92228715,14.41090992,13.70374072,14.92513482,15.0178646,13.15765261,15.30836138,3.281656346,3.034092611,2.602985088,5.721883321,0.523966511,0.137287788,4.984853412,1.933738547,3.199729469,2.673997817,3.454259201,7.422226363,1.887853577,2.172213629,4.111312041,1.316548718,1.664549937,5.376347892,4.784794378,3.905192628,8.319203842,8.739923874,5.957956591,12.53073692,3.359640081,10.43492134,0.740077241,8.608235198,4.790048719,3.823613738,3.313425908,4.318227494,2.241203247,4.396739305,2.068811299,5.658918477,1.868317998,3.972447425,4.627473879,4.568462166,0.556480028,2.690497577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842482901,2.805628006,2.591057245,1.917422457,2.356082382,2.43458981,2.890846104,2.500831749,2.188879871,2.0283261,3.639263254,3.874803554,2.749552829,1.962411889,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chr9+22657017,LOC_Os09g39400,315.4120472,294.4779578,268.0865454,277.3274275,290.8597616,312.9391984,287.505249,265.8044103,287.5419988,265.1533055,302.0722231,263.2772769,300.3411107,249.44841,308.9686799,253.5978765,248.4463189,300.4772357,332.6873164,315.8078268,361.4919562,267.6940548,282.1226547,375.2221445,350.0405027,306.5482852,289.5730056,302.5700684,174.6640754,198.3659264,117.1138116,219.8979277,222.3733095,227.3809501,202.5509475,172.6779834,125.9585832,247.783057,180.4811619,140.2634759,239.7163476,202.2070902,164.407317,221.0240792,197.1194631,211.9595351,193.9110232,204.1451434,145.2543371,147.3320118,193.6364071,211.5901302,180.960134,214.2068077,180.897665,183.2242437,245.7810282,283.2825247,271.8353147,343.5292934,266.3823463,234.0618593,307.3154951,270.4082402,267.2319553,296.9106678,298.7789401,234.9695314,276.0283856,299.1357412,162.4060317,172.8916991,216.4305383,255.8615882,140.8087441,206.709328,159.5736913,133.8812651,158.4240064,179.0745554,177.4214058,171.6503502,208.920444,147.0610645,178.6084467,188.3610266,176.5652108,101.0104789,169.5366239,123.4589578,191.77782,153.6668967,152.3865498,151.507048,173.7025922,225.7368188,137.2639693,175.2338147,210.2293609,234.9360584,263.6720984,213.7008733,220.2652209,235.1837438,228.4994635,217.203342,226.5406075,212.7062428,200.0203596,217.9067471,218.1584354,246.3589686,98.27836585,129.1787854,116.0221914,106.5893016,112.6292849,131.1707961,120.1407575,117.1305222,122.2405067,98.13870377,86.80253491,129.709155,124.9162523,109.7781814,194.676251,185.2007142,225.7371634,229.1843404,229.337371,192.4407595,258.275837,208.2061721,222.6763648,244.7149362,161.3192173,238.9373752,220.0889796,232.3086766,136.1169822,138.1264617,132.5066036,136.9805477,137.9264309,133.333061,138.1007971,136.2025404,134.1204954,139.0828065,134.3476261,139.4932997,133.146419,135.9414263,124.2954574,171.5582086,120.3864309,196.9182575,189.3393552,134.0988907,165.6462875,218.8503246,134.2776129,215.2790271,13.34008589,176.8945214,121.9138591,279.993218,143.7118411,150.783161,160.5350786,152.8376895,172.8252263,156.8535614,151.5279811,158.0004736,161.1593978,152.344346,160.0476392,166.3131855,166.4883108,158.3563038,153.3502895,89.46983908,204.9505007,191.4295882,168.8705604,206.5993048,113.7887265,173.2215893,187.4910329,174.719324,132.8267977,152.6306086,118.1092505,132.2476712
Chr9+22656456,LOC_Os09g39400,3.250688303,11.97905188,5.48604895,7.350798164,0.13160925,9.231667957,4.257540657,4.092115047,7.894039236,1.581011854,4.427912745,4.185572876,9.130652816,2.569401702,15.11662708,15.37330561,22.45254663,14.84535918,17.39576636,21.94284687,16.46243505,22.57644896,18.26079356,27.17980691,17.62893797,12.77687631,19.0844417,14.78435132,4.65412801,1.689806188,5.989972916,4.932325063,3.042761124,4.259094284,1.915727732,2.138717212,3.192707497,2.552592901,4.006760464,4.696816183,0.840819472,3.734333427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.689580963,0.288896232,1.685591932,2.222218798,1.632129813,1.629752247,1.492862622,0.804134109,1.420109791,0.9428102,1.752247426,0.837482051,1.796229777,1.18137138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844914907,0.951022252,0.434813028,0.761577835,0.605437328,0.160010759,0.544584562,0.556602257,0.77045287,1.668207365,0.384443556,0.361963213,0.653098794,0.364062728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.581311259,2.294943598,0.513010372,4.452002263,1.965646663,4.955224928,4.816416938,1.118399207,5.982248831,3.207023141,1.00720459,1.382587216,1.562327688,1.904012255
Chr9+22771247,LOC_Os09g39680,2.378485377,11.3059479,4.54548307,4.436177746,1.073460702,5.756662532,4.248191494,3.997565571,4.154652244,6.150666035,5.927329919,5.880930727,3.270593519,6.008920175,8.105417744,9.52845239,7.050298237,7.666715493,12.57989161,10.59970725,9.031884107,6.043973191,11.58539923,7.194563326,10.00138705,6.482729059,4.090759478,8.138323002,4.742285031,0.976220918,2.52895474,0.151541768,0.44745355,4.026812661,1.506611922,1.714925604,0.715481886,2.597145971,0.137704311,1.322687636,5.107324358,0.371011733,0.784773453,0.969454715,0.572793519,1.001517685,1.222182329,0.734851234,0.661934613,0.341451129,0.949515814,0.569285172,0.012140996,0.360360308,0.133317678,0.015875887,1.137156849,0.91839383,0.393808796,0.19778359,1.133125484,0.383145002,0.045515271,1.136108394,0.124303808,0.668720088,0.337812185,0.441370112,0.674681649,0.023994244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49492559,0.381617233,0.278288488,0.152695769,1.033296934,0.44537725,0.140424739,0.626385468,0.161815332,0.076777419,0.715144692,0.982755789,0.400739848,0.140894783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.750645026,0.648200707,2.324189761,0.298279853,1.801927801,2.135109344,1.243635304,1.883385159,0.661188088,1.933345804,1.419344078,0.727819641,1.287383198,2.394366547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5089871,0.758195583,0.620816387,0.378886076,0.556594083,1.122805987,1.904148902,0.688141234,0.624240137,0.329752039,0.557623031,0.087289664,1.313080596,0.804174723,3.308554098,4.577301489,10.3833084,7.021121232,1.36327313,5.75319332,5.001883154,4.791243942,7.449847126,9.230127397,10.49356979,8.904384075,9.764858912,12.31162852
Chr9+22771489,LOC_Os09g39680,35.28298759,24.45438024,62.24888321,42.16665548,79.45452841,68.4801053,49.77987278,52.26012134,71.25469273,58.70949573,44.09379238,44.1329665,46.2380371,74.88241246,92.22335803,74.53397525,50.07620824,59.37721711,87.19315067,128.0719949,71.3616528,114.9639393,40.9591418,52.52470438,52.41859784,24.08111251,83.63835453,92.59305083,31.32244413,8.189417204,135.921414,128.1516867,135.2734641,152.2227933,98.38687158,118.4741163,93.80268402,94.75072291,67.47804582,83.09963729,106.9154361,127.5371459,260.5461764,261.834327,262.6415211,255.692043,257.2725291,263.4170445,255.5474731,267.2869405,266.0698968,259.8351624,262.2275769,266.0978192,262.9566631,264.1160758,556.6794389,502.062766,408.6322023,435.3050356,464.9309273,502.2251603,512.9942764,532.7513635,494.6246919,424.0448971,547.5480353,493.7369972,415.4798338,466.1448883,226.246349,243.9942188,223.8148427,224.1888299,216.8721367,214.3423357,220.3248736,223.70885,212.7771185,246.3370438,234.4261392,217.4386997,223.6204285,206.1361835,127.5886859,114.036278,140.2399684,133.4928487,103.9737967,118.6374531,121.5855701,121.3133155,140.7697198,132.4253983,102.372481,105.7461289,120.0171958,110.5556017,57.04489386,78.17523283,63.40273911,62.68173224,62.39329046,64.16290476,69.03153639,68.7840841,66.9085734,55.93598922,59.16835336,64.93213861,72.2130867,70.76661539,17.8768086,11.00482699,13.45981829,16.95659808,16.80203574,17.80086353,20.07048675,20.39738546,18.20891186,15.13639776,14.19069473,20.1593151,15.8232901,16.03616312,152.0082588,158.3686726,143.7484717,148.6340678,150.4991461,156.862849,158.1351299,150.0050874,154.5611551,161.7745246,150.8880066,161.1869301,151.2074228,147.5916988,66.06831546,37.00647269,48.70184142,49.13708785,44.87974814,51.33691721,58.70605835,37.6534079,58.20825506,48.91491967,42.32011435,60.58129944,39.02093101,51.0143287,58.85061967,19.32643951,15.70213721,9.914604665,77.38670202,29.6296689,66.93479278,70.91970061,55.34006999,104.0265913,22.32193974,33.03226847,22.06054598,50.51077853,163.4116178,160.3009664,161.7243018,171.3509965,158.1190817,160.1795296,157.8211009,173.1032125,171.8514387,166.6562763,158.1508277,157.3339463,166.1016459,166.1281174,67.19169542,71.96175851,67.88870859,69.3605884,68.77662907,69.03974627,67.78657045,66.4743909,67.37234313,67.27991664,69.22122503,69.02437519,65.82031347,67.53330738
Chr10-1056241,LOC_Os10g02690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638065695,0.504434978,0.237044831,0.624588011,0.851141543,0.601894034,0.001189119,0.777456579,0.207330224,0.230017402,0.002738842,0.257264602,0.410351325,0.094582111,0.407357374,1.474140028,2.929505081,2.073852312,2.436372317,0.599054099,2.709669906,2.97322462,3.076820404,0.650915551,2.208477176,0.53394811,1.052945168,1.403338956,23.82491452,0.571531187,15.61129094,0.518671591,14.9293116,9.751858739,5.292184846,0.075952617,3.533821342,12.56853729,2.374365884,9.597199792,1.290631518,5.002624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-1054355,LOC_Os10g02690,0.332496897,0.252775931,0.858249252,0.353047548,0.127370906,0.473022248,1.341231716,0.425793501,0.564680164,0.091331107,0.506363091,0.506745279,0.363412728,0.237513115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.18575671,8.375880361,15.5475394,12.36452282,10.91800321,15.80656125,11.85579945,19.00163106,14.7670921,11.27929684,12.34719337,13.94648772,8.406254215,10.91748219,23.76938783,27.31019693,27.49065119,27.04969497,27.94096771,20.96289984,25.82183013,31.14249281,25.18280791,28.72608304,22.42393676,27.14923216,30.92023627,27.71386935,1.364142805,7.07865116,3.679313647,12.24082109,15.03144492,5.661191169,3.210821233,5.029987337,3.101403564,1.748638244,10.84722397,1.562189454,3.867934842,14.61312216,2.038543853,1.678752983,2.27370484,1.126559233,2.480396959,1.849741863,1.554469741,2.604733896,1.013672386,0.931210077,1.911746639,1.750633549,1.11246029,1.451070709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573149515,0.958172696,0.41073143,0.619779939,0.417728548,1.713805246,0.663422788,0.096345183,1.306641514,0.256609832,0.09035671,0.265952117,0.650452375,0.47381617,2.634498009,1.192930446,7.278323527,2.950735782,5.394342572,5.223399238,3.939771383,5.356127436,3.019510512,2.088227354,5.867858071,4.390879174,4.331169879,4.114912903,5.759276017,3.804773196,5.165343458,4.093329378,3.963441743,5.078467231,7.545007054,5.173691979,6.507266029,5.287379449,4.536457692,7.383631506,4.227366526,3.459315783,4.14105763,2.433003484,9.774395992,4.291755393,1.450856567,5.424660115,0.018362864,5.376120422,3.035343134,5.52865868,8.25574495,3.748551327,0.225433803,4.526838628,0.465058365,0.31454109,0.008033448,0.339499446,0.548243666,0.069089318,0.403225009,0.426457135,0.267324146,0.04299819,0.838545648,0.082513896,0.322977949,0.552754127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-2178863,LOC_Os10g04580,45.89698997,26.91998939,59.42105752,33.03674858,57.82049226,17.67670723,57.0147533,13.5257986,71.8205628,33.11325692,23.63062709,31.81679547,20.57145487,43.69550332,34.16212218,55.02914303,6.267814834,76.70550399,87.57437345,54.34213823,44.64848127,53.00721672,46.6175447,37.8181542,67.55866539,52.56267556,54.26681702,76.18702298,40.32022829,14.31937387,22.44111821,11.67177102,4.871855888,2.105957395,24.88855156,23.62138278,27.20728772,11.19014512,23.15170534,31.6748242,7.989170315,0.060118633,33.37198443,22.66656376,14.15287571,31.96072499,19.31018741,24.86657083,26.42766801,38.9775207,18.48704154,19.69374053,24.03194958,8.523755871,27.8635536,25.07184706,6.757831259,27.01650734,11.05650308,21.05273585,34.88146486,6.4910845,27.15514181,20.61641742,19.87380193,16.46554856,10.82276462,29.9048773,24.93068668,13.58497942,31.85139321,27.15200364,28.03270248,31.94387316,40.46005437,37.60554597,39.93793319,30.21995217,22.18668969,24.20926346,27.63202301,30.55841888,26.69483359,29.88564102,22.2862462,19.64055735,18.88104021,21.52468705,19.31111725,22.37824247,17.30030892,17.85655897,20.5743667,22.33320562,25.56307969,19.47304265,18.16362103,22.70569125,22.19686823,21.60372166,25.19895387,24.39095362,31.28838394,34.48026796,31.32931312,28.42304303,30.39291061,28.31946663,29.63940069,25.91003901,26.1994744,25.04682894,17.27299865,20.14212763,15.38355038,15.32931114,16.46458605,10.61212785,12.83699897,16.94893511,18.187282,13.16768006,17.24463905,15.86833856,10.93070466,15.53832888,24.33787235,6.37547114,24.9583768,30.40216127,11.00878635,24.94017747,12.40452626,5.071621728,24.25512014,25.9070016,13.15419433,15.26655397,24.68126165,22.70749836,11.08323306,11.80402668,13.94451765,17.78203695,15.37140255,16.55990931,15.4960154,5.589000302,16.64553418,15.06043831,15.66753072,10.9158181,17.75179691,12.43905508,0.248927783,3.583404606,1.701646894,4.496138289,1.850469726,1.373348368,1.353930186,3.13362988,2.16222533,1.679059224,1.283033246,13.9086755,0.595790503,4.716022598,24.50069085,18.64249305,26.01935368,22.55691354,29.61780882,15.63271655,23.49664454,34.42129648,13.88026856,23.70670063,24.94395477,20.73877934,22.20337913,24.61881436,28.79749112,31.35866637,31.16626578,33.15934728,31.85977006,35.27735771,30.56070534,30.64139352,36.04454741,32.49575857,31.29276435,31.85056923,31.26766926,29.52073225
Chr10-2178986,LOC_Os10g04580,9.040952592,5.996891684,14.07197385,13.49208716,7.723661238,2.94890747,5.940857574,4.989180528,4.386857397,8.064693101,9.335538675,14.65127848,4.549390913,0.149138988,0.244915028,0.393047482,6.304116379,1.9720058,3.029193097,2.618145318,3.359787006,6.481413081,7.026150784,4.496679873,3.451095611,0.729779962,3.91584,10.03846419,0.714917626,0.091456702,0.749078032,0.693103686,0.500213432,0.463109073,0.172197624,1.157590623,0.20544603,1.157354092,0.618121343,0.55252271,0.430384536,0.379143852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302896515,1.237514177,2.104204448,0.629448342,3.277027997,1.462078026,1.639030209,1.924097808,2.329193458,1.573471907,0.825180547,1.497645115,0.817558498,2.575916293,0.344356822,1.404057763,1.895617026,1.096653222,0.834762854,0.300715063,0.724026847,1.954242823,1.741238505,2.80956372,0.643955282,0.661527589,1.585647743,0.65041688,0.457509879,0.013011251,0.055530609,0.836567244,0.678766188,0.213609168,0.471590229,0.854595857,0.586429326,1.139155261,0.311574558,0.498974575,0.386521154,0.433047402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.651116757,0.991790146,0.093239564,0.810261705,0.780813104,0.38267353,0.180780591,0.333532532,0.209129685,0.29660304,0.51099811,0.727726745,0.457602195,0.893716616,2.346005163,1.390851147,0.1763396,1.184688547,1.753437931,1.256936349,1.246389393,2.535024254,1.761156852,0.822478689,1.065665748,0.213156748,1.672196812,2.040322557,0.407932936,0.571647111,0.862872893,0.31084115,0.017005559,0.302667396,1.457731703,0.232608416,0.929813761,0.702416584,0.363686831,0.932018826,0.352441182,0.359859088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289801988,1.084676962,1.952230153,0.536041846,0.338672836,1.21151718,0.478524074,0.244220772,1.096880382,0.363958016,1.280080628,0.827425157,0.175618039,0.361801968
Chr10-2178642,LOC_Os10g04580,6.114673485,4.148418966,5.60712427,5.220372545,4.112549759,6.691448221,6.457132493,7.806733451,6.063086052,5.170187758,7.717272786,5.518908329,5.961280082,5.171605558,5.751686721,6.864075951,3.312821684,0.175166635,4.404085437,5.117611769,5.830220449,2.238052394,6.583622847,0.121494266,4.387719958,1.194523758,1.563139871,3.127446468,0.96113005,4.193526445,0.527538306,0.599443906,0.590126734,0.191382256,1.110935135,1.36309064,1.924445377,0.155442683,2.199277924,0.952266848,2.446250078,0.619330922,3.892550916,4.074139988,11.19613894,7.816470744,6.105206802,6.046725297,8.672831782,5.578739072,3.826740926,8.075133523,5.608537395,10.32825174,5.000526141,6.572746107,1.040097781,4.288068302,11.99752711,0.736599858,0.008307117,5.110414143,6.799897284,1.41310737,6.595213615,3.740217034,7.277814083,12.00821062,6.270671216,9.315612006,2.41072428,3.382692008,6.767835028,2.398022596,4.032128536,8.487041075,7.216075712,5.963187652,3.223054502,6.098144873,3.85232089,3.839354008,5.288533055,7.198819637,2.443254561,1.175958329,0.134817557,0.061156533,0.108731187,2.412673802,0.932313922,0.933950364,2.460206487,0.216061258,0.831872185,1.688168158,1.517758132,1.757390077,10.90234798,8.606825839,8.804921326,9.219075047,8.343557864,8.215153049,9.09016404,8.724354986,9.614265593,8.57205798,10.19172879,7.711931763,7.908578267,7.971700679,4.308676146,0.0579215,8.998463028,2.495967445,2.619723378,0.589387314,2.89111024,4.704149597,4.028294576,2.007584239,8.326996919,1.462618095,4.819178897,3.768551776,1.148688513,2.400238611,1.037352991,2.347366709,1.185489137,1.729804491,2.020136972,1.512529919,2.335149312,1.971820792,0.94656368,0.606047657,1.412785039,2.059114925,1.130678875,0.791940707,1.076479257,2.384432711,1.482258553,1.794203495,1.56561873,1.794798891,0.904137654,0.552075335,1.758583204,1.369880589,1.412765586,1.819462314,4.424964009,20.7976477,9.165028293,21.41418486,6.178604543,9.530124488,9.094810869,8.345113674,7.410325684,24.23920601,4.481379227,5.262929047,13.31867989,19.57430028,1.145322459,0.601155897,0.388684618,0.719623303,0.585310342,0.512363986,1.189011667,0.156583664,1.964308474,0.648147451,0.70345509,1.390747376,0.343799589,0.876532408,7.934948873,5.793491846,1.127349816,3.429725899,7.683705131,5.893102585,3.908389407,4.49544097,3.144047205,6.880734472,4.761738951,4.456171867,6.226492194,6.47252775
Chr10-2243557,LOC_Os10g04700,26.56612541,23.63323755,24.69626743,22.84893732,24.20638827,24.22659587,22.92550053,25.00357228,24.25214366,25.28571393,22.33055245,23.07772258,22.57605482,23.54290333,22.58425869,16.68353527,19.93816219,10.65312634,12.77836836,17.01358764,11.54284047,22.85527175,10.59895689,14.49129091,3.974037326,7.11019379,0.066784737,20.26593393,0.905693959,9.469876316,17.05614156,6.134461627,8.018287581,10.29515253,10.78838868,9.006881865,7.973608557,15.14393037,2.025488778,19.49922648,4.548518098,20.43309164,17.36298473,19.18765699,17.65233137,17.7524147,16.94666112,18.06715654,17.16909175,17.80588995,16.59419389,17.58079447,16.03959151,14.9489176,15.69746177,17.10446796,28.57571195,40.24297295,16.83413187,23.36084236,30.80950008,32.46374973,19.26395709,29.43265156,25.60865587,13.79368684,15.9329123,33.71963141,24.53710673,33.82808109,17.0040116,25.39631343,29.41712537,25.36780345,21.47571009,16.939827,15.7432619,24.17081499,17.03742072,20.30360553,20.08238739,21.417762,19.23484362,19.27052394,25.61097976,22.00867935,28.8673762,26.90841982,29.63065752,26.5810989,27.05191692,28.47937233,30.49357563,27.98144941,28.84859943,23.62017585,32.48707961,26.40638052,26.87802224,25.86912217,22.45353138,21.78525792,24.06579613,24.19913304,17.23757491,25.35528907,31.97955941,25.56819142,26.19351926,21.30605908,22.71683357,26.52824715,8.915884547,9.934296784,11.44301346,6.176251064,15.10971064,9.728237182,8.0817632,6.408409424,13.74133805,0.904919218,13.03375939,10.2801451,7.913494177,8.712971733,19.54548862,18.50562282,27.92253908,21.91450473,23.37840498,21.20957391,19.10782311,16.34512811,24.87897879,25.14846389,15.22914545,13.60730819,21.67870705,26.97420697,29.09072146,42.78136149,24.80447699,30.80909116,37.27591072,36.77731244,32.76378565,33.433099,34.14618281,30.55260884,28.96325818,33.06645263,37.72869837,31.71909208,9.564069245,13.50325161,3.728295405,24.03319839,5.277481239,6.968998088,52.34899615,0.75329574,36.62756241,5.042517132,11.08243699,20.05787928,29.01460397,56.86654853,39.78014035,37.33120314,35.16672385,31.69378366,35.00226281,39.82830945,34.4067345,34.732275,35.32592513,40.25410506,30.25548244,34.47271927,37.2487447,37.80453147,28.17143755,15.28932996,41.82026264,43.44268646,34.03251398,15.46860964,38.48929318,28.00577213,46.96433643,32.28690637,13.34045218,9.647336635,34.98002918,40.13096793
Chr10-2243011,LOC_Os10g04700,1.76671493,0.498820847,1.192488216,0.02952031,1.003243354,0.100855952,0.351389616,3.011901335,1.93578035,0.989002868,1.06268837,1.34818403,0.131239773,0.190591986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.831884727,0.727353404,2.011457485,1.712360942,0.408934878,1.159579737,2.201113205,0.13001277,1.78366707,2.226933147,0.852170881,0.348363801,2.907999305,0.774846343,6.109123341,3.635004421,3.812932037,3.348101267,6.775155106,1.913849223,1.388043879,5.826762351,5.797506212,9.072594575,1.450988816,7.751726137,7.128127807,4.857282728,4.04676276,3.207353111,1.494478237,3.400751713,2.465931715,3.487772464,0.096955299,1.800977797,2.934983223,3.304983176,5.960803178,4.273546747,0.766188293,0.061534621,6.255862182,2.627705443,2.196729159,3.401898934,3.171066643,4.365435928,2.438719508,0.399995774,4.015641261,2.628896811,2.01299694,1.668928925,1.557202622,2.725135055,2.273572644,2.993069604,2.054434155,1.854689893,1.292227773,2.318724726,0.201064406,1.097651209,1.838635619,1.522743279,1.758477435,2.722066076,2.041681612,1.846616867,0.358451781,2.298570963,1.940047085,1.39743555,1.376201393,1.709088594,0.384888243,2.259020069,0.23537279,1.526789858,0.864179804,0.945471154,0.77783199,0.835774471,4.448016987,1.105662789,9.327827628,11.35545003,4.883803358,5.486511218,6.096670612,1.746877573,8.682344807,9.967189214,3.313789356,5.710593344,1.376343438,7.666853539,6.043049347,5.757630377,3.937982768,3.977070858,4.108455799,5.412213343,5.079780318,5.419282022,6.402742033,3.469512197,5.691854469,9.000005922,7.335471091,3.610465932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547799723,4.076513064,3.529845785,3.265697449,3.261963639,3.567426107,2.050423616,3.353529293,3.857996253,3.5612956,2.358791646,3.400871735,3.681218494,3.068508812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
