chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,endosperm1,endosperm2,endosperm3,endosperm4,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,shoot1,shoot2,shoot3,shoot4,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,stem_60days1,stem_60days2,stem_60days3,stem_60days4,root_5days1,root_5days2,root_5days3,root_5days4,root_60days1,root_60days2,root_60days3,root_60days4,husk1,husk2,husk3,husk4,anther1,anther2,anther3,anther4,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,pistil1,pistil2,pistil3,pistil4,embryo1,embryo2,embryo3,embryo4
Chr6-21062852,LOC_Os06g36040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00094949,6.07056491,7.839944091,8.908970496,3.81847292,1.93441662,2.697269416,1.691949737,3.825585214,1.9273295,3.489450171,2.330213043,0,0,0,0,0.816710666,0.678261853,0.403470079,0.451147925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-21063188,LOC_Os06g36040,0,0,0,0,0,0,0,0,0,0,0,0,0.660218819,1.017904923,0.328607867,0.844373356,14.15113501,3.78505511,13.02207811,9.371216603,0.971305816,0.006483839,0.843288876,1.016595925,0.277333049,0.379367947,0.432595789,1.016295102,0,0,0,0,1.264984736,0.997398431,1.353478196,0.739278556,0.935054309,0.127518627,0.84757223,0.218492714,0,0,0,0,1.981807866,1.476765073,0.554185909,0.386583217,0,0,0,0,0,0,0,0
Chr6-21062734,LOC_Os06g36040,0.681854114,0.749767028,0.447888386,0.872900652,3.767522167,2.534010823,0.62556392,10.44115274,0.85760686,1.27274638,0.510632895,1.154738756,0.291061817,1.436565659,0.617483406,0.037059742,46.36002781,32.346024,39.95873433,37.50369138,28.9475514,37.94986843,34.86198486,44.31191932,2.5824152,0.090024996,2.758574128,2.132512366,0,0,0,0,0.565949293,0.384410958,1.557545482,1.591544654,0.825517471,0.049458524,0.322995849,0.919053635,0.009946567,0.685491931,0.860516503,0.031888603,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-21063115,LOC_Os06g36040,0,0,0,0,0,0,0,0,0,0,0,0,0.462984912,0.108141073,0.970736018,1.052561734,10.54063656,22.66432268,13.88909906,4.942425407,1.167990114,1.628669079,2.906997753,1.737388759,0,0,0,0,0.081978642,0.060613627,0.627665239,1.29520652,1.933702306,1.90980582,0.982885264,8.35E-05,0.87768637,0.59329637,1.796222208,0.481644446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+21815093,LOC_Os06g36990,0,0,0,0,0.737416292,1.635173448,0.566044082,1.257433957,0,0,0,0,2.15692117,1.151003641,1.960852017,0.476791056,0,0,0,0,0.818505744,0.135222313,0.364757843,0.69801304,0.51075211,1.436246393,1.661615082,2.343656317,1.898703989,0.332288575,4.276678283,0.42498374,4.324339922,4.403997126,7.583500255,5.637251467,2.302415336,2.853095997,3.536651506,2.154162726,7.360971309,7.289876597,5.492227533,8.916641319,2.034948529,5.824443507,10.69495645,5.910594987,2.191359047,2.109164024,1.102018281,1.528595269,0,0,0,0
Chr6+21815328,LOC_Os06g36990,10.0906252,22.22307542,2.290093469,12.20674649,9.504884517,23.99964885,11.8649836,7.802778775,24.67341779,17.94521233,17.7021458,35.55274106,50.50566,70.9572285,54.47338263,40.9919486,46.7284464,22.27709784,31.90334256,26.22383845,34.37504905,31.12947734,32.13933256,16.83238607,58.59926333,56.25917449,46.22406562,44.13942566,64.68706765,75.61858854,69.2597188,85.68408509,222.7918861,198.0299448,223.870809,250.3441651,68.32906342,104.1187991,96.29964225,75.56414818,251.3807842,293.6176853,267.3762284,321.3194634,236.0173895,352.8273227,314.2062071,294.8912328,50.95884448,61.91094648,53.3338131,57.27268924,7.693740503,9.693374694,12.14349247,5.128208721
Chr6+21812005,LOC_Os06g36990,2.501689245,1.51064651,2.188890643,2.628391909,0.690772882,3.145194005,0.592640779,0.00390787,0,0,0,0,0.601804547,1.423498784,0.325026392,0.72886163,0,0,0,0,0.533282893,0.763758545,0.622312774,0.218027944,0.361698277,1.316636847,0.078583033,0.577840567,2.104575651,1.826579179,2.232035954,0.289052803,1.540297976,3.564438529,1.206572654,1.255866726,0,0,0,0,0.486692295,2.663020692,0.067955298,1.312098896,9.984505457,12.19977971,14.70392572,4.199038278,0,0,0,0,0.921936712,1.00801034,0.241330839,2.044772276
Chr6-22271320,LOC_Os06g37620,7.274221595,7.618124709,3.520163856,18.17872499,1.424207277,0.25080276,2.282897247,3.415847912,1.691879565,7.45781035,11.99831955,1.183114524,5.304946885,5.201456723,5.633159826,4.597134171,7.031679385,3.79764071,4.914631583,7.235297007,10.53186353,8.472852784,9.496848746,11.04225397,9.185851272,10.11681117,6.384876065,13.17714204,8.395889713,5.133212315,4.479738658,3.038844555,31.596807,34.82640725,31.39852315,29.87496504,5.712484367,3.703422181,2.82807576,2.175477147,2.033638532,6.060346099,7.511927737,6.616605811,0,0,0,0,6.675078261,4.346165515,3.30815322,5.988036413,7.646096894,2.61829336,8.831804619,6.339152591
Chr6-22271400,LOC_Os06g37620,26.21719338,28.80961861,27.55993037,14.0396116,29.83292376,47.56008281,45.16053587,4.69383919,3.311160784,0.515362724,0.248674014,10.41446007,2.750430818,2.440337695,3.332805597,1.510123871,2.486123955,2.035817596,0.934761886,0.398889985,1.222131493,7.309026594,14.2355027,5.463165898,9.243062902,7.2578328,9.387829458,11.02014117,2.549406768,8.29337669,5.382259412,6.863321534,32.40772914,26.01827759,37.62256491,39.49876764,0.796543244,0.180996009,0.753585757,0.158629001,5.492360767,1.656838148,3.812003963,2.585686944,0,0,0,0,12.14606835,8.98512538,12.61264273,12.12482662,22.03278409,22.91901903,23.73956368,22.6869794
Chr6+22705071,LOC_Os06g38320,9.423069318,6.797897533,8.105196437,7.376789142,3.105973357,1.580436643,0.402390145,1.492124025,9.807833196,11.10598116,15.98162656,7.440805862,39.61230066,31.87944514,16.99729415,43.77414537,67.00855396,66.28427639,65.41069462,65.50789952,38.40118448,43.20227588,34.4915255,22.64035558,24.21167157,24.52736561,22.80650817,21.50559198,20.95994529,21.17459518,20.31879439,21.50119777,8.74980736,8.634680419,8.151243406,7.404533662,22.98195643,28.41567192,29.56650685,18.4472389,28.08475937,28.77193186,30.07358783,30.76035395,180.7357545,70.53172711,77.34700374,111.0382331,12.18877307,9.198930506,13.54866081,12.7726881,14.7583387,10.39751241,18.12827098,7.665200433
Chr6+22704661,LOC_Os06g38320,8.440882181,5.683637135,6.83364853,7.488282023,2.608712597,12.55751579,5.650950572,11.23597838,17.39652428,15.12907023,17.7511012,17.570533,52.58780948,60.5075539,51.23741646,59.97727514,54.21011879,60.96940418,49.29983003,65.99506657,32.59500792,44.9242749,49.32676197,41.35672952,36.28896072,38.71154127,37.06599153,36.66555618,39.62139131,30.54355329,29.81596803,31.45417602,4.950052085,15.01760792,15.45936791,19.3270564,16.20589894,21.02375382,38.46869149,38.79509919,19.16627639,21.20495885,18.04254873,18.39791836,0.672198974,13.65325405,41.36190283,4.596383035,9.029932862,9.442029124,14.3546473,13.34924968,15.60923994,10.57141962,12.9526921,6.847884698
Chr6+22704502,LOC_Os06g38320,20.12860587,25.87729225,22.32058541,35.85744554,38.13702368,30.56630658,27.93106757,24.55528331,95.21510183,98.11327169,95.08369154,95.06899058,104.9446891,111.117162,107.861853,107.5140184,154.1764968,163.4476823,157.890308,168.4910297,128.1905013,169.1829664,129.2157731,155.97287,120.1692042,85.56355487,100.284045,117.0077841,72.10581977,82.94450009,69.88763777,68.09529559,27.00564545,45.40766751,48.18771318,35.17384809,117.6838701,105.2778575,99.6687281,91.77706892,64.9761705,68.38684012,65.8383935,64.84331599,6.5562913,186.4163749,45.8475963,50.65251284,66.67806175,70.7971837,77.97682708,67.36035107,44.08455033,40.08885055,38.89044287,36.60762617
Chr6-23013414,LOC_Os06g38764,0,0,0,0,0,0,0,0,0.346078585,1.673092266,0.621072712,0.838271537,1.275934106,1.850498975,1.827475506,1.352642161,5.432285171,0.5663844,3.170884485,3.488148931,13.68430086,0.470197177,12.93949039,7.662605754,17.07856396,14.57404704,16.30677123,21.94469909,6.8513883,9.245667937,15.40468747,9.479018708,37.27815914,37.93098651,34.07602035,30.10854437,4.673531891,1.573698676,3.030865721,4.12205432,3.143116707,4.70802892,5.561741863,4.398622036,0,0,0,0,4.14185435,3.434899096,4.05917225,6.20061126,0.758227927,2.037575781,0.543554723,0.126538247
Chr6-23013196,LOC_Os06g38764,0,0,0,0,1.753590751,3.442926805,5.493104349,3.63971637,0,0,0,0,4.096813945,2.015598028,3.264106451,6.607218987,12.16033411,14.49502848,1.25594581,18.48140894,48.26535587,62.50758131,62.04435452,54.46534307,40.75708316,29.92842251,28.8459538,35.79712753,4.97477032,4.818508354,6.365164419,0.980365331,54.27715978,59.95994881,52.38785101,64.19536331,4.539975147,6.788305398,5.052849375,2.781723627,6.642318449,6.54140399,6.00326458,4.041257182,25.40892353,30.56286497,60.00554788,30.58498524,0.306301652,1.01964844,2.923345747,1.894777022,1.863376517,0.340905406,0.707335754,0.977339989
Chr6+23846628,LOC_Os06g40060,6.701284889,5.671343225,6.158667946,6.309299093,8.222777818,1.066358113,3.591904243,3.138349507,2.821616273,6.208036266,3.051135823,5.480618398,0.056388181,0.353205009,0.446253151,0.098129623,0,0,0,0,0,0,0,0,0,0,0,0,0.013270113,1.013299632,0.557565412,0.224524348,0,0,0,0,2.997900063,0.749643884,0.574094455,1.70155608,3.999329231,3.451578131,0.618235469,2.193322227,1.196805922,0.676144775,0.700596056,0.346403974,0.182350938,1.858227345,3.833041403,1.278909443,2.477546307,3.836639335,2.753842981,1.793719958
Chr6+23846874,LOC_Os06g40060,3.167237071,2.543410745,0.423137285,4.684041763,1.141502178,8.601304774,1.979728671,2.131245311,0.739583545,0.515412168,0.072066448,0.054783031,0.980669687,1.377493077,0.709241278,0.361374075,0,0,0,0,0.39615287,0.799157944,0.08527626,0.799381766,1.293078681,0.890501849,0.610226416,0.166422021,1,1,1,1,1.774417554,0.189750289,0.687710132,1.28837231,1,1,1,1,0.735244908,0.584175101,1.675717301,1.167881679,0,0,0,0,1.383774662,1.330581701,1.067322314,1.128745111,0.049230274,0.739577693,0.911220871,0.476195829
Chr6+23844369,LOC_Os06g40060,5.321511981,7.89281573,4.774173986,5.822188633,28.86486451,7.667949494,22.26053793,15.29150469,0.489478262,2.06720855,5.083787844,2.410458088,0,0,0,0,0,0,0,0,0.19719948,0.224197366,0.648828031,0.013543743,2.994104956,1.958023805,0.936712367,1.031924833,0,0,0,0,0,0,0,0,0.117179166,0.229632111,1.028174615,1.017886123,0,0,0,0,1.280100822,1.595336876,1.981355183,0.86909445,0,0,0,0,0,0,0,0
Chr6+23846762,LOC_Os06g40060,0.454991044,0.114475061,1.083733778,0.360453718,0.316314384,0.36179688,2.107772232,4.929976322,3.451222315,0.040815061,4.900192648,7.521832054,0,0,0,0,0,0,0,0,0,0,0,0,0.942929731,0.477491932,0.896307173,0.419225614,2.911047601,0.649118178,1.177958512,1.136123703,0.165524946,1.182151542,0.82770288,0.252380462,0.991694988,1.116349981,1.601529205,1.860109891,0,0,0,0,0,0,0,0,1.919418285,1.055141346,2.17783348,0.541892643,1.243660569,0.867114959,1.604186619,0.492342736
Chr6+23846208,LOC_Os06g40060,7.539393349,5.908152609,4.03894304,0.188861652,5.635961669,11.70803939,1.536876221,6.026355307,2.906547471,2.616668675,2.915847278,3.378474204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896170321,1.662525058,0.75803828,2.106667549,2.220029316,1.149725422,2.066528494,0.780078588
Chr6+23847017,LOC_Os06g40060,238.7749052,190.1173872,199.6249412,183.4881682,68.37858012,298.2523851,228.1319294,434.5984587,246.8924709,309.1131739,290.2079406,194.5948649,112.7129518,120.6336022,119.6135722,117.0550638,125.4727874,141.6051605,125.018634,133.3207509,145.106444,143.7993465,143.5695219,145.3298505,188.5535205,179.8033546,192.8650429,195.5408413,103.5946718,86.1294926,108.2536484,125.6374773,189.4850938,158.8475878,175.5207384,167.0142641,164.0401673,141.6329697,154.7309425,155.9314169,299.9180729,344.1869221,325.634654,288.1313779,539.4559773,485.8766591,310.2316844,268.778587,82.88330549,95.51384665,85.80609896,101.0882847,57.03726057,60.17399395,63.24942141,47.44879953
Chr6-24005362,LOC_Os06g40330,7.830419197,5.790938962,7.290223098,7.200514165,29.73906349,10.60075908,20.15271709,22.25396463,3.566175323,3.210485015,1.906941274,3.225632737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098462787,1.63918293,1.120386852,2.331515961,0,0,0,0,2.142699155,1.850944912,0.195935153,1.430509508,0,0,0,0,0,0,0,0,0,0,0,0,6.924802014,4.870706132,6.684642129,0.517767117
Chr6-24005149,LOC_Os06g40330,25.30752841,40.21232261,28.19473817,47.56406048,49.9531366,66.4835505,57.08231252,77.0175655,39.67896483,37.67117676,34.70614049,34.97235259,6.437225381,7.042300571,15.09507069,7.660449232,4.425072359,5.238173636,6.736052119,4.824052421,11.41921349,11.66889733,6.865828822,3.655919011,3.712407219,3.792191169,3.953089967,3.578445459,4.930294171,7.77613418,5.312334383,6.238119796,5.61228929,2.437936745,9.93569719,8.662569546,5.054918154,0.118219345,5.471942727,4.691603541,11.24719545,9.891744129,11.27953199,8.613619292,2.691940153,14.45265916,26.0231815,20.4308987,11.20809595,10.70509383,9.518026353,13.85746588,8.609411133,12.67883616,10.82054193,11.14225187
Chr6-24005436,LOC_Os06g40330,3.577567709,1.84213283,2.650128456,4.400072375,13.28185474,16.46215554,3.471415323,13.41778978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+25934932,LOC_Os06g43140,37.72277849,33.05599578,38.45423363,47.41106319,62.70481949,40.77480383,35.54365999,48.4826055,17.8954068,14.36791679,41.61865127,25.69873927,427.7242703,371.9413609,304.1501201,430.5749386,2178.472498,2165.129074,2165.071076,2158.020682,1956.957207,1886.595486,1955.509182,1943.106237,366.2700296,378.2186388,382.9175636,353.4864082,34.82029869,36.82005609,38.49519613,40.94438213,29.28275086,31.37434518,31.82661012,30.14245905,166.5631429,168.7030547,166.4972377,163.8772005,41.02767622,41.29302149,43.31190346,49.74565748,64.67557278,199.7794636,98.21938954,45.80676278,27.44751132,38.21622642,37.10505624,33.07363006,47.91840277,34.68628693,39.69721177,37.2980947
Chr6+25933924,LOC_Os06g43140,2.765064539,3.19696179,0.07160706,1.008182633,3.556303069,0.010920098,1.012150622,2.144351979,1.868883796,1.812381316,0.792948035,2.804869274,1.050792658,0.141105414,0.679999805,0.355714909,2.898683212,2.136787621,2.215612673,2.413769901,0.517661451,0.635072136,0.796277028,0.057755079,0,0,0,0,1.006272688,0.553891738,1.318132909,0.502119095,0.265181097,1.191720477,0.834527842,1.898629117,1,1,1,1,0.620547247,0.882145049,0.898170839,0.723680997,16.33666676,6.963608487,15.14246919,11.63799861,0,0,0,0,2.933745838,1.207190345,0.896645998,1.796792735
Chr6+25933021,LOC_Os06g43140,0,0,0,0,0,0,0,0,0,0,0,0,1.482344112,0.225982234,0.857279709,0.45738657,12.52376969,1.098527006,17.07941634,10.11567005,1.316967149,1.909149421,1.448642593,4.255024691,0.630708777,0.632657566,0.330972844,0.459696701,0,0,0,0,0,0,0,0,0,0,0,0,1.087953501,0.393071071,0.433065845,1.275881285,0,0,0,0,0.257598785,1.03938625,0.193510427,0.865146945,0,0,0,0
Chr6-26943172,LOC_Os06g44620,153.6409459,115.5469106,106.3468977,169.1489203,145.5795428,143.4701079,147.7084318,134.3938667,64.41829525,77.62521778,20.11726214,25.75865793,232.6554353,246.9397463,190.1357131,237.7388556,159.4103751,214.4514191,140.8025935,229.4108473,311.296462,316.2528906,313.4347014,301.0645831,187.0851903,169.1002728,160.2670459,178.0492344,267.432296,249.1337329,257.1833365,337.4120686,221.2330449,212.9318808,111.0374313,178.4338207,141.817519,147.4122914,131.5584816,117.1616096,57.40059169,41.99410815,70.0118421,30.61561963,90.80852247,78.70042848,78.89492152,2.884098338,207.3204167,119.9351858,111.1459691,150.2186397,27.19311114,27.57087241,28.50434506,27.58288509
Chr6-26945604,LOC_Os06g44620,2.410066497,2.909102001,2.794879736,2.99471999,0.455015873,6.287630114,1.804518606,2.464211213,0,0,0,0,0.85474837,0.671342077,0.090047057,0.20290904,0,0,0,0,1.286174015,2.701765918,0.466247196,0.354788086,0.830510857,0.354225518,0.83590831,0.599127538,1,1,1,1,0.467251419,1.8139865,0.868829507,0.462848077,0.645017157,2.230424189,0.31455621,4.055179986,0,0,0,0,0.133772282,0.539702357,0.224016414,0.40427474,1,1,1,1,0,0,0,0
Chr6-26948705,LOC_Os06g44620,0.745258179,7.063891106,5.767902894,3.077966362,14.96265816,5.491523124,11.9710484,10.34276108,0,0,0,0,0.260662013,0.361316416,1.137272925,0.418278011,0.547008381,0.4849589,1.332806003,0.313850425,0,0,0,0,1.689231341,1.454994977,0.125022399,1.994771863,1.567340785,0.670515259,0.219813289,0.603259032,0,0,0,0,0,0,0,0,0.027261647,0.25081332,0.236222061,0.401401355,0,0,0,0,1.322742962,0.253169718,1.239472131,0.085434625,0.396667862,0.231805332,0.073992574,0.092924769
Chr6-27299931,LOC_Os06g45140,0.029965455,2.756628932,4.066313759,0.586655086,0.868300268,1.760542693,2.441088522,4.32856408,1.347037228,2.255375058,1.794741537,2.427577451,3.069688583,4.212542415,0.967852735,4.818881264,27.36170602,15.84291842,25.59870703,8.965133169,9.778080604,10.83017838,11.8762606,12.6903281,4.454714759,3.439603748,8.620183623,3.912615761,33.60691925,55.55643328,17.13686132,30.23000461,161.9386312,171.8918182,167.4095295,153.9555637,8.610014136,8.062773111,7.414619931,7.756396579,6.782147968,5.029290913,4.886245182,6.900806157,0,0,0,0,2.077357374,1.712914795,0.811056381,0.712247403,0,0,0,0
Chr6-27300084,LOC_Os06g45140,3.130899632,6.863324512,0.379592981,2.630827901,2.368908725,4.079753992,3.194171104,0.57803361,3.432646617,12.09357086,10.1792761,3.97893447,4.176588501,4.943293017,1.553125488,2.054997818,20.77962781,21.58931226,25.41608884,18.64557268,11.63612664,8.355444517,12.82138744,16.61935944,14.1615798,13.18539391,11.82796722,14.36248332,27.43350692,17.55816902,20.03042031,20.88976243,150.6988876,118.7432383,111.2112413,115.9110961,9.36796895,7.597021254,6.015610602,6.365911746,14.69955477,4.725757324,10.90700036,12.2353862,15.50375196,37.9462109,6.015074397,17.67413284,3.850977164,4.171429562,5.08858736,3.766226638,0,0,0,0
Chr6-27300203,LOC_Os06g45140,3.00968197,0.67564867,12.30203403,4.660864148,3.745755837,3.288699675,1.218251703,0.570590001,38.44486151,41.67642783,13.62970363,37.87319721,24.94984683,17.73025482,22.43560196,19.58137667,73.91851917,57.57496458,80.61677706,73.41891137,48.57737375,55.96135435,44.07165994,47.91025252,80.75297216,92.84196655,62.07010447,21.55163579,44.54646444,51.65710955,53.82416434,43.35373518,310.0692161,282.838572,345.1034384,330.5642985,51.44282844,55.17169898,57.17509324,54.55529644,31.74217131,29.43143404,30.7806152,30.91642471,64.72495742,17.92904693,11.88605928,6.920682235,23.51336372,19.28083042,11.50500973,9.783879313,4.690441734,1.047150828,4.754023638,4.216144982
Chr6-27724609,LOC_Os06g45820,169.3904437,135.5126579,99.20232056,53.35086217,186.756452,251.1290453,172.805904,186.6011774,382.4310728,308.5815993,310.9065186,334.4413988,1203.608229,1186.367484,1234.150726,1200.946947,3443.727348,3342.618014,3337.316609,3409.116255,3481.343222,3618.193009,3488.620091,3658.863704,942.006468,971.1204208,956.6795743,1024.300344,195.299203,207.9774019,183.4387207,196.0455991,66.36897219,69.30600951,68.33680309,71.31792198,406.4421344,369.3907649,385.3934651,399.3268254,102.0115453,118.2241731,104.545998,112.7143557,250.8774498,572.0500336,480.6048068,555.0861258,220.3433042,237.3917909,252.9415491,230.2068389,188.9961778,175.4487421,161.9215961,167.727215
Chr6-27724497,LOC_Os06g45820,3.980778684,1.641303371,0.804397614,0.602945417,1.868609168,0.241337564,7.16259669,4.195858816,4.746470112,2.022436901,6.76670266,0.746273143,14.35099001,10.48180955,15.58601523,8.926775599,31.3852781,28.02936736,41.78816426,30.8020803,28.86503648,40.26447322,39.46199944,40.36371058,13.86168684,13.26312417,14.24511179,25.69711891,3.814814735,5.703080088,1.521929474,0.904790307,2.631747871,1.59897152,2.503323539,0.868855763,3.178328865,12.86734526,4.939252872,9.452068143,1.231234497,3.639991422,3.031723883,9.031615623,0,0,0,0,4.32701042,5.174474413,0.359766659,5.41473654,3.425704766,9.983732269,8.743008232,6.565923196
Chr6-28149116,LOC_Os06g46390,89.77177172,103.3103016,92.26575944,90.96104907,88.9430878,72.9721227,87.12770808,77.179629,67.32364731,62.79267291,64.91048081,63.2156226,30.63248397,37.03208605,27.28990732,14.44145546,35.87153312,43.96206716,21.85532604,21.53839884,27.81215493,27.72909912,24.72514674,23.56925775,27.37643357,27.72922434,28.18117832,26.84494612,30.15524182,28.04830249,30.61881187,29.60948794,21.89642131,24.24150288,26.17405167,22.60593429,22.92807421,2.491282521,19.60460568,19.16446426,49.2713532,42.94291011,44.57856881,46.7285672,3.357170803,8.227745006,4.208982924,13.34754713,22.30701336,42.53800191,24.91884959,50.68088541,44.6377092,45.08798397,45.83771103,45.58767541
Chr6-28148922,LOC_Os06g46390,25.95144564,8.683227224,10.6909612,18.81023211,44.58408524,29.44208292,36.29128397,46.98023967,28.24590236,28.54485817,20.49841463,26.73758796,5.813083595,7.158346571,1.788190612,3.249529546,15.14311934,15.58549885,15.02186689,13.91487316,14.25638365,8.24737142,4.440486185,9.371862273,13.10395595,12.04210887,12.6743216,10.04429905,10.39029002,9.978805978,11.96748271,10.3935067,4.650954593,8.812511275,3.530709108,5.445309558,18.24027651,9.302665896,8.965144137,8.623731782,9.619748765,10.14542045,9.592817815,10.31112496,0,0,0,0,13.17190743,14.66977553,14.44961798,10.47513385,11.5036138,7.785812015,14.47887801,11.41988167
Chr6+29749884,LOC_Os06g49090,0.191407276,2.463823232,0.50400125,0.924637251,0.701314306,2.877450433,7.668084338,6.849214216,3.719337762,4.437418009,1.304181907,5.623795304,0.459283998,0.86773183,0.001265646,0.394001194,0,0,0,0,1,1,1,1,0.332778746,0.290841616,1.345630285,0.017256438,0.73533067,0.028384161,1.238326911,0.069549353,0.948091459,0.530816326,0.064032011,0.419273654,0,0,0,0,0,0,0,0,5.667095103,2.193631072,7.506948869,15.51248092,0,0,0,0,1,1,1,1
Chr6+29749479,LOC_Os06g49090,2.933511481,27.53199515,1.822607664,38.22526984,21.53305656,28.10871531,27.831413,30.91352267,38.54208849,62.36504856,2.06074412,13.23853698,22.66633451,21.10493831,19.63354129,28.72154057,24.33738577,37.69711164,25.60810267,25.08471931,43.33412172,31.18869583,28.58466428,32.26080102,33.0866503,29.53387423,31.52240144,41.11480773,25.02713271,21.00405916,23.90303337,26.68022334,22.04084929,28.01866723,17.51181128,21.33523388,31.79517934,36.38172166,37.43994158,48.63183658,34.79360872,40.72903071,32.97792967,30.91908896,45.99580573,1.820734572,26.70058271,45.56556528,60.74618065,63.99188958,57.60572844,60.19742031,47.44788091,47.39166083,41.76154816,53.45770484
Chr6+29750595,LOC_Os06g49090,22.62231847,5.325822094,21.68189117,10.628802,21.82024513,31.40264904,46.39257568,30.55193545,32.80102314,11.48028893,13.55517931,20.05338904,7.04353376,5.850131014,8.56430726,0.260617681,13.12661193,9.256017599,11.15656056,9.975085151,6.267206742,7.4545027,7.353501003,8.964499975,4.290316718,5.635846734,5.101947119,4.370286461,12.17993021,13.08981498,11.78359134,12.29890724,5.766351474,15.41049219,15.07456619,12.32916735,4.921352662,3.745035695,15.75531719,10.13373003,12.94666573,13.8130334,16.16480237,14.39721743,8.320909269,1.365061607,7.201206702,2.295631562,7.528355297,7.912338064,8.307585841,8.082279099,20.38364415,14.88319876,19.36508901,17.76071019
Chr6+30308210,LOC_Os06g50030,14.48878257,6.702751796,3.482221647,10.50662813,18.74411511,22.64843386,16.29781003,9.003615726,8.701108589,1.711111956,2.372189963,7.300906905,0.266529005,0.209663191,0.458997284,0.542964751,0,0,0,0,0,0,0,0,0,0,0,0,0.37993739,0.196250051,0.936053517,0.963071923,0.419063455,0.992058311,0.795217191,0.808455336,1.401092667,0.892776406,2.936041291,0.177813867,0,0,0,0,0,0,0,0,0.212498017,2.449546142,0.413598279,0.177203436,3.491352802,3.034198057,2.743934529,2.78694502
Chr6+30308399,LOC_Os06g50030,104.4089879,103.1061246,111.2831476,108.1167873,110.9787446,197.4960101,144.0320427,140.2744264,53.54056798,39.19831454,104.66636,20.34135963,123.3404722,134.4068794,154.6958251,139.9355969,184.0667916,155.4164667,187.8373308,193.7995237,173.3823328,252.5925839,257.3560402,169.8914392,132.3701213,126.8765022,115.144934,124.7264711,168.4307642,156.7181462,211.9758681,206.0057217,208.4548743,208.0341037,207.2376713,211.0850255,46.9651681,59.39984065,53.41414609,46.26372545,60.1645947,85.3032181,51.25486919,48.10936745,2.930272616,22.07430779,54.33521605,13.63777884,55.14198095,44.20548286,55.80339474,52.90040831,81.52972516,47.65195972,78.1598655,60.19000063
Chr6+30370712,LOC_Os06g50146,75.45575523,81.96815093,12.66372958,68.451152,73.58129421,61.14771232,65.81398529,61.3282307,101.4333458,102.0358244,103.6424043,99.45787172,173.3853923,173.3649859,234.5484558,227.5084846,94.50856909,133.2715196,137.195408,148.6573128,170.67013,152.0453836,162.3590676,162.6262237,171.7725601,160.1194561,161.2632499,164.2744158,140.9093159,142.9575673,135.9531546,137.6650586,254.2485653,325.5722437,345.1977983,362.4075118,158.2003744,157.9956817,133.648879,154.1125729,131.6017563,179.9802886,157.9598622,191.4187097,13.86142672,129.2697972,184.9022925,264.9097886,108.9647347,94.73883871,92.44990526,100.2202207,12.93084607,25.38465515,106.8500311,51.8090072
Chr6+30370635,LOC_Os06g50146,5.363561581,0.146902715,0.128459756,0.036095765,0.658200624,4.159726301,16.45256543,1.496217667,0,0,0,0,0.156705737,1.244400879,0.03657561,0.728883203,0,0,0,0,0,0,0,0,0,0,0,0,0.739968922,0.233842208,0.38410125,1.197337112,0,0,0,0,2.232160124,2.140319019,1.554456413,2.158392898,3.962229186,1.981718483,0.198730276,3.315043477,0,0,0,0,0,0,0,0,0.37570896,0.607677577,0.171970871,0.259784622
Chr6-31136819,LOC_Os06g51410,5.696187984,30.06992246,34.18777199,14.82720219,30.34623604,36.91919719,16.21757016,5.240898133,7.503705806,5.303387469,7.358594896,8.847583122,11.90509188,12.94559474,13.42106945,12.14320834,4.298830301,3.079454166,3.516077958,4.595476528,4.055183683,4.710936115,3.388251533,2.764570918,8.352015172,10.79711588,4.88292597,1.10190292,50.00206868,57.15414006,52.35382036,62.88538091,36.63498611,36.17934701,37.44548616,31.93233215,8.463337509,7.562874282,7.256083643,7.976457093,6.201783482,7.416615964,5.530247512,6.112149735,7.926353407,15.44907922,6.239510014,11.35733835,27.07761817,16.45190872,36.25101121,33.56342843,37.47729489,36.72663392,34.13823752,36.34020716
