chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15
Chr9-2396748,LOC_Os09g04504,2.47753964,1.020654517,3.717532458,6.586894745,6.24086889,3.469063655,12.56445739,0.456496255,7.681531103,0.454167071,3.773691811,0.395128687,3.146402084,4.205450995,5.099210894,9.645878422,20.96312616,14.8185557,40.13057707,19.6920007,17.37255934,6.201956457,20.29048937,12.15461404,26.32967805,3.205096027,42.85377868,6.223686007,9.131155989,28.82062739,40.49169994,33.08973837,27.78755724,29.01824877,31.93817697,31.2428199,33.62636392,33.61312572,37.42512334,30.99367328,27.34325557,35.10030325,37.08751557,30.67914684,35.41420841,32.73954047,36.13283901,37.91776438,34.81569529,30.10163677,38.88437522,37.01341081,38.20897216,38.32133633,36.03059564,37.14887825,30.6385704,40.4199902,34.82380196,38.42581658,35.43922578,30.45315108,51.63998521,37.42003766,42.89904675,34.20850889,50.84385394,18.15544349,19.23003285,38.86747723,16.70891705,31.32067678,21.88477145,19.74880453,51.31712301,27.59960715,26.48124993,28.06916551,27.47177215,23.97308839,30.35519776,24.86790642,18.79667618,21.51507753,29.17244409,22.79608541,23.85545905,27.96090853,28.61825893,30.12525463,28.33200024,25.83588388,25.28340722,23.50078415,32.27336971,26.27625407,27.79643817,27.19478779,22.8845979,24.57780131,29.45986824,23.66373657,19.18886924,29.19073794,24.95873669,27.09669228,16.5027846,30.11144718,21.63583199,25.4510215,22.12214751,20.69494925,33.72493241,27.06420394,26.51443629,20.51350162,17.48640662,25.4873812,20.26393611,28.11044341,23.06647533,22.16704528,19.54677536,24.4400164,21.03543669,26.42669078,15.24347937,31.12147634,19.14667037,27.78913474,20.90813979,21.71072563,25.66390835,21.42454089,28.69580108,85.30471345,65.03980252,71.08265563,66.08694232,42.72061752,45.56548164,58.99111224,76.84390093,11.98744628,45.82458538,20.24370594,19.13690871,49.86733827,13.80461008,16.61274758,8.824442376,9.648457341,9.275511528,18.80261402,17.13852072,15.54198905,7.546675527,17.78743317,17.41947204,16.39707691,14.95300797,18.60806342,12.33142269,17.52922336,13.88359183,2.450693334,3.282682102,4.724172683,19.30232382,1.434320348,10.77710854,11.20412701,3.000508442,21.42648733,3.941903475,6.001600637,12.31232829,16.38534903,0.494986519,8.015572682,15.58646451,18.82016206,17.20181305,16.6707225,16.92779596,18.49192764,18.09716165,17.84231265,15.71230334,17.7536061,18.04675293,19.26572096,17.07269836,17.78596935,15.49639026,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Chr9-2396803,LOC_Os09g04504,102.4550388,67.1538858,78.25586378,51.02774259,14.50747519,45.81578781,36.15178861,71.72710784,46.20323623,67.8691323,70.03957276,63.41601666,52.43992635,42.40221044,51.65953631,41.60278285,61.02780336,22.97657518,39.83396182,56.02730485,45.70488984,41.33420902,52.26398761,38.63685943,50.25343399,36.19720165,40.70370881,40.07884078,37.85879102,40.26066235,27.39130568,26.01428495,36.96183807,33.1280409,14.62764953,15.05908836,15.52938592,29.69249957,30.59196923,42.23894943,28.6579508,42.59994267,24.63090273,22.82510104,23.77993234,24.54490889,30.14058905,23.47510436,24.19932071,24.73574587,24.5363662,21.68122379,25.57253096,30.71674889,24.44636065,26.17032178,29.42058535,22.97062141,26.56702748,27.55036706,6.675169776,11.71251448,6.566114492,5.481457927,6.591777466,9.537834854,14.33812063,11.0326784,10.7799075,8.986168231,7.846883724,4.580610723,4.677976131,7.092456203,9.191292025,20.04451645,18.25614517,17.12072629,19.8973511,19.02335608,27.72507923,23.30701928,22.03943638,23.90582629,14.05139425,21.91211801,9.642137733,20.17110925,20.75818472,19.02566629,26.83770971,26.71225703,31.81728236,26.59847119,31.7829675,27.6247817,27.15344272,29.4161105,26.79622145,31.31334752,23.65132311,35.37932583,29.72507294,29.82932004,34.00064012,9.990809372,6.5101956,11.71924905,6.220431647,9.765307285,13.1204538,9.135143661,11.11693989,6.795047494,4.74729471,6.605551343,8.209577553,8.167552142,5.542402657,10.20389177,12.47992282,11.01720302,9.101150804,15.78076846,10.43369315,16.19894461,12.9124555,14.28614833,11.70994672,7.792843925,14.91995609,12.38332944,13.3731791,10.73695902,12.83651113,17.6694163,22.00743076,24.1050659,15.27799917,25.02458242,23.43270875,28.99889961,24.04997357,15.78360702,21.02339991,21.74634638,38.56357259,41.70995354,25.8107988,21.72071443,15.97815184,22.111169,22.0224052,23.34590114,21.69617584,27.06359419,24.88800002,25.1605757,23.05171335,17.31770228,20.53658881,20.4400628,27.20692063,28.69992727,31.54446935,20.42567322,20.25014986,29.44133077,21.08992849,24.76281407,23.4756049,7.689149185,26.75603791,32.13241022,19.89924738,9.261396778,10.92293146,3.857034176,9.451702497,32.12989101,23.67335753,23.23344591,23.51356513,26.94995801,22.15440879,24.54290148,27.80596046,21.89539292,20.04629379,25.28349724,25.36663822,21.39098025,21.72083675,27.35206586,25.01370546,68.33910575,66.78891896,67.14196585,67.77814348,68.0518443,67.65403807,67.50702534,67.20132085,67.87554614,67.57324538,66.10145712,66.68236584,68.83068804,66.33504228,67.69768024
Chr9-2397103,LOC_Os09g04504,4.291641089,1.558350661,2.396457568,0.43502252,2.776497197,3.349740571,0.727115313,3.407597955,1.91152703,0.278422823,4.862714807,0.067730174,0.003615886,0.893277839,1.073472226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.429704397,0.745818423,0.620840808,1.867698416,2.575758261,1.484854892,0.166270301,4.472172483,2.58707544,1.217231138,1.394981119,2.877116454,3.01905663,1.483939208,0.921602433,0.775980257,1.506074099,0.497580858,2.425146763,1.649578503,2.087730366,1.164233709,0.451582622,0.073407351,0.832378303,1.003339891,2.288546369,0.332426206,0.703328652,1.177871561,0.041738662,1.037253433,0.68777586,0.010621116,0.801648824,0.663878559,1.494274231,0.573104378,0.236358598,0.319828886,0.564451692,0.137356808,0.811447254,0.49154147,0.018043138,2.385888918,2.569307599,2.064284277,1.654707219,1.94268969,1.708354073,2.356452186,2.302960874,2.918296957,2.689749785,0.651058566,2.114033602,2.157476373,2.387460408,2.388803826,4.054871894,4.410675025,4.143878617,4.750684014,4.736079962,4.333667022,5.194802991,5.43421589,2.864689971,4.104274039,5.190524436,4.901272926,3.675056925,4.682320545,4.063011393,0.642770712,1.188678927,0.587075917,0.038976101,0.48195945,3.758176452,0.997653014,2.125191971,1.14556842,2.229130155,2.357970293,3.33271018,0.820173472,0.533638587,1.54649617,0.349067909,0.35102338,1.201864671,1.607913212,1.513047492,1.913266179,2.389277156,0.429920316,0.539708449,2.651249053,0.905622674,3.183955156,3.731359799,2.182633421,1.82236309,3.490219632,1.681753088,3.234278217,3.368835919,3.438081838,3.211377173,2.8385159,5.042619915,3.036443228,2.052750229,3.747671724,2.587407895,2.862717837,1.496306768,3.413379813,2.480861232,0.163402605,2.703008369,2.789667735,4.1209164,0.705584066,2.756519349,1.974116134,3.821692662,3.641765954,0.585591889,3.282310814,4.177091433,3.008414321,5.102196626,3.028713332,1.716249021,2.218940084,4.496031381,3.93298204,9.889866966,2.209686117,8.095621983,3.810569899,0.960575631,6.770151855,0.776037126,3.376499567,3.604088484,14.76583103,3.520305526,2.149849427,3.495363516,2.797373966,3.735155538,2.678256309,4.370954872,3.845472987,3.339872067,3.726521594,4.626718466,2.484905688,3.392336472,1.997886888,1.379941918,0.991713098,0.444500769,2.83182316,4.223474924,0.988034375,0.910921196,0.118017105,2.961121924,1.364654575,1.386299404,1.055980001,0.397264582,0.355446722,0.438736759,0.00338154
Chr9+2600727,LOC_Os09g04880,12.45217397,10.81554844,7.138111038,10.48646107,8.578397952,7.186967776,7.30286704,12.53485309,12.06859505,13.75381826,10.28252529,10.39273674,16.51304162,12.85064885,10.30150573,8.637811414,15.83104953,12.75749723,23.32137632,20.60925807,12.14835873,11.89126387,18.84449613,8.880354962,11.1306289,13.24135145,6.655646647,15.16984374,11.19656343,12.56146869,29.10159048,33.43680949,33.61992991,33.15132226,32.97100214,29.91615229,32.68820463,23.08853459,30.87119449,32.20778724,29.20941305,33.99269693,32.53709686,35.3890102,32.42682487,104.086739,101.3606374,73.78116058,88.80404928,83.01803349,64.46942729,99.39059888,91.02676794,46.15486988,87.96973578,57.78891463,49.39089419,78.46317878,100.8441161,63.13005379,114.1256182,100.9536248,123.8296779,120.2388163,108.5558026,99.82852383,109.5157669,125.2494628,106.305478,111.0751134,114.0001273,117.678391,111.6278702,107.2746502,111.1221983,138.9835288,151.8664165,201.3603774,186.1472944,196.1510896,169.4773136,206.5839344,131.5698324,198.4293719,164.0425209,193.1819952,140.2497204,167.2828502,109.8243016,155.1227392,84.32121449,88.88017989,82.04153347,64.12298813,73.28935052,78.46696496,94.6835658,90.12787806,86.2464324,78.28380162,76.39651882,76.0211336,80.88046742,66.26732531,66.14525153,30.25283189,25.17800138,31.28456819,34.1097313,30.22541677,29.62618126,24.06756999,34.79067211,31.06405753,31.46776251,38.71460987,32.83782736,33.01847127,25.64239842,29.04845807,18.28972553,16.58570413,18.11348721,17.31631951,17.34167736,19.12332121,20.11450933,17.04264249,17.81378497,18.93023486,19.48869331,18.89953226,17.05176077,18.23570407,20.11296577,23.67941496,20.44233491,25.00391315,22.040177,30.29357131,12.90027531,19.82741138,25.34381799,22.1967148,15.78907498,19.00327878,24.05105792,17.41793932,14.63968279,9.380638509,30.08432838,32.66190303,32.71502748,31.76942724,34.20019562,34.24303336,32.71561902,31.72199767,32.4851298,32.96310673,31.45122643,31.19174056,32.98771356,31.59888518,31.47064041,12.47020454,67.34071874,30.33506272,21.40225554,61.79078971,104.5304008,25.50062742,6.306273304,41.27804398,18.04253517,95.3760414,16.15767655,74.53833093,50.11816151,17.16403284,47.55771055,61.72786786,70.1707357,39.93869731,64.60021775,64.02813204,60.3124786,41.77887411,49.91570122,56.0359426,65.40372333,47.16939477,31.00202164,60.04115569,34.01603457,12.96409029,7.954028533,5.870631388,11.68894762,20.81560676,9.950781454,10.76171098,15.1511515,13.72066418,21.62492881,17.30019486,4.865300742,15.71510233,17.24291923,17.57558122
Chr9+2600539,LOC_Os09g04880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021572882,0.132050795,2.081597281,0.40446634,1.124206121,1.187932466,2.546334955,1.142725453,0.882247593,1.264875095,1.819178605,0.330852846,0.153928484,1.144575611,1.025241714,2.262652345,1.178403016,1.69249137,2.17673588,1.360327044,1.375641718,1.825103652,1.018849182,1.921221757,0.588351357,1.060343599,1.420415294,1.114563173,2.024999734,1.178608349,0.978073417,0.394584174,1.182132172,1.324218352,1.93614439,0.114484936,0.139015989,0.942740928,0.556160527,1.852994872,1.408871982,0.990747338,1.990784026,1.096557207,0.772210065,7.635927081,7.048915063,0.852073914,1.476427977,0.0142552,4.124680283,3.885558432,2.332946555,4.405960798,8.486543454,0.520221095,6.964789028,7.853429572,2.954451033,0.383575824,1.133562628,0.303229051,1.447554711,1.389333318,0.039752514,2.458029796,0.610473119,2.644006123,1.099253036,1.984270782,1.44333394,1.101736387,1.475916593,0.094587244,1.95968685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013348249,0.032526421,0.266503723,2.079945864,0.834688012,0.760397164,1.631210454,0.717666412,0.298420256,0.955293838,1.38762045,2.244170989,2.661711864,0.706701382,0.737055953,0.470621864,1.955546701,4.88522433,2.063563246,1.761147138,3.746236009,5.814856506,2.555379924,6.604198324,2.547663213,4.156257814,1.824750004,7.540217652,6.988654637,0.92522367,2.792591286,1.2481524,0.089429904,0.260230791,2.646600877,1.582227544,3.178495966,1.845728112,1.853335536,3.124095433,1.197774759,2.621436599,3.605550089,1.322015335,3.356132409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.036335221,3.224501293,2.767199916,4.232768385,3.395293066,4.793707898,3.608978036,3.944199572,3.058350466,4.401847657,4.10396592,2.800365215,3.276766145,3.86164975,2.556721445,2.444492199,2.54225837,1.123067858,2.533137542,3.438031487,2.43568996,1.276655736,1.467671064,1.729316179,3.445863492,2.319191062,2.799631755,2.236332289,2.402028965,2.501231738
Chr9-4707115,LOC_Os09g08890,38.12917805,58.33087145,47.17122455,50.87132834,35.10832702,34.12634796,39.79635339,37.81035383,40.34252766,33.11106245,28.4073614,42.12882679,42.87163871,32.96461877,42.77271398,1.4601973,3.008046459,0.943384333,0.415793863,2.657198013,1.276808949,1.532297835,4.235245223,7.423871172,2.826053605,7.338073342,2.6888012,1.7876624,0.114924124,2.43225497,1.915224723,1.983087403,0.715505114,0.927253699,0.804823111,2.672696755,2.688494966,2.469619334,0.773581966,0.420167659,1.22809206,0.714748878,0.119140978,0.261389831,0.50714524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015638273,0.315379285,0.463832715,0.451461221,0.915970926,0.19217801,0.618880879,0.315808888,0.905651169,0.669413495,0.096280705,1.126282334,0.092812686,0.21031425,0.00142493,0.119546193,0.860920572,0.553820994,0.304530724,0.10910116,0.241866717,0.580571525,0.810398812,0.968988977,0.57639007,1.858820447,0.486801813,1.014190914,0.400768721,0.042626392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071310498,0.04462954,0.60981101,0.224494722,0.302749763,1.313226189,1.380038587,0.094527167,0.159704174,1.513251343,0.338997554,0.039941737,0.292170148,0.231772223,0.540656362,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Chr9-4706490,LOC_Os09g08890,8.371547343,34.9603779,17.60155967,23.0293503,18.32895672,24.83731752,17.614852,25.11963573,25.74936945,17.77899428,26.58253926,15.90503557,14.72302231,19.38066274,27.47130176,17.9784702,7.2581903,3.097827495,7.756621821,14.95852774,6.788823009,1.311501232,1.482284047,23.99605376,14.87228006,5.033800776,7.041169218,0.765984994,3.378843257,7.198543731,4.274255708,3.692721448,2.661055329,0.244234195,1.446512683,3.537278869,2.199759075,3.12310063,1.982031676,4.932813446,2.299231932,1.384743627,0.667636245,3.02853249,1.761131277,0.070949974,0.092619142,0.71416793,0.1589321,0.965749935,0.404950834,0.472641894,0.844480722,1.296150187,1.098679055,1.76777394,0.379199834,0.072987164,0.235183547,0.493623573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246664239,0.030102269,3.457197585,2.993522881,0.099539115,4.061538612,2.726845141,1.188467331,3.253145141,4.628731965,2.259920816,4.470554413,1.795915119,0.512730578,3.161166912
Chr9-4706243,LOC_Os09g08890,26.07787173,5.614023904,30.77814851,58.36958173,17.89168446,17.25927448,22.81782694,28.11909554,18.45112847,16.75061107,1.796368601,41.96950396,26.1838827,26.7446627,0.744948175,0.739146362,0.489853096,0.937327535,0.458696456,0.366660092,0.412487007,0.125160158,0.628546512,0.133678062,0.696306797,0.421623019,0.857770137,0.09058247,0.841337856,0.787597997,0.723604025,0.302700348,0.044866377,1.594477001,1.248895667,0.30723473,0.11505051,0.180443066,0.139818633,0.599722465,0.250391632,1.240422536,0.609504969,0.157994602,1.306547801,1.338481301,0.360147116,2.601467967,3.578575373,1.678547106,0.957523006,1.211221759,3.831825205,5.269965863,4.189519693,1.149092615,1.710101768,0.15656297,3.666168283,1.307316915,0.066405212,1.040486457,1.601555783,1.140146582,2.152155533,1.724283966,1.293230559,0.357727131,1.288909376,2.927269638,1.065644729,1.163419186,1.054488529,0.859680709,3.844756786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652991411,1.215245005,0.266139102,0.24198288,1.045837753,1.070296388,0.609708926,0.469395703,1.173635321,0.650498889,0.477874819,1.666919554,0.491141818,0.359815722,0.509427527,2.290466823,1.15297118,0.770288289,1.25809635,0.222392973,1.357265641,1.088405462,1.39714713,0.495804482,1.684016082,1.206043145,0.898948211,0.452588217,0.567517723,3.258168321,0.460208941,0.226426674,1.08142846,1.109976747,1.145137975,0.497171704,0.244444325,0.954140195,0.494892376,0.317413445,0.226387071,0.981204396,0.635130485,0.707057508,1.582655891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456035421,0.532766052,0.310381785,0.110380849,1.143944303,0.857522599,0.265214297,0.353605664,0.098884635,0.591405128,0.495647742,0.841099277,0.956638347,0.331045303,0.609989655,0.535799913,0.246557016,6.07934951,2.116040277,2.032639192,0.858785105,6.310245442,6.623957721,0.808632405,5.239701331,5.115950763,0.480815586,8.941369954,3.804586717,6.648934297,0.980842427,1.651873755,1.386474336,0.181826476,1.283880829,1.754355662,1.347849339,0.946680159,1.692917918,3.035998177,0.084317676,0.21149473,0.784489403,3.130591388,2.228400625,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Chr9-5306888,LOC_Os09g09790,24.5109539,24.501368,52.15879808,53.83099026,22.72052355,21.07206041,32.66761139,40.67910547,19.70184054,10.72593635,34.81902308,15.76858822,71.75577096,33.38702984,14.36460854,50.36080822,55.99501582,71.81202303,63.00304088,59.06273171,62.61339767,60.82654626,48.93008908,50.07292666,62.28601166,55.62308138,62.41363555,62.18904522,57.6291437,51.43176674,5.153254812,1.96019963,5.986061089,3.634835788,6.87440072,3.245801497,1.126487526,1.171118406,1.175089162,3.711445345,1.41512695,4.825117841,5.527260572,4.203233854,1.463098632,4.511184854,6.171754689,9.523431887,4.207544111,5.568956294,5.233338453,4.174297794,4.608129681,4.74912571,4.013832132,5.006355271,2.880624178,3.405523886,4.318859097,6.024887918,27.33569665,9.048194965,18.32894432,23.13914334,17.95855865,18.32367261,27.66600468,34.95758063,9.388170423,29.32489967,29.36500854,21.24607828,22.16158613,26.9306751,35.64212658,25.4171513,19.57637343,23.24935369,21.32106579,23.12689868,17.86965109,23.89480415,21.83420318,12.5092855,26.51543711,23.75035891,22.35256608,17.4949449,15.0135577,21.06776374,4.262531095,5.284490626,2.865901253,3.588965608,4.703439011,2.933689408,5.21054262,6.311273953,5.023631561,4.298608697,6.530955539,2.965364943,2.527157145,3.114630532,3.6763313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092481037,0.350397021,0.063070838,0.750245243,1.511009432,1.27318124,0.842219982,0.449486682,0.57018625,1.253524405,1.01005684,1.559717741,0.819826578,0.069846379,0.911581679,1.810671596,1.444947745,1.590335966,2.170300022,1.519560525,1.655442408,2.508299286,1.897669561,1.555395629,1.03112737,1.55952149,2.042574615,2.533552359,0.522542231,1.849934727,0.13541478,2.199615607,0.005476923,1.174346587,1.802580428,1.284957342,0.898093284,0.24557921,0.310381817,1.764178546,0.443822166,0.050665637,0.636317932,2.210479581,0.31062172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200374253,0.397952029,1.441586381,0.078885467,0.748325809,1.031585212,0.281781981,0.083513067,0.318954582,0.151847853,0.776997462,0.348904018,0.778438534,0.199630719,0.801867657,44.16524516,31.12320128,22.41084495,32.13503353,39.32476554,27.09146442,39.15828453,37.79156701,17.58814459,28.13174908,21.67792635,33.13610698,37.24181844,25.02235498,49.67195636
Chr9-5307541,LOC_Os09g09790,35.22841143,44.4478485,59.99302987,26.49333437,24.15921376,81.84223791,85.45876925,83.73945155,57.43753068,74.85599674,97.7462277,57.17961334,50.78222289,60.31759084,81.01820482,79.96030972,93.91563841,115.8240793,129.7193455,125.7350131,85.98587928,122.7916028,125.2252834,44.96175228,113.014575,84.01051021,55.19726489,118.5444016,59.76052734,78.08625655,64.65878436,72.08867207,57.60987532,61.98063137,71.11005752,59.92688148,68.12408679,66.76820015,63.01770802,65.20449032,57.53717836,69.72529029,65.95233577,64.9497614,65.38421056,97.09886756,69.48706611,91.17554079,89.73337776,98.92188259,93.87339108,90.4924722,102.3108642,100.8374363,88.30609737,105.7826121,104.46767,95.1156492,97.50663069,110.4916925,127.8222064,133.8711365,132.3121459,125.2537278,124.6460832,128.7665024,123.0219013,131.2754655,131.3326599,131.0287261,133.5342873,139.5235642,130.2271026,124.8373257,123.377496,88.41168832,90.37735949,95.19665315,105.220017,81.49475031,119.3918823,121.9499151,94.39081352,102.9176247,107.844265,152.4935988,95.40134318,79.74436363,85.52096437,135.6601217,49.28737465,54.66852302,48.49207077,52.57128309,45.53384073,50.51090354,53.22257408,51.88636864,51.01861351,51.62545646,48.34361684,49.60136921,51.10591283,50.71451478,50.06579019,21.71709632,26.79760002,16.70381729,17.19724736,27.0560688,17.37498129,17.61342233,15.86517309,16.11573543,16.71280558,17.85653498,17.61681586,13.4925653,18.35158186,22.25116258,11.51992146,9.310864534,14.66810183,14.22315236,12.79272441,15.23157397,11.14858378,9.621070422,9.095031578,10.22016736,15.56253636,16.86917084,7.345015143,12.36380385,17.7568213,21.61593026,29.71175256,23.53039215,22.8024732,27.3701695,22.75667177,35.57323343,28.15911293,29.8791779,32.96916137,26.22837585,25.97173337,26.76510431,24.55708895,28.98294068,40.31278749,40.91933002,50.97977104,54.32724508,56.55866182,40.18981055,45.80845815,46.75383359,42.44409187,38.34617363,58.07021458,37.59251946,46.46330054,40.45798995,46.39343159,2.712487742,2.05026191,0.821687329,0.985098357,2.107019432,0.735873463,0.372184188,2.718646244,2.149438614,0.120349907,2.718640161,0.862528733,1.049161395,1.235636702,1.787947162,24.60331186,18.84860981,23.33105544,26.07090436,18.17743919,17.57625566,20.36525149,21.71967732,16.29674981,16.11444903,20.31262891,25.37462779,20.98517665,23.52063972,20.43232271,49.33767204,47.99448072,45.52979607,44.97306045,46.96806131,44.82940993,48.44846561,47.85154655,50.22751542,46.21467252,46.51995063,47.98019529,45.36281984,44.63686897,44.94328029
Chr9-5307473,LOC_Os09g09790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.231310661,2.457226984,3.206328389,1.817063391,5.233971275,4.146840865,5.013026701,1.378911194,0.001075347,3.141212997,0.48658235,1.147144771,2.857882226,1.447926845,2.990801406,1.980414035,2.18790842,3.70081173,0.67404666,3.624353728,1.510511947,1.288565952,3.318964103,0.104468594,2.654020426,1.743390305,3.392966046,1.904770163,3.619215459,7.692825123,2.643207475,3.728195627,4.00772957,5.474664081,9.31463629,2.553591661,0.606111546,1.827332092,7.130258991,6.426085967,1.134301582,7.685133615,10.57440313,3.452751324,0.420703709,1.249179426,1.454980904,2.393913144,0.834981593,2.265048636,1.275940208,1.408267489,1.326955939,1.910158973,1.036033119,1.482361904,1.724978907,1.331238471,1.48137201,1.555834457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674015179,0.292730522,0.960630768,0.89885225,0.082591497,1.343217074,0.304655901,0.255370573,1.110361829,0.113491101,0.001575113,0.523968753,0.797971685,0.504613245,0.786614664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685955376,0.427920304,1.89586848,1.182135587,0.119313228,1.168644322,0.050691759,0.42722577,0.291551084,1.073313115,1.376007004,1.939491417,0.791365284,1.708235664,0.700945175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179303118,1.224158802,0.484570607,3.263877402,2.281275921,3.888050738,1.376508173,2.05080442,0.065474368,0.754931949,3.785765239,2.709902143,0.143533165,0.493452589,0.53735319,1.776761169,1.116411612,3.698171911,4.425389264,2.230281549,3.237269405,2.213079783,1.702887449,3.320089489,0.872549268,3.879324824,5.217380599,7.103959313,8.851966161,0.480128903
