chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,husk1,husk2,husk3,husk4,husk5,husk6,anther1,anther2,anther3,anther4,anther5,anther6,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6
Chr5-5630833,LOC_Os05g10310,0,0,0,0,0,0,0.163515687,1.146813224,0.016576195,0.516728101,0.116776497,0.386055542,0,0,0,0,0,0,2.746757146,0.801335246,4.673300445,0.649315489,1.02381934,7.18003339,11.08311544,12.95773865,5.269955664,4.027771388,27.72791477,8.17965386,12.37005045,11.85244698,12.11166672,8.815782309,10.89119331,9.907820747,43.55644766,53.03798654,58.65653321,26.95603206,52.59655081,34.49663026,0,0,0,0,0,0,0.180263251,0.688051138,1.163415231,1.484788977,1.124414649,3.3752977,1.317714244,0.065282252,2.197816944,1.484480731,3.220322821,0.567126521,0,0,0,0,0,0,84.31648954,70.76384118,0.246619844,83.50988369,58.23072971,23.35691661,0.423873219,0.188914827,0.390289436,0.728636029,0.267127318,0.058766494,0,0,0,0,0,0
Chr5+7065935,LOC_Os05g12300,0.724819398,0.536747596,1.774202305,1.445955797,0.443528336,0.473940695,6.202362963,3.698290264,3.978963007,0.206594386,5.019193804,3.173908565,16.98022281,20.38288624,16.40256029,12.4933084,14.32649127,19.16508237,45.65422687,38.96181576,29.01976043,12.53543848,47.88475584,49.62696949,12.52281107,12.24597782,25.27323383,4.656531492,19.16996494,38.735248,10.65463393,1.763533621,16.01039591,26.1725232,7.736104197,15.49697747,17.51542986,27.14429676,22.22104611,13.98474336,19.53618041,16.66827086,23.84381551,20.22016504,19.44162659,20.44992061,15.9028729,22.47832529,21.62997909,6.287162752,15.31075853,4.156879187,5.671586176,8.38778693,38.44395848,39.59229347,47.01271781,28.89534615,28.96536827,37.14963852,10.23104344,2.675855009,5.358537505,6.227575449,10.74785927,8.06824358,2.373111453,1.279989235,11.24147211,3.079529274,2.457363954,5.84106616,22.64674845,31.39236999,24.73130401,18.55338891,22.67812938,6.774562609,8.690342109,6.135965979,6.99449447,5.509040514,5.041367662,6.273850164
Chr5+7066129,LOC_Os05g12300,7.641180621,15.14154154,8.625706851,5.431342341,5.448356791,24.53232387,9.736478407,0.500057566,10.7312801,3.880008283,1.980423633,11.73684512,11.66368122,9.310651195,12.48612356,14.59932633,11.9000008,13.40214954,14.33284176,11.20408583,7.613427009,12.41964781,14.71304207,11.53041069,9.190253902,8.980315328,9.165552451,6.326755478,13.62444952,8.474173893,5,5,5,5,5,5,8.702541931,5.663371973,3.597291558,7.030187815,8.005623063,3.56762538,1.64444058,3.070850968,10.27416904,5.570495324,2.801068898,4.856224109,0.012380459,4.176312698,2.220356582,9.129286088,0.286013697,4.831616989,12.97228893,15.22216012,12.67561208,19.22325069,16.55691675,18.01721756,6.271286205,5.665537775,8.451734203,6.487845667,9.075877099,9.161322158,0,0,0,0,0,0,4.374073588,7.945318875,5.687826772,7.853384392,8.627390401,6.036247198,7.685073754,7.751243138,10.58412878,11.84659383,4.775094885,9.262297334
Chr5+7065727,LOC_Os05g12300,2.678998772,9.092473075,4.462282336,7.32412413,4.383449898,7.228851475,5.004984439,0.948143891,3.033288232,6.626602424,5.024185659,8.191385192,6.081050661,7.665220827,4.689400247,3.951108997,1.446485076,4.995245075,4.212537759,4.972575212,5.984615844,5.9224309,5.283353372,5.451516671,14.42934178,2.177971402,10.45138491,15.33555462,14.33029425,17.76528428,14.31596588,13.41141074,12.44197968,13.20248692,13.82105108,14.5650462,9.664610663,10.5187403,9.184553371,11.92622154,9.263354592,5.333331138,1.276225945,1.048042475,1.465678859,2.154762931,0.658527701,1.14268411,3.474311578,4.844443991,1.213307892,1.360516276,3.844692358,5.379465232,8.49043927,9.228644079,6.666839599,3.48582945,10.69891805,10.14971528,4.42610754,5.639636305,3.499659311,3.436074946,3.513844085,2.994312565,4.566239104,6.590180885,9.642755478,5.586349911,8.302491596,7.931953753,6.408301632,6.433141607,6.085608691,6.452554109,6.344248046,5.993046629,7.210938788,14.44132849,10.707002,14.62350816,6.921984517,8.314746529
Chr5-7219296,LOC_Os05g12580,13.24242868,26.36578108,8.044168952,18.82738512,6.278962708,14.49266587,34.63577004,24.27372747,30.00140066,43.42037718,67.09417304,32.08449638,59.41079628,60.46765165,58.83242857,79.12005021,50.25959842,71.23139971,186.1820653,203.9170079,197.4492654,199.6583478,180.9623889,158.9080308,0,0,0,0,0,0,2.239977286,2.428085051,4.808959096,2.240083223,2.867070346,4.566954202,0.762671211,0.023369768,0.431610315,0.715112481,0.561267508,0.166772031,277.9591999,257.301883,278.8046043,268.3002605,260.7807645,254.1481523,45.61056692,44.11879845,43.29619351,44.12770679,44.78973863,44.90775519,4.222581858,9.095003825,8.291994842,6.031374023,8.017370345,11.78630244,9.065158135,6.582094356,5.950431272,7.991873936,6.269269772,5.818984605,344.1573953,408.4646325,452.3748013,685.3126338,644.777122,117.1918921,25.4543887,17.18158413,25.96480938,24.24393923,35.27801211,37.03798111,0,0,0,0,0,0
Chr5-7219133,LOC_Os05g12580,21.13935326,23.54849149,19.17778624,25.1684087,9.762644946,23.91991442,21.95375996,20.76436974,24.19466937,21.92203722,25.22622773,16.52496211,28.28481877,35.84408829,28.79626939,26.8685382,29.27363987,30.54075642,42.16034431,34.82232086,42.68627645,58.79459633,37.17841674,45.33131534,0,0,0,0,0,0,0.64714077,0.678717575,0.077297116,0.009840449,1.195209208,0.322951982,0,0,0,0,0,0,83.17440834,85.38479261,77.45081053,83.56113899,72.35406141,118.9927804,19.62201033,28.62759492,13.77815261,19.20425062,20.6976719,28.21898975,3.845242532,2.416001168,1.042773266,4.549967219,3.432066203,2.610045235,1.072476202,0.879784944,0.958938239,2.063359446,0.647062521,1.962217907,15.40186599,43.1542562,72.19289845,83.44678704,108.3626724,4.131497958,7.913416344,9.750842535,4.32516504,5.437763707,7.691747793,6.943550589,0,0,0,0,0,0
Chr5-7966251,LOC_Os05g14194,10.03814885,25.42342339,12.97140132,19.41037072,22.35962027,26.89328961,9.266453883,12.09732564,6.737419871,7.992747249,6.857804126,1.338112378,4.737835022,1.662874987,5.27757128,4.276539791,3.49167952,0.327443584,0.698247123,0.539433639,1.203914037,2.1041459,1.188663628,0.644299447,0.469525774,7.603279269,6.974702975,6.913043941,4.680408235,7.748584755,3.085284891,5.00519414,0.111911048,1.744262748,5.892100141,1.153396878,1.212757906,1.732365913,1.318341215,1.109578814,0.886618645,0.725771115,1.272659422,3.231872431,0.955092237,1.265353205,0.942590903,1.372381079,1.791802693,0.449419773,1.80617773,4.212602174,5.556749976,1.500161155,2.036049387,1.848848066,3.269036154,1.908387148,1.773843988,1.914039987,1.325621708,1.698044528,0.016916941,0.932461046,0.739030939,1.585711875,0.285541791,13.69089805,21.91566692,8.771633331,15.84670351,1.518021266,1,1,1,1,1,1,3.720254668,3.015452184,2.04623935,5.948496979,1.120599685,4.840446082
Chr5-7960435,LOC_Os05g14194,177.9778826,164.7051776,176.1031593,141.9084008,140.1012404,152.432722,181.8521999,223.4954843,201.4026951,200.5593695,201.9815019,128.17153,136.3744853,143.5466625,142.0423309,148.5810767,146.5226716,148.7466414,440.0294511,443.9200375,452.0423449,525.8434658,426.5462054,426.6107099,311.897038,303.853393,203.0159175,263.1721981,248.1584031,358.7238698,275.7236572,308.1733394,285.5142089,301.9354669,282.1038699,293.0757686,249.644364,264.111478,302.3156165,225.1277052,290.9200126,289.5000298,97.63942698,90.43454178,83.97574043,92.04793358,91.02814331,96.67093375,65.10562037,62.10220565,50.68676917,69.54048152,49.99350528,60.63352339,137.1447228,115.6960934,138.6381402,120.0120726,142.7656471,154.0051584,186.8239419,235.5819288,189.4570146,194.3739324,211.5638077,219.2193713,185.4192965,138.3873269,249.6195833,205.6979804,269.0627897,241.2945208,142.2780167,141.0551313,140.7925452,126.6776786,127.5686822,148.9580101,143.9474073,152.2573934,156.9443619,156.4010338,149.3901464,158.6088257
Chr5-7960039,LOC_Os05g14194,45.80037687,51.71189886,53.97071314,43.83027477,40.48017072,40.33827035,44.10571769,80.07768004,28.54035966,61.59189346,61.06111144,57.30396143,66.19817858,59.95825648,47.97146083,52.32965619,74.20194976,58.68650501,37.22476297,38.97966222,39.23509651,52.53185036,26.8018805,38.3132456,56.44114654,58.1497032,67.87168326,56.18484216,31.85581615,49.91352712,42.71641883,54.83196989,45.2191646,35.88271627,35.428983,48.32506493,24.97014022,16.51082039,40.80031011,29.54778615,50.42173478,42.31374225,10.30312642,14.09300261,16.61119766,16.76332263,14.18423934,16.57054972,15.35776541,14.52795034,10.57124253,17.11292436,13.95800933,26.8231667,34.16299064,23.76665665,21.69870219,34.01581533,19.71777578,24.70060152,26.97179742,44.93722503,43.31395524,44.51192143,40.25689936,19.57639176,0.641428722,0.792365226,6.622236004,24.94646153,8.809267466,16.84029434,7.953982804,12.94692629,7.940165932,8.085418162,11.75976511,9.16977172,34.4169062,39.64448425,41.63618959,44.41206683,42.59368613,34.71958918
Chr5-8616359,LOC_Os05g15180,2.489592461,2.479041589,1.857953085,1.549109029,1.558336268,3.379355001,0,0,0,0,0,0,0.112069006,2.004953007,1.676883234,1.197334659,4.132568274,1.963105154,0,0,0,0,0,0,0.004419435,1.656564468,0.210281751,5.69672608,8.678903502,4.789150825,0.201427235,2.964268591,4.751041167,2.136218101,2.966031132,0.855295573,0.658729834,0.55844042,0.110463643,1.173091541,1.046375894,0.682959898,1.087426465,1.954232589,1.236575967,1.613969198,1.269195981,2.789324335,1.098690787,1.880119479,0.944910848,2.917496311,1.16392933,1.418783357,0.671302894,1.957968808,2.683626568,1.721053127,1.254752254,1.398784856,1.565205977,1.95620662,1.900401138,2.450503918,0.484161668,1.710846025,0,0,0,0,0,0,0.026027483,0.859382168,1.767983196,2.84983575,0.42105625,1.156692765,0.660086898,0.687865947,0.025531428,0.541508162,1.036754525,1.136005641
Chr5-8616531,LOC_Os05g15180,1.775852155,2.920715284,0.755672014,4.335478106,2.584925663,5.508364563,27.12520775,2.735193832,11.50360747,35.2878744,6.862714395,14.16487857,36.84180026,30.39979576,28.19801398,33.15165884,34.72310962,19.80138386,13.02771264,7.974460123,6.883336043,11.18829302,9.180003664,10.98697224,7.577120981,9.215902018,6.889297572,3.742365276,5.577498096,10.02160513,13.94122499,11.24707911,8.813140755,10.48090357,5.424867015,11.15322236,6.541883501,7.087386266,4.541746256,4.544059525,6.269930318,6.772476759,12.68863508,20.0584056,16.25610689,15.96829308,9.61957718,17.85019545,12.38877513,10.2091364,11.03754267,12.90696099,11.97214034,10.21699178,17.96692044,5.564655587,24.67888303,13.32617436,13.24517368,10.91890023,19.58123952,20.57593608,15.41664169,18.4905853,22.1448826,15.099785,5.78954137,2.872807674,2.021711146,4.160245476,4.999219725,2.125859906,19.76258949,20.9920426,19.1502224,20.57710355,19.98774403,20.67267054,33.69150545,30.73370717,29.88550678,19.76275726,28.38896309,24.90720337
Chr5-8617796,LOC_Os05g15180,3.079481672,0.759098977,7.816192812,6.816257584,2.313413981,6.314007879,0,0,0,0,0,0,0.958397263,0.044766704,2.930223905,1.313140674,2.290094361,0.619939987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236955725,0.720509397,1.448090658,2.198712377,0.989580004,1.190971692,0,0,0,0,0,0,0.14439916,2.547534675,1.659475838,1.159870582,0.9652579,0.283987885,1.601252491,1.311236488,0.765913884,1.103785576,1.170904658,1.741179465,0,0,0,0,0,0,0.651242058,0.601673767,0.451426024,0.635411445,0.295191734,0.296169194,0,0,0,0,0,0
Chr5+9452419,LOC_Os05g16660,7.453441561,8.366109768,7.893073795,8.69587684,8.808036505,7.990236098,3.728158123,3.158299995,8.017506031,6.42338354,4.246968322,3.191319334,0.845044115,0.292953257,0.079061552,1.00582895,1.102054208,0.806867954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901526453,1.21183227,0.424130542,0.100607937,1.112359972,0.356906708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46555625,18.62926151,15.75537005,21.47358442,23.95123272,20.4807496
Chr5+9453206,LOC_Os05g16660,5.067969742,9.495903137,0.562479157,1.480419747,3.047523005,5.292771838,6.485963226,2.271639441,2.790729947,23.17378641,16.16638107,1.567519568,2.250335829,1.533922052,3.013398593,2.805547214,4.044720665,1.054770178,0,0,0,0,0,0,0,0,0,0,0,0,0.626720971,0.439140091,0.38964556,0.098924319,0.780321618,0.259342811,0,0,0,0,0,0,0.022944747,1.846161633,0.671053477,1.876036504,0.152693876,0.599589836,0,0,0,0,0,0,3.48839304,1.665049683,0.75011079,0.896231438,1.914551627,3.702043878,0,0,0,0,0,0,0,0,0,0,0,0,2.015056549,1.068094225,2.216059943,2.933810872,0.000187619,3.364060062,2.044914536,2.271829404,2.16955769,0.650891956,4.47953786,8.237763786
Chr5+9454456,LOC_Os05g16660,128.8910372,84.02060238,128.5708415,120.9534576,104.0214452,115.4595951,124.1015883,88.07606095,97.61562026,145.4163823,78.33830526,120.6091373,91.03907357,82.48341504,79.75531548,82.38056765,66.02904811,73.79717167,70.08391318,71.34725936,65.56912208,62.67257123,90.29365127,48.50573527,28.59789098,48.50755954,18.1946273,54.29682305,30.67869098,35.76030229,69.68106362,59.32167343,61.03193535,50.65630357,63.07792739,54.28041538,52.31048871,52.04750369,66.85553651,68.39499603,45.19875395,54.19722644,100.5543174,97.182924,127.4123679,108.321688,98.4681061,105.1212725,83.34030798,83.77674684,76.53734279,84.01096394,80.8109207,84.3539974,92.86302334,102.1657722,97.91876133,75.45712013,61.28721206,80.38790494,50.81213402,70.77873739,85.768302,73.90980718,61.40323133,79.2990206,23.91813618,51.79979638,65.62186231,91.85916564,11.61385085,182.876876,114.7375716,108.4522626,113.4505036,116.2454553,115.2058322,112.8584606,199.6101856,189.1745005,98.32085556,141.5337977,157.1505395,162.0763877
Chr5+9453106,LOC_Os05g16660,11.0835663,6.184076738,3.097095934,0.924516943,3.319642937,3.188695684,1.741309094,7.496137446,4.148601575,1.180390787,3.967369876,8.799496385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756183138,0.492226196,1.006171095,1.695469053,0.319164853,0.092639061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.80742253,12.84226178,10.50477426,7.51140163,13.70378904,15.32305959
Chr5+9452057,LOC_Os05g16660,3.525409386,3.969943269,4.155296582,2.260797362,5.666862126,4.149811429,1.096673839,1.368844359,0.290447501,0.310519786,0.754959503,1.216441771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066028054,0.715068789,1.258729684,0.011489123,1.174886225,0.460697917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0280491,8.755555686,14.77826597,5.551650554,12.62154256,13.36604098
Chr5+10865391,LOC_Os05g18750,4.556210579,3.043358088,5.583691075,6.0471639,5.187571724,2.601285177,8.943755945,9.161950488,6.209800649,9.561436232,2.222025697,8.136504238,2.444653022,1.131865771,4.02855236,3.837057672,1.701226649,0.836269196,4.063130682,1.749582658,5.670234789,4.634140407,1.650092662,2.538346655,9.651375734,7.553853875,10.02569744,6.531078059,5.56758252,9.541155417,1.138516438,0.488642351,0.288295493,1.158487453,0.770550449,0.058554857,0.740014404,2.005800301,3.815982067,1.910493514,2.149086494,2.132604076,3.914840896,1.257283409,3.371722083,0.602587408,2.593272821,3.078466527,1.26087879,1.15420806,1.556739666,0.920545682,1.529505637,0.771264976,1.474879988,5.842204968,1.870845107,2.350435683,4.138611816,2.032919703,1.675180617,0.318140545,1.086529651,0.970060033,0.281359944,0.426562481,2.708131611,2.123828297,5.849154196,15.71247886,5.02469942,9.597933415,0.524526118,0.550502626,1.391922708,0.118599462,0.161616728,0.090572584,0.133708765,0.275660239,0.649248893,1.198093723,1.432199497,0.360142365
Chr5+10869234,LOC_Os05g18750,0.000796309,3.899274156,2.060649922,3.790797119,4.313075936,0.273893957,4.203716552,4.846949628,5.473284107,6.407143933,3.982387119,3.93141188,9.302150573,10.70087216,1.675314081,10.5963314,2.887765188,11.80606452,1.932033733,0.266730317,1.366177274,1.815932651,1.746244679,1.659976105,1.338790795,1.162612978,2.018673537,6.091217089,0.797343834,1.979935376,0,0,0,0,0,0,0.614060339,0.057507251,0.80263635,0.754644664,0.467280875,0.681907259,9.635910462,9.46235546,11.7651676,11.11315903,12.66290404,11.29946935,6.900953779,4.645627752,6.762589206,9.179193789,3.262109273,11.11592616,8.86233782,8.570308432,7.180231073,1.345886303,5.390958094,5.727016253,21.68053507,21.88621748,16.57191779,27.70832224,28.53752875,37.10688368,0,0,0,0,0,0,7.185270032,12.884925,8.669673235,10.3120591,5.528409905,9.302368442,8.957365337,13.72841847,5.230318636,5.942739268,4.734898817,2.782678949
Chr5+10869123,LOC_Os05g18750,8.887986538,12.92803571,11.69774096,10.19807431,6.473155663,15.55623883,3.589089821,5.973532588,2.359166123,7.674568899,7.352166585,7.119816196,12.768587,12.46264533,12.12299094,12.3082443,11.91679498,12.42436601,0.366912269,1.303396981,1.118797901,0.155603665,0.086628605,0.320456195,0,0,0,0,0,0,0.469519775,0.47103502,0.955677129,0.354979305,0.097474781,1.005002791,1.192886471,0.794858971,0.043777001,0.12298754,0.299472013,0.177584045,6.660415159,11.36563929,12.24073006,10.1906145,8.538969992,9.411715955,6.735614118,6.044945654,4.637804042,5.414212152,5.242342985,5.78185361,4.910682554,4.682385075,4.296674334,5.047317365,4.776531515,5.063488156,12.80868581,7.756531116,10.50205635,11.97196252,14.74564919,5.795454508,0,0,0,0,0,0,6.489232808,4.806577343,6.822374386,5.985588857,6.514115692,5.511743553,16.43235427,33.79769472,21.4323629,0.23192566,1.884406205,16.56481619
Chr5+11090385,LOC_Os05g19110,2.473311333,0.451608482,1.832476671,2.129547096,0.540140829,0.923726731,1.233588744,0.683802688,4.321795815,2.982195433,0.670421913,1.694548584,5.157557566,8.79415238,6.552261196,8.940429995,7.50136105,8.426510114,62.49934123,61.47509514,55.9799134,48.53577071,50.4339286,62.23867645,28.0203628,25.60410726,39.2383983,36.41526445,70.43903495,43.78813868,10.44932813,14.32927593,10.95662645,14.5269206,17.08258526,19.10910385,106.557549,87.26906734,100.9668738,92.92317646,85.69696162,91.15105489,84.82737735,86.14267489,74.07104604,76.65558773,68.68459648,72.61332216,33.95460889,20.50292331,31.5477496,26.97113955,11.83623837,16.52509845,103.1703596,103.8411698,103.5936852,103.2803304,102.6567228,102.5545657,56.93888184,32.6448027,49.46868889,34.43852457,48.39308922,58.50110821,3.358277013,4.047691844,46.35085744,71.09300705,92.25341078,171.2814258,37.21605969,30.97710341,18.71424997,28.08581015,21.31465669,22.51466688,1.09556725,1.384165015,0.894607087,0.432996905,3.907173793,1.609115031
Chr5+11090295,LOC_Os05g19110,2.388819404,1.152696211,2.675574338,4.8856696,2.171067308,2.605969641,0.936735431,1.898797381,0.3061281,0.056557757,0.946903994,0.564546022,1.211166876,3.519861061,0.854434567,4.002307561,1.351692908,6.625525941,0,0,0,0,0,0,0,0,0,0,0,0,1.082234767,0.099776078,0.270558081,0.401965965,0.944475313,0.560477414,0.293567646,0.193456409,0.256241409,1.026291545,0.032253972,0.584232473,2.129214485,1.310510082,1.667920077,0.175373347,0.522618604,5.28954348,0,0,0,0,0,0,2.891327469,2.270788753,2.717839819,2.243988298,1.836002625,2.097944606,1.122089026,1.374561655,0.997190888,1.984787116,0.652324519,0.74617375,0,0,0,0,0,0,0.898647642,0.010286595,0.241527755,0.850782861,1.203510664,0.262254753,0,0,0,0,0,0
Chr5-13106794,LOC_Os05g22990,1.159616014,8.184650814,8.955031238,7.731076206,10.98607888,9.631365948,4.459865339,4.117192074,10.12112274,0.334923109,5.896705491,2.698426785,8.451937374,11.8199905,13.2933428,11.10036687,7.261305238,15.70445409,0.932166649,2.767133809,3.069361544,2.771236356,0.681757533,2.949613359,0,0,0,0,0,0,1.840538301,0.403561911,0.97362951,1.677344405,2.590571922,0.085074987,4.708191365,5.599502515,2.527882294,4.966708263,6.88991202,2.785234647,4.017937393,12.37956776,8.563570216,2.39870153,8.838475933,6.472908786,8.136849055,9.040206804,9.429534892,9.539924231,8.958546217,7.543004602,3.808242762,6.065290457,3.795970361,4.961077573,4.298158558,4.129397186,0.131511081,3.281558914,3.657590008,8.172437053,8.954609876,5.27024696,0,0,0,0,0,0,10.27151283,20.61246691,14.15815338,12.31986489,19.00654274,19.10314914,10.41264078,21.95313953,15.69518456,11.79033875,12.51712262,18.85497395
Chr5-13106737,LOC_Os05g22990,6.129744033,14.2589865,3.209207185,19.32787177,5.969248406,7.315803053,0.23693103,20.48429079,1.965448821,3.644991836,4.086523747,1.892660721,23.96988731,14.29075696,10.96111037,17.00782993,15.40309599,12.19877994,1.889570436,2.518339466,3.851529128,2.23457574,4.140425368,4.227109281,0,0,0,0,0,0,0.376267768,0.699402165,0.221703726,0.003014388,0.793594502,0.164495018,4.364084825,3.938382528,2.702949572,4.867379442,6.199106544,3.539976995,8.333172246,8.562943656,3.449975918,0.378664603,6.785569994,11.47556346,10.04538441,9.149847079,6.072176805,5.333279827,8.603302593,4.599304592,6.684322247,6.567550851,4.860509103,7.269823053,5.832767151,7.679965101,3.686813825,4.659287272,5.818044974,3.960334733,4.80346211,4.278256713,14.85741949,8.176547485,12.89125642,18.47634939,14.29500711,15.89246597,13.71287235,11.47504723,13.57147962,15.52475302,15.74907944,13.56530262,22.485874,34.19193571,28.18812604,28.71186697,32.08594919,30.82126463
Chr5-13106615,LOC_Os05g22990,0.33314643,2.606736688,1.268321875,0.677491079,0.169387503,1.665182903,7.321017207,8.773433806,1.919979599,4.964260181,2.320259914,1.895032391,6.037106901,7.800152811,9.776745785,2.883823961,6.480933926,4.972353198,1.418670706,0.669143339,1.205838106,0.086049097,0.493382684,0.451919743,1.307354382,2.324497571,0.356555809,0.84563205,0.435911907,3.044773967,0.790004638,1.682531078,0.128128078,0.4189709,0.862895328,0.085646724,1.658936992,2.529808495,0.435415466,1.998023293,1.438074945,1.681598222,5.900388039,4.873085272,4.799099872,4.764008531,4.586523963,2.680630325,1.148201994,1.843034981,4.287421606,3.62348877,5.97597246,4.742477723,1.361186495,2.409649118,5.128022434,0.543489996,2.742731591,1.565644707,1,1,1,1,1,1,0,0,0,0,0,0,5.239296257,0.485035709,2.400494603,7.499290001,4.785612465,0.664968925,1,1,1,1,1,1
Chr5+13705355,LOC_Os05g23840,0.444549108,20.83435248,9.598785964,18.57290232,15.43546838,9.753531248,10.70265596,10.84964071,12.26943903,9.719349429,2.551836897,11.69184178,2.292119491,2.887944075,2.1702984,0.476101859,1.654109186,2.000925308,0.118463202,0.266653745,1.253796693,0.965802625,0.598140974,0.708355088,0,0,0,0,0,0,0.674973928,1.790124738,0.474482784,0.071425706,2.142381243,1.018585585,0,0,0,0,0,0,0,0,0,0,0,0,0.850881436,0.532237685,0.522360032,0.226699116,0.483901773,0.050499688,0,0,0,0,0,0,1.146001591,0.581807645,0.677776254,0.453649904,0.693592735,0.572737917,0.01999933,0.690283572,0.320449762,0.117328407,0.31591381,1.607162157,0,0,0,0,0,0,3.269093726,3.29046238,3.265109296,5.188992422,3.267236504,2.104067768
Chr5+13705445,LOC_Os05g23840,3.650422317,4.503189329,2.921982555,4.235508525,3.6268327,3.723216843,7.478590276,2.706934213,2.176976599,4.241478082,3.498615539,3.434895369,1.030650462,1.245149952,1.752948321,3.954812506,1.055084395,0.288088559,0.788619503,0.470555706,0.365182748,0.283434824,0.176521267,0.429759971,1.573404744,1.283272113,1.750215629,1.157785396,1.740300214,0.672170836,0.982294203,0.623029842,1.426669687,3.313291907,0.650559002,1.195930599,1.516188969,0.773630094,0.784624658,0.173762094,0.693698141,0.607631532,0.007592259,0.001349996,0.270153258,0.980265695,0.146086945,0.10414955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.668356534,0.198829935,2.261440797,0.197895355,1.036730944,0.778340037,3.276240096,1.079139179,2.974050691,0.65832884,0.385306448,1.144575303
Chr5+13706262,LOC_Os05g23840,22.56334698,18.71672599,24.30373274,17.82096007,23.28022236,16.445205,11.24164298,22.77997317,6.795169529,12.99287156,0.90239126,14.09295377,32.58437674,28.58477312,33.55354454,26.92772889,30.58931567,40.35982829,21.92926386,15.92875225,26.9251527,11.46634848,13.2658471,6.52654202,39.52620814,38.07688796,35.96336052,26.44354679,41.17465873,41.27658061,46.80285116,41.3125752,41.16383625,41.26033613,41.88667209,41.45013458,49.16291842,50.45824171,26.51983136,42.76369516,34.2536602,44.31885946,24.22337925,17.96285224,26.14518831,26.35463745,26.95692594,22.63532277,17.10075082,19.62410319,18.44441817,20.55913384,19.31602289,20.46166026,26.95264533,8.083321983,18.59768496,25.39512928,17.43150202,12.92932993,21.75063732,25.60762045,16.26044063,20.45607878,24.08301302,15.98735574,16.68033202,33.49128792,18.3965754,84.94014531,1.377447352,43.80296132,32.38191958,30.15041007,25.22029732,31.93920758,37.49347936,31.84824133,25.00391638,10.06107623,15.23836628,18.02277608,11.71826181,10.20714029
Chr5+14165562,LOC_Os05g24550,349.4198253,315.8768234,329.5834392,337.4080474,318.1212578,332.1768181,392.6086831,409.7818935,345.6138503,377.1449164,337.4141174,443.7619491,341.6701784,400.5150482,300.3733604,422.2858753,404.7559667,438.0621988,371.9698644,426.7932439,334.0302026,320.6661777,367.8880491,342.2273254,116.724567,112.5140876,110.2068645,107.9955843,116.5924075,112.3194708,353.0691469,330.3344466,353.8812324,339.7892392,363.9058108,399.3683481,300.6805899,264.4839134,317.3358874,325.8353783,278.3269868,308.7602818,656.6558517,635.2151005,668.1928755,746.5669941,655.3534226,648.0610495,320.4710886,262.2617696,285.69556,289.973493,267.4964601,293.1727946,184.7133386,171.3504135,203.3256053,203.0732607,147.5865666,202.1038388,155.812816,114.3416145,91.97190776,102.7678522,103.6814701,116.5574565,147.0025578,125.6630209,134.8931813,14.52730316,196.7453594,135.5126278,92.14128942,83.44992017,89.08830517,88.97594709,77.1342043,85.74738056,238.3286089,222.7418105,229.1982209,231.2998671,219.662029,231.2857152
