chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9
Chr11+10829379,LOC_Os11g18990,7.063904327,6.550348135,0.727453649,6.827723026,5.769809916,5.418572937,3.17903724,5.732522261,2.675740794,3.505644533,2.131540639,3.603875237,3.306137795,4.104975764,3.999242007,3.111927087,4.054531922,3.686569566,4.510949337,2.660920169,2.680547661,0.110831483,2.432387926,2.179458419,2.596095733,1.676845011,2.254043731,4.069070103,2.147137141,0.107175409,1.240907031,0.415922019,2.072060752,2.706402208,0.735110945,0.398211684,2.16086626,3.366478103,3.085618108,2.990326195,3.340369851,2.824602143,3.682350237,4.090136388,2.802624064,3.782551274,1.441538769,1.594101516,2.128467415,3.163125962,4.160063098,0.391300204,3.276622462,2.423409169,0.667213532,2.449081606,1.741852078,1.68639345,2.028247414,0.07629053,1.990167787,1.449358003,1.094484362,0.003033593,0.461375204,2.016825402,0.44141371,2.147489048,1.328316658,1.589522074,1.495730164,1.926700642,0.331457475,1.230206539,1.342267057,1.865121439,3.410966009,0.471476677,0.870606535,3.383781887,2.719324214,1,1,1,1,1,1,1,1,1,1.042723084,1.469713426,0.989295038,0.442626737,0.894579545,2.07635407,0.452252688,0.989936076,1.220649402,9.172644655,17.24700287,34.45116567,15.37010316,32.16172352,20.50106798,2.532957113,7.268890926,22.06934814,1,1,1,1,1,1,1,1,1,2.478585498,2.285845964,3.58810341,0.598172803,2.735153295,0.431125709,0.106281815,6.185762505,4.434741225
Chr11+10831703,LOC_Os11g18990,4.282615469,15.77215771,10.97525211,16.6146427,15.34303617,16.68940178,3.466503114,11.68232238,20.63709339,9.09445045,6.050670468,10.27536909,7.327772544,12.02039776,8.379725246,9.299740131,10.60364976,10.49022683,24.41393112,8.949110797,0.454487662,7.959648909,9.113174736,1.968474462,6.194357818,11.68643577,10.06324975,10.86879961,9.842081458,9.961904971,10.4008262,13.97037264,12.4522265,11.66966867,11.88087628,11.36500692,20.27667559,18.78404124,13.88047209,1.062567793,2.281549388,11.08719061,11.59922147,7.771908929,9.328135461,1.192940774,2.851384246,4.796130763,0.057658347,7.955915684,3.713954353,0.756329065,6.427105476,10.03474509,25.95056693,5.411190616,17.3610451,3.184964462,12.73815237,5.938230679,20.19614664,10.64552108,27.35052096,5.627462717,4.908307201,4.100158253,3.208919894,6.266812637,6.782116495,2.763317706,4.227519699,6.201782761,0.906011006,0.849865733,0.983172458,3.755474908,1.279610821,3.418896533,2.654714016,5.686825284,8.499714123,7.99050197,12.67829618,10.75264631,19.82839592,13.3441693,11.48893606,8.707492188,11.81658383,12.0129682,5.033364587,10.20239133,15.17480062,3.865603166,8.640992006,6.886217881,7.321075225,6.038446766,0.712558972,10.47814644,7.252949791,13.59223474,5.736946787,0.441706939,6.666665611,8.306817863,6.073896867,0.084368039,9.148507737,12.09853498,8.422461802,12.73288959,16.54689861,13.75490434,5.471227827,6.412169918,12.01121491,23.36065472,24.71981181,23.60726443,25.75129056,25.29457518,25.49383253,24.61286789,24.19887283,24.77977831
Chr11+10831893,LOC_Os11g18990,8.717571187,25.508518,20.00519107,15.92048162,22.61266112,10.77250532,21.78506559,16.98897094,10.44934327,24.11243973,12.43659742,24.59829188,16.619528,14.3150054,2.979288014,9.384893198,21.07963283,26.91216351,19.73508715,23.06708364,16.60466742,7.708183697,7.441938833,16.64951071,6.566781171,10.52694721,17.34456707,8.527418788,17.38663629,18.959971,26.14571992,18.79361991,11.5943412,14.54116228,19.70994537,20.65080933,35.84648538,41.421666,31.19743365,37.61596409,23.93069983,36.10204515,35.29001988,35.37778457,24.88493732,27.48767761,25.32258574,27.66506349,32.11125683,27.79467645,27.42272582,27.52829239,28.48153184,24.67640846,33.69406911,31.37341354,24.81416169,23.90501466,21.33336074,28.99219475,24.54577227,23.7234924,33.57922179,20.54589613,17.6217351,25.41348151,24.49887758,16.10233372,17.20263318,18.27220214,24.42228148,19.73016112,8.976455139,10.16371116,11.19918909,10.85670703,10.26433344,12.90308389,8.519415036,12.84657483,9.423364573,18.20698547,10.66333211,18.25150307,5.238873395,11.40881403,11.86657007,20.35907842,15.21237542,20.69172583,13.55732219,12.48567137,19.01691804,18.56475514,13.71368187,11.82442382,10.33914971,16.07101788,12.49908605,17.9117184,15.06846541,14.85288852,1.575476073,16.97406143,18.10887563,8.159291745,17.25609106,4.785672219,12.00198954,10.95017826,10.24675224,10.18199124,8.653055253,11.07927706,9.629307175,9.78222777,11.43542832,12.52536582,21.88779553,16.71673392,8.861726434,17.13414952,14.3032257,15.83807562,5.621311777,14.11453384
Chr11+12851919,LOC_Os11g22396,1.258538946,0.33867731,0.81860667,0.945506122,0.423556793,0.400846378,1.640855844,0.641673376,1.324023583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217599412,2.114962823,0.957858902,1.956070616,1.379588619,0.537954184,0.737899107,0.305353484,1.494822522,1.483008509,0.747071059,1.601432063,0.057424898,1.033413479,0.445708073,0.830707315,1.926505708,1.066278172,0.430697468,0.775545639,1.709749955,2.420810771,2.219578532,1.818098869,0.263718533,1.868619423,2.636243094,0.726710046,0.622971457,0.164051884,0.040904184,0.979334877,0.508531106,1.331748857,0.466343217,1.499603391,1,1,1,1,1,1,1,1,1,0.208266342,0.528869546,0.439872063,0.931956405,0.642771624,0.424243356,0.094633774,0.117520016,0.187329673,0.894548614,0.063034078,0.561386785,1.335342857,1.38657695,0.376906543,0.298191313,0.469909598,0.899056899,1.279396309,1.848856533,0.888414466,0.720829794,2.744070722,1.223019119,2.04564954,0.247856341,2.067454729,7.431881328,2.097898582,14.87446224,9.19057879,12.37714058,7.463949848,8.557337335,9.575484647,3.494984231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr11+12852436,LOC_Os11g22396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.183126105,3.628105603,3.205337847,1.371469452,1.346371898,0.10537776,2.794914453,0.866993484,1.474900081,1.213921486,0.924387656,2.647380993,0.5201191,0.899860785,0.514822781,0.707960262,3.305463711,1.819114478,0.707128684,0.681794198,0.885603042,0.629846233,0.595863437,0.853654154,0.353488448,0.534386892,0.254640991,1.152026511,0.292947283,0.137651464,1.040332002,0.057888151,2.708484417,2.775838607,1.027207636,0.054214255,0.536533699,0.132467959,0.250356386,0.179769851,0.519657576,0.092395153,0.284736827,0.102491957,1.168776078,1.496419044,0.494675559,0.197177112,1.104447951,0.670966694,0.988793369,0.202654372,0.053816266,1.347374571,2.425471992,2.55235007,3.036798853,1.280702707,0.806166836,0.662633077,1.059361615,0.780304302,1.063117235,1.034107139,0.924775519,2.016155984,1.29643975,1.705547967,1.927376126,1.555027632,0.795687253,1.966129863,11.94182963,11.88428942,5.331262799,30.07745504,14.80686394,12.43530029,2.096241105,6.375316818,18.84888768,0,0,0,0,0,0,0,0,0,1.177397486,0.057757264,0.797717487,0.60866524,0.737599887,0.918004014,1.404319831,1.974479765,0.714820442
Chr11+12852621,LOC_Os11g22396,0,0,0,0,0,0,0,0,0,0.281499971,2.931582104,1.486902144,0.042991467,1.304561685,0.830168156,2.424401133,1.931594221,0.755303164,3.162836638,3.295999757,0.152981147,2.933317213,0.279011742,1.98643561,0.702857713,2.309631071,0.613396248,3.184305134,4.504983278,5.45972744,3.479100734,3.935449622,5.821355646,4.482490319,5.465926089,2.041902837,0.889286634,2.801913102,4.63940384,4.611534619,6.232600137,4.754849026,0.651747819,4.605592236,11.3176057,0.49539879,2.662238353,2.870611564,1.506545438,1.478613995,5.744423274,2.673984786,3.199242881,9.463074047,1.683792687,2.428249079,2.729632099,3.536324825,2.900996871,2.812739934,2.947470151,2.617601369,4.607255156,3.623719883,2.477562186,6.840379585,4.131603925,3.575628024,6.968860095,0.223710461,1.767877388,3.114846033,5.805842791,1.660475844,4.125551107,1.392967954,6.278349631,4.417169429,2.628885997,4.608984411,5.339903251,6.847953053,4.69429713,2.461815885,4.151852314,8.660781545,1.927560589,6.022921214,3.357237372,7.952302081,14.42914457,9.577135361,12.50602624,7.830461088,13.83268879,6.827944772,5.965475171,6.667975887,7.453183185,1.23941227,42.96677388,12.92823864,33.13565823,4.154827704,63.68726056,19.00023641,0.59966108,76.96781524,8.034633285,8.275461222,6.642086311,5.940280515,3.757917656,4.573070486,4.751591929,10.71726539,8.76227583,7.64153913,3.048887123,0.28812895,0.481470715,4.278630307,3.288377989,2.905933332,2.177647988,2.288741454
Chr11+12853198,LOC_Os11g22396,14.12531877,16.32206594,15.80390626,15.78228673,13.00212142,16.99745268,13.02547267,16.37421881,14.8310192,10.04199073,13.86247054,7.574197602,18.60446235,10.45419031,6.636104937,14.32091687,0.417411726,9.513018883,12.06106931,0.265045001,12.06808252,5.543748095,12.44421407,15.96602903,19.30341363,11.13992034,20.25769747,22.99281479,15.2176745,22.75345882,20.15698586,19.79461799,27.68167925,24.96923484,20.78705326,23.18647376,26.70824486,30.14838269,27.51057427,36.85791864,29.80568001,31.18389558,12.52536336,21.98515591,15.20471737,21.28355454,8.807670351,22.83110204,24.62366594,29.41648269,23.52589904,15.53605094,19.60357486,16.93371116,26.17927548,27.8426976,31.44415014,27.92151325,19.19146689,19.28245006,31.00208684,21.36788441,29.06059735,22.55673917,20.19586674,21.601651,21.45338815,16.58995878,23.78689464,22.81098742,23.70442773,19.94461086,20.17613058,20.16011125,18.53166924,21.47425507,20.2657469,16.93057099,19.57781428,17.56710136,18.0214368,54.2306436,53.50423083,54.03380463,55.57905354,52.77386422,51.20215354,53.38672541,54.65470537,52.88173838,41.92612837,51.35372767,44.16551796,56.12090482,31.14535697,43.57717728,31.83913613,52.46336213,45.10290772,7.906101772,8.331894309,21.50793571,14.98652954,24.02102915,21.28428383,8.981856913,10.10951398,43.11881691,33.77675979,35.25746329,33.91658124,29.99638115,28.9745313,36.27196299,32.25418775,32.88455253,39.6562528,29.76266668,29.08009537,27.4473271,28.48371874,27.47789993,28.1888896,29.07500231,28.01801664,28.91545656
Chr11+14332024,LOC_Os11g25160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242888198,0.168523069,0.315082668,0.309921314,0.178252868,0.151698125,0.678599485,0.416255735,0.438552347,0.128172081,1.760734234,2.396295641,4.28881547,5.065895518,2.890930335,0.539485619,3.44936154,2.342026851,1.756333372,1.187178031,0.706400079,0.021794317,1.49714719,0.76814794,2.315651278,1.272990813,1.972327722,1.408638371,0.59350607,0.209184346,0.08095318,1.477438343,0.018723569,0.224669259,0.815648676,0.561906365,0,0,0,0,0,0,0,0,0,1.291284379,0.561644205,0.318814375,1.7762921,0.219039979,1.204383514,0.43352902,0.237417718,1.06060812,2.642846933,3.475017695,5.490811047,3.64645796,5.880316505,11.74780267,1.991680223,5.125708939,5.28176195,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.445548285,1.994034667,0.869247112,2.396953266,2.21596139,3.401576574,2.054130995,3.484686323,3.876862115,0,0,0,0,0,0,0,0,0
Chr11+14333260,LOC_Os11g25160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473614756,4.587413721,1.745352717,5.409653746,1.664924061,7.314343182,4.346179267,4.687561275,2.688835302,0.516393093,0.939999175,0.425339937,2.456811719,0.091747027,2.30498931,1.091467249,0.25888097,3.635546431,1.404049149,3.376133722,0.897651313,2.468610311,2.744093928,3.922888839,0.747508721,1.038229381,3.938720852,0.29712466,1.364153559,4.412663627,0.709022535,0.801770035,0.893949823,0.535083224,0.998737772,0.608482182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.662181143,3.612883499,5.292235319,1.66393499,4.021387798,4.582551891,1.818125212,2.522376839,7.40617318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.444857062,6.236870853,2.527297486,6.812924555,7.271352539,2.482130338,5.933757906,4.895399635,6.406186375,0,0,0,0,0,0,0,0,0
Chr11+14335279,LOC_Os11g25160,5.137313328,1.170318962,0.223639199,3.918112771,2.102184128,3.600830599,0.380602511,3.923328814,4.291882422,0,0,0,0,0,0,0,0,0,21.26287566,29.30982744,24.16416508,23.93571735,8.650133433,28.13143261,10.98769133,13.6309216,26.50289892,67.30698228,83.68138309,79.7707404,66.00081474,88.21789335,74.15658157,78.35032746,77.78754449,87.33004238,77.3885981,71.53372195,78.61288166,81.56971809,83.56357569,62.86374269,98.61443097,90.26633386,76.91869436,109.2501448,86.15654675,102.6084999,96.90807272,110.6689489,104.1745825,111.5627078,96.60796394,104.5764183,201.5088645,209.5574665,200.8606037,197.7058276,200.6868848,182.4541038,186.714542,214.2730011,201.4373377,10.35279309,5.924389826,5.033291197,3.393715892,5.214682869,5.885985769,7.885212354,3.714888477,13.89779467,29.86085653,21.51702757,39.95765186,18.40343764,31.49144752,31.07053367,59.38778269,33.40046739,41.03898144,213.0064477,190.3219353,159.6385147,214.1495618,205.9065369,228.0868272,211.1297177,231.9924004,181.3271231,16.82906478,24.21268925,26.059711,31.7162293,22.1707068,28.13133119,29.03462816,41.52558415,35.25078578,19.86738208,96.69142305,65.85101271,30.50387429,32.46575601,152.2180176,26.39966216,27.65563937,98.91688274,69.38805904,87.86305732,75.55716195,93.14891077,92.18815135,93.84408841,65.97261542,86.54359399,82.92986552,10.09502166,9.280171776,6.306281741,10.88467695,5.748756905,14.72521661,12.00619461,9.64841234,12.62209176
Chr11+14336158,LOC_Os11g25160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1376186,10.49456855,15.2104329,13.48929637,12.01490558,14.83838947,5.886142015,14.65302052,13.67352279,83.07795927,88.92142077,55.88540728,107.6839662,70.25683996,87.49815811,77.25638771,89.09595949,85.71479957,225.860154,222.4345227,184.7919878,204.778125,221.6757128,228.282384,223.6031681,237.7049614,194.2549553,77.82714367,77.6087639,77.51451163,72.50532717,81.5990911,80.45155902,69.04546973,68.67791503,84.40203887,0.267908587,0.108758867,0.751064679,0.579686934,0.149788249,1.399719012,0.022046638,1.973050346,0.020188573,0.945899039,2.668937754,2.827575438,0.117763718,0.307445372,3.435728696,1.631117899,0.657043792,0.886791193,70.37170172,68.10737066,73.38558417,73.29430693,74.40247132,70.34406811,73.58400999,70.27379215,67.16350106,10.93894154,27.63317196,13.15830635,58.40575847,19.06939707,12.51667991,16.975392,20.16019199,17.36219952,38.39246876,8.637858655,44.76530885,31.5017472,81.47400147,38.28585315,4.888086605,119.0618469,43.73421366,11.18697129,12.65294492,12.02131279,10.48229553,12.25595478,9.506866165,13.39662871,10.3824295,12.08748419,0,0,0,0,0,0,0,0,0
Chr11+14333784,LOC_Os11g25160,0,0,0,0,0,0,0,0,0,0.02068097,0.318215697,0.467582443,0.610283796,0.250843737,0.214853154,0.997862619,0.265097038,0.440898361,0,0,0,0,0,0,0,0,0,0.109678313,0.679722859,0.776815474,0.235773999,0.280109948,0.559445973,0.299211119,0.010669191,0.907686703,0.609495692,2.651928507,0.597372208,2.927175661,0.375893084,5.245581511,2.111181909,0.470061662,0.521272699,1.026252791,3.092711558,6.439387622,0.276140101,2.682023796,4.163206156,3.683367638,6.070083615,3.75649522,7.647560417,6.315331546,1.786459783,7.839067114,6.190091951,5.770770514,3.564264834,3.480179571,5.475330966,0.75559003,1.812448105,0.242191817,2.030435276,0.746444891,2.080818776,1.484433786,0.240252049,0.701307436,0,0,0,0,0,0,0,0,0,2.44262043,2.862208213,4.881935242,5.099470457,5.023603376,2.961117118,6.072957634,6.749300319,3.112512909,1.246516034,0.667363271,0.015598262,0.096251613,0.029487414,1.189577046,0.474394795,0.391500539,0.065499815,5.518344953,4.747545408,2.493853234,0.557984876,3.538106022,0.28143932,1.625776866,0.830938171,6.252484666,1.172794443,2.9301661,0.536531527,2.488561711,5.139170579,2.829195791,2.782812943,2.770337166,3.736151419,0,0,0,0,0,0,0,0,0
Chr11+14844512,LOC_Os11g25980,30.46762378,17.56849739,34.88314981,35.01627668,33.0848621,37.23701935,32.14861299,31.79263253,32.4195384,33.40089707,35.53962274,33.86664774,35.83079228,35.88708001,34.60557519,33.35495682,33.80375378,35.04306788,44.3335896,40.90791603,45.28501156,46.10568054,49.63152566,41.89378397,45.14368788,43.59766716,40.08048448,50.01042267,41.62422938,57.11405279,36.97847593,41.94180321,42.6479627,29.17021627,46.04318336,42.42568861,17.57411469,62.7316952,32.39426588,16.29826466,19.04093711,94.11275672,32.53720243,8.25330156,71.32479951,47.70985875,70.34342891,49.3440494,64.77688818,34.06920685,54.1017725,25.25780022,72.25922971,40.71389725,52.03452076,46.57844972,49.36781261,51.20823355,48.60382613,50.34888383,50.54646045,48.65547679,48.31073116,59.31863747,56.82193517,59.43231484,58.51904467,53.9209764,58.93131894,58.30606385,57.97890256,65.24794943,80.00316559,77.86821757,53.46133885,54.18482677,81.72191488,76.01134258,85.0112649,62.39293118,74.96435992,86.41482268,54.64084847,51.03675733,85.57706238,51.86850978,59.90235081,90.12279703,101.7356732,61.01174663,52.66596769,57.70192351,39.35199698,55.24533788,54.80547899,60.1640691,56.8300797,55.11105599,52.0012934,6.678408758,53.42957415,3.837113391,14.34220961,0.203082572,34.25583044,83.60016718,45.08920409,51.15949019,50.83169881,62.61201378,54.40705028,50.55789913,57.24555637,57.46154035,61.38561865,51.86493667,59.12679006,97.74841058,81.18459598,69.22935806,91.59914709,128.8432961,88.3907446,84.47357885,54.05617089,102.9183676
Chr11+14844935,LOC_Os11g25980,1.019174536,0.507074181,1.430026458,0.864068402,1.056546715,2.445982311,0.940222686,4.006498667,4.864108991,9.001286902,1.587390766,8.138657427,9.58334523,9.625930836,6.374733728,2.666971901,0.062364436,2.239837358,0.736154473,2.850598751,0.339007451,1.670779485,1.850758742,1.816547355,1.708423064,2.375687239,0.709642022,1.004008808,0.362837133,1.912470897,1.956643526,2.181774827,1.749615615,1.713442914,1.006187318,1.638234618,3.430404444,0.715675119,3.866078866,3.836115109,2.752930237,4.507535034,4.132506235,0.549053918,1.959777979,6.132049517,1.27601652,3.614069611,2.059917482,1.499199188,0.29098199,1.349915041,5.065291867,1.967784281,2.943133988,1.156547044,0.920953705,0.973673093,1.190756542,1.767472931,1.063951887,0.259846742,2.615034731,0.74317811,0.495466947,0.857890188,0.573260467,2.803503868,1.360976839,1.87436244,0.741034592,0.117107517,1.149276004,0.058976099,0.126032116,1.524686996,1.957748216,2.057031369,1.013862839,3.850028789,0.484222979,1.270227676,1.21630351,1.424089948,2.784407367,1.897520907,4.222620195,1.930414082,2.696317356,3.816507854,0.638288656,0.141448646,0.857430323,0.454102653,0.002541208,0.060001278,0.478598074,0.683398302,0.65971236,0,0,0,0,0,0,0,0,0,3.026848818,2.651715417,2.623355572,2.790254643,2.127527913,2.289071485,2.988754195,1.977286173,1.74741788,5.054325354,8.809639051,0.814517121,1.679054395,3.053498356,2.061681624,3.997547383,6.137084402,5.024362983
Chr11+14844872,LOC_Os11g25980,18.05907135,16.3049884,12.6985905,24.70668598,17.48840693,9.757372506,11.21344804,23.06674439,11.6759994,16.79507473,22.72076902,16.20555898,20.6408666,17.43380765,19.39117612,23.02739587,15.44087903,20.63396311,0,0,0,0,0,0,0,0,0,1.050444406,0.027684237,0.350035869,0.02591376,0.099454278,0.538552524,0.560818499,0.229367681,0.941245737,0.203927415,0.982067535,0.6269031,0.368732318,0.102958602,1.06985066,0.33054483,0.084001946,0.744299634,1.96886519,1.738076163,0.23478798,4.317467461,0.582516775,1.188842208,0.355952678,1.273241482,1.906156044,1.408516526,0.22007768,0.750416586,1.069698215,0.288436844,1.486777248,0.377922042,0.947100627,0.303600425,0.525626389,1.789372071,0.727986179,0.800527225,0.181242799,0.403970067,0.113226496,0.610630105,0.641390508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281596484,0.351749124,1.693118824,0.909828134,1.045068184,0.149888442,1.515564579,1.264204391,0.891820415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.860669306,9.683024332,2.25190414,2.791560859,3.419481996,9.759226071,4.801817053,8.448813722,7.978438085
Chr11+15460358,LOC_Os11g26910,1.575736187,2.871391515,0.587831099,0.591708529,0.83959301,2.514766535,1.680082726,3.090979302,0.069117377,11.12090262,8.493989983,6.433427786,6.687434061,4.793515768,9.963156336,9.993212033,4.964102701,13.08154304,2.485728571,3.808186894,2.414127474,4.206606594,3.528322819,3.70888379,3.354617808,1.472090453,1.903653427,1.852771895,2.905124258,1.988121307,3.090937331,0.169469589,4.025763233,4.424409419,3.8040773,5.221088877,1.584260299,2.18940303,0.387075151,1.015848718,1.991822314,1.447106449,0.069116814,1.537579379,1.737856087,2.573597493,1.520211674,4.394796723,0.534136346,0.505117077,1.297167912,2.704658865,1.584985607,0.008612506,1.809151131,3.84880544,2.214836069,0.202734195,1.107459748,2.668451697,2.459662782,1.807749129,0.80859963,4.805646589,2.55036161,5.11667809,4.031968279,5.452718057,2.830891299,4.289849974,4.816845377,2.417368688,6.114822211,4.293773702,10.55583608,6.104718543,2.581134485,2.366809484,4.869883458,7.911424338,4.952251035,3.453460759,5.357037656,1.778397082,8.647361593,4.931622736,4.334339367,2.609000306,4.402132259,2.035096725,5.308635752,2.766465769,5.487109517,6.645710085,7.435239131,5.737836281,6.75178333,2.375486171,5.536862227,0,0,0,0,0,0,0,0,0,1.796080297,1.738582109,2.331425589,1.818697521,1.992888179,1.669969856,2.09446861,2.239089135,2.504465452,9.855614852,0.029380887,6.054378868,1.200654593,3.856361447,2.347936211,1.376409313,5.471264988,3.069359628
Chr11+15462352,LOC_Os11g26910,1038.762168,1039.668938,1034.448857,1036.100962,1036.816411,1039.609021,1034.441554,1039.218666,1032.657892,992.5811108,918.5749494,1036.054673,842.6281023,952.4969136,1002.035353,1006.578128,888.3592398,928.9597015,880.9550453,1048.808307,919.7998054,862.9551125,861.4021937,787.4952286,800.2725072,765.4394778,805.9929645,1056.646893,1096.056302,1055.201382,1045.863063,1041.141004,1044.33376,1043.257317,1018.478343,1039.46167,1172.976645,1233.3251,1119.396652,1187.921383,1168.116779,1126.803771,1176.829709,1220.663548,1161.604451,1094.318799,1130.254609,1179.015349,1234.079173,1320.876949,982.2352857,1301.321203,1153.72884,1243.863962,930.9215125,946.141166,940.8426964,934.4978869,926.4105895,926.0588093,930.6412339,931.1733192,920.6903385,769.5171891,1074.202229,1299.929867,1322.781177,1253.31727,764.5049799,991.2873952,1095.148048,872.6690948,1343.104065,1294.466834,1107.725502,1208.15506,1239.107913,1302.865741,1338.328921,1246.97793,1047.768047,904.1669891,915.7828556,1082.493873,799.5175583,1228.674289,762.4403533,977.4408144,859.7096849,915.5526844,1280.937726,1302.664711,1325.174067,1373.977972,1307.194206,1376.228081,1321.802567,1335.746954,1456.70291,1058.336341,1451.713325,1146.93531,1658.906393,1022.990173,1721.100462,992.9115628,1265.000747,1365.525494,1209.917631,1331.886844,1200.698242,969.8809388,1099.115665,1356.986454,1230.766069,1177.712422,1004.927394,1188.85271,1385.21338,1289.797372,1322.772474,1281.07644,1183.2671,1235.105973,1316.559074,1359.874096
Chr11+17940936,LOC_Os11g30790,4.174329723,2.285905118,2.284595006,7.942640061,3.069756093,3.473589192,4.772938133,2.23133627,0.256861021,0,0,0,0,0,0,0,0,0,7.415558011,3.413860563,8.154300941,11.05104271,6.04804722,5.034944027,1.459757265,1.140245712,0.745726955,5.108599979,8.831517291,1.546189445,3.233197262,10.10655545,7.822055974,5.740701406,9.849446007,4.592502033,7.614218536,7.696761101,1.104715603,3.924760776,0.313483748,2.551778968,0.812462812,0.18776537,1.172682861,4.284549161,1.143910749,6.78140628,6.73725543,1.570985117,1.229428896,9.199399914,6.968114931,4.378726911,3.122083654,2.622962615,3.506672583,3.339521676,0.05852084,2.863175922,1.720374454,2.041152401,1.876286219,10.25141919,10.57465758,6.826747808,11.22973417,10.69465302,10.53030152,9.709921303,8.746035259,8.775520166,7.181430836,5.553754507,4.546537203,4.062981263,5.547278504,3.600621583,5.782664978,3.387573498,4.992407071,2.640647489,1.78800299,1.049291699,2.174286006,2.605168254,3.112123683,2.390671876,1.990765866,2.267422025,7.885166588,8.881371496,7.416879707,6.052334546,9.169507286,10.28437913,9.785334902,6.638705383,8.294125255,0,0,0,0,0,0,0,0,0,12.77015237,10.18514264,9.353433271,10.64618064,11.74494908,9.237950064,11.03301586,6.727070161,13.0792831,0,0,0,0,0,0,0,0,0
Chr11+17940564,LOC_Os11g30790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90876075,2.008842556,2.813196569,0.366163728,2.522524983,2.221714204,2.417943829,0.474711911,2.841034223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919367772,0.301731849,0.430255035,0.136114103,1.097261219,0.752899671,0.247967608,0.000138245,0.596433431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378258062,0.491580733,0.286674799,0.879133587,0.045726746,0.999176219,0.090338983,0.33911493,0.209734985,19.5824323,62.66019168,54.42176917,89.9630795,2.583269909,12.09380782,46.3476015,25.99958178,48.40381431,0.741425993,0.803021554,0.459535413,0.044369957,0.671630055,1.899028214,0.692634435,0.113992499,0.81675554,0,0,0,0,0,0,0,0,0
