chrstrandcoord,gene,dry_seed1,dry_seed2,endosperm1,endosperm2,imbibed_seed1,imbibed_seed2,shoot1,shoot2,leaf_20days1,leaf_20days2,leaf_60days1,leaf_60days2,stem_60days1,stem_60days2,root_5days1,root_5days2,root_60days1,root_60days2,husk1,husk2,anther1,anther2,mature_pollen1,mature_pollen2,pistil1,pistil2,embryo1,embryo2
Chr6-3388295,LOC_Os06g07100,1.658418043,1.153098345,0.589084398,0.912480073,2.164680509,0.72085606,3.340422598,2.82160371,3.496512435,3.806046093,1.407492536,1.105287317,0.666302389,0.514881394,3.122990344,3.29676602,2.195422279,0.648177283,0,0,1,1,1.082663596,0.093537172,1.864076612,4.577420857,0.558796408,3.280789794
Chr6-3388212,LOC_Os06g07100,0,0,0,0,1.020951821,1.075308034,5.277986549,9.120239523,27.06354054,29.08909412,5.274373263,7.551939282,1.214538134,3.279718399,5.252249253,4.516643629,1.840556352,3.31826519,2.455942218,0.955823292,3.431350074,3.20107579,0,0,12.51272257,12.18132944,0.871368216,1.876140009
Chr6-3388921,LOC_Os06g07100,0.306047366,0.835029746,1.011917747,1.753157036,0,0,6.708907642,9.747714197,1.844468406,1.837181563,0.090471512,2.670707337,2.227769611,0.354570647,13.27975504,15.65533168,1.470110869,2.346991995,0.295446973,1.283328481,4.416385816,6.143028434,0,0,6.955681051,7.305330116,0,0
Chr6-3389087,LOC_Os06g07100,1.142021646,1.918930265,3.760230341,0.57094103,4.383716283,5.016020268,3.173695053,8.02162592,8.434904997,12.09847774,1.629207896,0.07210086,2.819530443,2.568812458,12.84076747,16.44065201,1.533893844,1.793380836,3.225942566,2.659017386,3.695738573,2.097674255,4.935163949,6.556933228,4.676244091,3.249382527,0.084347367,0.236556967
Chr6-4796189,LOC_Os06g09450,5.490887266,4.208432556,4.875377735,3.387578514,4.639937127,9.339473447,0,0,0.859179945,0.089235258,1.853896166,0.265459175,2.733238503,2.150656263,2.068915452,4.978344712,0.278501516,6.74463359,3.494492976,3.591860601,7.173493479,6.552710557,0,0,4.391972129,0.753631101,0,0
Chr6-4796669,LOC_Os06g09450,225.1553235,101.4345909,202.1849675,196.0662281,775.6245703,986.0230651,437.2559359,433.966456,364.9573419,378.7276707,404.3815631,408.8398797,1311.288502,1313.317551,1575.152324,1621.987151,2358.220318,2282.078531,1037.616223,1015.407984,1352.299038,1345.611309,781.7914768,693.9922745,803.392599,845.9385088,7.643317051,12.49607573
Chr6+5289625,LOC_Os06g10290,23.36038594,23.51968418,32.40268011,26.11763782,3.189712028,9.873258985,0,0,0,0,0,0,0,0,3.284697232,4.452974207,2.278023901,2.173222393,3.488937837,0.994382291,1.01251302,3.10865632,24.13345521,6.898864429,18.1416344,4.559319555,22.93746344,9.657088154
Chr6+5292068,LOC_Os06g10290,5.073945402,4.0232037,0.905849835,5.902695272,5.19207067,0.849612996,0,0,0,0,0.170701079,0.419272103,2.93725022,0.059848957,0.70913319,0.741386107,0.852677388,0.267611268,0,0,0,0,0,0,0,0,2.73898262,3.803365591
Chr6+5559021,LOC_Os06g10650,809.1004349,476.1334911,598.5384336,593.9316287,878.3783951,966.3822174,38.38605359,69.73711036,236.3307854,154.4813907,133.9342466,186.1082814,69.67073691,72.55600582,37.70092849,36.01526983,29.34192473,22.39186107,72.53389504,69.20227842,145.0260165,129.4295823,26.76679135,8.180679686,109.0503749,113.087376,10.33472348,14.11229519
Chr6+5555748,LOC_Os06g10650,0.942084067,3.136535094,0.679794467,0.901811952,1.785565794,2.866535267,0,0,0,0,0.797579981,1.096772555,0,0,0.852628421,0.544652927,0,0,4.296235388,7.609338202,1.138092611,0.36376187,0,0,2,2,0,0
Chr6+5557118,LOC_Os06g10650,11.31371688,13.41392242,0.527601068,17.03021196,20.59920712,19.5349298,1,1,2.280939779,6.991194602,1.488945192,1.829198365,1.483310393,0.936008319,5.879664127,5.412252413,1.625255624,0.271151826,2.63894821,3.503751699,0.523434009,3.103997834,0,0,6.787339846,2.923983986,0,0
Chr6+5556840,LOC_Os06g10650,3.240703376,2.326424592,4.721287118,2.555515875,2.125651557,5.718259385,5.753222446,1.54627506,0,0,0,0,1.868953008,0.793484403,0.349509872,0.68951153,0,0,0.623466637,1.508459727,0.677105368,0.450678922,65.96203087,139.8978465,0.74846375,4.222417188,0.607555383,1.398510071
Chr6+5557262,LOC_Os06g10650,4.084958838,9.554375228,3.322425633,5.077204958,37.12921924,38.30469451,1.769834721,4.874152881,2.945044749,4.448413713,1.436607329,4.872180968,4.873582087,3.043069222,5.711021426,5.767204002,3.782596804,0.652060254,9.01049309,4.032281833,5.102174655,0.802411164,0,0,8.212044093,5.455076407,0.361478845,0.103525725
Chr6-5977295,LOC_Os06g11370,2.344911545,1.674009026,1.145424,1.172468213,2.565661828,0.975146123,1.654791959,1.996705724,0.527514906,0.226675963,3.072391344,4.139395,1.888291106,0.669252849,2.096113466,1.306379158,0.820781049,0.474843577,1.608699556,0.879880654,0.390148575,0.140862103,0,0,2.041900585,1.28461337,0.885919121,1.720618695
Chr6-5977408,LOC_Os06g11370,92.53033759,77.17074418,72.36982261,41.08408423,102.1968621,79.99974532,63.52412117,52.09951297,72.68187438,82.45166269,81.47823779,83.00504214,70.47049551,70.16443628,73.33126258,82.22133248,83.14924343,86.93729934,84.07673903,82.03591507,70.34526004,108.4329866,38.85664062,21.40030345,127.8420936,143.6165963,130.9968424,101.3593066
Chr6-5978953,LOC_Os06g11370,19.52700407,10.53520652,25.556047,19.18031112,4.256243003,1.91156051,4.450709091,1.285903005,1.046836404,1.180217037,4.09345305,2.451987103,1.82947906,0.995943506,0.513568075,3.747427402,0.640766405,1.081366639,0.139839514,2.505467965,0.85212582,1.005363696,0,0,1.722349925,6.959978408,13.02489114,17.74398573
Chr6-6036960,LOC_Os06g11440,58.4895114,40.44229583,37.57233955,73.47586137,18.44092753,3.182653783,1.462458299,0.601022212,7.564919813,5.00429442,0.343530759,0.657468604,2.616450482,1.448620205,3.59011978,0.542473427,1.711287778,2.948338259,3.432750596,2.250287436,3.848616247,2.837462911,6.559344486,20.75028079,12.00368446,10.39852743,54.78916189,49.25417366
Chr6-6045572,LOC_Os06g11440,2.373706034,2.855413647,1.716939589,0.083057892,3.490715282,0.312429243,2.878784362,0.894479205,0,0,1.277573318,0.496643708,0,0,0.902119549,0.209579053,0.344775256,1.402524047,0,0,0.050427447,1.81211765,10.39461961,0.66665489,3.143486046,1.306305861,0,0
Chr6-6036738,LOC_Os06g11440,47.3112486,78.59109035,27.08034272,33.53487874,41.6551762,38.40933167,23.13633736,22.79296736,24.62083964,23.87785214,21.68923555,20.08046252,29.64794459,28.05593744,26.09529027,28.15781994,19.68325967,20.45709205,19.81069253,39.85747693,19.90701363,33.74554106,52.02675147,52.34872542,35.38534277,35.63708984,65.51391396,63.73796197
Chr6-6086537,LOC_Os06g11500,1.490677557,0.409268598,0,0,7.625361505,2.16619189,4.119229252,1.886561155,16.08604603,25.76279762,4.750878172,6.23750938,9.937585686,6.082722668,1.523857737,0.69090908,2.58465845,0.552732878,2.909007623,1.793532172,2.686611447,2.162312611,0.25387917,0.48159423,0.84947199,1.942758887,0.774765002,1.207137687
Chr6-6087327,LOC_Os06g11500,9.781463575,19.65614696,3.245352765,9.134103199,8.929998066,9.943746808,8.122636938,1.106471112,3.301080452,2.229957646,6.654880648,6.353683834,6.29073191,5.120051067,2.731028814,4.449602726,4.136421678,4.573090418,21.67851935,14.220534,7.336895955,10.88594084,6.077108536,3.007259108,12.8318333,12.92441657,10.59402429,0.709565471
Chr6-6088558,LOC_Os06g11500,8.378723648,19.35156948,5.840683614,1.160191643,13.01932585,4.95000339,15.80660238,14.17411217,15.47198932,23.33939973,20.79331273,15.23936471,13.12817354,22.49980989,6.578496906,6.478810828,5.51563091,4.927211817,14.04023653,7.051638257,3.001308547,7.930995668,2.071687369,14.51783823,9.18020302,8.336838374,9.285715362,10.09180149
Chr6-6086303,LOC_Os06g11500,0,0,0,0,1.331285746,1.075960898,2.60673153,5.473406403,9.153737447,10.42605232,4.064200575,0.018346429,6.467841162,0.629849794,1.431895041,0.554205924,0.99852185,0.317598439,4.540692938,1.737370063,0.096176862,0.873251863,0,0,0.444401388,1.122615478,0,0
Chr6-6088236,LOC_Os06g11500,0.219576282,1.106473915,0,0,1.090898863,2.001529823,0.639081583,0.948982,2.949871197,4.362837854,5.762580021,5.616583573,4.183001294,2.563141769,3.462301018,2.931063195,0.822670589,3.867600646,10.11377919,6.672291406,3.604801155,1.174003051,4.065158197,1.277323234,3.913390547,1.225828884,2.867477197,0.832734202
Chr6-6088312,LOC_Os06g11500,0.69041116,0.728666111,0,0,5.311806454,4.116760734,5.11220691,7.419787615,18.89974229,12.94293635,12.33448716,2.213843746,10.97959047,16.02458904,4.340934648,4.655579359,6.550330196,6.806762027,4.28594921,4.7578324,0.007622101,1.615987314,11.51691267,15.07822043,6.183471293,5.405932504,0.242069443,1.33659778
Chr6-6472353,LOC_Os06g12080,8.279692557,4.532516983,5.383220187,4.509784783,8.238138601,10.00558587,22.34278483,27.94898203,25.48805584,6.460217348,17.99514545,19.61417127,13.40973574,9.196200212,23.29367997,20.42182111,7.787000894,7.838551209,18.50392686,16.55582776,31.7380396,26.12650522,20.68438841,29.11940286,35.86689144,41.49419555,2.663254151,21.1169645
Chr6-6471938,LOC_Os06g12080,0.90299358,4.461467217,0,0,4.349764521,0.210967565,0,0,0,0,0.107032609,0.037379144,1.63160508,0.139663144,1,1,1.068142786,1.61266538,0,0,0.555190519,0.945754144,0,0,1.946505634,1.514085289,1.871487642,1.696534627
Chr6+7488115,LOC_Os06g13570,14.87560849,14.64651034,10.73129225,8.380163665,8.955414439,10.55622189,5.698543693,19.03343033,12.3872531,16.61167748,14.45832507,13.72149495,11.47607116,15.6895307,3.917674354,7.764766941,17.09636175,1.435504659,6.958092229,12.15507599,9.90536481,2.197775829,39.14130259,15.85798707,2.605640422,2.509620194,5.584008192,4.929200882
Chr6+7496628,LOC_Os06g13570,80.06990727,52.11618813,73.77976915,81.08612542,42.99701889,88.76458258,7.974076814,5.709286066,13.25183374,10.703302,30.64940591,34.13591636,39.27087087,36.62148726,7.119552574,2.423892871,9.355687228,8.855194606,15.83940245,22.9294912,20.89596731,8.68214345,85.34910149,64.90774316,47.25440917,48.36617967,107.7186239,103.0965573
Chr6+7581345,LOC_Os06g13660,8.236728668,8.117973268,10.40155,4.763903505,5.613359179,4.425563179,36.91413622,63.60619656,185.6540962,189.6047644,109.3029809,132.8954036,37.477216,21.65386032,3.027781772,1.610393781,1.445190779,0.034319352,14.09125561,13.67378209,16.11483429,9.761796214,10.48795222,6.956945856,8.337620654,14.97767867,6.509072245,11.65042169
Chr6+7581465,LOC_Os06g13660,7.941700295,5.04179946,4.307775978,7.458037828,6.210642216,5.688448862,143.895467,142.3599259,435.4021128,414.3615584,406.7115893,383.3056558,91.89000781,91.19768058,6.784047109,3.578604023,3.540725337,3.915871523,23.42991886,51.45873858,7.359479787,10.86821404,19.3147053,14.01781637,11.54262986,48.03310705,3.688505242,11.32561798
Chr6-7986897,LOC_Os06g14324,1.261943069,2.558488772,0,0,4.347668069,3.443364939,12.39551913,9.709160513,1.363747751,0.27399138,12.93171555,9.298364529,6.006746601,7.177420194,2.70081144,6.829752112,0.745535736,0.330218185,10.480476,11.27453187,9.147631396,9.898550091,4.062929071,2.189696471,22.77409063,31.59160007,0,0
Chr6-7983969,LOC_Os06g14324,0.423250897,0.264670584,3.679342036,2.246692076,1.64140045,2.222777873,275.0961432,324.2943883,1545.379603,1520.921999,703.8032189,868.4654178,394.916131,387.9381898,19.05528943,9.969378818,9.375994428,5.459245744,181.1104151,186.3344069,49.76995452,27.75980145,82.42372492,193.2404439,77.38404829,79.44914413,0,0
Chr6-7987904,LOC_Os06g14324,3.196585056,3.013077029,2.069121557,0.113974545,10.57093478,2.937186343,0,0,0,0,0,0,0,0,0,0,0,0,2.216769074,0.296587331,0,0,9.292710278,4.952057001,0,0,0,0
Chr6-7990231,LOC_Os06g14324,0,0,0,0,0,0,2.373897781,2.447050681,6.054956195,8.655463703,1.214980925,2.832807605,3.15083863,0.454858726,0.195097963,0.64679801,0,0,1.314162209,0.233271611,0,0,0.07469484,0.328825501,0.484438522,1.406296071,0,0
Chr6-7990286,LOC_Os06g14324,0,0,0,0,0,0,14.60077273,10.90218365,17.08667293,16.0909917,7.332830822,8.253583748,6.672790468,6.602542048,1.673051847,1.072611353,0,0,2.619292017,2.627046247,0,0,0,0,0.050361781,0.747695861,0,0
Chr6+10442016,LOC_Os06g17950,0,0,0,0,0.330516033,1.023398171,0.678447881,0.892016346,1.308857188,0.87432377,1.240707706,4.601230931,2.422721019,2.593525451,3.768950924,4.284178677,4.187085358,9.747426482,3.132005165,6.149091996,4.399848745,4.836076973,1.374659121,0.609722433,2.280316899,2.921725683,3.196188585,1.713619216
Chr6+10438065,LOC_Os06g17950,0.06145972,0.249229492,0,0,1.327007966,5.864922267,3.411193628,0.232337516,0,0,0,0,4.69856251,6.036292814,2.744060066,6.435899457,2.651913648,2.338230434,0.965485899,3.592105885,0.433091152,2.247954376,0,0,4.205773055,6.342230575,1.470180944,0.083207048
Chr6+10438871,LOC_Os06g17950,0,0,0,0,0,0,4.555055575,2.515837304,0,0,0.368039538,0.565012955,3.506836426,0.227056268,1.840738885,2.863244198,0.461704219,2.456571129,0.987358659,1.969731153,0.469033678,0.847340196,0,0,0.672771688,0.965544262,0.88643859,0.99651247
Chr6+10438324,LOC_Os06g17950,0,0,2.128636762,0.245185087,5.435277776,7.149032025,3.785756982,2.245341182,0.873149147,0.010670473,1,1,1.072574979,1.258813276,2.699069388,4.010397014,0.500488448,1.733468354,6.598056901,7.764001702,2.527736407,4.613149011,0,0,9.511396373,3.081441131,2.770202482,2.269377335
Chr6-11670373,LOC_Os06g20310,16.63445745,18.74406507,21.25334171,21.75384935,7.344764839,4.61757773,0.219274816,3.147289668,10.07346849,9.845180483,10.99978206,9.454336036,12.78742764,14.73383774,5.253118271,4.068596632,2.96805715,3.843550903,14.98498729,16.26296101,4.395298838,9.948444426,7.819176921,31.23969856,27.60248136,22.44377074,23.32349511,26.7505524
Chr6-11669578,LOC_Os06g20310,31.7643315,5.279947118,5.074860778,8.195026434,1.410970843,0.375757539,0,0,2.243992341,0.315083672,0,0,0,0,0,0,0,0,0.940829413,0.93533939,0.58390824,0.915698002,0,0,0,0,10.90618508,11.49015427
Chr6-11687150,LOC_Os06g20340,1.24633663,3.297921353,5.111149189,7.191993782,1.241898866,5.357246962,0.524775353,2.43796405,0.098374268,0.928910755,0.917044117,0.453217955,2.422109087,1.805824187,3.276160272,1.78354157,3.490721426,2.392564534,1.232295882,0.524089764,2.074249535,6.268118729,13.0664743,4.497675765,1.383582608,2.62852464,1.456347481,1.46679664
Chr6-11684365,LOC_Os06g20340,0.392562404,0.688766226,1.394382363,5.561589279,0,0,0,0,0,0,0.306773991,0.485297741,0.969394587,0.82137993,0.451854428,0.19345572,0,0,2.146418376,3.943871338,3.063092019,0.762568541,8.275047078,30.84108267,0.623109067,2.846328828,0.165506393,1.5980396
Chr6-11684444,LOC_Os06g20340,19.77915049,5.393553793,22.1386083,5.764415284,1.151518219,0.77541702,0.678638765,0.523269176,0,0,0.122197168,0.393570406,0.733807232,0.398138223,0.563404988,0.170575495,0.741842251,1.119805995,0.116930285,2.494155537,4.13953865,1.712474245,2.259153585,35.31841353,2.299248882,1.399831304,18.23058428,10.72997834
Chr6-11684229,LOC_Os06g20340,124.7013067,137.3147512,238.7269609,138.0289667,249.2255874,215.8256723,88.56148316,82.79635028,93.96318958,64.35614847,113.7866358,118.8852681,143.2132946,153.476072,115.3044484,99.34422358,91.87250683,93.67978273,160.0572041,167.5528371,180.4286551,155.3206122,95.51394456,99.56631101,94.60983846,126.8645474,105.0864765,97.51214402
Chr6-13302263,LOC_Os06g22820,2.999595895,0.727007353,1.738690069,4.012132266,0,0,0.986489009,0.14246966,0.440640905,2.637931222,0.512626625,0.427037473,0.94428586,0.918271635,2.153276867,2.592311713,1.662039818,1.186747999,0,0,0.98432103,0.723635593,0,0,0.071028158,0.954769188,2.463543474,2.557936524
Chr6-13302551,LOC_Os06g22820,37.0909669,35.90338597,65.5483878,53.32759475,65.94458368,57.26963093,83.43112748,74.8779983,109.0550619,111.6088891,204.4245011,186.0011846,328.1670502,333.166694,61.92816346,72.90088318,81.92687916,71.06847227,35.53930687,72.27367479,95.95150487,72.27687296,183.7563672,153.9730688,42.60413665,48.59123337,57.30835167,45.86106053
Chr6+16305264,LOC_Os06g28630,4.732369304,0.07743801,4.859234701,1.130560104,0,0,0.875842238,2.092088335,0,0,0.126103678,1.814414215,0.598899856,0.702297341,0,0,0,0,2.389209908,1.059939364,3.000441699,3.677267677,0,0,1,1,2.304075916,1.224645719
Chr6+16305062,LOC_Os06g28630,1.95979489,4.490736121,6.764858108,0.475830196,3.137878928,1.593978838,13.36619616,9.361299734,41.98993922,38.26546626,7.608277443,8.773261933,4.181934165,4.072677122,0.25841673,0.263886298,0.781579442,0.870204689,0.948357426,1.388018318,13.19698818,11.40603528,3.569141977,50.77674457,2.408324488,1.354456176,2.54218198,3.41508059
Chr6+16651488,LOC_Os06g29180,0.965995988,4.4013108,3.83363569,3.147273874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960831678,2.314063753,1.025593496,0.740447383,0,0,0,0,5.254701275,10.09623125
Chr6+16653030,LOC_Os06g29180,321.6930936,260.6844694,216.8113585,227.9953851,65.49769378,94.41506591,227.7971584,222.5551861,54.41385912,44.10128174,63.66149006,33.72393856,199.806259,239.304247,277.9996172,291.4814208,176.1681517,118.3741275,217.5976297,191.4631029,131.6208895,81.60417121,181.630548,134.3123744,124.4392339,120.7081072,165.3891916,173.8424937
Chr6+16653245,LOC_Os06g29180,206.5073432,159.6598892,232.1073172,32.40240592,55.31637147,53.03348869,188.5274952,154.9098203,39.07416605,25.73804614,27.71944464,27.65459853,219.0594998,200.2363295,300.0114461,293.6885158,82.3884006,74.29088402,163.2314863,137.1790067,59.25089781,57.5053151,47.0146223,10.50894966,64.4175589,61.42165243,64.22813527,69.17161993
Chr6-16993466,LOC_Os06g29630,5.14919477,4.800873972,5.987871108,7.132031823,2.999693957,1.604734484,0,0,0,0,1.155102352,1.768944673,0.243744605,1.348414219,0.304018589,0.698858879,0,0,0,0,0.283304002,0.08005137,0,0,1.314347561,1.712124427,12.47316249,12.18239449
Chr6-16991756,LOC_Os06g29630,23.08617558,20.03700084,11.90718498,19.84368527,35.82851972,33.91908348,8.346954802,11.35682356,9.125198913,7.009997099,12.77478759,13.14527328,24.03089085,22.78322844,8.086084317,5.074804949,6.920931036,5.621005541,7.807651751,3.211056513,11.21761993,13.2966322,2.307389488,0.216456619,19.20444215,21.68445594,31.33293447,66.7664811
Chr6+17278097,LOC_Os06g30020,0.442717433,0.603473234,0,0,0.078240445,1.293753801,3.331914197,4.251610169,3,3,1.610356297,0.80378245,0.058582842,0.160138152,1.655268535,0.064049309,1.73855828,0.619289609,0.288863864,0.005223392,0.218796723,0.327873336,9.14949813,2.583797284,0.106353751,0.0372464,0.046815202,0.478317882
Chr6+17280603,LOC_Os06g30020,8.090497289,11.63632999,7.23286424,6.673742588,2.881509104,0.251302801,0.813887436,1.102404237,0.979240484,1.201978475,0.452315072,2.695061853,0.454618904,0.404744058,0,0,0.023149092,0.660718653,0.844212178,0.80582196,1,1,0,0,1.729362511,2.265651501,7.147433689,8.202508172
Chr6+17280088,LOC_Os06g30020,14.41365871,8.353832896,15.86556724,17.60458862,10.39464726,11.12298353,5.206727429,0.55833162,15.70250939,10.01071578,2.985622798,2.439361868,5.791138302,4.695219874,1.583449437,4.882427097,0.573463787,2.15748861,2.798781534,11.26374757,8.43988108,4.81491381,0,0,5.052000051,5.924690889,9.446383042,0.648368973
Chr6+17280141,LOC_Os06g30020,22.71557299,17.95681159,15.64735068,25.13297003,29.37622362,17.25200401,12.91384925,6.827761631,15.4427317,25.05815933,33.07628907,29.60004752,24.56275969,34.37849119,8.791609917,6.794442555,21.86173152,12.75525921,30.53425173,29.71874165,11.62865354,15.47197807,0.284742677,3.556843314,26.61776485,27.25531055,17.98763635,17.18775348
Chr6-17938052,LOC_Os06g30894,0.84089351,0.571668703,0,0,0,0,0,0,0.066785279,0.596042931,1.929448596,2.296613648,0,0,0,0,0.488035155,0.950512651,0.012095366,0.884696382,1.399388378,1.57314159,8.784614562,18.53423089,0,0,1.693575885,1.699521344
Chr6-17938268,LOC_Os06g30894,20.81319436,14.85577959,10.86691397,11.01531867,1.694345837,2.810544545,4.516674456,1.339111429,1.601624465,7.12210184,5.137161482,2.78044335,1.49047826,2.907874306,1.651651631,5.933519287,3.418454628,6.651249516,1.269522767,0.731289343,6.479559176,4.986750248,0,0,3.313167655,0.660138543,16.61837222,18.01732377
Chr6-17938119,LOC_Os06g30894,77.72691375,66.17362882,124.5135466,54.75362749,42.46155336,43.55351606,4.968821436,70.28955937,35.41314342,38.90276752,67.50427141,58.75762781,105.3750343,73.03226722,64.1173069,39.6009415,74.32569163,73.59790896,69.93059065,66.06053534,87.33991146,72.70034305,82.45983355,48.94608358,61.89591869,64.18781701,171.2741515,184.3010472
Chr6-20635415,LOC_Os06g35410,2.159703877,4.135538016,10.7918608,17.78004546,0.620308014,0.215243582,0.271532064,1.794361825,0,0,0,0,0,0,1.803372481,0.22289269,0.037953222,0.427178737,0.651195242,0.705982238,0,0,0,0,0,0,0.696430409,1.703541765
Chr6-20635351,LOC_Os06g35410,36.13854304,59.76399478,42.92739879,75.40266113,30.7972556,36.21114175,200.1966372,190.7386144,31.77080637,35.68756098,22.27147398,18.63857557,42.00819453,52.86030234,327.8397055,303.9705389,187.8520849,225.1413589,33.49123651,34.29834396,10.85105795,9.794014106,90.10315771,1.547367511,4.624563454,3.319436357,15.67860836,14.54880826
Chr6-21062852,LOC_Os06g36040,0,0,0,0,0,0,0,0,2.399217691,8.855791166,3.848226115,4.010576993,0.732093006,0.209796953,0,0,0.50507314,1.314445847,0,0,0,0,0,0,0,0,0,0
Chr6-21063188,LOC_Os06g36040,0,0,0,0,0,0,0.155346912,0.824099507,5.503473079,0.875133864,0.252514374,0.804818185,1.172033997,1.199432268,0,0,0.441906188,1.857336286,1.200910526,0.122039597,0,0,2.110792435,1.591746192,0,0,0,0
Chr6-21062734,LOC_Os06g36040,2.212241741,0.535394014,10.08415226,1.453783454,0.000219048,3.754551138,0.127541369,1.233898457,43.80106466,38.88932545,48.17798391,34.03306976,3.898415993,1.476369332,0,0,0.43374453,1.24989886,1.48993058,0.074060851,0.39260078,0.689386232,0,0,0,0,0,0
Chr6-21063115,LOC_Os06g36040,0,0,0,0,0,0,0.305116714,0.089964626,16.09005535,25.90044532,1.805089965,5.02876195,0,0,1.024245334,1.956307869,0.038037078,0.719038079,0.134470944,0.100750746,0,0,0,0,0,0,0,0
Chr6+21815093,LOC_Os06g36990,0,0,0.877936217,1.470072295,0,0,1.125055949,2.136855719,0,0,0.795320593,0.088250262,1.738276587,0.988950103,1.694897755,2.168604564,4.92694688,3.679049895,3.929110211,2.812949311,5.197967584,6.83232129,4.205283715,5.345749194,4.291817769,0.227671326,0,0
Chr6+21815328,LOC_Os06g36990,19.11661655,13.96516573,11.51086489,18.74207384,27.37756629,34.87798888,67.15257917,73.14147586,29.61462485,31.17491632,31.56361029,28.43717295,33.21437735,54.60398229,76.81923168,66.85312694,266.7824523,209.7474162,81.51736958,109.0287576,296.3953621,318.1977447,308.4584523,110.3358751,59.76083883,59.64896596,13.17080853,10.3723311
Chr6+21812005,LOC_Os06g36990,2.102711464,0.957887425,8.300051072,4.734755469,0,0,1.020536059,0.52351393,0,0,0.359455866,0.159008473,1.53823219,0.991212446,0.007328672,1.556675645,2.735546361,1.792147932,0,0,0.680023407,0.676865322,24.44144892,2.321194786,0,0,0.379832697,0.822686671
Chr6-22271320,LOC_Os06g37620,5.899042209,11.01711265,1.633173218,2.157819798,9.367401252,4.010693169,4.654162525,4.794600469,8.854646513,2.91037184,9.349531641,12.82298143,11.28973891,10.80158076,3.281099473,7.702705452,32.490413,32.88183334,7.445099938,0.870882744,3.495031681,4.877074965,0,0,6.927145758,9.262985581,9.487330732,6.523731182
Chr6-22271400,LOC_Os06g37620,30.94930148,27.75034441,42.76830239,40.63220208,15.75467247,0.46650543,2.070779113,1.247811124,4.861321213,1.142447633,8.635479675,4.932320894,9.141612087,7.967723837,6.213807099,3.84806285,38.06962379,50.77992211,0.195785424,0.052222239,5.135002578,3.308927277,0,0,10.39206577,10.09563544,21.40925642,22.65008834
Chr6+22705071,LOC_Os06g38320,5.167436641,3.544884103,3.540408549,3.244423608,12.89487414,13.57111592,38.0606952,49.74486265,71.5914813,69.02580096,30.2402971,43.64448105,24.09798154,23.31004215,21.99442191,22.00490507,8.879302362,9.630912746,15.59267258,26.34233011,28.79804328,23.29664361,26.95894459,64.32895507,10.90035979,10.19082571,13.82856511,12.35342595
Chr6+22704661,LOC_Os06g38320,5.665572026,6.021423984,1.274592492,7.000514768,26.96741877,32.12721141,69.9358415,41.16698254,53.1034633,48.99935974,40.97897466,41.53197928,36.05243918,36.9851089,24.02833882,35.72534053,18.08909413,15.03834948,53.59770986,25.68029368,18.57280265,18.13648543,2.056197329,9.390847094,9.587883694,18.23064633,8.91787043,12.26701665
Chr6+22704502,LOC_Os06g38320,16.20621006,33.60842151,21.62082574,40.14884955,99.65807239,95.03226848,117.1280403,100.3328169,157.1066877,164.8585458,100.3009906,107.2621564,122.8552101,105.7886894,77.94720071,71.83982596,17.76635406,42.12749112,103.0301244,103.2945114,60.32118792,71.5105833,102.3161381,113.1435742,63.20678855,72.27075848,45.94882655,35.39035667
Chr6-23013414,LOC_Os06g38764,0,0,0,0,1.460662434,1.173600379,1.421702661,1.763785826,9.477202233,4.914432316,13.38067329,8.48812117,15.72085828,17.41632729,8.129443339,12.27596046,35.29463475,38.70262793,1.830758089,5.453194271,2.685092562,2.597709273,0,0,2.888208432,4.661895524,0.011552969,2.120141918
Chr6-23013196,LOC_Os06g38764,0,0,5.05321709,4.180559948,0,0,11.15903059,14.51889782,16.38013811,14.59540682,50.24733503,67.64041628,29.6628701,37.61109906,4.42576055,7.777885829,62.642522,62.76920141,5.441831167,6.941005897,3.985256889,3.348377939,92.76768553,63.78002679,1.276910991,1.101727109,0.465656974,3.245298324
Chr6+23846628,LOC_Os06g40060,6.768355314,4.742800734,3.909895629,4.077754725,5.472558092,3.245967497,0.833400744,0.670534375,0,0,0,0,0,0,0.498679925,0.590541682,0,0,0.084083651,0.496292301,2.887955406,2.124475877,0.107825234,0.11750879,3.780995115,3.28498741,2.420493095,3.068912939
Chr6+23846874,LOC_Os06g40060,3.610450167,6.976940729,1.694172602,7.324203299,0.382490843,0.83331647,0.319649215,1.028019268,0,0,0.564931425,1.419012354,0.38697264,0.175685294,1,1,0.503814212,0.570365533,1,1,1.364611576,0.004612674,0,0,0.157452992,0.742258983,0.732079338,0.698563028
Chr6+23844369,LOC_Os06g40060,5.094002054,4.878962799,2.476437992,6.548130106,4.216747106,3.26276909,0,0,0,0,0.080900969,0.908230901,2.552116567,4.363661562,0,0,0,0,0.063048704,0.087276322,0,0,0.065503734,1.582920729,0,0,0,0
Chr6+23846762,LOC_Os06g40060,0.39069347,0.548974857,7.021853261,8.845569439,0.781343399,4.517844852,0,0,0,0,0,0,0.972540263,0.236215099,0.62351535,2.768901315,0.254915007,0.700181908,0.952741428,0.639964556,0,0,0,0,0.433925357,0.352464279,0.421214219,0.620173727
