chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8
Chr4-32424081,LOC_Os04g54510,0,0,0,0,0,0,0,0,4.475871116,2.636277245,5.188902329,7.693493962,4.099861036,3.238947334,0.525074539,0.650780399,0.456934884,0.794077769,1.062368181,1.358249744,0.800593774,1.252517665,1.190524867,2.549954179,0,0,0,0,0,0,0,0,0.41631073,0.25313331,0.784560285,0.446386211,0.775461997,0.077005125,1.232496201,1.010863481,0.72698593,1.595328348,0.872271846,2.422986987,0.849227812,0.277423188,0.949868829,0.474707919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204416173,0.85863179,0.038665266,1.356060073,0.445141836,0.467540202,0.79192689,0.592447766,0,0,0,0,0,0,0,0,0.677193745,0.712050985,0.91356937,0.644877459,0.914707907,0.050623843,1.22022549,0.002142334,28.89540045,0.271748702,9.744255457,50.59663277,29.10600304,12.59314543,11.87294607,36.40104816,0.172958582,0.97557584,0.268772684,0.075490267,0.225990783,0.070066508,0.301605749,0.544639253,0,0,0,0,0,0,0,0
Chr4+32848305,LOC_Os04g55230,375.2845647,271.2563878,348.2446597,323.2324924,387.1441688,301.4609337,367.2214754,334.5531149,388.7294382,435.6368459,430.057141,436.4418676,455.726421,386.6640848,441.4330096,420.4224683,460.0112901,464.486419,445.1899102,347.1808938,370.5266835,452.9760036,433.995156,427.4010534,1035.842635,1149.61149,1127.907276,1021.515614,1028.830164,1053.889626,928.5416719,1018.913494,1071.461775,992.6723198,907.1809371,1076.24112,880.0191454,1025.37795,946.5715086,1078.501608,753.0573862,658.8182669,755.5708785,805.2637506,782.5487048,795.4349153,656.192781,734.6245301,322.7509864,237.3254028,232.5169596,258.3790834,296.9071173,293.1655462,292.0975333,261.8718566,70.39280185,61.7074488,60.33253278,57.95382371,53.68899691,67.61391581,67.50726468,53.0946374,120.2539907,112.5958288,100.8130273,80.73920907,113.5854128,105.2074548,82.70920745,111.0996208,209.8558066,199.08182,211.6672332,206.9900841,253.7587659,252.546704,265.9400087,236.418907,147.5703582,148.8654367,140.0252274,154.2863213,138.8113088,146.7116438,152.7418881,144.9675546,10.51275775,123.158145,174.5510895,207.7648973,39.13650745,191.0195282,32.9144197,28.82274184,415.4826428,358.5674793,326.1376204,432.0025287,336.3285204,312.2412158,402.5809303,275.9282048,37.30952812,43.73427892,40.73203064,35.89960234,36.65162267,39.20923303,34.44171272,40.87255959
Chr4+32837185,LOC_Os04g55230,3.134850085,9.099457273,9.112337338,2.418432583,4.297925305,4.860267177,2.421373508,2.865391542,8.268743031,5.78046703,1.758086591,3.750694055,4.478733049,5.489017025,1.950499304,0.841010638,11.45170664,12.45144942,11.87355929,15.63207322,10.82201064,10.21659905,11.50984524,14.57758638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890206287,0.701758613,0.75718453,0.131092712,0.267381498,0.220290931,0.164348851,0.336950196,0.636193471,2.459071242,1.094687198,0.586234328,1.52235831,2.96651057,0.279055809,1.415747812,0.734093075,0.273031855,0.204941208,0.398590724,0.547568435,0.143693255,0.498419865,0.999684837,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2.001071046,1.81605694,1.966857952,5.494353268,6.710740448,4.28477709,1.638729086,0.061771408
Chr4+32842716,LOC_Os04g55230,1.53991835,2.398383213,1.990052173,1.000219145,0.535760106,1.405901102,0.025509588,1.545267114,3.151768712,2.719954802,2.499639186,3.131946259,3.135914919,3.341838592,1.9604027,2.125210156,3.01395011,6.075194403,2.972835187,1.554080246,5.205710352,2.597133478,2.255959143,2.521300398,2.395826416,1.363314061,2.198689522,2.478919897,0.49589129,1.852472202,1.394040753,1.384045631,3.216693423,4.359845381,4.847373746,6.966921186,3.951697727,5.76720083,4.765222539,6.245152566,2.786445313,1.342667383,2.071493916,3.076448721,3.176934066,3.794290971,2.615547829,1.595095075,0.113945694,0.270661209,0.788031162,0.880944345,1.10837456,0.371797991,0.282317741,0.348956845,0.257674775,0.818430802,0.668816404,0.285969491,0.670145283,1.570408271,1.320550132,0.487213549,2.122978092,0.107610677,1.357939962,2.705644905,1.761067855,0.861322701,0.799708708,1.155754165,2,2,2,2,2,2,2,2,0.460418492,1.344910001,0.345501043,0.662627247,0.353275132,0.158150894,0.049749126,0.631968752,4.469998209,9.78933693,1.435012601,2.931168542,5.864132772,4.255078378,1.966855266,5.520193838,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Chr4+33563965,LOC_Os04g56290,15.21598124,25.58549274,26.50128423,8.435552709,29.43853845,28.27697677,42.03944254,3.21671178,2.302854558,1.890134646,17.40295811,8.072899328,26.06472182,19.26941584,2.150673805,24.70895205,42.29871995,33.89622646,21.20644725,41.15193138,47.35552217,45.81766746,46.27531243,35.07276913,8.985230229,11.99346991,1.372973565,18.92238066,9.879545036,11.46854466,10.56345167,15.60477242,8.252902276,6.364969353,28.75023426,25.48102111,8.744649688,30.26148713,21.66834455,5.597893545,15.68710259,9.956252309,11.14835323,12.11908143,14.78528827,13.06444383,15.3305199,16.63889855,10.46550696,7.165921411,10.6506028,9.706821977,13.1649716,17.15498215,11.37962102,11.01576087,16.38163044,10.76144726,28.95586949,14.38903064,20.95318892,18.86162042,14.35848172,23.10212617,2.617839298,3.571554598,4.042297725,6.163884799,0.508176742,2.569581738,3.211594702,9.290235409,16.78275492,16.43023955,13.86611209,14.983995,12.81193724,14.7575194,13.81741983,11.34343124,7.878455745,6.544116622,6.052165923,6.101623107,4.663484328,6.126200965,5.451655527,5.089177804,6.121102697,30.83294216,36.0396672,1.857741789,26.30222206,2.128812223,11.34433948,19.16685685,6.821690789,0.781834723,4.672271896,14.28336034,8.297113732,8.38016525,2.049273916,4.041595613,9.854560288,19.13559042,18.52553978,26.33711187,23.18666292,18.50319866,15.85268065,21.04197125
Chr4+33558086,LOC_Os04g56290,0.942125012,2.27476203,1.562155653,1.096299268,1.836303459,2.158729794,1.116292881,1.019701572,3.722047772,3.905230774,0.09303704,5.993310736,6.457688681,9.067421154,8.142406092,6.714865234,1.441062364,1.748781644,1.247503134,2.356412408,1.668584332,5.2859782,0.128722955,0.155856404,3.232504679,1.470251316,1.52749994,2.374084309,1.019942519,2.174413446,3.339194654,2.205744323,4.313320257,4.335211164,3.584918393,3.128191248,3.874145614,4.433222997,4.044628786,3.412159083,0.501616884,0.981882632,1.469490033,0.12190042,1.413145903,1.871611175,0.194247415,1.917429885,2.374807953,1.185877435,1.207669107,2.592706519,2.426015002,1.232688393,3.719920156,3.441056906,4.121611911,0.844881761,1.66039621,1.906226413,1.328215717,3.448930278,1.564150166,3.174471676,0.853626178,1.779253184,1.733625061,1.435305755,1.813663656,0.943273309,2.042786918,1.465135439,0.188042036,3.868002841,2.810937286,0.627091213,1.595140585,0.622030864,0.463822334,2.32158718,0.379000725,0.868130911,1.470223866,1.405773789,1.205031384,0.376606615,1.671157524,1.611777389,7.383317389,15.72711375,0.610905959,5.500244251,5.793889502,18.06579107,2.009599355,2.923073058,0.291697293,0.982150487,0.483600377,0.285290075,0.954322535,0.924977556,1.197103796,0.036718624,0,0,0,0,0,0,0,0
Chr4+33563588,LOC_Os04g56290,144.8612281,169.9497413,176.8237743,165.022954,192.6768456,146.1370482,160.0757382,134.9941036,139.267827,146.2873519,154.8774526,165.6842658,183.5806821,137.2333259,171.3756184,150.5958907,99.82655195,129.1464178,113.1681822,128.2916533,148.2616545,123.0631987,131.65501,147.0262686,164.4952387,183.5096359,176.973499,166.4754561,165.7195561,178.8874429,176.9006376,178.4202816,106.1416602,107.9842027,112.7073648,107.8621426,105.6898449,105.0185938,105.6710061,96.43410959,129.757203,99.65418887,124.8230787,102.1095217,88.27401609,98.09644968,121.9441629,87.24235056,165.2494399,169.728179,161.0965582,164.7503341,172.9312571,170.0266145,153.6878375,151.328605,266.9672314,247.2737031,239.8989896,259.8923109,192.0261832,165.0049158,227.7611361,220.3983326,143.7177667,131.7772096,129.3129266,127.3407823,131.3841003,133.588333,128.3786628,139.5516654,122.7083426,137.1621509,159.77906,155.630927,145.8037152,136.2300326,150.3128305,152.8943631,74.52882387,75.24499888,70.81316569,81.34444596,77.4809949,79.5057276,66.20439334,83.35924181,92.11368847,226.9908847,10.5070113,31.74557368,30.45718106,4.905541955,67.53896354,83.36571656,94.40359526,89.62045452,73.73609962,63.78266735,64.83902074,85.22261252,43.51939954,87.28660227,329.8526224,313.7175153,293.803305,216.6438748,327.9410041,343.8547576,340.1705097,221.0456197
Chr4+33562462,LOC_Os04g56290,1.176986612,4.997932341,0.480392068,0.759510009,1.288148171,4.139010883,2.554999429,1.249541554,0,0,0,0,0,0,0,0,0.831191883,1.553708939,0.161833359,1.295094469,0.607656624,0.155306039,3.114155514,3.74196215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86963641,0.379185074,0.538588671,0.870641652,0.393164368,0.242920463,0.308700901,0.084726779,1.193037596,2.230598823,1.530991383,1.249449102,1.949795337,1.614716971,1.44600795,1.30108578,0.208003968,0.266488608,0.581630651,0.244052551,0.908072185,0.683706552,0.924374206,1.550180972,0.15655126,0.009292027,0.503877852,0.2360083,0.669794136,0.080678449,1.549118766,0.213620418,1.417558781,0.661843685,0.812475263,2.024480492,0.752552804,2.360062539,1.270673374,1.470472486,0.844684179,0.062017751,0.913762684,0.715787378,0.07227402,0.80734669,1.136849738,0.722165315,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.641782465,2.456076797,3.015104037,0.741032714,0.558909371,0.927691945,0.519421235,2.909248696
Chr4+33563429,LOC_Os04g56290,71.67288558,52.15487444,1.928510433,45.35634865,61.27390522,66.84137608,75.84455588,34.49613626,52.37216037,0.477494493,25.66552661,41.56730008,43.05718425,24.95331436,50.91205754,30.07964123,13.45299559,13.72516702,13.78098764,14.01114105,13.831757,13.7666253,13.19282653,13.10267778,5.557847995,11.34128174,7.477341771,2.176982554,1.858084308,9.945367731,4.144708102,9.251634529,0.43693911,4.624364388,3.333338338,5.679721045,2.188967441,3.103033415,5.712227575,5.523955502,2.515055143,2.808762853,4.688782689,1.738370176,9.434647334,1.610072403,2.948151112,3.457187849,8.751642233,12.16624478,12.10471108,6.990619088,3.464846717,9.052172966,6.002603263,2.235276409,9.607719863,9.101550311,14.11016159,4.726530288,14.73583894,2.791866322,12.25548437,15.93642881,7.495007036,3.945425321,4.571466849,7.023880871,5.64616361,6.088587057,5.049169078,9.117045973,5.474855791,3.011044833,1.136185068,4.683148686,1.85203439,2.55876987,6.463010479,4.786483116,0.973034731,1.391090907,1.9893311,1.109370372,2.097595243,1.470957933,1.183972584,0.765591783,1.074607794,0.162857781,0.378367309,0.232741736,0.492238456,0.32449562,0.058914336,1.387143652,2.855491233,11.16612102,7.692093651,9.141638826,2.161392773,5.438363645,6.599455356,9.504406104,35.68602848,33.97316982,31.32971862,31.86716966,33.22442099,30.79906805,32.87087523,34.86701422
Chr4+33562789,LOC_Os04g56290,0.33145738,2.385270233,4.077846105,2.931024635,5.789019509,2.197231962,0.588585673,0.575824501,0.505368313,1.230841397,0.16509575,0.838038309,0.673151585,0.859932314,1.648217261,2.556221721,1.848510641,3.623021529,0.540195579,1.226519642,0.264531845,0.497975034,2.067543641,1.439493034,0,0,0,0,0,0,0,0,1.015143484,0.339235671,1.279393731,1.590252676,0.337492078,2.02155516,0.700259102,1.824783835,1.019280388,0.890037945,0.968224563,0.400892335,0.071320702,0.575223362,0.076345574,1.356004915,0.170015367,0.239157011,0.841825968,0.528808776,0.59373788,0.780874864,0.278620405,0.263187932,0,0,0,0,0,0,0,0,1.602454488,2.428081312,1.084102341,1.943680835,0.003861314,0.349355087,2.162349765,0.845553882,7.317985045,4.225039302,5.619296253,4.4465299,2.288055077,6.002034183,3.696700559,4.182062107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869595829,2.148023393,1.134585098,0.143340556,0.08860178,1.036184072,0.970770709,1.108911291,9.124172389,8.719263838,3.33595597,4.467311774,0.176610755,2.239912683,5.646330635,3.346646633
Chr4+33564032,LOC_Os04g56290,0.791398383,1.663148477,0.648233827,0.64976342,1.279296613,3.009846637,1.452941066,1.496396346,0.106051216,0.879262568,1.501155732,1.027345336,1.592506954,3.313952274,1.349365272,0.455471552,2.17586221,0.756292439,0.428325693,0.778923946,1.123172287,0.374182533,2.567036681,3.509671006,0.170364473,0.258152044,0.160348292,1.34880724,0.250672064,0.718185362,1.083584936,0.663361444,0.323820787,3.145793502,5.306998517,0.437681999,1.931657904,4.041865474,1.946907412,2.7364059,0,0,0,0,0,0,0,0,1.248495701,2.146091775,2.027573517,2.180695298,1.947698187,2.295984251,2.085844918,0.775316088,1.473422406,2.482707579,2.514542165,6.219091234,4.123918537,6.260852007,1.614204547,2.629171734,0.443733286,0.359318051,1.042556855,0.260738333,0.027431699,0.43643029,0.637654526,1.142825835,0.109224843,2.543386565,2.401333944,2.70878397,0.71839549,2.422442264,2.644203557,2.329526518,0.083908183,0.129365883,0.289112621,0.699001322,0.244958539,0.054061928,0.120721652,0.983540385,0,0,0,0,0,0,0,0,0.193092049,0.607160144,0.61651943,0.147261621,0.171830682,0.026367975,0.116516571,0.009001368,5.085097376,3.552589299,2.250452985,6.373803607,1.27978764,3.896515953,3.312602362,4.42487845
Chr4+33563263,LOC_Os04g56290,2.126048361,1.951863063,1.130910653,1.311005619,4.589809839,1.92488628,1.185152089,1.107557342,0.81089339,0.574295527,1.862776787,1.702576465,0.777921604,0.765878462,1.005816584,0.046832264,0.385323033,0.715937084,2.221501558,0.208521528,0.316486266,0.139768634,0.661902284,0.346136598,5.306667985,2.874168087,2.480763518,6.881214463,2.928894233,1.397871218,4.714346777,8.059401292,7.192413627,2.644881438,7.441383473,6.208204255,5.952593253,7.40382857,10.84493988,7.590134381,5.821187756,5.369663019,5.650540625,8.362420484,4.327689699,2.471661873,6.670611302,7.335930668,6.409005082,10.39394965,6.97428492,7.746140748,5.743576314,6.474508805,6.619809683,6.123009221,6.19323769,5.54934843,5.654686707,5.6930853,5.639886086,6.177232252,6.520954957,5.666759485,1.238739733,0.157048605,9.390314529,3.973253729,1.725827631,5.555504406,0.616329827,2.826755825,4.339091228,7.804347421,2.818275867,8.468942221,9.637476095,10.08346873,6.073226609,1.879927095,1.782962508,2.127111184,2.560539913,2.980993992,3.040120462,2.547738924,1.975065546,2.074124852,1.983093979,0.227650215,1.116672387,1.148338067,1.59795919,1.124426193,0.080423336,0.281229182,1.708053929,2.751629301,2.993933071,2.70802944,0.992364464,4.713364007,3.204015447,4.687965867,0,0,0,0,0,0,0,0
Chr4-33649914,LOC_Os04g56450,26.39172614,42.39953084,49.7675686,47.88612623,46.96171459,17.85812067,27.16330021,27.35086905,14.68582509,3.242597327,23.88633398,18.84379909,14.3579581,11.17582103,27.39014686,22.23899626,0.675601468,4.345130908,2.303569397,3.345064781,2.868008798,5.587999265,5.115743846,5.89407067,1.476145707,2.782450561,3.930182508,1.447012256,1.21743834,2.769809473,2.892895139,4.009975696,0.000189914,0.3464038,0.005525845,1.150801505,0.591210543,0.723592799,0.601438445,0.591194496,1.327290686,2.764118349,1.74527082,2.093987224,3.087718537,0.067127061,0.400235174,2.548189872,1.094907149,0.487524856,1.800798888,0.116943854,3.888215357,2.875476019,3.613316943,2.983270364,0.974466045,0.450505425,0.439445071,0.494150709,3.441637139,4.083970087,0.374916247,1.622643394,3.153650055,3.173289451,1.807081445,3.408259596,2.269698403,2.415286036,2.761959976,2.055073191,2.206667102,3.924506647,2.267668405,2.33930777,2.107619199,2.892298333,0.782923242,2.29372299,2.0113681,2.50393303,2.740423288,3.238363236,2.721815456,2.881723791,2.23407077,3.23532731,0,0,0,0,0,0,0,0,3.404838967,2.001250251,3.411872633,6.620838303,2.916563448,8.306562509,1.909297568,4.910556602,33.19750935,37.75837238,37.39129782,33.88318639,34.19393855,35.88330486,39.00812518,28.99008953
Chr4-33649713,LOC_Os04g56450,109.3180283,172.0188968,184.9410666,86.23396431,102.0032175,71.99271157,140.1050653,111.3647031,212.7546916,172.8598452,208.2593724,229.3811863,189.3653661,173.9547374,215.4632207,203.7351601,154.247862,162.2989056,153.8970904,208.0730161,118.5553723,201.058102,209.4630308,171.2536844,88.9072176,48.60109226,74.29866222,93.61936591,103.5065639,41.90949358,7.64540143,74.00981772,87.09336913,95.38206626,93.84202174,96.61059066,81.66363393,96.82605615,97.45086408,75.52809701,97.63804643,104.009971,91.98814748,89.22033854,84.52877343,87.81649808,91.45323305,95.42515087,109.361336,97.67897718,106.1478346,109.00711,109.5150547,104.7083337,116.8293093,109.4825351,56.11384967,60.02134438,56.71175865,65.26210113,64.11836118,77.64921389,44.15387918,53.31647606,96.25647411,128.7724566,70.31614977,129.8960152,83.94630831,119.2916368,125.8296482,85.82756927,99.41148759,89.58995735,110.8460222,88.18963452,112.0078071,91.76084997,60.38671845,113.2175341,61.21809156,72.85060063,59.68407053,44.69742045,60.56565397,66.07505693,59.0159966,48.60211072,30.71393348,17.68313714,30.63170644,22.64843637,41.67743705,34.80244571,45.3927695,23.96129794,91.23164274,78.8670836,93.09587142,86.32248886,86.71299328,88.03746576,84.91552253,88.54484087,105.4879611,58.94850982,94.33171333,208.4551734,65.43314439,106.0405699,176.2559834,171.7175462
Chr4-33649263,LOC_Os04g56450,2.619861708,2.135379889,0.552726361,0.89708652,2.32977277,5.453287932,6.039727487,2.436212902,1.111098522,17.17636421,9.390312302,11.67729337,10.10172904,2.328653867,1.511991015,6.272303136,0.058866297,1.217954971,0.002330831,0.16633106,0.043901851,0.763428476,0.23596513,0.724090423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755412339,0.31910799,1.447646354,0.585886602,0.214113074,2.158895013,0.585292861,0.676312547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
Chr4-33649128,LOC_Os04g56450,9.181791987,9.762160983,6.175613366,4.755511077,7.907308697,3.917991048,0.249007711,4.02493484,10.21258677,4.503939755,4.813562081,4.005699409,3.419439096,2.534116813,7.955958394,16.37384703,11.1940265,13.26457065,17.44203026,13.86122634,19.01349488,6.570458543,3.484674796,15.86849116,1.037163048,1.063445314,0.99473065,0.769149592,1.213586196,0.144672963,0.261041515,0.75854288,0.662338728,1.674858509,0.664979447,0.886260668,0.380177595,1.119741697,0.241396465,0.275761433,1.020831367,0.848435815,1.503206649,0.220354177,1.463520824,1.619889313,0.172748143,1.353019622,0.097206506,1.377615342,0.760195839,0.096944156,0.837197274,0.307204505,0.362024274,0.770688988,1.70211822,3.181464968,3.001074244,4.819394306,4.597301553,4.208481624,0.819537966,6.335808558,1.191591759,1.260740438,0.347287534,0.392586528,0.384845505,1.722904407,0.112731986,2.169967341,1.206334201,2.834000369,2.044056775,0.389064048,2.585816902,2.98518671,0.292097765,0.034329996,0.451107653,0.484945964,1.568868063,1.109221045,0.336332674,0.438483958,0.343132473,0.743688166,0,0,0,0,0,0,0,0,0.579036323,0.499081273,0.986966686,0.121957141,0.01115659,0.092523219,0.444835493,0.105254724,10.38269544,10.43733248,13.76712562,7.299245827,18.03035032,13.20964434,16.55486751,19.71934926
Chr4-34236424,LOC_Os04g57540,34.54524248,36.28347174,48.58898878,30.31377989,45.2605713,34.65115992,48.31617564,34.10001892,82.48749949,59.16916697,116.4398605,94.3312402,32.83250255,86.91938224,94.07669204,91.71523832,123.9977933,104.8243522,70.30602276,89.42742165,129.4036542,128.0798107,106.0499003,112.1928387,25.38526248,27.25130883,28.90695267,23.38708017,21.10269159,25.27853368,32.62707245,21.06091507,39.99748691,34.72648111,45.5863896,32.36685099,38.7719097,33.20857983,22.80983418,47.59366051,71.2095568,62.92977851,61.80059156,68.36963761,57.81041011,60.01277258,58.34186314,58.06921274,58.80693947,57.37374439,56.29324621,54.26031752,56.97218093,47.23347159,49.64865619,52.9004894,50.7012115,24.30110001,37.37459274,34.65818877,50.20521543,6.39494828,35.97818054,47.36277785,201.2352569,145.7104852,159.4010452,174.8418335,145.5820355,159.4296686,94.63838392,125.4151226,37.60168342,33.56485113,37.24676859,40.42557414,36.7868806,38.83048584,34.42326937,38.57178362,38.19161647,27.03065553,44.30586523,58.48046849,42.67189034,62.23250771,32.01125152,44.5362973,203.3016766,132.0365806,227.6988497,202.1368231,93.10088345,191.0494497,164.0206033,102.0902198,46.47237432,48.18770559,43.22254161,44.87761262,48.71874579,47.99325891,44.28494944,43.04986672,30.19088363,33.09442806,18.97913842,33.80956729,28.93262681,16.08932184,5.097781797,36.99010458
Chr4-34237174,LOC_Os04g57540,0.912639296,1.224070884,4.01292546,5.039085512,1.961529375,4.719686799,5.241828471,0.987895641,0,0,0,0,0,0,0,0,0.367205586,3.604847396,0.916338977,0.091616284,1.754095838,5.205677457,0.805149117,2.226668902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.612154984,0.819404676,0.198088935,1.894725195,1.602728397,2.089624093,0.158283371,1.21827431,0,0,0,0,0,0,0,0,0.992714261,0.00853695,0.550483324,0.42645535,1.152951831,0.33653565,0.132110689,1.006805147,2.17295474,31.99778114,0.102905108,16.15605777,9.191675358,14.08688483,5.278622557,14.91007812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr4-34236637,LOC_Os04g57540,7.578955612,7.596707944,9.040555534,4.692338523,4.637754814,2.1551661,17.7538889,25.72908102,4.835798863,10.83995483,14.72400394,15.70394685,18.71788396,20.61329558,13.47484904,14.51834899,3.970507405,0.064130186,6.596981454,2.579330781,3.100987057,0.495283548,1.825413319,0.421603076,1.044749794,0.433191226,0.159172082,0.124103331,0.610867635,0.547457556,1.180521963,1.291396256,0,0,0,0,0,0,0,0,0.906244126,0.636265703,1.524022426,0.999709047,0.335795186,1.350524755,0.079074254,0.360137713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186530103,0.294386872,0.862912546,1.60024683,0.629224845,0.215805612,0.849863624,0.943724553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023024368,0.797140563,0.487606701,0.65664137,1.038656932,0.40783409,0.359685098,0.190394899,6,6,6,6,6,6,6,6
Chr4+34717203,LOC_Os04g58320,140.2208312,170.9583816,166.1354745,173.2227158,179.4523634,171.5901907,207.8706735,166.7133149,212.1629477,197.6028171,198.0606024,240.7250982,187.608634,203.2408544,208.1497703,215.6892481,50.3509904,48.71409065,47.47792358,45.54871611,45.32340328,44.02124517,49.47624456,55.5590694,146.3831881,133.5939235,137.3113865,134.7219938,148.2846433,110.4217099,128.4115535,107.5404462,56.15783138,60.96059837,49.52305339,59.29085755,46.93411449,56.19392744,45.50591506,50.22081734,87.16951192,61.65089283,67.40969994,84.23981903,72.91928965,52.29520318,74.5264906,82.02634169,114.6554841,107.8593156,99.63457229,76.042892,106.1405334,87.29597412,104.031731,121.9570682,114.700379,140.547465,124.9619475,109.7278556,130.58698,109.927892,113.0743557,136.6185476,34.40160469,26.59595773,22.32707115,21.36929566,20.30012663,34.56781399,24.91320608,27.81696704,45.53981972,39.09272144,41.74084484,50.18245743,40.38204668,35.61057417,26.71677401,51.10817395,31.90832486,15.48081953,23.77063914,23.76318278,7.109887564,28.642106,21.29435358,27.65932954,16.42026089,6.401875982,6.91547755,19.14407923,9.284300001,8.897756023,2.857553059,1.111554445,24.52135917,24.38295954,23.56577665,22.4052194,24.73755059,24.02849055,22.43881041,23.12719834,150.7513375,159.7424965,151.7652952,155.2342013,154.3654732,159.4222116,160.3008289,156.0823394
Chr4+34717019,LOC_Os04g58320,32.40797568,28.87461879,35.56310581,27.79280684,30.023691,23.71330019,24.08425869,31.22959259,18.07165825,18.93995827,18.46973844,17.91883367,17.88347019,17.26485227,18.1660615,19.16463784,8.262818476,1.585804631,4.778810008,3.094765933,9.262030014,0.088354965,12.16440521,5.211978073,1.015184581,2.027883956,3.454934687,4.393927413,0.661911263,0.885709855,2.899980938,0.697809161,0.599220599,0.062163504,2.881632911,1.233220596,2.226071581,0.671971889,2.565186301,1.269743661,1.498722468,4.501951644,1.207358864,1.252780785,0.086952681,0.271448464,0.288494804,1.583943297,2.728285307,3.794611905,4.022415091,3.088465971,1.265782568,2.380957206,1.788656597,1.186874877,0.84673203,0.822105396,1.118969653,0.527663842,0.513515038,0.016196067,0.090337997,1.379678103,0.268447847,1.473522407,1.194888706,0.912312094,0.044115355,1.194781744,1.74745497,0.901187046,2.302909804,2.134666142,1.984752578,0.112121191,1.392416908,0.894347255,2.383702395,0.807080111,0,0,0,0,0,0,0,0,0.89142711,18.56625866,11.41222368,22.44767544,12.80538552,1.539880277,16.23264758,4.400691135,0,0,0,0,0,0,0,0,5.332360656,4.14790319,18.53455964,17.40999966,12.49949954,8.510816392,17.29007157,16.38730632
Chr4+34716348,LOC_Os04g58320,9.150966395,10.56445457,10.62396862,1.98488313,8.151918446,2.221411749,9.136591903,2.800721482,1.977170983,3.279679228,0.145513649,1.234017119,3.913618079,1.606539643,0.398770163,5.126532865,2.653138051,0.026161146,1.017815735,0.479149996,1.154061918,0.305523169,2.421144677,0.521924079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218457766,0.386406046,0.205733759,0.343617936,0.550614979,0.298322565,0.634309031,0.481183599,0.185710749,0.478023077,1.52643104,0.484955511,1.301475479,0.341772683,2.404467554,1.1201475,2.213931244,0.043528915,4.718883734,1.223428669,1.40408856,5.190943003,3.066853228,1.873606865,0,0,0,0,0,0,0,0,0.322547396,0.188455071,0.016217298,0.892500883,0.422727394,0.617993807,0.950323318,0.295628795,0.244496768,0.807966662,1.266640237,0.291730482,0.190147819,0.48747839,0.141466997,0.109534198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952362771,1.580617413,1.397254764,1.454762385,2.023469414,1.617636931,2.207435526,1.405000627
