chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,husk1,husk2,husk3,husk4,husk5,husk6,husk7,anther1,anther2,anther3,anther4,anther5,anther6,anther7,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7
Chr5-27547769,LOC_Os05g48050,13.18904054,7.935631355,8.12323899,14.73487702,13.59329508,15.76278765,1.885991638,4.147188466,8.793749514,10.50546314,0.962858212,5.851117355,3.586513558,13.24629856,19.11589331,8.531110935,13.69276258,3.403526764,9.696934174,12.01816545,6.371646914,2.522872302,2.729544528,0.419858385,1.212565904,2.211464476,1.98708549,1.782755064,6.585132068,8.122735518,10.59454791,9.112499371,6.138955112,7.493081115,13.09210123,9.005034817,9.125390835,11.01536706,7.733661146,8.749875422,12.44457336,10.30236165,4.349937575,4.975489797,4.190515752,9.143959401,10.02497825,3.663880958,9.469830608,8.727731506,5.574082309,6.609013577,2.605674229,6.628239889,7.460770807,2.926627338,9.26800206,9.099483303,8.060096098,8.498696723,7.110589132,10.06275028,8.990115765,1.677363143,4.161775417,5.583321326,2.224998578,7.507943314,5.824864012,7.120872469,5.000367563,1.406227049,6.033541986,5.539091395,5.551937418,1.037827902,10.48089087,0,0,0,0,0,0,0,10.95458194,11.02409667,7.735484397,12.75018494,6.989978006,4.146448559,9.647538279,0.959913509,3.806642828,2.34488869,4.312445754,0.745244132,2.220208312,0.474074801
Chr5-27868490,LOC_Os05g48620,54.85470201,65.93085488,59.74618953,49.91731167,82.58682667,61.78876313,60.5712584,65.73022537,49.55913515,51.74057125,57.35667943,73.05035934,68.09753821,50.45611978,52.52161393,41.80459935,100.8950587,107.2746467,98.93131728,112.4039619,117.4147563,66.55005193,80.45365566,99.61001051,89.64485145,98.71247317,81.26858125,77.57856108,71.63411191,54.7313359,65.63102012,68.27607626,61.93663228,67.21316403,70.05087906,68.27866069,54.14385451,63.29521631,63.18746422,63.6876594,86.71833589,84.4742356,60.9834951,75.13633795,74.02251888,74.88683982,73.64790615,89.04591755,55.92660307,122.6602735,95.45213124,125.899894,113.8120454,102.9361076,97.75533401,155.7503432,102.127836,132.4909906,90.55071443,62.09893321,85.74172223,14.91208038,91.62704385,77.66174608,74.25211098,84.97314324,94.14000257,77.73713142,64.1186493,82.96525245,102.1482865,123.4925757,164.5447663,114.4271032,166.4172881,189.3793754,174.6969285,56.39788538,54.23254293,51.13462474,68.91672414,63.73392268,54.14476347,50.20723523,72.85414289,103.0594501,101.1501822,101.8891738,121.3362867,125.1318304,118.4793401,87.52109172,94.42471033,76.03535203,62.60001055,54.33502249,69.87833064,83.88198068
Chr5-27873238,LOC_Os05g48620,0.263220683,2.300944653,2.95389087,0.058655818,3.584515468,4.521674104,1.316944805,0.273389294,0.355630881,0.731912681,0.691342061,0.35054999,0.748607085,0.278689706,0,0,0,0,0,0,0,5.002541174,3.246590772,2.11336018,4.303420741,1.77059563,2.237513382,5.976860556,0,0,0,0,0,0,0,4.560361952,5.643176158,2.20579917,4.171059996,2.696537711,3.010132149,0.895592659,0,0,0,0,0,0,0,13.07411019,22.47287227,8.510941188,8.295296382,7.33008199,18.69435389,1.747749225,0.033195881,2.294369731,5.201955437,5.217839442,7.049141418,1.230998584,3.951271415,4.200457262,3.812756445,13.52266648,6.441326786,3.538583167,3.312618655,5.702753642,11.21278065,9.496463998,7.894041193,9.788434701,3.565420832,6.693427578,5.404881238,0,0,0,0,0,0,0,0.324102238,1.648075522,1.7547566,0.146514107,1.845661584,1.496965045,0.049844253,1,1,1,1,1,1,1
Chr5+27947971,LOC_Os05g48760,421.3558126,401.7541484,430.6816637,548.1780371,319.3748329,486.0879411,464.8876927,559.9152965,470.8692903,518.5378696,568.2925489,453.0757694,373.7508131,507.7532686,549.0364286,461.1248483,514.5052636,738.7363422,463.5112988,450.5768061,478.8266204,100.1204205,103.2612911,75.07419479,102.5495742,73.22276147,69.35247361,44.96519487,844.7263669,835.8805723,861.4409453,859.1905843,882.4541654,834.99147,886.7924474,393.8713473,542.4542748,413.6202738,402.8072185,407.5065705,254.6273988,489.9764121,294.7513439,285.0303511,349.0499037,344.8482127,271.8646473,323.3686848,324.6454661,97.20653273,115.5450208,84.69440617,101.367613,119.8666825,127.7757061,115.6934011,520.0819373,588.6658821,571.9042095,488.7232945,587.0770675,538.1946912,583.8569898,298.9271698,323.0969927,310.4337813,311.065236,324.8954973,318.9879681,265.477614,103.9066531,131.4829136,113.4229599,140.1992287,94.04199422,118.6919662,122.6149697,144.9281311,67.25969036,178.0710062,138.6258711,1.589827461,140.7776991,125.6580728,118.4269254,99.53510838,117.6263395,105.8700195,102.208027,114.2575261,146.5581632,88.65188392,92.7896175,76.81753686,84.37233902,83.57722071,93.00813421,88.75279572
Chr5+27948107,LOC_Os05g48760,2.94417677,2.236332516,3.878299783,0.887223979,1.775627169,0.975718893,3.659802263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60472079,2.639372585,3.411487236,2.284535372,0.475195165,0.850417029,5.124649762,2.337960295,0.079397583,1.59991067,0.041719177,0.293879557,0.15656227,0.702966304,0.14382293,1.211683897,0.207485244,0.220235475,0.739732749,0.13173406,0.192375546,0.518623931,0.928378894,0.348228,0.797193212,0.901624008,0.890903942,0.042026967,5.588351591,6.486126398,8.133794963,3.226726801,2.452859804,6.608734987,11.63712391,3.981534932,4.087644732,4.133434522,3.940278066,3.028837982,0.390862594,1.746739769,1.496466216,0.138998992,1.380077748,2.687837091,0.175661846,0.607216356,1.137025729,5.256265212,4.595499799,7.339586979,0.304469357,0.980943813,11.15494577,2.238110126,0,0,0,0,0,0,0,0.173034289,0.019034732,0.184584515,0.784694456,0.073254052,0.739616338,0.558938577
Chr5+29660200,LOC_Os05g51690,5.004845932,1.124478753,7.173640142,3.034266349,5.681215972,6.808380396,5.607458656,28.16741211,6.776982803,5.902532229,11.70930856,16.49075472,9.926714648,8.892410969,8.968902918,13.81584418,14.22902102,5.616278983,7.7119644,14.13476222,17.83000082,15.22550726,17.37468776,16.87928496,12.62312455,25.46348126,16.19308819,10.45169549,2.415698325,1.391275982,3.265707087,0.922220917,2.230921635,3.500841348,0.983754095,9.241474356,14.06283184,10.72281565,9.540776764,11.31132668,11.83050097,14.29524263,5.889495379,2.912041917,4.025721425,5.955932736,7.246379952,2.743776633,1.666138998,8.32726295,15.03246693,13.10673188,7.116278191,12.46337134,12.15006632,8.889967312,4.077252665,3.728190442,1.494765776,1.985935174,3.68577853,2.264745657,4.601243165,13.76514394,2.125439956,5.218266425,3.949577375,6.203785844,3.972048644,8.928321867,6.261199178,10.75716019,4.886270422,3.275642903,5.264282751,5.777824939,3.646298073,1.807797516,2.684728692,0.760711878,0.273695932,0.647516443,0.64266123,2.082416504,6.478509346,8.006561785,5.549951116,7.192347954,8.100891016,7.845265921,5.911482029,1.757090565,2.531937907,0.788119523,0.667151229,1.813518049,1.534397196,1.85179826
Chr5+29660294,LOC_Os05g51690,10.32081489,13.78792304,15.17266748,12.10921525,19.56558346,8.499140564,18.97757272,26.61233702,33.52365056,33.3094073,28.50641049,30.52994552,34.1198919,29.16743459,32.44569043,37.92801063,40.37593798,56.70193363,42.63711572,30.89596926,36.01918785,63.41189731,47.69937538,34.94217963,36.55438907,39.89738924,55.95162408,58.74228467,15.62008924,17.07874242,23.02175522,22.69939889,27.4405821,31.86609417,39.43430518,55.75093133,54.43530845,62.24571492,53.56947637,67.50616813,63.22706841,61.98751381,5.347369479,10.96841147,9.830569718,6.82658509,4.348702621,7.28663539,8.879774859,34.0790434,38.21809455,41.35118915,47.08080039,36.57615581,43.83554303,37.94643117,22.72802961,21.65422196,22.91004987,26.24168242,26.16408478,20.80531456,19.55479212,7.44886654,9.54128636,5.974475392,4.033297417,11.68518879,16.89205433,4.154106055,13.54710973,5.825901767,13.77229772,4.918097945,7.859548015,10.85910197,20.91424465,38.85647532,39.13995661,13.33505854,49.61410744,16.55490302,4.980325532,40.94369446,15.71808375,18.18231292,20.5728377,26.045973,27.08911101,17.04022264,28.87818269,8.470434276,10.33509155,9.571222263,8.827408027,8.582169746,8.66902245,8.444139496
Chr5+29659086,LOC_Os05g51690,3.313319933,2.59496074,8.298104707,2.736367275,2.141703738,3.984065701,0.03551246,9.003409826,15.83469366,12.1330816,10.19632247,14.23082845,12.93956658,14.13003025,2.419158357,9.468974984,1.648865969,6.906042956,10.83762897,4.490582877,12.17207381,11.33070252,14.35566107,16.56497041,16.18824863,14.25150269,15.96698079,18.5191396,4.331458677,0.563936754,3.184329722,4.613366065,5.763339696,1.783761704,3.694574164,9.767106758,13.18498069,7.694930319,13.22147556,6.96747628,4.762866161,8.039541569,8.725870621,5.09033154,6.869352079,6.800395031,6.877383974,6.636208672,9.034199242,30.05305829,29.90527664,31.69166296,29.27854912,31.40075436,25.08892151,29.33828051,2.90190052,3.292529701,3.109659229,3.757216252,6.818955348,6.986779069,9.045390382,3.18097715,3.52640769,3.177125295,3.544109128,2.938795506,3.052159641,4.170394962,0.029079908,2.363480544,2.418330599,1.953204122,2.964120176,2.013854498,3.056022926,0,0,0,0,0,0,0,6.852573695,2.938777765,4.225081607,9.371498497,3.413660008,7.349301305,3.161704502,0,0,0,0,0,0,0
Chr6-927343,LOC_Os06g02620,152.0924186,157.8388816,164.5273825,159.034016,145.4894002,148.2556985,151.9039237,176.6003976,246.0148421,138.3725877,148.1566356,220.3819285,211.5467314,168.758742,17.90176896,27.63843049,39.20505676,39.43113167,87.67273836,52.74796166,28.96028137,50.78417737,55.34933268,57.46621549,50.58942493,59.4805744,56.45629574,49.60512687,159.3653501,153.1607436,178.6943364,183.7366739,166.7220438,156.7753429,184.9961586,54.80090787,63.59401213,62.17036681,57.56112116,57.07750334,58.32004877,63.48281976,38.52571603,40.9791698,38.50054467,23.52710727,39.36311262,35.60758872,29.73728126,50.52423662,41.43916068,40.11124638,50.10468579,42.33448187,37.89626406,36.40348477,22.45421532,31.09744635,22.27017576,35.73965412,28.42510662,42.15975786,40.47695432,50.24019061,52.44639392,46.31720041,44.02133933,49.75929716,42.31025403,62.14591901,82.93162557,93.73787551,92.32075229,84.29914432,81.2646957,85.49660494,83.21641561,0.184642257,117.0137502,26.04110961,22.5267187,39.94982454,3.437862493,77.23721638,92.04896942,86.66137501,92.69028587,92.13946462,93.31352766,86.51970528,88.88417397,174.1647513,189.712596,182.2511326,162.4376815,183.6450749,192.5829535,153.28149
Chr6-930668,LOC_Os06g02620,0,0,0,0,0,0,0,13.86306941,3.887602384,1.331775706,0.811150332,7.56530117,3.515376941,6.989709246,0.574082576,0.504424789,1.0835973,1.119394239,0.080555218,0.281558302,0.250539846,0.557621173,0.78613892,0.087635951,0.123798539,0.617768763,1.042043716,1.147197599,1.49751993,0.479578119,1.836359346,0.847369796,0.510935534,2.210297266,0.172449628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218754368,0.817958335,0.275564313,0.066776593,0.628575612,0.321404437,0.432023594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.143928365,35.3826097,23.04211943,15.62131526,11.44332879,12.43954552,10.49476151,0.167971255,0.236558567,0.361869692,1.048566798,0.81179604,0.757285952,0.057840459,0,0,0,0,0,0,0
Chr6-931686,LOC_Os06g02620,7.423630098,7.088973478,0.597250406,0.511263268,3.214727912,1.219728283,1.073954286,0,0,0,0,0,0,0,4.491070786,3.986386564,3.45062213,3.239125976,4.928679841,3.70530446,1.059234726,0.275012255,1.117990247,0.724327805,0.983161097,1.829337747,1.24905592,1.140675954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106542875,0.555455456,0.976017924,0.105784185,0.211618203,1.409888632,0.184606799,1.070477574,1.217135461,0.288793862,1.995641363,1.984820267,1.195405495,0.64857216,0.226139562,1.805841068,0.794094424,0.947589951,0.184610427,0.830531454,0.28472334,0.273103897,0.347730627,0.586926749,0.101618038,0.382206243,0.969423811,0.968652638,2.026127386,2.911370427,2.935796448,2.55899616,2.323891118,1.538619976,2.412310696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450152806,2.070232708,2.155978265,2.562896727,2.051792136,1.468765589,2.581586643
Chr6-1207837,LOC_Os06g03200,7.160777752,0.744531267,6.537528087,0.79987477,7.206002549,2.70088262,3.793869458,0,0,0,0,0,0,0,0.218606351,2.036838697,2.521870871,3.769506195,4.40067436,2.170038414,0.786171203,2.125039512,2.909016505,1.732983793,1.593606831,3.782612613,1.489727096,1.234396021,3.20098958,7.200781218,8.935753659,1.54227464,0.917720001,3.376443672,0.462455983,0.970743256,0.33024255,2.522165263,1.32879797,0.870516591,0.202227155,0.082344495,0.647441187,0.280001003,0.134731125,2.097437542,0.189350932,1.603602778,1.689712607,0.358946886,1.317134152,0.610394562,0.064284173,0.102028391,0.414965775,1.064051606,1.536530103,0.535496741,0.984690754,2.630758252,0.157021215,2.74724335,3.055884785,0.452971248,4.846755275,2.958525272,3.007529426,2.824839745,4.355869573,1.352254501,3.376583311,2.263863951,2.846893797,3.747125061,2.105269647,3.805755872,3.518473553,0,0,0,0,0,0,0,4.687964921,1.248372655,3.643937895,0.68990503,4.957748426,5.60810285,3.939000615,1.076436571,1.661985022,2.710668934,2.56060146,2.772777081,2.98333827,2.473623143
Chr6-1206464,LOC_Os06g03200,2.945022626,5.843517509,1.132213846,5.302681752,1.679920234,3.288597445,4.215088976,1.191113843,2.56053962,0.88154517,4.351937115,0.432481642,2.908398656,2.498320624,3.098627612,4.724112822,4.250328,4.899635096,2.789897621,2.567606202,3.311956335,8.222562088,5.333054456,8.74691455,4.318986611,4.850390736,4.018051924,3.250135205,2.065799603,1.472890993,2.620138519,4.681494283,4.695931938,0.524035636,4.36811827,3.811814908,1.251943591,6.411454209,2.26752283,3.618835437,4.240852662,2.988521501,6.748612984,2.735481363,0.528917826,6.083416517,5.363366487,2.331443867,2.007423033,2,2,2,2,2,2,2,0.049940702,0.011300472,1.024390251,2.305474873,1.851452513,0.756834259,2.035165236,4.377211276,1.486368437,9.091438593,1.108787199,2.965293123,0.246412239,3.353882573,3.117323579,2.691215159,0.150847965,0.414215333,2.349764022,2.421376682,1.742069872,2.063063969,14.41115793,16.38964323,11.65506994,21.16899549,2.908027787,0.064177892,6.807738228,5.483021645,6.839114742,4.596072958,4.564357819,10.98288558,3.655581398,6.649946085,7.95526452,3.954391005,4.64204585,6.371423901,2.86063756,2.954160106
Chr6-1206411,LOC_Os06g03200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61630112,1.814518978,0.707807477,0.229766484,0.78730499,1.528362061,1.77535586,0.775595512,0.572997388,0.059499841,0.516375204,0.289103865,1.789596739,0.700753311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8523913,26.61707593,26.27486401,9.795621895,100.6686639,44.99344342,108.9615152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+2087588,LOC_Os06g04780,6.722750353,6.667620267,10.37767052,9.893588179,15.83519833,6.66186213,4.889606664,15.30327744,14.77133525,33.38570311,7.653149078,16.735215,20.98943377,4.753928124,6.891041474,2.745065316,0.591012362,3.550130192,11.89915939,4.680446679,7.780524411,0.127383945,0.417268957,0.796425924,0.11677762,0.679885767,0.391091947,0.422656017,1.591901995,0.231205418,0.364250704,1.571808198,1.430170693,2.89450382,0.261405755,3.40345572,1.021256007,0.281268925,2.851435223,2.416489016,0.938408269,3.862349631,0.061247627,1.237798448,1.578503686,1.105810019,1.206378325,0.755044338,2.197563391,0.058091109,0.714005407,1.360028723,0.05799682,1.740550609,0.971185528,0.512917564,0,0,0,0,0,0,0,0.659382249,0.193466025,1.152735973,0.882513598,0.270263734,0.896815872,0.043354086,0.209334516,0.568477473,1.298142657,1.040484175,0.812891472,1.147180221,0.61677901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Chr6+2087216,LOC_Os06g04780,312.2061286,317.9912911,327.0165671,317.6910593,327.6817684,328.8009282,348.8330899,373.2155698,209.4275945,349.8579842,235.7777857,374.6836624,306.2400758,178.9776399,176.9130523,172.1843467,179.7474499,174.805184,167.2973014,171.6653351,183.25807,28.54773344,30.84560072,35.45567695,28.43874312,31.92677388,36.05866435,32.94377365,47.32680765,47.2966373,46.71315725,46.55213074,58.64591503,54.6425175,40.97439021,62.70429017,61.43850035,58.50964721,60.78025371,61.77964888,60.28380995,60.06359182,76.94930937,88.82339094,91.6258835,88.88754991,93.480132,91.90569774,96.55609939,24.97450699,28.77297125,31.99338562,20.0549432,25.48048471,35.33956053,24.58688898,33.46835978,37.2713163,34.09902365,32.57745731,33.14450033,32.28731195,34.21875214,62.17792084,65.62669673,54.20390265,47.21314546,66.2100198,65.09790387,55.69340562,69.652626,68.23193128,76.87479506,67.5842832,81.46697292,67.85561833,76.45925609,93.24808911,102.8557969,87.88937809,107.6632262,82.76693742,88.02029283,91.94040786,75.50276236,76.92452005,71.72576914,72.2436488,74.66439106,74.59408944,69.26211331,385.3198426,582.7408236,515.8626987,387.611623,508.4368245,469.3639139,326.3106938
Chr6+2087395,LOC_Os06g04780,0.828473782,0.048569807,0.050539923,0.514064328,3.940370571,1.321385086,2.004231773,0.717419154,1.729848955,2.849956731,1.907048256,0.821257733,2.393346453,1.967464671,0.552943407,1.647196367,3.067073867,0.438329799,1.094351906,0.285957973,0.218860267,0,0,0,0,0,0,0,0.719931155,1.929345527,0.091248422,2.632484165,2.266554379,3.565751288,2.858082235,0.050519354,3.938699719,0.358494727,8.032685067,4.614155092,2.006389064,8.75495829,0.687068087,3.985752795,6.528141108,1.52300222,0.761613609,6.998278441,4.76105772,3.457469711,3.12503647,0.352890968,2.991821639,1.198171961,1.07565086,1.694421573,0,0,0,0,0,0,0,0.396545891,3.938095214,2.139479566,0.113458801,1.862329783,3.934765816,2.497356282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037258065,1.537780264,0.692812565,1.47387884,1.059738102,1.202953349,0.442170082,6.144749664,5.734901147,4.909274172,6.514198692,6.190561668,4.424656558,6.220544029
Chr6-2110917,LOC_Os06g04830,2.510831471,2.140201184,0.732115507,0.585489058,1.017546373,1.617263173,0.866109856,2.868869623,0.071507508,1.838478765,0.658931329,2.1820028,1.263938406,1.960292446,5,5,5,5,5,5,5,3.901228872,1.435269534,0.191436379,0.798790883,1.747565746,0.339752866,1.159351322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.297268567,1.607162761,1.836801353,2.411186129,2.224539369,2.370344002,0.618207421,1.319359604,0.464667191,0.499754262,0.227684973,0.018215602,0.250006755,0.772877935,0.485538762,0.658349665,0.375124935,0.344035741,1.108533637,0.557565128,0.3159543,1.016363388,0.520218754,1.970021615,3.187542686,1.790791468,1.581340841,0.021843083,4.32412095,0.57264666,0.106086193,0.759504029,1.359376833,2.027414786,1.509063911,0.116672202,0.569182802,0.341042199,1.153591423,0.292500553,0.446611248,0.467088137,7.331158965,5.773440877,3.760269219,8.761501326,4.17916649,7.996661883,0.823572073,9.172430288,12.59925539,0.520244254,10.37549993,12.25974171,0.309931465,7.117299807
Chr6-2106666,LOC_Os06g04830,2.90011605,1.964827386,2.678977611,3.839290959,4.346444074,2.153530064,5.110621091,3.013445001,2.016406212,1.207293413,1.203693444,1.149904407,0.612815535,0.14027825,0.890649863,1.243128343,8.882753676,11.27714468,4.168567932,14.48526782,1.058269905,10.86548995,1.750260765,0.937279058,13.38837132,19.06417314,11.2974699,8.276478429,2.493480057,3.14069735,2.702920655,3.203874646,3.341558196,3.362370529,2.837876086,6.619129275,8.269566637,6.897555094,7.77317316,5.825063887,7.760134749,7.966401608,26.18658844,5.143552725,15.37981264,14.80197204,21.95395424,4.439883141,14.83013702,7.824899897,3.165437559,9.90147912,10.02465201,10.80136283,2.294122132,5.889473909,9.832406989,10.42889677,8.591599934,10.40044653,2.670196654,9.619990553,8.49270263,14.8490254,19.15003079,15.36329045,17.06650101,16.19167242,16.54575194,11.06395303,70.74738555,67.71450795,77.5081504,83.10266608,85.85339437,73.63512687,76.92144575,216.0675901,225.0034361,202.2939729,34.6361324,202.5188149,179.8250427,258.6474276,10.44977952,9.970710802,9.799057557,10.84994375,11.07401465,12.09763984,12.02301727,1.304576966,1.042765223,2.009472425,1.73100144,1.004309127,1.997785403,2.55861727
Chr6-2110112,LOC_Os06g04830,55.19494117,56.95295363,45.08152357,49.56588364,55.88257445,54.61784082,48.89171777,33.60890629,10.26760018,73.43792133,47.61834687,53.92060451,43.21333859,70.99655644,15.9586027,24.65090227,26.76537747,31.31344893,14.53943065,27.22976001,23.39890167,5.969086746,6.327209643,4.924140831,6.538216834,6.052508494,7.705325954,3.67590307,0.939451117,0.428515066,0.138966461,2.056462377,1.469204845,1.847913548,0.633093017,1.774308411,1.609227179,0.313236215,2.783508548,0.993469755,3.115797574,3.681169378,3.444363071,6.730310295,4.765944959,6.997545062,1.928528008,5.020036994,3.95141449,7.921602815,8.696503982,8.226860083,8.596098263,8.888791336,8.886707274,8.039424705,3.718250751,3.089308252,1.363303663,2.435686021,3.928003571,0.165722342,1.542014411,4,4,4,4,4,4,4,8.705276434,5.899658896,1.16521721,12.09812109,7.457003813,4.934508669,6.689090667,6.558592929,8.486670485,5.26630505,13.62840748,19.02317199,31.10710741,7.047144923,16.12522376,20.47132842,16.66674989,16.24917349,15.54011472,20.09442662,21.96000693,55.31941182,41.04644693,49.03617248,36.198395,33.35228771,43.78913113,42.66632441
Chr6-2111298,LOC_Os06g04830,11.41930398,3.489898872,9.119849525,11.24986786,6.480266866,3.378174787,2.408407867,0.299085549,1.418804259,2.899950419,0.054535422,0.154643499,0.558549365,0.366241818,4.223698852,7.300596483,6.194391061,8.751640756,5.790692645,6.531245899,11.40536068,1.70805029,1.008763564,2.864199207,0.684857112,1.348608268,2.462279843,6.036604731,0,0,0,0,0,0,0,1.646303888,0.48425908,0.721572623,0.100169884,0.417795149,1.110478265,0.600757106,9.198063639,1.805628508,5.184159632,3.904856899,3.896891964,4.753045951,0.801920734,3.855971346,3.601216551,3.336614487,3.421820674,3.762907899,3.458006408,3.863055761,0.897866946,1.967898077,0.552146286,2.665474383,2.864263957,0.502513685,3.206091618,4.112983035,4.356078778,2.024912412,3.156759564,1.799422528,2.919001033,3.031205254,6.53367436,1.612277276,7.924016189,7.034909774,8.469090814,5.627593805,12.78828765,21.20032391,9.438662993,1.077033866,25.60433171,24.40221472,43.33467475,6.032872636,4.436143267,6.619161802,2.47537226,3.185174459,3.692635689,4.75511543,3.496175281,5.394192301,4.122192634,5.133692812,3.756863617,5.080219462,4.032313138,4.534730816
Chr6+2576703,LOC_Os06g05690,2.242186598,4.007645577,2.967960899,4.014182187,0.216579092,4.427328489,0.241495465,0,0,0,0,0,0,0,0.144075136,0.610607327,0.309236788,0.117960969,3.14554613,1.489495971,1.110425864,2.951900282,0.809925437,2.70454946,0.397959544,0.677770247,0.844167921,0.524492042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2090194,106.8491672,112.397751,109.865339,104.6005782,117.9914805,111.9470669,30.30138372,43.81501164,25.66386524,36.73556852,20.57002721,54.49273042,36.19499747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+2576776,LOC_Os06g05690,0,0,0,0,0,0,0,0.993967881,1.118039281,0.236936193,3.890478686,0.054363781,1.241786937,3.009366221,0,0,0,0,0,0,0,0.702158468,0.158065108,0.519453124,0.62417619,0.704960931,0.092314196,0.633421072,3.887720581,2.460452661,4.594815709,3.235489529,10.50764062,7.37918569,6.313755798,0,0,0,0,0,0,0,0.246504379,0.401443839,0.030884562,0.872445502,0.252549076,0.407942476,1.017989723,27.1893533,25.44749196,33.3768069,26.6710945,24.52305247,24.29450199,24.1792663,7.010207866,4.291137093,5.514851318,6.813328135,4.539631363,3.179636169,4.276346624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-2768731,LOC_Os06g06014,0.882417301,11.82488494,7.427316657,4.04789768,4.188174666,4.746841395,6.117378613,0.802038919,0.08907106,2.450624363,0.732584118,0.828502761,1.461007967,1.570275207,3.737857844,2.560520231,3.186132557,0.218324222,8.629625245,1.605457403,0.836577612,7.177320851,7.437428805,6.444924527,4.003305841,3.43053238,6.617258803,6.840862509,4.292569051,0.445637669,0.296694369,1.492628046,2.156565054,0.624942981,1.894284867,6.66827067,4.519633568,2.788536542,5.857942954,6.163386497,4.757264731,5.816465253,12.22710916,6.185423601,17.38482081,11.84187408,12.25170844,9.24827078,16.70849998,9.478404654,7.31969422,10.43609972,7.48112079,7.782818483,7.672766323,8.152474868,15.76413007,18.36457864,15.43252327,16.90991724,15.13452804,18.90296525,15.60664634,8.095138358,7.348799943,7.391561006,6.948540344,8.661385709,7.575990329,7.494573786,14.91042632,6.638757117,9.618947904,5.652531541,13.03361354,4.288330642,11.95221896,0,0,0,0,0,0,0,21.9351106,15.11479216,13.80583846,9.00470449,15.64192016,10.21281747,11.5476017,9.892448979,7.801677837,1.259923564,12.7612974,5.605631605,2.269586602,8.135792227
Chr6-2769009,LOC_Os06g06014,4.720033121,22.44546999,15.96569805,11.4929751,7.996310399,16.05560035,10.49495189,3.924638704,0.724368699,0.870328051,3.615776033,0.829739653,0.899957134,0.470713606,7.523045549,6.95537327,1.734816914,6.098622171,8.581778775,0.807062449,0.670896593,3.172032033,8.55917859,3.181488122,4.948816126,7.409148005,0.834132671,10.54266893,1.871963755,3.071423855,1.04917606,1.600978661,0.775455269,1.356992109,0.204872526,1.296506146,0.296504462,0.193232211,1.078233321,2.092656934,0.310538643,0.599377219,2.345901964,2.517023444,3.989715592,7.095192081,7.645720911,2.809755749,5.796483198,7.629075109,5.86976298,3.875815383,8.162528018,5.786250629,4.722515569,6.881452782,2.942508465,3.205986927,4.447683184,2.661764078,3.893468953,3.058197172,2.761308163,1.71963974,8.566544787,1.922155849,2.635342455,8.60373532,3.880979424,9.552731669,4.501199746,3.886725153,6.792422659,4.681066855,3.093345465,5.72723995,5.304295491,0.707917777,0.614635611,0.972149011,0.127724717,0.77087772,0.476076582,0.928595189,4.27388422,4.242087368,4.088250579,4.60549197,4.722950176,4.251406003,4.244703906,7.711874505,8.621514596,14.56574103,7.38268016,11.62852874,3.182591685,17.25946442
