chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,shoot1,shoot2,shoot3,shoot4,shoot5,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,husk1,husk2,husk3,husk4,husk5,anther1,anther2,anther3,anther4,anther5,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,pistil1,pistil2,pistil3,pistil4,pistil5,embryo1,embryo2,embryo3,embryo4,embryo5
Chr5+256962,LOC_Os05g01444,0.397426001,0.274160792,0.601202901,0.039167687,0.17689991,0.846115184,0.905233922,0.510821413,1.034165827,0.653109175,0.900179938,1.095939904,2.028688874,0.290683556,0.47890945,4.314420888,3.756120826,1.35719596,6.596662912,5.819198469,2.601302063,1.14971813,3.102219481,3.833386056,1.36013815,1,1,1,1,1,1,1,1,1,1,0.111155112,1.52407188,2.160204547,1.224236527,1.152155413,0.79572855,1.156311208,3.481279592,2.231966598,1.684151118,0.296996074,2.441863662,4.25490966,1.112217652,0.105582633,1.70428663,0.029837214,1.443415212,1.141589893,4.551801621,0,0,0,0,0,1.449999708,2.642883135,0.735837618,2.702446204,0.782200621,1.780586085,2.873852317,4.322765141,3.735994096,1.008747667
Chr5+256928,LOC_Os05g01444,1.265382254,3.131961556,0.409959373,1.077873349,1.061752336,2.741367005,1.08394154,5.776545315,8.902733408,4.212424933,0.729862417,0.248349488,0.761299165,0.657189638,1.079573017,2.015544489,2.675822527,3.718616344,1.858731743,6.022660156,3.36395405,6.071016183,5.513619095,4.831901653,2.293305017,1.813295602,0.692666907,1.14981317,0.307762099,0.233666837,0.690734389,1.458941465,1.451266878,0.707633501,0.025178099,0.888690147,0.983577372,1.198373098,0.154451012,1.128390513,0.037957046,0.686356266,0.010627383,0.963797882,0.129307992,0.42018132,0.630825946,0.490928242,0.278115115,0.396575369,0.648873664,2.000106068,3.009723613,2.00735424,7.320350651,0.752442711,0.518529379,0.084560323,2.156081481,1.895765059,0.222179812,1.341222056,1.307531227,0.263961046,2.448842534,0,0,0,0,0
Chr5+258397,LOC_Os05g01444,21.6648918,18.49616005,6.345074256,16.25372146,11.33665567,3.787876627,6.369111981,40.3187916,32.58264778,17.28734383,285.5499877,172.9070719,271.3496372,308.4614107,240.6310992,1.085350261,3.878828911,0.038933715,0.408795086,1.952989181,0.831220697,0.000968388,0.030347369,0.279382614,1.465057903,3.728287283,3.508077295,3.450853855,4.828020177,4.387538014,0.532706602,0.926219648,0.141928414,0.245012938,1.269768654,1.467879894,1.478871595,2.044789806,1.167756478,1.007876328,21.5516787,21.27550901,15.97809777,16.37355858,18.90367225,2.282534565,1.592909136,2.785701915,2.389362541,2.486337783,3.129430771,2.114213948,3.767556337,1.53342059,2.270627658,0.39335938,1.549864918,1.727412547,0.184366231,0.129357935,0,0,0,0,0,2.013769621,2.129221026,1.908450159,1.477662488,2.776720412
Chr5-516922,LOC_Os05g01910,137.6952137,138.9346741,170.9500948,139.428643,146.8080566,105.7355691,109.8661226,106.9685146,114.6072758,110.7260276,75.02083563,61.67046603,69.44991244,62.44700891,75.12364126,16.90576552,27.14707193,30.23066513,25.08729806,19.67742228,2.399928985,18.38144017,1.521624202,16.37337869,6.629263045,13.99217854,9.302597466,7.818777393,10.24323611,11.78263439,17.27594654,18.40285925,17.695612,23.17577908,22.74420928,94.99448942,91.13887972,73.53760404,72.72814488,60.11694783,72.94713661,61.87135048,65.67429163,76.47357838,48.75277747,41.01652366,35.6840542,34.51922415,45.78148312,26.57736512,30.23169647,43.12557512,58.75695324,36.42350304,29.61077783,21.13782837,28.49508432,37.85991508,22.2555475,15.12913978,126.9118769,131.9363263,140.4931837,134.9094922,135.7001528,236.4554785,211.1945792,199.7023979,164.1865401,164.9446807
Chr5-517243,LOC_Os05g01910,2.401633564,6.055105553,6.321684078,4.745270065,5.318446668,0,0,0,0,0,1.45854001,1.754618596,1.280778189,1.144105169,0.711269115,2.040777157,2.601100131,1.872720287,1.082222277,1.706707547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.862411761,1.072372372,0.642997651,1.06184185,0.981199666,0.037054488,0.142612285,2.056874776,0.587256951,0.456591615,9.091529915,12.02965801,5.399829951,7.632195971,0.878047074,2.57544033,2.920310827,0.184526454,0.004546757,5.735959842,0,0,0,0,0,1,1,1,1,1,8.901923643,5.577509276,30.45966571,35.17688517,10.66060925
Chr5-993301,LOC_Os05g02760,36.18749863,38.23834808,39.73107191,33.29695312,38.984321,31.71883846,15.02628526,26.75524259,16.93643139,43.25726337,67.40117984,68.55795207,73.13998825,69.98861051,65.30689159,0.894790641,0.732997244,0.07948381,0.640050329,0.335426716,0.455773781,2.545525213,0.028897835,1.663121111,3.02545105,3.360752413,3.90650015,2.474456711,2.281989488,1.784970184,8.627105407,8.725448867,6.963275567,7.204479323,9.902588497,13.01480699,12.54120713,20.07743418,22.37146352,8.171143005,1707.390048,1870.377467,1331.214891,1584.356142,1308.319854,24.44058258,9.825413049,31.89510949,8.587293381,3.414843869,44.12413947,47.49332276,48.91761569,56.25453655,38.85070108,2.743214349,2.585034033,8.860568571,13.96604356,10.91744732,15.76058082,17.49574169,16.96644701,16.27991761,15.09914772,0.641994339,0.373850219,1.948978047,4.132908232,3.453002498
Chr5-992728,LOC_Os05g02760,2.341211639,6.581776937,6.298858565,3.951234237,10.29926704,0.470327163,1.777461972,0.043070816,2.522763645,1.328009291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.386143596,3.353257981,5.553166516,4.404650385,4.943555582,0,0,0,0,0,0.251316694,0.368801089,3.364341763,0.086292261,0.836434479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-1521680,LOC_Os05g03590,0.475129236,4.393167465,6.691337673,1.801420022,4.500940305,0.543809015,0.270911181,0.683959148,0.355419049,0.337372038,2.618198262,1.007609163,1.762060146,2.382449311,1.372167295,12.87196377,10.2220747,15.50859173,9.447747248,8.138086386,9.958461736,16.0336239,20.71161857,12.66791105,10.21540261,0.358338901,2.775754553,0.060064322,0.763397162,0.152276303,24.54250914,6.052261634,18.49736117,19.19136992,10.61244218,24.0065748,22.76714174,24.07141408,27.38197402,17.79810422,59.48179555,79.39636758,75.00256365,46.52645075,73.96895433,64.24107879,48.59509743,63.40620445,36.81423169,56.97136923,24.65627867,21.343657,19.59917442,17.44031997,14.11567431,7.783114044,13.90129552,25.77159512,33.68569273,19.2222904,3.429717691,5.496891032,7.844506271,6.405588816,6.45242984,2.013974138,2.454661703,3.811252005,1.847597081,2.182270509
Chr5-1521826,LOC_Os05g03590,1.520295686,2.329657265,1.088095986,0.474515713,3.494527076,0,0,0,0,0,8.321374351,5.890686446,7.848825659,2.604244067,3.240553622,56.02139612,70.89175091,51.71280648,40.07320722,48.68205779,56.4429459,60.85905838,30.17410713,42.40789887,41.36645792,12.59648631,9.744770349,13.92188732,13.15406764,13.05126296,97.28733455,97.84180182,99.84651034,95.66097787,82.33814434,193.6516629,148.9654549,192.1383419,146.1982828,140.1731022,599.1752352,511.603105,442.8657297,603.974715,529.1752361,196.7181216,137.6072818,137.6321393,229.3426032,209.9171131,52.46715019,52.26678151,69.77281449,62.00458107,58.82722429,8.456372379,18.56311782,16.47968128,12.99678651,113.4337029,17.41135764,14.49638036,19.32263014,11.57691771,12.35519129,3.446535744,3.458870238,4.071680415,2.14146303,2.664347444
Chr5-2128874,LOC_Os05g04570,0.668377777,1.277592698,2.674773929,0.510791443,1.304344087,0.143604422,0.432051825,0.279946842,0.355907965,0.376116407,0.644572375,1.546872552,4.298637385,2.492753111,2.339283519,1.875366764,3.474910819,2.632531925,3.272123474,0.508186906,1.690258675,6.664357849,5.750014244,8.063265088,18.17739235,1.563016521,1.653419395,2.398586207,1.131634646,3.067575403,1.268638982,0.033387031,1.04348324,1.809242164,0.25128903,0.120626116,1.064011817,1.038863199,2.929172302,1.650880297,1,1,1,1,1,0.623679231,1.066144826,0.900749247,1.019150934,1.203621739,1.411449855,0.19825682,0.899295826,0.982753232,0.800399259,4.983976671,7.408164556,0.949497141,8.197460873,4.154098107,0.727118251,1.325373381,0.689936516,0.170293272,0.537897063,0.140005926,1.43202244,1.876194612,0.068867641,1.728907357
Chr5-2131066,LOC_Os05g04570,0,0,0,0,0,0.460737388,0.187566329,0.223416051,0.486806104,0.974333562,2.918843014,4.158889132,2.348419674,1.889999178,2.569141623,2.396062351,2.469300444,3.573170863,2.547384647,3.721164123,4.54776052,0.769582713,5.214745552,4.549936677,0.272086648,0.125411299,2.35543168,2.164199903,1.136283353,2.912833072,0.743017734,0.661541749,0.379920058,0.433493785,0.48789091,3.159867871,1.917052785,3.060623183,2.894097263,2.429971453,1.484654742,0.894921489,2.101148585,2.065501547,1.436491557,1.327605231,1.034107867,0.490691292,0.634711055,0.746345352,0.032547615,0.670048517,1.841725274,0.022657289,1.743626992,1.270878836,1.076519373,4.441401987,1.203549368,0.47742288,0.659330942,0.81895435,0.469616345,1.036725609,0.253659888,2.269961501,2.339636892,1.785051231,1.098225519,2.223386138
Chr5-2131144,LOC_Os05g04570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272627841,4.099422834,3.380794194,1.906006798,1.624397826,6.779621409,9.65709253,9.261975883,2.832081603,8.572054314,12.29140647,4.287074639,9.283550585,4.012557359,5.918072042,14.70886299,7.770810512,8.220052178,2.860996913,14.97094905,5.873816369,3.599295498,1.03045002,4.980841486,1.918720031,1,1,1,1,1,3.842076937,9.891217941,11.54700619,6.654365019,8.31452886,0.646337796,0.543500852,1.48768284,0.522264558,1.339294118,15.63832334,0.28554097,18.46066447,9.959064167,23.49226938,0.368976969,0.631365697,0.303382949,1.223944954,1.284762789,0,0,0,0,0
Chr5+2173469,LOC_Os05g04620,30.00409847,131.0397044,286.5166065,346.1260546,351.0786562,306.4071199,26.25534701,176.7484171,478.5207798,237.7137005,102.4176815,197.9036881,24.67078437,153.7130529,193.685975,50.98291204,22.61924934,90.96337867,61.54872454,50.25235932,209.7421154,169.054753,624.471328,255.3799069,88.05601154,233.7732648,269.9374389,228.4803006,314.5680006,200.7381487,130.7444741,180.056824,145.1727196,200.1754202,134.6160674,17.36796308,18.25062142,20.31905252,18.57106562,16.66207854,24.33737989,25.16579191,28.78198749,34.86031426,26.30843335,66.92637507,69.61655759,109.9815276,123.3564489,83.97983544,25.21187962,34.83768071,12.70962874,19.66337464,36.63158512,51.79706247,13.54968211,88.36928605,22.76341171,59.75476531,42.91683376,87.96462992,116.7168245,122.8445212,119.4588031,183.7326887,187.6571407,229.3906266,152.3224364,125.5914772
Chr5+2173418,LOC_Os05g04620,3.929873895,13.53445326,11.47958682,15.00017652,26.54785507,35.37208302,33.00846513,16.91509008,16.31878738,23.39189362,0.814239115,1.193974899,0.235046194,0.551749293,1.829666691,9.727068259,3.941423421,3.073704924,15.47707346,6.168450383,6.175160776,1.981305525,3.73798839,12.35763363,1.354706794,5.368989224,3.916644247,5.922504077,5.702458329,5.416379946,2.171030479,2.610350578,2.10454933,3.073159481,1.915968095,0.391669931,0.183141456,0.949683051,2.066365667,4.487062253,1.849688658,2.373410117,1.463100097,0.88898616,1.369109431,17.56053232,12.99247007,17.68787115,12.52805652,18.46548219,2.09666432,0.262837739,0.657484838,1.731408037,1.600793662,24.98294091,38.79713323,38.62145644,34.15143883,2.72280386,3.530354738,3.594133291,1.303301178,4.706774072,2.967676026,4.90622136,9.980101426,11.53377849,7.934156636,9.442270511
Chr5+2172953,LOC_Os05g04620,3.126344028,2.960748558,3.061449529,2.776669386,3.172182374,9.699719823,4.465904805,7.726059508,1.154324544,1.237456281,0,0,0,0,0,0,0,0,0,0,7.892794085,4.711217734,2.889486425,6.537633382,1.153110365,0.461550076,0.173624366,0.163285655,0.069533232,0.217935213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231244573,0.401475679,1.199584542,1.04135474,0.049808284,7.568219433,7.018133954,4.119255239,6.107163166,8.609896385,0.177220548,3.129049261,0.460671054,0.388299212,4.998948727,0,0,0,0,0,0,0,0,0,0
Chr5+2174185,LOC_Os05g04620,564.7723907,582.6389401,528.0070064,554.1724518,637.9119897,683.371553,590.7220626,660.9498632,683.7930987,684.9258524,210.5522042,221.7446,206.616516,186.3363863,243.3617042,215.6752123,246.318092,240.3387419,288.8097351,269.9939322,1239.315447,1052.091483,1072.867771,1130.458414,1052.860022,958.1525991,892.4329556,1021.692087,822.3043481,1155.652989,590.9204065,637.0348524,650.4330254,573.4125766,630.7467414,86.77928083,69.30377991,66.36024711,65.49935071,91.68911837,121.9092022,149.7594594,171.2110972,147.5208567,114.3896939,301.4251324,244.4995069,281.8820388,267.7271602,292.4655116,258.8745051,229.027758,254.4634342,249.7386445,255.5631568,360.8039956,486.0302797,467.3734948,502.5987541,713.7516184,214.8191489,199.2208441,229.4473639,207.4353093,192.8319007,1501.691018,1658.071451,1563.172976,1440.944398,1511.427343
Chr5+2733659,LOC_Os05g05480,189.3170487,129.902445,157.9878192,141.5131249,79.58092766,192.3591806,107.1383303,136.8078231,194.0195935,169.1644938,53.87679951,92.11946846,45.61130137,59.44723478,68.47010948,530.4693181,510.3407222,521.3322072,502.2930279,515.7417595,90.79195042,89.13061742,85.49027417,81.41048616,86.02921555,174.6244735,210.2309648,169.6169018,223.6349867,149.8618835,103.2363295,117.6542813,107.6192271,84.53329193,124.9371499,41.93419039,41.6182025,58.70096749,36.21112736,27.12193507,8.510632799,15.70693445,12.35941125,9.417464306,13.42164079,44.17710425,48.84487131,69.17066728,47.80560264,65.25434123,25.87387571,21.57976504,27.8799109,29.75329754,20.40331549,49.59129699,21.13168506,9.420214224,21.51762915,35.06998127,60.78493081,60.09671815,60.1865004,54.10528563,63.54948626,77.9079962,53.34965531,62.03386879,62.21293429,66.67402592
Chr5+2733550,LOC_Os05g05480,1.480438357,12.20915179,8.333492965,1.66665094,11.36567437,33.57239793,2.250437522,0.260863978,3.885547737,12.22779242,0,0,0,0,0,0.661417252,0.939480439,0.479528403,0.223429527,0.160429797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110545501,4.836882237,5.462068202,4.728791068,6.893581433
Chr5-2834136,LOC_Os05g05700,15.17727107,18.04269357,18.27445865,2.077231181,13.32573462,14.27167878,15.83443554,15.2663551,13.281696,14.07714241,15.80113738,14.48435108,9.611544607,10.23338677,7.721878613,19.53932879,21.657702,19.99627282,20.09635697,21.00083951,18.40471823,18.94356246,18.992417,18.2466027,18.78024201,15.8175243,13.94993763,17.44095179,16.22548298,11.25437593,39.67708274,13.40458641,26.17386345,26.29924115,14.91444561,23.44473583,24.64760687,31.3164868,19.4677653,25.06431746,17.47056272,19.63093504,24.41393184,20.81345822,29.13413272,4.000190699,7.519022915,8.317192966,9.051165297,6.741292346,14.94811485,18.04631359,19.67890236,24.93710255,12.81743562,0,0,0,0,0,13.6706622,11.61663613,10.21548871,16.93697733,16.56351946,22.432893,20.72552669,19.6278131,20.62978526,22.06294165
Chr5-2833991,LOC_Os05g05700,6.28624556,19.07229616,7.224752358,9.263306866,0.719816819,4.066237339,7.628840045,7.555635231,4.640327484,3.409238001,0.582276721,1.690487997,2.967392381,0.80777506,2.599851925,1.451180428,1.82946259,2.298775104,1.311228197,1.282572635,3.562160058,3.876289073,0.382316781,0.60457672,3.506400862,0.676096193,3.379926622,1.515616013,3.601785703,3.203702293,0.997575852,1.404517644,2.817074134,0.091592746,0.349075366,3.563510102,3.228894304,2.80330609,2.578374037,2.767367637,2.763349905,2.499739045,0.506981612,1.026762532,2.587706045,0.577521678,0.926497118,1.171714955,1.306111745,2.548117046,1.901536252,2.713400315,3.723782372,1.5642024,2.042243116,46.24093846,58.17234595,34.03374918,23.08860466,29.65857013,0.278810045,0.421719414,0.155479781,0.004597811,0.883905681,0,0,0,0,0
Chr5-2834199,LOC_Os05g05700,655.3766135,575.8669615,634.9250195,645.3066244,639.2724204,588.8654173,552.8958928,563.2060182,571.4779927,526.7870444,395.3304294,458.94281,418.0889264,392.682415,384.9071482,230.3971171,265.8417474,255.6177286,231.7625465,255.376467,375.9334436,425.5967872,421.5018548,372.95012,361.0224936,542.2536018,517.4635261,530.1604443,522.0252157,538.6259249,516.9292714,532.5262428,596.6978763,579.5809595,584.5409151,283.6873214,300.6341312,297.3604573,305.6634068,274.0192384,387.7870421,367.5301816,358.8319943,350.4486765,355.1800265,321.6545907,437.8409669,378.4300744,371.4346599,457.539255,431.7627537,426.3951203,422.8986828,437.2963043,427.7861764,367.6073725,256.5433681,428.3754271,199.0325368,262.2165126,639.8237939,577.3760873,689.1448688,656.6092864,648.4118939,752.9028878,923.5092595,697.173653,602.1380351,770.0589225
Chr5+4105739,LOC_Os05g07640,61.77984954,30.00169239,75.52068922,51.34849195,71.07904535,62.75093202,59.42867232,63.96757871,40.12746406,45.27228988,88.47872529,55.96938508,75.9031455,78.21832176,85.46123672,72.75304306,117.54685,41.05811353,71.03080821,86.82169392,64.97735079,84.60012458,73.50703961,86.07131975,67.4559703,74.50294491,62.56827678,51.97282508,48.40791649,57.27436339,62.4446096,43.50557873,57.9489648,58.86037095,53.08487806,118.8456604,121.7209016,132.1935412,106.51435,136.9194365,66.70645357,71.9422166,72.00175351,70.00827718,76.73271519,69.45523181,85.48803805,83.34519198,121.1657174,114.3591861,93.95770577,91.63858354,98.28590026,97.5069672,101.3242061,31.98260616,50.30896729,29.84043996,71.59066713,45.94949321,71.65147947,61.02599812,73.14204091,69.98932619,54.74784044,119.2139494,92.23674176,92.95987608,107.2584743,114.1183471
Chr5+4105902,LOC_Os05g07640,5.170023083,0.711736895,1.975766358,3.343050132,5.397660421,2.338881861,4.651432029,0.635249558,3.720191822,3.651165224,10.44290247,13.43007564,13.88576897,24.52893374,7.73472032,10.59256147,27.11362038,32.60656192,20.12999689,26.86278692,23.78077488,16.85755614,23.35263854,15.00461573,14.26292828,9.411540772,7.199195428,17.81089552,15.03015556,16.49945932,16.07676868,17.33690267,17.39672054,12.92250653,15.24204355,43.44144198,33.27897291,38.05607525,27.20800009,30.69670672,16.00971938,18.22027016,12.57099702,15.13491685,16.73817513,17.61773153,10.85249182,5.877299917,8.432706162,1.085408424,16.95236715,22.01252302,12.65823703,16.84400751,21.91554718,58.30618727,32.8164485,63.06291064,42.1551784,48.58157061,14.31208838,15.10552721,13.68241166,9.739375697,12.0226837,4.225292931,4.21446925,5.538496789,3.787569769,0.016479245
Chr5-4317931,LOC_Os05g07980,2.732292073,0.964154226,2.109777095,1.073572893,4.54703351,0.931766639,0.889063489,1.642835481,0.002096111,4.045018484,3.530701844,3.391702233,0.135108282,6.247923372,7.610586148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554467643,0.472491157,0.534916652,1.368193278,0.787011933,2.860443314,1.735391947,0.027451699,0.778812372,3.965627236,1.187180808,2.045439862,2.061585394,2.330165803,0.964327815,4.12222734,2.507846561,3.413884908,0.202231216,3.738042846,4,4,4,4,4,0,0,0,0,0,1.928209016,4.607254918,3.942746133,4.048228649,3.193742659,1,1,1,1,1
Chr5-4321862,LOC_Os05g07980,7.865996146,2.409477606,6.726658257,2.865497708,1.860259945,0.769375115,0.355598478,0.382409387,0.208397285,0.56682561,0.235145547,1.587255758,0.036016574,2.590392553,0.997727102,0.909942263,0.468712723,0.203922079,0.267882551,0.208890986,0.32788996,1.501493515,1.104276503,1.312137966,0.135040959,0.480570572,2.017700873,6.962790811,2.09655476,3.31182861,0.266201998,0.193036147,0.065996567,0.901275313,1.136721206,1.438303439,2.744072269,0.1236953,2.303741663,3.506557936,0.663124503,0.192768478,0.063620303,1.45285401,5.203401777,2.937857264,0.61122073,1.637627024,0.242834834,1.865247338,0.423821621,0.817372216,1.279592549,0.057853446,1.044261122,2.690266493,7.788103561,9.369207904,20.6683053,3.400192473,0.836529338,0.268583362,0.116018993,1.171762954,1.422134157,0,0,0,0,0
Chr5+4560816,LOC_Os05g08360,11.02054679,9.058950164,17.34426408,5.201099337,12.93288443,12.37338683,4.283507762,4.180672631,7.679914785,8.795886088,1.032956641,8.301629518,6.728203321,2.553138685,0.876298553,0.556039346,0.781048992,1.219235114,0.301192989,0.72041309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.6249237,114.3081133,103.3001662,94.06598636,55.92044275
Chr5+4562425,LOC_Os05g08360,379.2721785,422.0964835,369.2895806,390.5263586,346.3530502,243.9904812,227.3139571,316.9193207,270.1414525,349.8860322,286.2673635,286.0497722,412.0097263,419.0017029,277.2687861,95.29494725,87.8573092,84.57450797,100.4633899,97.2991107,12.87542982,16.03415552,28.3588595,3.693970255,28.59094794,61.11929776,33.10149854,44.12738773,56.55851695,27.57292659,69.83428797,60.51786097,63.63823031,81.79586172,67.51945505,450.9731205,504.7612735,552.8524483,467.4282039,475.7668692,264.8138294,325.1354376,358.6510874,292.9817314,304.3118402,286.7897585,237.4052239,246.1894014,162.2134425,165.8852334,108.7938939,110.281512,107.0364648,117.981815,120.593345,113.053492,209.3114288,71.31144705,457.5907686,13.43048845,436.4982974,407.7060067,443.2393744,419.6267372,415.1391053,810.96276,784.8122145,758.8835635,803.4425638,796.7827802
Chr5-5628756,LOC_Os05g10310,0,0,0,0,0,0.995788625,0.443975543,2.247547355,0.572054573,3.344235394,0,0,0,0,0,36.99579817,41.13383415,43.30497579,48.3343059,41.8257041,145.1569735,353.716687,260.8853698,313.9570315,318.0784168,381.8637873,432.0650231,414.755961,518.6868241,484.3811371,484.1478596,463.5045505,478.4082712,473.9769642,466.5377244,0.005627661,0.918943326,0.085005787,0.026194175,0.911219127,20.01265281,16.29657924,12.59059212,14.68883269,12.33898493,23.74490316,34.89836051,0.051858021,48.22307732,27.6799527,7.260494641,0.518374251,4.741069529,3.063045993,3.139973984,243.8641385,29.94619568,233.4020292,111.4750132,63.84281365,2.419645081,4.996183822,0.930727012,4.196501274,3.859802306,0,0,0,0,0
Chr5-5630619,LOC_Os05g10310,0,0,0,0,0,1.093725529,0.696040078,1.919665892,0.455363576,0.582531011,0,0,0,0,0,0.922096753,0.035022447,1.368462846,0.374604402,0.178364789,0.927137787,15.78283953,13.82501445,8.266108738,9.383068926,4.393390874,11.74014642,4.404145028,2.039055871,4.3571606,26.67311373,21.44329733,22.88620113,20.07985666,26.08460663,0.246511727,0.275846513,0.051403853,0.83741692,0.508191114,0.769148253,0.500748441,1.308533309,0.993455345,1.151284192,0.275050066,2.514108855,1.350841459,1.395346856,0.440001723,0,0,0,0,0,1.776010652,5.278466885,3.731426032,1.081021537,1.581452957,0,0,0,0,0,0,0,0,0,0
Chr5-5630833,LOC_Os05g10310,0,0,0,0,0,0.944514207,0.268514444,0.470139971,0.113540724,1.034493724,0,0,0,0,0,2.005739678,7.664230225,2.341610201,2.36114095,3.247785673,14.0146192,15.45998713,11.96388845,10.78291849,4.714121535,10.95592393,5.779233311,6.772384378,6.829698652,8.539504368,41.15093907,38.2046938,26.64204919,45.16857184,59.30817726,0,0,0,0,0,1.757462809,2.028715986,2.316713987,1.222963362,3.042796416,1.342763599,3.689472181,3.862239494,2.837909909,2.114076544,0,0,0,0,0,6.409465158,28.27376403,3.502722639,5.885543823,53.03480882,0.069945325,0.213231832,0.893327703,0.207954546,1.138571194,0,0,0,0,0
Chr5+7065935,LOC_Os05g12300,0.975767773,0.828707333,1.155600847,0.383474466,0.712251507,4.397020563,0.981533633,0.894516629,4.36338537,1.925447907,12.76478736,11.88394977,16.90726018,16.44276829,14.22121742,45.97835001,37.48862029,38.41082455,44.4612843,35.56356935,27.88517612,27.57280067,8.542937759,8.45635428,12.55593009,23.10589365,7.759824579,18.41330151,1.941089016,11.1646271,12.79684692,22.26150812,20.79759083,16.63249148,13.08888836,19.19807244,18.71630364,25.46215315,18.46989334,20.45161548,17.03469733,17.60223357,19.08978812,16.16708894,12.42343195,24.62197411,42.59012375,36.59687528,25.82428155,38.50007636,12.79537004,6.563826219,8.588086383,9.110055367,7.532344055,0.207035901,4.025908588,1.079086742,4.664973522,5.293345558,31.63098958,21.15253827,25.96675599,27.47817098,27.21650836,4.662749548,7.266248363,3.719903638,6.482326103,6.945837908
Chr5+7066129,LOC_Os05g12300,13.2091676,4.294668095,14.40489821,11.26605849,7.619599889,6.949479138,1.398483149,17.1301686,6.708293227,8.449019951,10.16771808,13.35534037,10.40851339,11.53797689,10.18151413,13.59121732,10.53104831,13.50870632,13.11987376,10.86682658,6.084734019,7.643935862,7.061196895,9.173261081,5.24337494,5,5,5,5,5,4.866581583,7.260960283,8.918385139,7.380669769,8.088299184,9.416350455,2.946175726,9.369594546,11.98425908,9.197012389,1.807701614,0.029831298,4.042240753,1.649862876,3.455814684,17.03187581,17.80301781,14.22467331,12.01727233,16.43662254,6.670628114,5.987522725,6.154634017,7.636387166,7.118388397,0,0,0,0,0,5.318381305,5.466933488,6.439401579,4.338803318,6.165261612,7.278121505,8.975602539,7.960797426,4.240553844,10.27092902
Chr5+7065727,LOC_Os05g12300,3.374829066,5.839214503,6.333150374,7.759441014,1.974927531,6.498110805,3.690150265,2.973089386,2.908740804,5.624304332,4.936515264,1.597974328,4.161344953,2.005012357,2.235905097,5.273056766,5.722426397,5.548352199,5.056980044,4.694668958,6.873915041,13.97619218,11.01858341,14.73728155,7.598652609,13.53249605,13.99510434,13.30062747,13.69062718,13.25253175,8.584806021,11.22066956,9.264901495,7.431564113,6.523392604,1.659695325,1.366827356,1.845593993,1.495168619,1.993611471,2.444430241,4.178916926,4.111752117,2.432481797,6.865426025,7.425927642,6.527707679,7.685878657,2.834594737,10.82050555,4.364190855,4.043912676,4.100244058,3.667816224,3.186541656,6.846904125,6.201262224,6.475984723,5.335447525,6.378427126,6.434681785,6.308749836,7.548381454,7.001402468,5.80894869,5.906255377,3.159288287,4.436940563,13.31996434,11.63706244
Chr5-7219296,LOC_Os05g12580,14.27254244,10.11911286,9.583481427,24.87996965,10.95763124,37.99481201,20.32399426,36.99090296,8.332351749,24.38056886,91.60659705,66.89793428,77.76854985,64.4613968,53.12066533,186.1324961,184.710065,185.8282488,206.1056958,181.8013492,0,0,0,0,0,2.822063868,2.4616708,2.020709831,3.64826331,0.771219873,0.902478777,1.320594427,1.004978802,2.01841693,1.373494565,251.8823732,308.9523596,248.4954639,302.0125658,258.2137092,46.44796335,44.57142783,41.68046096,43.85444256,41.93294466,2.559926282,12.05729877,5.568956424,9.677698535,10.8710563,5.438239444,5.734124514,9.078032958,3.353366586,7.352109909,171.2395353,425.7672813,385.0627735,330.0996042,461.9186051,48.69947973,35.27703372,23.05665408,27.67128024,34.75122523,0,0,0,0,0
