chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,shoot1,shoot2,shoot3,leaf_60days1,leaf_60days2,leaf_60days3
Chr4+19418720,LOC_Os04g32370,17,15,12,22,18,21,27,21,24,67,65,69
Chr4+19677678,LOC_Os04g32650,0,0,0,5,0,9,1,1,1,0,0,0
Chr4+19682169,LOC_Os04g32650,3,2,9,2,2,1,28,36,37,56,49,48
Chr4+19682000,LOC_Os04g32650,71,66,65,74,72,80,159,160,160,228,214,215
Chr4+19693301,LOC_Os04g32670,89,98,96,161,179,143,69,79,61,107,124,114
Chr4+19694653,LOC_Os04g32670,6,9,13,9,1,5,1,1,1,1,0,1
Chr4-20046676,LOC_Os04g33110,11,14,12,1,1,3,0,0,0,2,1,2
Chr4-20045934,LOC_Os04g33110,421,461,416,598,605,493,1558,1321,1568,2343,2464,2168
Chr4-20124695,LOC_Os04g33280,10,45,4,22,20,16,29,16,20,88,99,92
Chr4-20124949,LOC_Os04g33280,1,7,7,9,8,9,0,0,1,3,4,2
Chr4-20125077,LOC_Os04g33280,84,87,89,86,57,111,80,70,83,121,124,106
Chr4+20872624,LOC_Os04g34450,5,3,13,13,5,4,0,0,0,1,0,0
Chr4+20872284,LOC_Os04g34450,229,227,248,238,228,147,138,124,138,100,89,97
Chr4+20865574,LOC_Os04g34450,4,0,1,3,3,4,0,1,1,0,0,0
Chr4+21268294,LOC_Os04g34984,1,12,3,3,6,9,0,4,3,1,2,1
Chr4+21268742,LOC_Os04g34984,12,13,8,5,0,5,1,0,0,0,0,0
Chr4+21265387,LOC_Os04g34984,5,0,5,4,0,0,0,0,0,0,1,0
Chr4+21267966,LOC_Os04g34984,6,2,15,24,0,17,1,0,0,0,0,0
Chr4+21268220,LOC_Os04g34984,52,52,53,31,28,87,31,49,45,43,48,40
Chr4-21461913,LOC_Os04g35290,3,2,4,1,2,0,4,1,1,1,1,3
Chr4-21462280,LOC_Os04g35290,8,9,9,9,9,1,0,0,1,0,0,0
Chr4-21462068,LOC_Os04g35290,38,49,68,29,102,85,75,74,84,73,86,87
Chr4+21847904,LOC_Os04g35840,28,13,37,18,1,16,26,23,11,4,3,2
Chr4+21848067,LOC_Os04g35840,106,94,93,147,119,107,175,172,183,91,98,95
Chr4-22837568,LOC_Os04g38410,0,0,0,0,0,0,0,0,0,0,0,1
Chr4-22835915,LOC_Os04g38410,4,3,12,88,227,180,33448,33726,33788,16116,15671,16019
Chr4-23182531,LOC_Os04g39030,3,3,1,2,3,0,13,3,2,1,0,0
Chr4-23178432,LOC_Os04g39030,0,0,0,0,0,0,0,0,0,1,1,1
Chr4+24375527,LOC_Os04g41100,16,7,4,6,3,3,2,0,2,0,0,0
Chr4+24377215,LOC_Os04g41100,3,2,6,1,0,0,3,2,1,3,10,1
Chr4+24375624,LOC_Os04g41100,0,0,3,9,7,4,0,0,0,0,0,0
Chr4+24376982,LOC_Os04g41100,6,2,1,0,0,0,0,11,7,9,10,9
Chr4+24375892,LOC_Os04g41100,0,3,2,9,4,3,3,0,1,3,6,1
Chr4+24378221,LOC_Os04g41100,4,0,0,1,4,4,12,12,11,11,15,14
Chr4+24378067,LOC_Os04g41100,0,0,2,0,0,0,5,2,5,1,6,0
Chr4+24376899,LOC_Os04g41100,2,3,2,7,6,1,21,16,10,30,31,26
Chr4+24375297,LOC_Os04g41100,157,168,166,203,196,198,69,46,45,143,161,156
Chr4+24376800,LOC_Os04g41100,4,2,4,2,0,1,0,0,2,7,3,5
Chr4+24377050,LOC_Os04g41100,0,0,0,0,0,0,0,3,0,0,0,0
Chr4+24378165,LOC_Os04g41100,1,0,1,0,0,0,3,3,4,3,4,3
Chr4+24375988,LOC_Os04g41100,3,2,6,9,6,3,1,1,1,0,0,0
Chr4+24377632,LOC_Os04g41100,31,29,26,50,47,12,7,9,5,14,14,13
Chr4+24468762,LOC_Os04g41229,0,0,0,0,2,1,52,72,64,60,69,67
Chr4+24462034,LOC_Os04g41229,0,0,0,0,0,0,1,2,1,0,0,0
Chr4+24505398,LOC_Os04g41280,0,1,0,0,0,0,3,3,3,0,0,0
Chr4+24503052,LOC_Os04g41280,215,192,177,196,156,278,8,4,3,10,3,7
Chr4+24515245,LOC_Os04g41310,0,3,0,2,1,0,20,12,12,58,56,59
Chr4+24515684,LOC_Os04g41310,0,0,0,0,0,0,0,0,0,4,11,13
Chr4+24515551,LOC_Os04g41310,0,3,2,0,0,0,1,0,0,8,6,16
Chr4+24515494,LOC_Os04g41310,0,0,0,0,0,0,42,2,15,166,148,181
Chr4+24515364,LOC_Os04g41310,0,1,2,2,1,0,10,9,12,80,82,85
Chr4+25548760,LOC_Os04g43150,249,228,189,136,152,132,27,29,18,16,8,10
Chr4+25548907,LOC_Os04g43150,116,119,130,104,86,71,45,42,39,35,43,33
Chr4+25548632,LOC_Os04g43150,9,15,12,8,16,8,0,0,0,0,0,0
Chr4-26023984,LOC_Os04g43916,16,26,22,35,48,25,129,86,11,22,19,26
Chr4-26024059,LOC_Os04g43916,5,16,21,12,21,13,5,4,7,4,4,4
Chr4+26494070,LOC_Os04g44710,16,3,8,10,0,2,2,15,11,9,9,5
Chr4+26494603,LOC_Os04g44710,2,0,1,0,0,0,0,2,2,0,0,0
Chr4+26494227,LOC_Os04g44710,0,22,9,2,13,25,7,10,8,4,3,12
Chr4-27260359,LOC_Os04g46020,7,16,5,13,0,12,84,99,76,33,36,39
Chr4-27260424,LOC_Os04g46020,3,3,3,0,0,1,6,9,9,2,2,3
Chr4-27260178,LOC_Os04g46020,0,0,0,0,4,5,14,8,10,8,4,5
Chr4+28081226,LOC_Os04g47290,0,0,1,3,1,1,10,10,10,53,59,61
Chr4+28080026,LOC_Os04g47290,0,0,0,0,0,0,0,4,3,1,0,2
Chr4+28079833,LOC_Os04g47290,0,0,0,0,0,0,1,1,0,3,3,0
Chr4+28079988,LOC_Os04g47290,0,0,0,0,0,0,5,1,7,2,1,3
Chr4+28081326,LOC_Os04g47290,0,0,0,0,0,0,1,2,1,5,5,5
Chr4+30018691,LOC_Os04g50740,0,0,0,0,0,0,2,2,2,0,0,0
Chr4+30021075,LOC_Os04g50740,10,7,8,11,12,6,0,0,0,0,0,0
Chr4+30018590,LOC_Os04g50740,2,6,4,0,5,2,0,0,0,0,0,0
Chr4+30020951,LOC_Os04g50740,23,25,11,7,2,11,0,0,0,0,0,0
Chr4+30017597,LOC_Os04g50740,13,10,5,10,17,16,0,0,0,0,0,0
Chr4+30017765,LOC_Os04g50740,9,6,14,12,20,12,0,0,0,0,0,0
Chr4-30198541,LOC_Os04g51009,3,0,2,0,0,0,0,0,0,0,0,1
Chr4-30195970,LOC_Os04g51009,0,0,0,1,0,3,3,3,3,10,4,7
Chr4+30431433,LOC_Os04g51380,0,6,2,3,5,2,0,0,0,0,0,0
Chr4+30431682,LOC_Os04g51380,27,12,8,31,1,27,13,27,25,31,38,30
Chr4-30510410,LOC_Os04g51500,10,14,10,3,1,0,12,6,7,5,4,3
Chr4-30511131,LOC_Os04g51500,8,4,7,0,0,0,3,4,0,0,1,1
Chr4-30510977,LOC_Os04g51500,32,32,35,20,16,11,24,26,31,39,38,41
Chr4-30511643,LOC_Os04g51500,2,6,3,0,5,0,0,0,0,1,0,3
Chr4-30888315,LOC_Os04g52020,3,6,5,6,15,4,0,0,0,1,0,0
Chr4-30888160,LOC_Os04g52020,26,16,27,32,37,30,21,21,23,30,30,33
Chr4-30901964,LOC_Os04g52020,15,3,7,8,2,35,0,0,0,4,2,6
Chr4-32339713,LOC_Os04g54330,216,279,216,218,239,222,125,131,108,166,167,181
Chr4-32341122,LOC_Os04g54330,442,391,570,11,144,126,15,14,12,4,3,3
Chr4-32341286,LOC_Os04g54330,20,25,8,12,9,7,4,0,0,0,1,1
Chr4-32340906,LOC_Os04g54330,55,55,64,15,17,18,4,2,2,1,0,1
Chr4-32340699,LOC_Os04g54330,196,183,181,154,146,140,0,0,0,0,0,0
Chr4+32365038,LOC_Os04g54390,1,1,1,0,0,0,32,37,36,0,0,1
Chr4+32364856,LOC_Os04g54390,3,6,1,1,1,2,2,0,4,0,1,0
Chr4+32481960,LOC_Os04g54630,4,4,0,1,2,0,10,10,14,11,9,21
Chr4+32482344,LOC_Os04g54630,8,29,27,11,15,13,88,76,85,736,620,688
Chr4-32955890,LOC_Os04g55410,2,1,0,2,2,0,31,62,62,85,83,80
Chr4-32955709,LOC_Os04g55410,0,3,1,0,2,1,26,16,23,42,39,39
Chr4-32955999,LOC_Os04g55410,6,0,6,30,0,7,56,60,57,71,94,90
Chr4-32959349,LOC_Os04g55410,2,3,4,1,1,2,0,0,0,0,0,1
Chr4-33604477,LOC_Os04g56370,0,1,0,0,1,0,0,0,0,0,0,0
Chr4-33604414,LOC_Os04g56370,0,0,0,10,2,1,31,32,33,4,14,5
Chr4-34088194,LOC_Os04g57220,2942,3782,3200,2495,2782,2340,890,937,910,3839,3963,3539
Chr4-34087823,LOC_Os04g57220,449,196,388,332,343,359,176,240,267,535,479,512
Chr4+34094547,LOC_Os04g57230,3,5,3,0,0,0,4,1,0,0,6,1
Chr4+34095241,LOC_Os04g57230,3,4,4,0,0,0,5,0,1,0,1,0
Chr4+34095364,LOC_Os04g57230,8,11,14,6,2,0,10,12,11,8,5,7
Chr4-35104853,LOC_Os04g59010,2,4,3,4,0,1,0,0,0,0,0,0
Chr4-35105039,LOC_Os04g59010,3,9,11,7,10,4,0,1,0,0,2,0
Chr4-35105259,LOC_Os04g59010,22,25,45,34,58,52,76,68,53,70,76,60
Chr4+35380940,LOC_Os04g59494,2,3,6,3,4,0,1,0,1,2,3,0
Chr4+35382163,LOC_Os04g59494,1,4,3,16,19,19,1491,1464,1505,251,270,262
Chr4+35381104,LOC_Os04g59494,5,2,6,1,2,4,0,0,0,0,0,0
Chr4+35381191,LOC_Os04g59494,31,132,155,89,104,131,79,56,67,67,71,79
Chr5-152021,LOC_Os05g01210,0,11,3,6,8,6,0,0,0,0,0,0
Chr5-150149,LOC_Os05g01210,8,26,13,7,17,5,0,0,0,0,0,0
Chr5-150331,LOC_Os05g01210,3,3,3,0,0,0,1,0,0,0,0,0
Chr5-149984,LOC_Os05g01210,152,218,228,258,263,220,38,37,41,69,71,73
Chr5-149814,LOC_Os05g01210,10,5,10,5,6,4,3,0,0,1,0,2
Chr5+256928,LOC_Os05g01444,0,1,2,3,5,0,1,2,4,1,0,0
Chr5+258397,LOC_Os05g01444,8,27,9,6,5,0,2,4,2,5,5,3
Chr5+256962,LOC_Os05g01444,0,0,0,0,1,1,2,2,3,1,1,1
Chr5+297254,LOC_Os05g01500,0,0,0,0,0,0,0,0,0,2,3,2
Chr5+297106,LOC_Os05g01500,58,36,44,51,47,47,36,38,37,14,16,19
Chr5-2378523,LOC_Os05g04940,33,50,19,18,47,25,8,9,2,12,14,20
Chr5-2378752,LOC_Os05g04940,41,33,26,14,28,30,0,1,0,2,7,8
Chr5-2705818,LOC_Os05g05440,19,18,22,11,10,11,8,14,19,0,1,1
Chr5-2704029,LOC_Os05g05440,28,15,4,0,0,0,0,0,0,0,0,0
Chr5-2703872,LOC_Os05g05440,8,5,6,3,1,2,0,0,0,0,0,0
Chr5-2703669,LOC_Os05g05440,33,25,33,51,45,23,41,40,43,114,124,115
Chr5-2703988,LOC_Os05g05440,0,1,0,0,0,0,0,0,0,0,0,0
Chr5-2716805,LOC_Os05g05460,8,2,3,2,6,13,10,10,10,2,1,9
Chr5-2716915,LOC_Os05g05460,0,4,3,2,1,1,0,0,0,0,0,0
Chr5-3011181,LOC_Os05g06014,8,8,7,0,0,0,0,0,0,0,0,0
Chr5-3010904,LOC_Os05g06014,1,4,4,8,1,2,0,0,0,0,0,0
Chr5-3009851,LOC_Os05g06014,2,0,1,0,0,0,0,0,0,0,0,0
Chr5-3010793,LOC_Os05g06014,85,54,62,3,17,7,0,1,0,1,0,1
Chr5-3011730,LOC_Os05g06014,1,1,3,0,0,0,0,0,0,0,0,0
Chr5-3011594,LOC_Os05g06014,0,0,4,2,0,0,0,0,0,0,0,0
Chr5-3008702,LOC_Os05g06014,37,54,62,6,2,1,24,27,23,8,9,15
Chr5-3009030,LOC_Os05g06014,0,4,4,0,0,0,1,0,0,0,0,0
Chr5-3011386,LOC_Os05g06014,2,4,4,3,2,3,0,0,0,0,0,0
Chr5-3245605,LOC_Os05g06340,12,4,10,14,1,9,12,11,13,11,5,13
Chr5-3245447,LOC_Os05g06340,64,42,59,34,106,8,105,121,120,96,83,121
Chr5+4105902,LOC_Os05g07640,5,5,7,2,7,4,24,20,37,4,18,12
Chr5+4105739,LOC_Os05g07640,115,81,72,46,49,48,62,49,56,69,56,53
Chr5+4408160,LOC_Os05g08090,0,0,0,0,0,0,0,2,2,13,14,13
Chr5+4407066,LOC_Os05g08090,32,33,34,66,39,42,15,28,16,15,36,57
Chr5+4560816,LOC_Os05g08360,32,14,25,11,12,8,0,0,0,0,0,0
Chr5+4562425,LOC_Os05g08360,414,374,421,367,294,257,100,102,70,27,49,57
Chr5+5444923,LOC_Os05g09630,59,44,51,33,51,42,41,42,39,48,55,53
Chr5+5445216,LOC_Os05g09630,2,0,4,4,1,1,3,3,6,7,7,4
Chr5+5444789,LOC_Os05g09630,4,9,4,3,3,4,0,0,0,0,0,0
Chr5+5750897,LOC_Os05g10570,3,0,3,5,11,4,0,0,0,3,2,2
Chr5+5750938,LOC_Os05g10570,6,5,3,0,4,3,4,4,4,0,5,9
Chr5+5751232,LOC_Os05g10570,0,0,0,1,0,0,2,0,2,10,12,10
Chr5+8039679,LOC_Os05g14300,3,4,5,8,29,20,2,3,2,4,6,5
Chr5+8039388,LOC_Os05g14300,86,70,103,10,100,85,30,28,38,65,68,68
Chr5+8445893,LOC_Os05g14860,0,0,0,0,3,2,0,1,0,3,2,2
Chr5+8441324,LOC_Os05g14860,6,10,8,0,0,0,0,0,0,1,0,0
Chr5+8445685,LOC_Os05g14860,138,127,111,76,85,90,186,172,165,272,273,267
Chr5+11318018,LOC_Os05g19470,0,0,0,0,0,0,0,0,0,0,0,0
Chr5+11319833,LOC_Os05g19470,9,12,13,0,2,0,3,5,3,4,0,16
Chr5+11319749,LOC_Os05g19470,2,1,1,1,2,2,0,0,0,2,0,0
Chr5+11316107,LOC_Os05g19470,20,20,14,21,12,18,2,3,0,0,1,4
Chr5+11318339,LOC_Os05g19470,0,7,3,1,12,3,1,0,0,8,0,8
Chr5+11319113,LOC_Os05g19470,0,0,0,0,0,0,3,0,3,4,0,8
Chr5+11318948,LOC_Os05g19470,0,2,0,0,0,1,4,0,0,1,0,1
Chr5-13610694,LOC_Os05g23720,862,676,666,594,623,596,832,740,810,224,233,230
Chr5-13610558,LOC_Os05g23720,8,7,4,21,15,13,13,7,15,1,4,4
Chr5-13613559,LOC_Os05g23720,9,11,10,0,0,0,1,1,0,0,0,0
Chr5+14773095,LOC_Os05g25400,0,0,0,0,0,0,13,14,15,12,6,9
Chr5+14772808,LOC_Os05g25400,0,4,0,1,0,3,29,45,32,13,27,37
Chr5+14772943,LOC_Os05g25400,0,0,0,0,0,0,14,22,15,18,20,19
Chr5-16421620,LOC_Os05g28090,0,0,0,0,0,0,21,17,23,8,7,7
Chr5-16421717,LOC_Os05g28090,1,5,1,5,3,2,17,14,8,15,25,26
Chr5-16421555,LOC_Os05g28090,0,0,0,0,0,0,24,35,15,30,33,25
Chr5-16503182,LOC_Os05g28190,194,276,392,237,226,279,95,122,95,155,155,150
Chr5-16502944,LOC_Os05g28190,288,437,414,342,402,296,150,165,178,153,162,167
Chr5+16691067,LOC_Os05g28500,107,48,24,135,118,48,217,205,209,509,521,613
Chr5+16691249,LOC_Os05g28500,1,4,1,8,9,12,3,4,5,14,9,9
Chr5-16704728,LOC_Os05g28520,0,0,0,0,0,0,38,25,27,0,0,0
Chr5-16702087,LOC_Os05g28520,11,9,6,4,6,9,106,119,108,8,8,8
Chr5+17548974,LOC_Os05g30280,0,0,3,0,3,1,0,1,1,2,3,1
Chr5+17552298,LOC_Os05g30280,0,0,0,1,4,0,1,2,0,3,3,7
Chr5+17551303,LOC_Os05g30280,0,3,3,0,1,1,3,3,0,0,0,0
Chr5+18470650,LOC_Os05g31720,0,0,0,1,1,0,16,3,2,1,1,0
Chr5+18468220,LOC_Os05g31720,0,0,0,1,0,0,1,0,0,0,0,0
Chr5-19327433,LOC_Os05g32970,131,73,95,144,188,192,162,156,165,744,1084,1328
Chr5-19327896,LOC_Os05g32970,5,2,4,0,2,0,3,6,12,13,9,13
Chr5-20263846,LOC_Os05g34230,16,23,23,11,9,1,40,33,35,157,126,121
Chr5-20263897,LOC_Os05g34230,2,1,2,5,6,6,0,0,2,1,2,2
Chr5-20264338,LOC_Os05g34230,6,6,5,3,18,7,1,0,0,0,2,1
Chr5-21214833,LOC_Os05g35740,1824,1360,1473,1866,1551,2087,178,175,194,669,513,615
Chr5-21216004,LOC_Os05g35740,3,5,5,10,9,6,0,0,0,0,1,0
Chr5-23080701,LOC_Os05g39350,0,0,0,2,1,1,1,13,5,0,6,1
Chr5-23081204,LOC_Os05g39350,0,0,0,3,3,1,25,35,37,1,2,1
Chr5-23080918,LOC_Os05g39350,3,4,1,0,0,0,75,73,70,4,3,6
Chr5+23646570,LOC_Os05g40260,0,1,0,0,0,0,4,9,2,2,3,15
Chr5+23646793,LOC_Os05g40260,0,0,0,0,0,3,5,4,8,0,2,1
Chr5+23646947,LOC_Os05g40260,0,1,0,0,1,1,3,1,4,0,0,1
Chr5+23646682,LOC_Os05g40260,0,4,4,7,1,2,185,129,139,106,109,105
Chr5-23903677,LOC_Os05g40770,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-23903866,LOC_Os05g40770,0,0,0,0,0,0,0,1,1,0,0,0
Chr5-23899487,LOC_Os05g40770,2,4,0,4,6,5,28,0,11,21,20,20
Chr5+23997619,LOC_Os05g40910,4,7,2,0,4,8,1,2,3,6,10,8
Chr5+23997165,LOC_Os05g40910,8,5,9,0,2,2,19,7,12,36,35,40
Chr5-24154004,LOC_Os05g41240,0,0,0,0,0,0,0,1,0,0,5,3
Chr5-24153894,LOC_Os05g41240,3,5,7,4,8,4,4,1,10,10,2,7
Chr5-24158021,LOC_Os05g41240,1,1,2,2,0,5,0,0,0,0,1,0
Chr5-24154145,LOC_Os05g41240,34,54,44,67,67,66,47,46,60,135,154,126
Chr5+25003740,LOC_Os05g43060,11,19,19,10,10,11,5,6,8,2,1,2
Chr5+25015240,LOC_Os05g43060,5,1,7,6,4,9,0,0,0,0,0,0
Chr5+25014809,LOC_Os05g43060,161,143,231,118,136,97,129,106,107,210,207,198
Chr5+25003943,LOC_Os05g43060,5,5,6,3,1,0,2,3,0,0,0,0
Chr5+25955576,LOC_Os05g44610,2,1,4,4,5,20,2,12,7,1,1,1
Chr5+25955711,LOC_Os05g44610,6,3,9,0,0,0,8,5,14,0,0,0
Chr5+25955830,LOC_Os05g44610,1,0,0,0,0,0,0,1,1,0,0,0
Chr5-26237578,LOC_Os05g45210,225,219,231,191,167,174,177,154,127,54,42,38
Chr5-26238026,LOC_Os05g45210,0,4,6,2,1,7,0,0,0,0,0,0
Chr5+26560015,LOC_Os05g45840,5,9,10,15,29,26,24,27,25,18,16,23
Chr5+26559970,LOC_Os05g45840,31,17,13,7,3,25,4,0,0,1,1,1
Chr5+26559853,LOC_Os05g45840,10,15,12,15,19,28,0,0,0,0,0,0
Chr5+26938254,LOC_Os05g46500,40,16,37,44,40,45,41,39,35,85,77,79
Chr5+26938658,LOC_Os05g46500,1,2,1,25,10,14,0,0,0,2,1,0
Chr5-27701827,LOC_Os05g48330,0,2,0,0,0,0,1,0,0,0,0,0
Chr5-27702121,LOC_Os05g48330,25,17,32,32,21,30,48,52,33,1,0,0
Chr5-27701941,LOC_Os05g48330,1,3,0,2,0,1,3,4,3,0,0,0
Chr5-27703689,LOC_Os05g48330,2,1,1,0,0,0,0,0,0,0,0,0
Chr5+27807427,LOC_Os05g48510,10,98,188,180,147,183,230,235,238,215,239,176
Chr5+27807002,LOC_Os05g48510,4,2,3,3,10,38,0,0,0,0,0,0
Chr5-28476339,LOC_Os05g49630,4,6,1,11,14,17,1,1,2,0,0,1
Chr5-28473688,LOC_Os05g49630,7,5,2,2,7,2,0,0,0,5,3,6
Chr5-28473600,LOC_Os05g49630,3,1,1,1,1,1,1,0,0,1,6,3
Chr5-28871886,LOC_Os05g50380,96,106,73,43,42,49,1,3,0,0,0,0
Chr5-28871811,LOC_Os05g50380,506,532,455,279,220,318,68,68,63,15,22,20
Chr5+28940830,LOC_Os05g50480,0,0,0,0,0,1,2,1,2,2,5,0
Chr5+28942987,LOC_Os05g50480,3,2,5,7,5,5,1,2,1,3,2,0
Chr5+28948384,LOC_Os05g50480,187,166,164,113,160,128,101,99,112,135,177,111
Chr5+28948519,LOC_Os05g50480,11,11,1,3,4,1,0,3,3,2,0,2
Chr5+28948271,LOC_Os05g50480,0,1,3,13,13,10,2,2,2,0,1,3
Chr5+29616053,LOC_Os05g51630,2,0,1,0,4,3,0,0,0,0,0,0
Chr5+29616221,LOC_Os05g51630,186,205,196,164,165,195,55,46,43,138,138,148
Chr5+29616434,LOC_Os05g51630,11,6,8,5,10,11,8,6,3,36,20,21
Chr6+409962,LOC_Os06g01680,51,50,49,43,43,31,5,19,7,21,18,22
Chr6+410144,LOC_Os06g01680,60,42,64,47,21,38,54,80,55,49,52,63
Chr6+925182,LOC_Os06g02600,460,139,182,244,255,271,74,50,73,71,72,62
Chr6+924568,LOC_Os06g02600,6,9,15,7,7,8,0,0,0,0,0,0
Chr6+923649,LOC_Os06g02600,17,0,3,1,3,4,0,0,0,0,0,0
Chr6+1923594,LOC_Os06g04480,67,70,63,134,120,125,9,23,18,56,54,64
Chr6+1923233,LOC_Os06g04480,22,45,33,89,47,89,11,9,8,50,28,47
Chr6-2498984,LOC_Os06g05520,41,36,36,81,28,37,53,55,50,111,153,186
Chr6-2500522,LOC_Os06g05520,0,0,0,1,1,0,0,0,0,0,1,1
Chr6-2500900,LOC_Os06g05520,3,8,9,7,3,7,0,0,0,0,0,0
Chr6+2576703,LOC_Os06g05690,0,3,2,0,0,0,2,2,4,0,0,0
Chr6+2576776,LOC_Os06g05690,0,0,0,0,1,0,1,0,0,0,0,0
Chr6+2702290,LOC_Os06g05900,9,1,2,10,5,11,7,7,3,3,1,2
Chr6+2705022,LOC_Os06g05900,29,29,30,8,16,14,6,17,9,17,11,24
Chr6+3203919,LOC_Os06g06790,2,1,1,2,6,5,9,10,10,0,0,0
Chr6+3203821,LOC_Os06g06790,22,49,6,5,43,3,12,17,13,1,3,3
Chr6-3256753,LOC_Os06g06870,5,5,4,6,10,9,0,0,0,0,0,0
Chr6-3250547,LOC_Os06g06870,66,60,54,39,38,41,9,14,24,14,47,17
Chr6-3256457,LOC_Os06g06870,1,2,6,7,0,8,0,0,0,0,0,0
Chr6+3338153,LOC_Os06g07030,2504,2841,2563,4227,3316,4674,27,20,23,461,416,442
Chr6+3338864,LOC_Os06g07030,23,49,38,60,42,77,0,0,1,1,1,0
Chr6+3338599,LOC_Os06g07030,43,43,43,63,53,62,0,0,0,0,0,0
Chr6+4540239,LOC_Os06g09020,69,40,55,77,65,79,73,70,69,56,84,55
Chr6+4540523,LOC_Os06g09020,5,28,18,13,5,13,5,2,1,14,10,12
Chr6+4868760,LOC_Os06g09560,0,4,0,2,8,13,7,10,6,6,5,5
Chr6+4869574,LOC_Os06g09560,9,10,8,0,19,8,0,0,0,0,0,0
Chr6+4870069,LOC_Os06g09560,468,395,615,508,449,480,45,41,45,5,3,3
Chr6+4869341,LOC_Os06g09560,7,31,15,18,26,15,4,2,4,0,0,0
Chr6+5427193,LOC_Os06g10520,16,10,13,20,17,9,56,59,63,45,39,39
Chr6+5421314,LOC_Os06g10520,1,0,0,0,2,3,2,0,0,0,0,0
Chr6+5427119,LOC_Os06g10520,6,19,16,3,6,1,4,5,3,10,4,4
Chr6-6036960,LOC_Os06g11440,62,84,51,33,15,26,3,2,3,3,2,2
Chr6-6045572,LOC_Os06g11440,1,2,1,1,0,1,4,1,0,1,2,1
Chr6-6036738,LOC_Os06g11440,33,31,53,21,39,45,18,30,30,25,26,28
Chr6+6734093,LOC_Os06g12400,16,9,11,2,0,4,0,0,0,0,0,0
Chr6+6733997,LOC_Os06g12400,3,7,2,6,5,11,0,0,0,0,0,0
Chr6+6734446,LOC_Os06g12400,76,97,77,89,57,127,27,33,30,77,93,81
Chr6+7496628,LOC_Os06g13570,103,120,71,88,57,43,14,11,12,28,32,29
Chr6+7488115,LOC_Os06g13570,23,16,20,21,22,6,12,9,5,11,11,9
Chr6+8316861,LOC_Os06g14740,77,127,91,102,141,125,95,95,96,192,204,185
Chr6+8316719,LOC_Os06g14740,6,1,1,4,2,6,0,0,0,0,0,0
Chr6+8314693,LOC_Os06g14740,0,6,1,1,8,9,1,0,0,0,0,0
Chr6-8598272,LOC_Os06g15170,0,1,4,0,5,5,12,19,13,22,8,9
Chr6-8597895,LOC_Os06g15170,1,4,2,1,2,1,80,93,87,33,27,27
Chr6-8758767,LOC_Os06g15420,0,0,0,2,0,9,14,21,17,17,12,5
Chr6-8759043,LOC_Os06g15420,54,46,40,37,38,26,359,329,345,163,163,152
Chr6+10927115,LOC_Os06g19200,9,6,5,4,4,2,42,47,35,63,51,60
Chr6+10927366,LOC_Os06g19200,3,0,0,0,0,0,14,14,13,49,54,44
Chr6-13302551,LOC_Os06g22820,35,36,40,49,61,61,72,73,71,189,190,190
Chr6-13302263,LOC_Os06g22820,5,0,3,0,3,5,0,0,0,0,1,1
Chr6+13384654,LOC_Os06g22919,0,0,0,0,0,0,2,2,4,37,33,39
Chr6+13390409,LOC_Os06g22919,3,4,4,7,3,2,1,3,4,109,97,100
Chr6+13379165,LOC_Os06g22919,0,0,0,0,0,0,0,0,0,2,1,3
Chr6+13651201,LOC_Os06g23390,0,0,0,3,6,6,0,0,0,0,0,1
Chr6+13651306,LOC_Os06g23390,0,1,0,0,0,0,18,14,13,2,2,2
Chr6-14897115,LOC_Os06g25500,4,6,5,3,1,4,5,9,6,4,2,3
Chr6-14897441,LOC_Os06g25500,1,0,0,0,1,0,0,0,1,1,0,1
Chr6-14897283,LOC_Os06g25500,4,0,9,0,0,0,6,7,5,6,7,3
Chr6+16510334,LOC_Os06g28970,3,6,1,1,3,3,0,0,0,0,0,0
Chr6+16512798,LOC_Os06g28970,37,22,29,22,16,23,210,208,209,121,130,105
Chr6-16991756,LOC_Os06g29630,18,20,13,4,22,6,13,4,9,11,14,15
Chr6-16993466,LOC_Os06g29630,5,5,6,15,7,0,0,0,0,2,0,0
Chr6-18159030,LOC_Os06g31220,14,8,9,1,2,1,0,1,3,0,6,9
Chr6-18158753,LOC_Os06g31220,0,3,0,1,2,2,4,5,5,11,18,10
Chr6-18159497,LOC_Os06g31220,0,24,7,10,10,10,6,4,9,4,2,0
Chr6-18158673,LOC_Os06g31220,2,3,6,0,0,0,2,2,0,0,2,0
Chr6-18160069,LOC_Os06g31220,0,1,0,7,5,6,0,0,0,3,1,7
Chr6+19418434,LOC_Os06g33330,0,0,3,0,0,2,0,0,0,3,2,2
Chr6+19418158,LOC_Os06g33330,27,16,18,7,12,17,0,0,0,3,5,3
Chr6+19418311,LOC_Os06g33330,84,94,91,101,62,102,10,9,7,46,38,39
Chr6+19418486,LOC_Os06g33330,6,9,4,2,0,2,1,0,1,4,0,3
Chr6+19417156,LOC_Os06g33330,29,24,20,28,6,40,1,1,1,5,6,3
Chr6-20034728,LOC_Os06g34440,4,8,5,6,0,2,0,0,0,0,0,0
Chr6-20035117,LOC_Os06g34440,39,46,54,27,30,62,82,74,49,96,100,88
