chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_60days1,leaf_60days2,leaf_60days3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3
Chr4+19418720,LOC_Os04g32370,17,15,12,67,65,69,59,47,56,28,24,24
Chr4+19677678,LOC_Os04g32650,0,0,0,0,0,0,2,5,2,0,0,0
Chr4+19682169,LOC_Os04g32650,3,2,9,56,49,48,3,2,8,4,5,1
Chr4+19682000,LOC_Os04g32650,71,66,65,228,214,215,80,21,84,30,32,33
Chr4+19693301,LOC_Os04g32670,89,98,96,107,124,114,29,68,132,126,105,112
Chr4+19694653,LOC_Os04g32670,6,9,13,1,0,1,1,2,2,2,4,0
Chr4-20046676,LOC_Os04g33110,11,14,12,2,1,2,0,0,0,1,3,1
Chr4-20045934,LOC_Os04g33110,421,461,416,2343,2464,2168,3884,1157,205,1258,1410,1371
Chr4-20124695,LOC_Os04g33280,10,45,4,88,99,92,2,39,24,11,11,11
Chr4-20124949,LOC_Os04g33280,1,7,7,3,4,2,0,0,0,2,1,0
Chr4-20125077,LOC_Os04g33280,84,87,89,121,124,106,35,3,23,58,51,57
Chr4+20872624,LOC_Os04g34450,5,3,13,1,0,0,0,0,0,0,0,0
Chr4+20872284,LOC_Os04g34450,229,227,248,100,89,97,158,185,144,107,110,93
Chr4+20865574,LOC_Os04g34450,4,0,1,0,0,0,0,0,0,0,0,0
Chr4+21268294,LOC_Os04g34984,1,12,3,1,2,1,0,0,0,1,0,7
Chr4+21268742,LOC_Os04g34984,12,13,8,0,0,0,0,0,0,0,0,0
Chr4+21265387,LOC_Os04g34984,5,0,5,0,1,0,0,0,0,0,2,1
Chr4+21267966,LOC_Os04g34984,6,2,15,0,0,0,0,0,0,0,0,2
Chr4+21268220,LOC_Os04g34984,52,52,53,43,48,40,11,5,1,42,41,32
Chr4-21461913,LOC_Os04g35290,3,2,4,1,1,3,0,0,0,1,1,1
Chr4-21462280,LOC_Os04g35290,8,9,9,0,0,0,0,0,0,2,3,4
Chr4-21462068,LOC_Os04g35290,38,49,68,73,86,87,61,93,0,47,57,51
Chr4+21847904,LOC_Os04g35840,28,13,37,4,3,2,3,14,5,4,3,2
Chr4+21848067,LOC_Os04g35840,106,94,93,91,98,95,74,54,7,46,18,36
Chr4-22837568,LOC_Os04g38410,0,0,0,0,0,1,0,0,0,1,1,1
Chr4-22835915,LOC_Os04g38410,4,3,12,16116,15671,16019,1251,1363,794,1263,1481,1341
Chr4-23182531,LOC_Os04g39030,3,3,1,1,0,0,8,0,0,0,1,0
Chr4-23178432,LOC_Os04g39030,0,0,0,1,1,1,111,12,29,0,0,1
Chr4+24375527,LOC_Os04g41100,16,7,4,0,0,0,0,0,0,2,0,0
Chr4+24377215,LOC_Os04g41100,3,2,6,3,10,1,0,0,0,1,1,1
Chr4+24375624,LOC_Os04g41100,0,0,3,0,0,0,3,0,1,0,0,0
Chr4+24376982,LOC_Os04g41100,6,2,1,9,10,9,1,2,1,4,5,7
Chr4+24375892,LOC_Os04g41100,0,3,2,3,6,1,0,0,0,6,9,2
Chr4+24378221,LOC_Os04g41100,4,0,0,11,15,14,18,15,2,5,1,1
Chr4+24378067,LOC_Os04g41100,0,0,2,1,6,0,0,0,0,1,1,1
Chr4+24376899,LOC_Os04g41100,2,3,2,30,31,26,11,11,23,8,7,6
Chr4+24375297,LOC_Os04g41100,157,168,166,143,161,156,113,181,107,69,72,70
Chr4+24376800,LOC_Os04g41100,4,2,4,7,3,5,15,3,7,3,2,2
Chr4+24377050,LOC_Os04g41100,0,0,0,0,0,0,236,88,92,0,0,0
Chr4+24378165,LOC_Os04g41100,1,0,1,3,4,3,1,3,3,1,0,1
Chr4+24375988,LOC_Os04g41100,3,2,6,0,0,0,0,0,0,0,1,0
Chr4+24377632,LOC_Os04g41100,31,29,26,14,14,13,2,0,6,9,8,8
Chr4+24468762,LOC_Os04g41229,0,0,0,60,69,67,0,0,0,0,0,0
Chr4+24462034,LOC_Os04g41229,0,0,0,0,0,0,0,0,0,0,0,0
Chr4+24505398,LOC_Os04g41280,0,1,0,0,0,0,2,12,19,85,75,86
Chr4+24503052,LOC_Os04g41280,215,192,177,10,3,7,34,11,50,5,6,3
Chr4+24515245,LOC_Os04g41310,0,3,0,58,56,59,8,14,17,3,0,2
Chr4+24515684,LOC_Os04g41310,0,0,0,4,11,13,0,0,0,0,0,0
Chr4+24515551,LOC_Os04g41310,0,3,2,8,6,16,1,0,0,0,0,0
Chr4+24515494,LOC_Os04g41310,0,0,0,166,148,181,55,52,8,2,3,2
Chr4+24515364,LOC_Os04g41310,0,1,2,80,82,85,11,14,2,2,3,0
Chr4+25548760,LOC_Os04g43150,249,228,189,16,8,10,59,74,267,90,92,79
Chr4+25548907,LOC_Os04g43150,116,119,130,35,43,33,20,5,11,53,53,55
Chr4+25548632,LOC_Os04g43150,9,15,12,0,0,0,0,0,0,2,3,3
Chr4-26023984,LOC_Os04g43916,16,26,22,22,19,26,0,21,59,15,20,34
Chr4-26024059,LOC_Os04g43916,5,16,21,4,4,4,0,0,0,1,0,2
Chr4+26494070,LOC_Os04g44710,16,3,8,9,9,5,4,1,3,23,9,18
Chr4+26494603,LOC_Os04g44710,2,0,1,0,0,0,1,3,0,1,1,1
Chr4+26494227,LOC_Os04g44710,0,22,9,4,3,12,0,0,0,8,10,7
Chr4-27260359,LOC_Os04g46020,7,16,5,33,36,39,11,32,44,150,161,148
Chr4-27260424,LOC_Os04g46020,3,3,3,2,2,3,0,0,0,10,5,6
Chr4-27260178,LOC_Os04g46020,0,0,0,8,4,5,0,0,0,15,11,6
Chr4+28081226,LOC_Os04g47290,0,0,1,53,59,61,12,5,6,5,10,20
Chr4+28080026,LOC_Os04g47290,0,0,0,1,0,2,0,0,0,0,0,0
Chr4+28079833,LOC_Os04g47290,0,0,0,3,3,0,0,0,0,0,1,0
Chr4+28079988,LOC_Os04g47290,0,0,0,2,1,3,0,0,0,0,0,0
Chr4+28081326,LOC_Os04g47290,0,0,0,5,5,5,0,0,0,2,2,2
Chr4+30018691,LOC_Os04g50740,0,0,0,0,0,0,10,16,14,0,0,0
Chr4+30021075,LOC_Os04g50740,10,7,8,0,0,0,0,0,0,5,3,3
Chr4+30018590,LOC_Os04g50740,2,6,4,0,0,0,0,0,0,0,0,0
Chr4+30020951,LOC_Os04g50740,23,25,11,0,0,0,1,2,0,0,0,0
Chr4+30017597,LOC_Os04g50740,13,10,5,0,0,0,4,16,3,0,0,0
Chr4+30017765,LOC_Os04g50740,9,6,14,0,0,0,3,1,2,3,2,2
Chr4-30198541,LOC_Os04g51009,3,0,2,0,0,1,6,18,21,1,1,5
Chr4-30195970,LOC_Os04g51009,0,0,0,10,4,7,1,1,1,3,2,3
Chr4+30431433,LOC_Os04g51380,0,6,2,0,0,0,0,0,0,1,0,0
Chr4+30431682,LOC_Os04g51380,27,12,8,31,38,30,10,1,32,20,22,23
Chr4-30510410,LOC_Os04g51500,10,14,10,5,4,3,3,4,4,16,11,11
Chr4-30511131,LOC_Os04g51500,8,4,7,0,1,1,0,0,0,2,2,2
Chr4-30510977,LOC_Os04g51500,32,32,35,39,38,41,15,18,40,34,32,25
Chr4-30511643,LOC_Os04g51500,2,6,3,1,0,3,4,4,8,0,0,0
Chr4-30888315,LOC_Os04g52020,3,6,5,1,0,0,0,0,1,0,0,0
Chr4-30888160,LOC_Os04g52020,26,16,27,30,30,33,2,21,35,26,31,33
Chr4-30901964,LOC_Os04g52020,15,3,7,4,2,6,0,0,0,3,5,2
Chr4-32339713,LOC_Os04g54330,216,279,216,166,167,181,120,111,166,96,106,104
Chr4-32341122,LOC_Os04g54330,442,391,570,4,3,3,9,3,11,73,100,88
Chr4-32341286,LOC_Os04g54330,20,25,8,0,1,1,1,1,1,4,4,3
Chr4-32340906,LOC_Os04g54330,55,55,64,1,0,1,0,0,0,3,3,5
Chr4-32340699,LOC_Os04g54330,196,183,181,0,0,0,0,0,0,1,8,1
Chr4+32365038,LOC_Os04g54390,1,1,1,0,0,1,7,13,29,4,6,5
Chr4+32364856,LOC_Os04g54390,3,6,1,0,1,0,0,0,0,0,0,0
Chr4+32481960,LOC_Os04g54630,4,4,0,11,9,21,71,65,25,10,11,13
Chr4+32482344,LOC_Os04g54630,8,29,27,736,620,688,163,129,72,39,33,28
Chr4-32955890,LOC_Os04g55410,2,1,0,85,83,80,60,47,27,27,22,22
Chr4-32955709,LOC_Os04g55410,0,3,1,42,39,39,11,38,62,16,14,15
Chr4-32955999,LOC_Os04g55410,6,0,6,71,94,90,32,34,38,23,26,20
Chr4-32959349,LOC_Os04g55410,2,3,4,0,0,1,0,0,0,0,1,1
Chr4-33604477,LOC_Os04g56370,0,1,0,0,0,0,0,0,0,0,0,0
Chr4-33604414,LOC_Os04g56370,0,0,0,4,14,5,0,0,0,13,16,16
Chr4-34088194,LOC_Os04g57220,2942,3782,3200,3839,3963,3539,5815,6012,6585,2617,2948,2643
Chr4-34087823,LOC_Os04g57220,449,196,388,535,479,512,669,540,479,201,217,199
Chr4+34094547,LOC_Os04g57230,3,5,3,0,6,1,7,6,5,1,0,0
Chr4+34095241,LOC_Os04g57230,3,4,4,0,1,0,45,25,66,0,0,0
Chr4+34095364,LOC_Os04g57230,8,11,14,8,5,7,7,0,10,20,19,17
Chr4-35104853,LOC_Os04g59010,2,4,3,0,0,0,0,0,0,1,0,0
Chr4-35105039,LOC_Os04g59010,3,9,11,0,2,0,0,0,0,0,1,0
Chr4-35105259,LOC_Os04g59010,22,25,45,70,76,60,127,13,118,88,52,78
Chr4+35380940,LOC_Os04g59494,2,3,6,2,3,0,1,0,3,4,4,3
Chr4+35382163,LOC_Os04g59494,1,4,3,251,270,262,3,24,6,71,73,72
Chr4+35381104,LOC_Os04g59494,5,2,6,0,0,0,0,0,0,2,1,0
Chr4+35381191,LOC_Os04g59494,31,132,155,67,71,79,67,92,55,112,90,98
Chr5-152021,LOC_Os05g01210,0,11,3,0,0,0,0,0,0,0,0,0
Chr5-150149,LOC_Os05g01210,8,26,13,0,0,0,0,0,0,0,0,0
Chr5-150331,LOC_Os05g01210,3,3,3,0,0,0,0,0,0,0,0,0
Chr5-149984,LOC_Os05g01210,152,218,228,69,71,73,78,69,119,67,59,77
Chr5-149814,LOC_Os05g01210,10,5,10,1,0,2,0,0,0,6,0,0
Chr5+256928,LOC_Os05g01444,0,1,2,1,0,0,1,1,1,1,0,0
Chr5+258397,LOC_Os05g01444,8,27,9,5,5,3,1,0,0,0,0,0
Chr5+256962,LOC_Os05g01444,0,0,0,1,1,1,0,0,0,2,2,1
Chr5+297254,LOC_Os05g01500,0,0,0,2,3,2,0,0,0,1,0,0
Chr5+297106,LOC_Os05g01500,58,36,44,14,16,19,9,4,9,18,18,19
Chr5-2378523,LOC_Os05g04940,33,50,19,12,14,20,1,1,0,28,30,17
Chr5-2378752,LOC_Os05g04940,41,33,26,2,7,8,1,0,0,10,11,10
Chr5-2705818,LOC_Os05g05440,19,18,22,0,1,1,88,53,53,37,44,37
Chr5-2704029,LOC_Os05g05440,28,15,4,0,0,0,0,1,0,0,4,2
Chr5-2703872,LOC_Os05g05440,8,5,6,0,0,0,40,21,13,3,4,4
Chr5-2703669,LOC_Os05g05440,33,25,33,114,124,115,577,585,670,78,91,75
Chr5-2703988,LOC_Os05g05440,0,1,0,0,0,0,7,22,1,1,1,1
Chr5-2716805,LOC_Os05g05460,8,2,3,2,1,9,0,0,0,0,2,0
Chr5-2716915,LOC_Os05g05460,0,4,3,0,0,0,0,0,0,0,0,0
Chr5-3011181,LOC_Os05g06014,8,8,7,0,0,0,0,0,0,8,1,5
Chr5-3010904,LOC_Os05g06014,1,4,4,0,0,0,0,0,0,0,0,0
Chr5-3009851,LOC_Os05g06014,2,0,1,0,0,0,0,0,0,1,5,1
Chr5-3010793,LOC_Os05g06014,85,54,62,1,0,1,0,0,0,1,1,1
Chr5-3011730,LOC_Os05g06014,1,1,3,0,0,0,0,0,0,0,0,0
Chr5-3011594,LOC_Os05g06014,0,0,4,0,0,0,0,0,0,0,0,0
Chr5-3008702,LOC_Os05g06014,37,54,62,8,9,15,122,112,108,98,96,99
Chr5-3009030,LOC_Os05g06014,0,4,4,0,0,0,45,49,98,2,4,3
Chr5-3011386,LOC_Os05g06014,2,4,4,0,0,0,0,0,0,0,0,0
Chr5-3245605,LOC_Os05g06340,12,4,10,11,5,13,1,0,0,2,0,0
Chr5-3245447,LOC_Os05g06340,64,42,59,96,83,121,62,37,10,34,31,34
Chr5+4105902,LOC_Os05g07640,5,5,7,4,18,12,37,73,62,15,14,6
Chr5+4105739,LOC_Os05g07640,115,81,72,69,56,53,45,40,76,65,63,53
Chr5+4408160,LOC_Os05g08090,0,0,0,13,14,13,0,0,0,0,2,6
Chr5+4407066,LOC_Os05g08090,32,33,34,15,36,57,44,75,73,40,43,42
Chr5+4560816,LOC_Os05g08360,32,14,25,0,0,0,0,0,0,0,0,0
Chr5+4562425,LOC_Os05g08360,414,374,421,27,49,57,313,288,326,432,392,416
Chr5+5444923,LOC_Os05g09630,59,44,51,48,55,53,71,9,13,71,73,67
Chr5+5445216,LOC_Os05g09630,2,0,4,7,7,4,0,0,0,5,4,4
Chr5+5444789,LOC_Os05g09630,4,9,4,0,0,0,2,0,0,0,0,0
Chr5+5750897,LOC_Os05g10570,3,0,3,3,2,2,0,0,0,0,0,0
Chr5+5750938,LOC_Os05g10570,6,5,3,0,5,9,0,0,0,1,1,1
Chr5+5751232,LOC_Os05g10570,0,0,0,10,12,10,0,0,1,2,3,2
Chr5+8039679,LOC_Os05g14300,3,4,5,4,6,5,0,0,0,3,8,2
Chr5+8039388,LOC_Os05g14300,86,70,103,65,68,68,88,222,90,78,85,97
Chr5+8445893,LOC_Os05g14860,0,0,0,3,2,2,2,4,16,0,0,0
Chr5+8441324,LOC_Os05g14860,6,10,8,1,0,0,1,0,1,0,0,0
Chr5+8445685,LOC_Os05g14860,138,127,111,272,273,267,365,403,444,71,68,41
Chr5+11318018,LOC_Os05g19470,0,0,0,0,0,0,33,15,2,0,0,0
Chr5+11319833,LOC_Os05g19470,9,12,13,4,0,16,0,0,0,15,13,8
Chr5+11319749,LOC_Os05g19470,2,1,1,2,0,0,0,0,0,4,4,4
Chr5+11316107,LOC_Os05g19470,20,20,14,0,1,4,6,7,5,4,5,5
Chr5+11318339,LOC_Os05g19470,0,7,3,8,0,8,0,0,0,2,0,3
Chr5+11319113,LOC_Os05g19470,0,0,0,4,0,8,0,1,3,1,0,2
Chr5+11318948,LOC_Os05g19470,0,2,0,1,0,1,0,1,1,4,5,5
Chr5-13610694,LOC_Os05g23720,862,676,666,224,233,230,480,361,421,765,782,786
Chr5-13610558,LOC_Os05g23720,8,7,4,1,4,4,0,0,0,14,10,16
Chr5-13613559,LOC_Os05g23720,9,11,10,0,0,0,0,1,0,0,0,0
Chr5+14773095,LOC_Os05g25400,0,0,0,12,6,9,0,0,0,0,1,0
Chr5+14772808,LOC_Os05g25400,0,4,0,13,27,37,4,19,4,7,4,6
Chr5+14772943,LOC_Os05g25400,0,0,0,18,20,19,0,0,0,5,5,6
Chr5-16421620,LOC_Os05g28090,0,0,0,8,7,7,0,0,0,1,0,1
Chr5-16421717,LOC_Os05g28090,1,5,1,15,25,26,0,0,0,0,0,0
Chr5-16421555,LOC_Os05g28090,0,0,0,30,33,25,0,1,8,1,1,1
Chr5-16503182,LOC_Os05g28190,194,276,392,155,155,150,130,95,98,217,202,207
Chr5-16502944,LOC_Os05g28190,288,437,414,153,162,167,312,647,413,216,220,206
Chr5+16691067,LOC_Os05g28500,107,48,24,509,521,613,487,370,198,49,51,63
Chr5+16691249,LOC_Os05g28500,1,4,1,14,9,9,0,0,0,1,0,0
Chr5-16704728,LOC_Os05g28520,0,0,0,0,0,0,0,0,0,0,1,0
Chr5-16702087,LOC_Os05g28520,11,9,6,8,8,8,36,18,7,18,24,23
Chr5+17548974,LOC_Os05g30280,0,0,3,2,3,1,5,12,0,0,1,0
Chr5+17552298,LOC_Os05g30280,0,0,0,3,3,7,0,0,0,0,1,1
Chr5+17551303,LOC_Os05g30280,0,3,3,0,0,0,7,18,25,0,0,0
Chr5+18470650,LOC_Os05g31720,0,0,0,1,1,0,795,534,974,3,4,6
Chr5+18468220,LOC_Os05g31720,0,0,0,0,0,0,29,20,14,0,0,0
Chr5-19327433,LOC_Os05g32970,131,73,95,744,1084,1328,122,48,52,397,541,456
Chr5-19327896,LOC_Os05g32970,5,2,4,13,9,13,2,0,0,15,21,10
Chr5-20263846,LOC_Os05g34230,16,23,23,157,126,121,146,4,6,55,47,54
Chr5-20263897,LOC_Os05g34230,2,1,2,1,2,2,0,0,0,2,2,0
Chr5-20264338,LOC_Os05g34230,6,6,5,0,2,1,0,0,0,4,3,3
Chr5-21214833,LOC_Os05g35740,1824,1360,1473,669,513,615,260,623,256,196,205,193
Chr5-21216004,LOC_Os05g35740,3,5,5,0,1,0,0,0,0,0,0,0
Chr5-23080701,LOC_Os05g39350,0,0,0,0,6,1,0,1,0,4,1,0
Chr5-23081204,LOC_Os05g39350,0,0,0,1,2,1,9,4,16,0,0,0
Chr5-23080918,LOC_Os05g39350,3,4,1,4,3,6,0,0,1,1,0,0
Chr5+23646570,LOC_Os05g40260,0,1,0,2,3,15,0,0,0,2,1,2
Chr5+23646793,LOC_Os05g40260,0,0,0,0,2,1,0,0,0,1,1,0
Chr5+23646947,LOC_Os05g40260,0,1,0,0,0,1,1,3,7,1,1,1
Chr5+23646682,LOC_Os05g40260,0,4,4,106,109,105,4,2,5,33,16,31
Chr5-23903677,LOC_Os05g40770,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-23903866,LOC_Os05g40770,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-23899487,LOC_Os05g40770,2,4,0,21,20,20,13,0,17,29,29,29
Chr5+23997619,LOC_Os05g40910,4,7,2,6,10,8,162,142,336,9,6,0
Chr5+23997165,LOC_Os05g40910,8,5,9,36,35,40,0,0,0,23,16,16
Chr5-24154004,LOC_Os05g41240,0,0,0,0,5,3,0,0,0,1,1,1
Chr5-24153894,LOC_Os05g41240,3,5,7,10,2,7,0,0,0,2,5,3
Chr5-24158021,LOC_Os05g41240,1,1,2,0,1,0,33,30,59,0,0,0
Chr5-24154145,LOC_Os05g41240,34,54,44,135,154,126,43,53,42,51,44,47
Chr5+25003740,LOC_Os05g43060,11,19,19,2,1,2,0,3,1,10,9,9
Chr5+25015240,LOC_Os05g43060,5,1,7,0,0,0,0,0,0,2,0,2
Chr5+25014809,LOC_Os05g43060,161,143,231,210,207,198,64,79,44,263,127,193
Chr5+25003943,LOC_Os05g43060,5,5,6,0,0,0,0,0,0,0,0,0
Chr5+25955576,LOC_Os05g44610,2,1,4,1,1,1,13,36,26,11,15,17
Chr5+25955711,LOC_Os05g44610,6,3,9,0,0,0,0,0,0,28,17,30
Chr5+25955830,LOC_Os05g44610,1,0,0,0,0,0,0,0,0,5,8,0
Chr5-26237578,LOC_Os05g45210,225,219,231,54,42,38,49,55,57,158,196,180
Chr5-26238026,LOC_Os05g45210,0,4,6,0,0,0,0,0,0,0,1,1
Chr5+26560015,LOC_Os05g45840,5,9,10,18,16,23,40,4,36,8,21,24
Chr5+26559970,LOC_Os05g45840,31,17,13,1,1,1,0,0,0,0,1,0
Chr5+26559853,LOC_Os05g45840,10,15,12,0,0,0,0,0,0,2,2,2
Chr5+26938254,LOC_Os05g46500,40,16,37,85,77,79,20,68,19,30,29,26
Chr5+26938658,LOC_Os05g46500,1,2,1,2,1,0,0,0,0,1,0,1
Chr5-27701827,LOC_Os05g48330,0,2,0,0,0,0,0,0,0,0,0,0
Chr5-27702121,LOC_Os05g48330,25,17,32,1,0,0,15,41,40,50,46,46
Chr5-27701941,LOC_Os05g48330,1,3,0,0,0,0,7,3,64,6,4,8
Chr5-27703689,LOC_Os05g48330,2,1,1,0,0,0,32,30,10,3,2,1
Chr5+27807427,LOC_Os05g48510,10,98,188,215,239,176,75,1,54,164,157,169
Chr5+27807002,LOC_Os05g48510,4,2,3,0,0,0,0,0,0,0,0,0
Chr5-28476339,LOC_Os05g49630,4,6,1,0,0,1,1,0,0,21,16,14
Chr5-28473688,LOC_Os05g49630,7,5,2,5,3,6,6,10,5,0,1,0
Chr5-28473600,LOC_Os05g49630,3,1,1,1,6,3,6,6,0,2,2,2
Chr5-28871886,LOC_Os05g50380,96,106,73,0,0,0,1,5,0,14,13,14
Chr5-28871811,LOC_Os05g50380,506,532,455,15,22,20,595,536,659,376,392,381
Chr5+28940830,LOC_Os05g50480,0,0,0,2,5,0,0,0,0,1,1,1
Chr5+28942987,LOC_Os05g50480,3,2,5,3,2,0,9,7,5,1,1,1
Chr5+28948384,LOC_Os05g50480,187,166,164,135,177,111,23,82,63,193,226,251
Chr5+28948519,LOC_Os05g50480,11,11,1,2,0,2,2,1,1,0,0,0
Chr5+28948271,LOC_Os05g50480,0,1,3,0,1,3,0,0,0,3,9,2
Chr5+29616053,LOC_Os05g51630,2,0,1,0,0,0,0,0,0,0,0,0
Chr5+29616221,LOC_Os05g51630,186,205,196,138,138,148,47,44,44,55,62,62
Chr5+29616434,LOC_Os05g51630,11,6,8,36,20,21,5,1,7,4,4,3
Chr6+409962,LOC_Os06g01680,51,50,49,21,18,22,24,6,56,51,44,36
Chr6+410144,LOC_Os06g01680,60,42,64,49,52,63,24,127,31,60,53,54
Chr6+925182,LOC_Os06g02600,460,139,182,71,72,62,53,59,46,149,145,141
Chr6+924568,LOC_Os06g02600,6,9,15,0,0,0,0,0,0,0,0,0
Chr6+923649,LOC_Os06g02600,17,0,3,0,0,0,0,0,0,0,0,0
Chr6+1923594,LOC_Os06g04480,67,70,63,56,54,64,85,87,62,7,4,5
Chr6+1923233,LOC_Os06g04480,22,45,33,50,28,47,0,5,6,1,2,2
Chr6-2498984,LOC_Os06g05520,41,36,36,111,153,186,6,5,25,84,83,69
Chr6-2500522,LOC_Os06g05520,0,0,0,0,1,1,1,0,2,1,1,1
Chr6-2500900,LOC_Os06g05520,3,8,9,0,0,0,0,0,0,1,3,2
Chr6+2576703,LOC_Os06g05690,0,3,2,0,0,0,0,0,0,0,0,0
Chr6+2576776,LOC_Os06g05690,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+2702290,LOC_Os06g05900,9,1,2,3,1,2,43,9,31,0,1,1
Chr6+2705022,LOC_Os06g05900,29,29,30,17,11,24,0,0,0,23,23,22
Chr6+3203919,LOC_Os06g06790,2,1,1,0,0,0,1,7,3,15,20,11
Chr6+3203821,LOC_Os06g06790,22,49,6,1,3,3,0,0,0,20,24,27
Chr6-3256753,LOC_Os06g06870,5,5,4,0,0,0,0,0,0,0,0,0
Chr6-3250547,LOC_Os06g06870,66,60,54,14,47,17,28,71,28,51,46,45
Chr6-3256457,LOC_Os06g06870,1,2,6,0,0,0,0,2,5,2,0,0
Chr6+3338153,LOC_Os06g07030,2504,2841,2563,461,416,442,202,71,64,117,142,98
Chr6+3338864,LOC_Os06g07030,23,49,38,1,1,0,0,0,0,0,0,0
Chr6+3338599,LOC_Os06g07030,43,43,43,0,0,0,0,0,0,0,0,0
Chr6+4540239,LOC_Os06g09020,69,40,55,56,84,55,166,169,33,204,124,175
Chr6+4540523,LOC_Os06g09020,5,28,18,14,10,12,3,0,1,25,22,19
Chr6+4868760,LOC_Os06g09560,0,4,0,6,5,5,25,3,9,2,2,2
Chr6+4869574,LOC_Os06g09560,9,10,8,0,0,0,0,0,0,0,0,0
Chr6+4870069,LOC_Os06g09560,468,395,615,5,3,3,98,183,182,12,15,7
Chr6+4869341,LOC_Os06g09560,7,31,15,0,0,0,0,0,0,1,0,0
Chr6+5427193,LOC_Os06g10520,16,10,13,45,39,39,397,428,421,62,56,70
Chr6+5421314,LOC_Os06g10520,1,0,0,0,0,0,9,1,9,0,0,0
Chr6+5427119,LOC_Os06g10520,6,19,16,10,4,4,37,26,30,10,9,9
Chr6-6036960,LOC_Os06g11440,62,84,51,3,2,2,14,2,6,8,13,11
Chr6-6045572,LOC_Os06g11440,1,2,1,1,2,1,48,25,5,1,0,2
Chr6-6036738,LOC_Os06g11440,33,31,53,25,26,28,38,20,21,38,34,43
Chr6+6734093,LOC_Os06g12400,16,9,11,0,0,0,19,75,60,1,1,1
Chr6+6733997,LOC_Os06g12400,3,7,2,0,0,0,0,0,0,0,0,0
Chr6+6734446,LOC_Os06g12400,76,97,77,77,93,81,55,50,44,79,83,83
Chr6+7496628,LOC_Os06g13570,103,120,71,28,32,29,41,49,57,45,37,36
Chr6+7488115,LOC_Os06g13570,23,16,20,11,11,9,48,0,43,2,2,2
Chr6+8316861,LOC_Os06g14740,77,127,91,192,204,185,8,4,123,71,93,80
Chr6+8316719,LOC_Os06g14740,6,1,1,0,0,0,0,0,0,0,0,0
Chr6+8314693,LOC_Os06g14740,0,6,1,0,0,0,0,0,0,0,0,0
Chr6-8598272,LOC_Os06g15170,0,1,4,22,8,9,0,0,0,3,2,5
Chr6-8597895,LOC_Os06g15170,1,4,2,33,27,27,20,4,11,11,12,11
Chr6-8758767,LOC_Os06g15420,0,0,0,17,12,5,0,0,0,9,10,9
Chr6-8759043,LOC_Os06g15420,54,46,40,163,163,152,159,68,99,197,231,177
Chr6+10927115,LOC_Os06g19200,9,6,5,63,51,60,77,120,22,63,70,71
Chr6+10927366,LOC_Os06g19200,3,0,0,49,54,44,3,5,3,18,18,18
Chr6-13302551,LOC_Os06g22820,35,36,40,189,190,190,155,208,197,53,45,44
Chr6-13302263,LOC_Os06g22820,5,0,3,0,1,1,0,0,0,0,0,0
Chr6+13384654,LOC_Os06g22919,0,0,0,37,33,39,9,6,9,13,9,12
Chr6+13390409,LOC_Os06g22919,3,4,4,109,97,100,43,130,110,28,27,28
Chr6+13379165,LOC_Os06g22919,0,0,0,2,1,3,0,0,0,0,0,0
Chr6+13651201,LOC_Os06g23390,0,0,0,0,0,1,1,2,4,0,0,0
Chr6+13651306,LOC_Os06g23390,0,1,0,2,2,2,8,14,0,0,0,0
Chr6-14897115,LOC_Os06g25500,4,6,5,4,2,3,19,6,54,10,10,5
Chr6-14897441,LOC_Os06g25500,1,0,0,1,0,1,0,0,0,2,2,2
Chr6-14897283,LOC_Os06g25500,4,0,9,6,7,3,0,0,0,5,19,13
Chr6+16510334,LOC_Os06g28970,3,6,1,0,0,0,0,0,0,1,1,1
Chr6+16512798,LOC_Os06g28970,37,22,29,121,130,105,22,14,27,69,54,57
Chr6-16991756,LOC_Os06g29630,18,20,13,11,14,15,3,4,0,20,19,21
Chr6-16993466,LOC_Os06g29630,5,5,6,2,0,0,0,0,0,2,1,0
Chr6-18159030,LOC_Os06g31220,14,8,9,0,6,9,8,30,104,9,8,9
Chr6-18158753,LOC_Os06g31220,0,3,0,11,18,10,0,0,0,9,8,6
Chr6-18159497,LOC_Os06g31220,0,24,7,4,2,0,3,4,3,0,1,1
Chr6-18158673,LOC_Os06g31220,2,3,6,0,2,0,0,0,0,2,1,1
Chr6-18160069,LOC_Os06g31220,0,1,0,3,1,7,0,0,0,2,3,4
Chr6+19418434,LOC_Os06g33330,0,0,3,3,2,2,0,0,0,1,1,0
Chr6+19418158,LOC_Os06g33330,27,16,18,3,5,3,1,6,0,0,0,2
Chr6+19418311,LOC_Os06g33330,84,94,91,46,38,39,0,1,3,24,22,23
Chr6+19418486,LOC_Os06g33330,6,9,4,4,0,3,0,1,0,1,1,2
Chr6+19417156,LOC_Os06g33330,29,24,20,5,6,3,0,0,0,2,1,2
Chr6-20034728,LOC_Os06g34440,4,8,5,0,0,0,3,2,0,0,0,0
Chr6-20035117,LOC_Os06g34440,39,46,54,96,100,88,18,95,209,92,79,88
