chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_20days1,leaf_20days2,leaf_20days3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3
Chr4+19418720,LOC_Os04g32370,17,15,12,17,29,24,122,118,94,59,47,56
Chr4+19677678,LOC_Os04g32650,0,0,0,0,0,2,0,0,0,2,5,2
Chr4+19682169,LOC_Os04g32650,3,2,9,61,60,76,2,2,0,3,2,8
Chr4+19682000,LOC_Os04g32650,71,66,65,140,84,191,18,18,25,80,21,84
Chr4+19693301,LOC_Os04g32670,89,98,96,113,80,120,51,42,58,29,68,132
Chr4+19694653,LOC_Os04g32670,6,9,13,2,2,2,1,1,1,1,2,2
Chr4-20046676,LOC_Os04g33110,11,14,12,6,6,5,0,0,0,0,0,0
Chr4-20045934,LOC_Os04g33110,421,461,416,5601,5797,5649,417,389,424,3884,1157,205
Chr4-20124695,LOC_Os04g33280,10,45,4,68,68,71,14,13,15,2,39,24
Chr4-20124949,LOC_Os04g33280,1,7,7,1,3,7,0,1,1,0,0,0
Chr4-20125077,LOC_Os04g33280,84,87,89,139,142,152,67,50,67,35,3,23
Chr4+20872624,LOC_Os04g34450,5,3,13,0,0,0,0,0,1,0,0,0
Chr4+20872284,LOC_Os04g34450,229,227,248,111,108,114,202,236,207,158,185,144
Chr4+20865574,LOC_Os04g34450,4,0,1,0,0,0,2,1,1,0,0,0
Chr4+21268294,LOC_Os04g34984,1,12,3,1,1,4,8,12,9,0,0,0
Chr4+21268742,LOC_Os04g34984,12,13,8,0,0,0,0,0,0,0,0,0
Chr4+21265387,LOC_Os04g34984,5,0,5,0,0,0,0,0,0,0,0,0
Chr4+21267966,LOC_Os04g34984,6,2,15,0,0,0,0,0,1,0,0,0
Chr4+21268220,LOC_Os04g34984,52,52,53,11,39,32,48,47,61,11,5,1
Chr4-21461913,LOC_Os04g35290,3,2,4,5,2,5,1,1,2,0,0,0
Chr4-21462280,LOC_Os04g35290,8,9,9,0,0,0,1,2,0,0,0,0
Chr4-21462068,LOC_Os04g35290,38,49,68,62,114,65,15,36,38,61,93,0
Chr4+21847904,LOC_Os04g35840,28,13,37,9,11,9,4,10,10,3,14,5
Chr4+21848067,LOC_Os04g35840,106,94,93,280,294,285,87,92,85,74,54,7
Chr4-22837568,LOC_Os04g38410,0,0,0,4,1,2,0,0,3,0,0,0
Chr4-22835915,LOC_Os04g38410,4,3,12,29764,30436,30313,564,643,533,1251,1363,794
Chr4-23182531,LOC_Os04g39030,3,3,1,7,7,7,3,6,3,8,0,0
Chr4-23178432,LOC_Os04g39030,0,0,0,0,0,0,63,64,67,111,12,29
Chr4+24375527,LOC_Os04g41100,16,7,4,2,2,2,1,2,2,0,0,0
Chr4+24377215,LOC_Os04g41100,3,2,6,1,2,1,0,0,0,0,0,0
Chr4+24375624,LOC_Os04g41100,0,0,3,0,0,0,0,0,0,3,0,1
Chr4+24376982,LOC_Os04g41100,6,2,1,12,17,19,2,2,4,1,2,1
Chr4+24375892,LOC_Os04g41100,0,3,2,3,0,2,0,2,1,0,0,0
Chr4+24378221,LOC_Os04g41100,4,0,0,27,21,34,10,9,5,18,15,2
Chr4+24378067,LOC_Os04g41100,0,0,2,7,4,4,3,2,1,0,0,0
Chr4+24376899,LOC_Os04g41100,2,3,2,5,3,19,14,4,11,11,11,23
Chr4+24375297,LOC_Os04g41100,157,168,166,117,123,70,66,67,79,113,181,107
Chr4+24376800,LOC_Os04g41100,4,2,4,3,3,3,2,0,6,15,3,7
Chr4+24377050,LOC_Os04g41100,0,0,0,0,0,0,0,0,0,236,88,92
Chr4+24378165,LOC_Os04g41100,1,0,1,16,10,6,0,1,1,1,3,3
Chr4+24375988,LOC_Os04g41100,3,2,6,0,0,0,0,0,0,0,0,0
Chr4+24377632,LOC_Os04g41100,31,29,26,9,7,17,7,10,9,2,0,6
Chr4+24468762,LOC_Os04g41229,0,0,0,59,60,61,0,0,0,0,0,0
Chr4+24462034,LOC_Os04g41229,0,0,0,0,0,0,0,0,0,0,0,0
Chr4+24505398,LOC_Os04g41280,0,1,0,0,1,2,29,27,33,2,12,19
Chr4+24503052,LOC_Os04g41280,215,192,177,9,8,18,6,5,5,34,11,50
Chr4+24515245,LOC_Os04g41310,0,3,0,22,6,18,0,0,0,8,14,17
Chr4+24515684,LOC_Os04g41310,0,0,0,2,0,0,0,0,0,0,0,0
Chr4+24515551,LOC_Os04g41310,0,3,2,0,0,0,0,0,0,1,0,0
Chr4+24515494,LOC_Os04g41310,0,0,0,26,47,17,0,0,0,55,52,8
Chr4+24515364,LOC_Os04g41310,0,1,2,23,15,18,0,0,1,11,14,2
Chr4+25548760,LOC_Os04g43150,249,228,189,15,14,13,98,63,56,59,74,267
Chr4+25548907,LOC_Os04g43150,116,119,130,29,28,26,67,52,59,20,5,11
Chr4+25548632,LOC_Os04g43150,9,15,12,0,0,0,5,3,2,0,0,0
Chr4-26023984,LOC_Os04g43916,16,26,22,42,48,48,23,23,24,0,21,59
Chr4-26024059,LOC_Os04g43916,5,16,21,8,6,6,1,0,0,0,0,0
Chr4+26494070,LOC_Os04g44710,16,3,8,6,10,13,32,26,26,4,1,3
Chr4+26494603,LOC_Os04g44710,2,0,1,0,0,0,1,1,1,1,3,0
Chr4+26494227,LOC_Os04g44710,0,22,9,9,5,1,17,6,17,0,0,0
Chr4-27260359,LOC_Os04g46020,7,16,5,36,44,33,89,103,119,11,32,44
Chr4-27260424,LOC_Os04g46020,3,3,3,0,0,8,7,7,2,0,0,0
Chr4-27260178,LOC_Os04g46020,0,0,0,7,6,6,11,12,9,0,0,0
Chr4+28081226,LOC_Os04g47290,0,0,1,71,71,80,5,7,7,12,5,6
Chr4+28080026,LOC_Os04g47290,0,0,0,3,0,1,0,0,2,0,0,0
Chr4+28079833,LOC_Os04g47290,0,0,0,3,5,4,1,0,2,0,0,0
Chr4+28079988,LOC_Os04g47290,0,0,0,1,5,1,1,3,2,0,0,0
Chr4+28081326,LOC_Os04g47290,0,0,0,9,5,9,0,1,2,0,0,0
Chr4+30018691,LOC_Os04g50740,0,0,0,7,7,5,0,1,0,10,16,14
Chr4+30021075,LOC_Os04g50740,10,7,8,0,0,0,0,3,2,0,0,0
Chr4+30018590,LOC_Os04g50740,2,6,4,0,0,0,0,1,0,0,0,0
Chr4+30020951,LOC_Os04g50740,23,25,11,0,0,0,0,0,0,1,2,0
Chr4+30017597,LOC_Os04g50740,13,10,5,0,0,0,0,0,0,4,16,3
Chr4+30017765,LOC_Os04g50740,9,6,14,0,0,0,0,0,1,3,1,2
Chr4-30198541,LOC_Os04g51009,3,0,2,0,0,0,0,0,0,6,18,21
Chr4-30195970,LOC_Os04g51009,0,0,0,4,3,0,3,3,2,1,1,1
Chr4+30431433,LOC_Os04g51380,0,6,2,0,1,1,1,0,0,0,0,0
Chr4+30431682,LOC_Os04g51380,27,12,8,42,37,40,14,22,14,10,1,32
Chr4-30510410,LOC_Os04g51500,10,14,10,4,7,5,9,8,11,3,4,4
Chr4-30511131,LOC_Os04g51500,8,4,7,1,0,1,0,3,1,0,0,0
Chr4-30510977,LOC_Os04g51500,32,32,35,21,54,53,11,14,12,15,18,40
Chr4-30511643,LOC_Os04g51500,2,6,3,1,0,2,0,0,0,4,4,8
Chr4-30888315,LOC_Os04g52020,3,6,5,0,0,0,0,0,0,0,0,1
Chr4-30888160,LOC_Os04g52020,26,16,27,19,25,23,18,40,51,2,21,35
Chr4-30901964,LOC_Os04g52020,15,3,7,1,2,1,1,4,4,0,0,0
Chr4-32339713,LOC_Os04g54330,216,279,216,112,127,140,126,101,115,120,111,166
Chr4-32341122,LOC_Os04g54330,442,391,570,6,11,14,35,28,32,9,3,11
Chr4-32341286,LOC_Os04g54330,20,25,8,0,0,0,9,7,4,1,1,1
Chr4-32340906,LOC_Os04g54330,55,55,64,0,0,0,2,3,1,0,0,0
Chr4-32340699,LOC_Os04g54330,196,183,181,0,0,0,0,0,1,0,0,0
Chr4+32365038,LOC_Os04g54390,1,1,1,5,1,3,3,0,0,7,13,29
Chr4+32364856,LOC_Os04g54390,3,6,1,0,0,0,1,1,0,0,0,0
Chr4+32481960,LOC_Os04g54630,4,4,0,57,42,43,8,9,9,71,65,25
Chr4+32482344,LOC_Os04g54630,8,29,27,695,649,706,81,59,49,163,129,72
Chr4-32955890,LOC_Os04g55410,2,1,0,45,35,22,33,36,37,60,47,27
Chr4-32955709,LOC_Os04g55410,0,3,1,12,11,15,17,16,18,11,38,62
Chr4-32955999,LOC_Os04g55410,6,0,6,26,38,27,20,48,32,32,34,38
Chr4-32959349,LOC_Os04g55410,2,3,4,3,3,2,1,3,0,0,0,0
Chr4-33604477,LOC_Os04g56370,0,1,0,2,3,2,0,6,0,0,0,0
Chr4-33604414,LOC_Os04g56370,0,0,0,34,37,22,0,1,3,0,0,0
Chr4-34088194,LOC_Os04g57220,2942,3782,3200,3160,3312,2986,1545,1659,1486,5815,6012,6585
Chr4-34087823,LOC_Os04g57220,449,196,388,523,525,541,309,296,288,669,540,479
Chr4+34094547,LOC_Os04g57230,3,5,3,7,6,16,0,0,1,7,6,5
Chr4+34095241,LOC_Os04g57230,3,4,4,0,0,0,7,7,4,45,25,66
Chr4+34095364,LOC_Os04g57230,8,11,14,1,0,6,12,11,11,7,0,10
Chr4-35104853,LOC_Os04g59010,2,4,3,0,0,0,0,1,0,0,0,0
Chr4-35105039,LOC_Os04g59010,3,9,11,0,1,2,0,0,0,0,0,0
Chr4-35105259,LOC_Os04g59010,22,25,45,74,77,15,50,61,49,127,13,118
Chr4+35380940,LOC_Os04g59494,2,3,6,0,0,0,1,2,1,1,0,3
Chr4+35382163,LOC_Os04g59494,1,4,3,243,261,305,27,22,20,3,24,6
Chr4+35381104,LOC_Os04g59494,5,2,6,0,0,0,2,0,3,0,0,0
Chr4+35381191,LOC_Os04g59494,31,132,155,87,89,81,45,72,25,67,92,55
Chr5-152021,LOC_Os05g01210,0,11,3,0,0,0,0,0,0,0,0,0
Chr5-150149,LOC_Os05g01210,8,26,13,1,0,0,0,0,0,0,0,0
Chr5-150331,LOC_Os05g01210,3,3,3,0,0,0,0,0,0,0,0,0
Chr5-149984,LOC_Os05g01210,152,218,228,76,67,60,69,70,77,78,69,119
Chr5-149814,LOC_Os05g01210,10,5,10,5,0,1,6,2,6,0,0,0
Chr5+256928,LOC_Os05g01444,0,1,2,1,2,3,2,2,0,1,1,1
Chr5+258397,LOC_Os05g01444,8,27,9,0,1,1,1,0,1,1,0,0
Chr5+256962,LOC_Os05g01444,0,0,0,2,2,0,1,2,1,0,0,0
Chr5+297254,LOC_Os05g01500,0,0,0,3,4,2,0,0,0,0,0,0
Chr5+297106,LOC_Os05g01500,58,36,44,21,14,10,16,18,19,9,4,9
Chr5-2378523,LOC_Os05g04940,33,50,19,3,5,8,4,6,11,1,1,0
Chr5-2378752,LOC_Os05g04940,41,33,26,2,0,0,6,9,9,1,0,0
Chr5-2705818,LOC_Os05g05440,19,18,22,11,3,9,57,59,43,88,53,53
Chr5-2704029,LOC_Os05g05440,28,15,4,4,1,0,0,0,2,0,1,0
Chr5-2703872,LOC_Os05g05440,8,5,6,1,1,3,7,12,7,40,21,13
Chr5-2703669,LOC_Os05g05440,33,25,33,109,121,105,337,335,299,577,585,670
Chr5-2703988,LOC_Os05g05440,0,1,0,0,0,0,0,0,0,7,22,1
Chr5-2716805,LOC_Os05g05460,8,2,3,1,4,9,0,0,0,0,0,0
Chr5-2716915,LOC_Os05g05460,0,4,3,0,0,0,0,0,0,0,0,0
Chr5-3011181,LOC_Os05g06014,8,8,7,0,0,0,0,0,0,0,0,0
Chr5-3010904,LOC_Os05g06014,1,4,4,0,0,0,0,0,0,0,0,0
Chr5-3009851,LOC_Os05g06014,2,0,1,0,0,0,0,0,0,0,0,0
Chr5-3010793,LOC_Os05g06014,85,54,62,0,0,0,0,0,0,0,0,0
Chr5-3011730,LOC_Os05g06014,1,1,3,0,0,0,1,0,1,0,0,0
Chr5-3011594,LOC_Os05g06014,0,0,4,0,0,0,0,0,0,0,0,0
Chr5-3008702,LOC_Os05g06014,37,54,62,15,15,4,89,94,103,122,112,108
Chr5-3009030,LOC_Os05g06014,0,4,4,0,0,0,0,1,0,45,49,98
Chr5-3011386,LOC_Os05g06014,2,4,4,0,0,0,0,0,0,0,0,0
Chr5-3245605,LOC_Os05g06340,12,4,10,6,10,8,2,2,2,1,0,0
Chr5-3245447,LOC_Os05g06340,64,42,59,134,137,114,22,23,20,62,37,10
Chr5+4105902,LOC_Os05g07640,5,5,7,16,20,14,22,13,13,37,73,62
Chr5+4105739,LOC_Os05g07640,115,81,72,77,91,64,92,97,91,45,40,76
Chr5+4408160,LOC_Os05g08090,0,0,0,17,13,14,10,5,8,0,0,0
Chr5+4407066,LOC_Os05g08090,32,33,34,27,28,25,34,19,27,44,75,73
Chr5+4560816,LOC_Os05g08360,32,14,25,0,0,0,0,0,0,0,0,0
Chr5+4562425,LOC_Os05g08360,414,374,421,22,9,20,106,128,121,313,288,326
Chr5+5444923,LOC_Os05g09630,59,44,51,30,30,31,86,91,64,71,9,13
Chr5+5445216,LOC_Os05g09630,2,0,4,3,2,3,5,4,3,0,0,0
Chr5+5444789,LOC_Os05g09630,4,9,4,0,0,0,0,1,1,2,0,0
Chr5+5750897,LOC_Os05g10570,3,0,3,8,5,7,0,0,1,0,0,0
Chr5+5750938,LOC_Os05g10570,6,5,3,10,18,17,1,2,0,0,0,0
Chr5+5751232,LOC_Os05g10570,0,0,0,0,3,3,3,1,5,0,0,1
Chr5+8039679,LOC_Os05g14300,3,4,5,4,0,0,4,6,10,0,0,0
Chr5+8039388,LOC_Os05g14300,86,70,103,51,17,46,164,149,130,88,222,90
Chr5+8445893,LOC_Os05g14860,0,0,0,0,1,1,0,0,0,2,4,16
Chr5+8441324,LOC_Os05g14860,6,10,8,0,0,0,2,1,1,1,0,1
Chr5+8445685,LOC_Os05g14860,138,127,111,207,228,213,184,171,134,365,403,444
Chr5+11318018,LOC_Os05g19470,0,0,0,0,0,0,0,0,0,33,15,2
Chr5+11319833,LOC_Os05g19470,9,12,13,10,18,9,28,36,35,0,0,0
Chr5+11319749,LOC_Os05g19470,2,1,1,0,0,0,1,2,0,0,0,0
Chr5+11316107,LOC_Os05g19470,20,20,14,1,0,0,14,2,11,6,7,5
Chr5+11318339,LOC_Os05g19470,0,7,3,4,3,4,3,4,5,0,0,0
Chr5+11319113,LOC_Os05g19470,0,0,0,2,0,2,0,4,0,0,1,3
Chr5+11318948,LOC_Os05g19470,0,2,0,2,1,2,11,11,12,0,1,1
Chr5-13610694,LOC_Os05g23720,862,676,666,288,281,279,589,581,550,480,361,421
Chr5-13610558,LOC_Os05g23720,8,7,4,4,7,7,5,5,5,0,0,0
Chr5-13613559,LOC_Os05g23720,9,11,10,0,0,0,0,0,0,0,1,0
Chr5+14773095,LOC_Os05g25400,0,0,0,7,7,8,2,2,1,0,0,0
Chr5+14772808,LOC_Os05g25400,0,4,0,6,7,11,3,6,0,4,19,4
Chr5+14772943,LOC_Os05g25400,0,0,0,9,15,20,3,0,3,0,0,0
Chr5-16421620,LOC_Os05g28090,0,0,0,12,15,20,0,1,0,0,0,0
Chr5-16421717,LOC_Os05g28090,1,5,1,45,29,37,1,1,0,0,0,0
Chr5-16421555,LOC_Os05g28090,0,0,0,45,38,42,0,0,0,0,1,8
Chr5-16503182,LOC_Os05g28190,194,276,392,92,85,82,89,98,87,130,95,98
Chr5-16502944,LOC_Os05g28190,288,437,414,131,148,122,141,150,129,312,647,413
Chr5+16691067,LOC_Os05g28500,107,48,24,954,645,583,86,102,110,487,370,198
Chr5+16691249,LOC_Os05g28500,1,4,1,2,8,12,2,3,2,0,0,0
Chr5-16704728,LOC_Os05g28520,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-16702087,LOC_Os05g28520,11,9,6,9,1,5,13,28,22,36,18,7
Chr5+17548974,LOC_Os05g30280,0,0,3,3,5,5,1,1,1,5,12,0
Chr5+17552298,LOC_Os05g30280,0,0,0,0,5,0,0,1,0,0,0,0
Chr5+17551303,LOC_Os05g30280,0,3,3,2,0,0,0,0,0,7,18,25
Chr5+18470650,LOC_Os05g31720,0,0,0,0,0,0,170,154,167,795,534,974
Chr5+18468220,LOC_Os05g31720,0,0,0,2,2,3,0,0,0,29,20,14
Chr5-19327433,LOC_Os05g32970,131,73,95,897,894,869,178,213,199,122,48,52
Chr5-19327896,LOC_Os05g32970,5,2,4,4,5,5,4,4,4,2,0,0
Chr5-20263846,LOC_Os05g34230,16,23,23,96,101,103,44,39,38,146,4,6
Chr5-20263897,LOC_Os05g34230,2,1,2,1,2,2,1,0,1,0,0,0
Chr5-20264338,LOC_Os05g34230,6,6,5,0,0,0,0,1,2,0,0,0
Chr5-21214833,LOC_Os05g35740,1824,1360,1473,390,422,440,186,215,236,260,623,256
Chr5-21216004,LOC_Os05g35740,3,5,5,0,0,0,0,1,0,0,0,0
Chr5-23080701,LOC_Os05g39350,0,0,0,0,0,0,0,0,1,0,1,0
Chr5-23081204,LOC_Os05g39350,0,0,0,0,2,1,1,0,1,9,4,16
Chr5-23080918,LOC_Os05g39350,3,4,1,6,2,2,4,4,2,0,0,1
Chr5+23646570,LOC_Os05g40260,0,1,0,5,6,4,1,1,0,0,0,0
Chr5+23646793,LOC_Os05g40260,0,0,0,9,21,17,0,0,0,0,0,0
Chr5+23646947,LOC_Os05g40260,0,1,0,0,1,2,0,0,0,1,3,7
Chr5+23646682,LOC_Os05g40260,0,4,4,116,130,121,4,8,10,4,2,5
Chr5-23903677,LOC_Os05g40770,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-23903866,LOC_Os05g40770,0,0,0,0,0,0,0,0,0,0,0,0
Chr5-23899487,LOC_Os05g40770,2,4,0,4,0,8,22,21,26,13,0,17
Chr5+23997619,LOC_Os05g40910,4,7,2,10,10,10,5,4,5,162,142,336
Chr5+23997165,LOC_Os05g40910,8,5,9,42,39,45,8,8,8,0,0,0
Chr5-24154004,LOC_Os05g41240,0,0,0,9,10,9,2,2,0,0,0,0
Chr5-24153894,LOC_Os05g41240,3,5,7,5,0,5,5,3,16,0,0,0
Chr5-24158021,LOC_Os05g41240,1,1,2,0,0,0,2,1,1,33,30,59
Chr5-24154145,LOC_Os05g41240,34,54,44,117,116,120,38,33,31,43,53,42
Chr5+25003740,LOC_Os05g43060,11,19,19,6,5,4,34,28,25,0,3,1
Chr5+25015240,LOC_Os05g43060,5,1,7,0,0,0,1,0,0,0,0,0
Chr5+25014809,LOC_Os05g43060,161,143,231,133,150,151,184,177,165,64,79,44
Chr5+25003943,LOC_Os05g43060,5,5,6,4,5,2,0,1,1,0,0,0
Chr5+25955576,LOC_Os05g44610,2,1,4,0,0,5,18,11,23,13,36,26
Chr5+25955711,LOC_Os05g44610,6,3,9,0,0,0,18,11,14,0,0,0
Chr5+25955830,LOC_Os05g44610,1,0,0,0,0,2,0,5,7,0,0,0
Chr5-26237578,LOC_Os05g45210,225,219,231,24,26,24,74,71,75,49,55,57
Chr5-26238026,LOC_Os05g45210,0,4,6,0,0,0,0,0,0,0,0,0
Chr5+26560015,LOC_Os05g45840,5,9,10,20,17,25,14,15,12,40,4,36
Chr5+26559970,LOC_Os05g45840,31,17,13,5,6,3,0,0,0,0,0,0
Chr5+26559853,LOC_Os05g45840,10,15,12,0,0,0,0,0,0,0,0,0
Chr5+26938254,LOC_Os05g46500,40,16,37,43,45,49,43,44,41,20,68,19
Chr5+26938658,LOC_Os05g46500,1,2,1,0,0,0,0,0,0,0,0,0
Chr5-27701827,LOC_Os05g48330,0,2,0,2,1,2,1,1,1,0,0,0
Chr5-27702121,LOC_Os05g48330,25,17,32,10,7,9,43,30,43,15,41,40
Chr5-27701941,LOC_Os05g48330,1,3,0,4,0,8,10,8,0,7,3,64
Chr5-27703689,LOC_Os05g48330,2,1,1,0,0,0,0,0,0,32,30,10
Chr5+27807427,LOC_Os05g48510,10,98,188,83,118,117,81,90,71,75,1,54
Chr5+27807002,LOC_Os05g48510,4,2,3,0,0,0,0,0,0,0,0,0
Chr5-28476339,LOC_Os05g49630,4,6,1,0,0,0,3,3,3,1,0,0
Chr5-28473688,LOC_Os05g49630,7,5,2,8,3,11,13,21,18,6,10,5
Chr5-28473600,LOC_Os05g49630,3,1,1,2,12,3,8,12,14,6,6,0
Chr5-28871886,LOC_Os05g50380,96,106,73,0,0,0,8,8,8,1,5,0
Chr5-28871811,LOC_Os05g50380,506,532,455,7,14,14,477,437,490,595,536,659
Chr5+28940830,LOC_Os05g50480,0,0,0,0,0,0,0,0,0,0,0,0
Chr5+28942987,LOC_Os05g50480,3,2,5,5,6,4,2,1,1,9,7,5
Chr5+28948384,LOC_Os05g50480,187,166,164,177,179,179,154,143,150,23,82,63
Chr5+28948519,LOC_Os05g50480,11,11,1,6,2,4,6,4,7,2,1,1
Chr5+28948271,LOC_Os05g50480,0,1,3,0,1,2,4,6,6,0,0,0
Chr5+29616053,LOC_Os05g51630,2,0,1,0,0,2,0,0,1,0,0,0
Chr5+29616221,LOC_Os05g51630,186,205,196,173,169,191,91,109,114,47,44,44
Chr5+29616434,LOC_Os05g51630,11,6,8,7,32,16,12,12,19,5,1,7
Chr6+409962,LOC_Os06g01680,51,50,49,0,9,11,44,36,44,24,6,56
Chr6+410144,LOC_Os06g01680,60,42,64,59,63,60,47,52,41,24,127,31
Chr6+925182,LOC_Os06g02600,460,139,182,28,56,38,99,88,99,53,59,46
Chr6+924568,LOC_Os06g02600,6,9,15,0,0,0,0,0,0,0,0,0
Chr6+923649,LOC_Os06g02600,17,0,3,0,0,0,0,0,0,0,0,0
Chr6+1923594,LOC_Os06g04480,67,70,63,63,69,54,0,0,3,85,87,62
Chr6+1923233,LOC_Os06g04480,22,45,33,37,49,45,0,1,0,0,5,6
Chr6-2498984,LOC_Os06g05520,41,36,36,47,58,62,50,20,72,6,5,25
Chr6-2500522,LOC_Os06g05520,0,0,0,0,0,0,4,3,5,1,0,2
Chr6-2500900,LOC_Os06g05520,3,8,9,0,0,0,0,0,0,0,0,0
Chr6+2576703,LOC_Os06g05690,0,3,2,0,0,0,0,0,0,0,0,0
Chr6+2576776,LOC_Os06g05690,0,0,0,2,0,1,0,0,0,0,0,0
Chr6+2702290,LOC_Os06g05900,9,1,2,17,19,19,11,3,11,43,9,31
Chr6+2705022,LOC_Os06g05900,29,29,30,14,18,16,18,15,15,0,0,0
Chr6+3203919,LOC_Os06g06790,2,1,1,1,0,0,2,10,10,1,7,3
Chr6+3203821,LOC_Os06g06790,22,49,6,4,5,5,14,17,18,0,0,0
Chr6-3256753,LOC_Os06g06870,5,5,4,0,0,0,0,0,0,0,0,0
Chr6-3250547,LOC_Os06g06870,66,60,54,21,20,24,59,56,52,28,71,28
Chr6-3256457,LOC_Os06g06870,1,2,6,0,0,0,5,4,3,0,2,5
Chr6+3338153,LOC_Os06g07030,2504,2841,2563,115,95,101,203,271,229,202,71,64
Chr6+3338864,LOC_Os06g07030,23,49,38,0,0,0,3,12,0,0,0,0
Chr6+3338599,LOC_Os06g07030,43,43,43,0,0,0,0,1,0,0,0,0
Chr6+4540239,LOC_Os06g09020,69,40,55,35,41,49,84,92,90,166,169,33
Chr6+4540523,LOC_Os06g09020,5,28,18,13,8,13,8,8,7,3,0,1
Chr6+4868760,LOC_Os06g09560,0,4,0,7,10,5,3,8,3,25,3,9
Chr6+4869574,LOC_Os06g09560,9,10,8,0,0,0,0,0,0,0,0,0
Chr6+4870069,LOC_Os06g09560,468,395,615,0,15,37,27,30,25,98,183,182
Chr6+4869341,LOC_Os06g09560,7,31,15,0,0,0,3,3,1,0,0,0
Chr6+5427193,LOC_Os06g10520,16,10,13,69,73,67,48,35,29,397,428,421
Chr6+5421314,LOC_Os06g10520,1,0,0,5,3,2,0,0,0,9,1,9
Chr6+5427119,LOC_Os06g10520,6,19,16,9,12,9,7,3,2,37,26,30
Chr6-6036960,LOC_Os06g11440,62,84,51,4,1,2,7,5,2,14,2,6
Chr6-6045572,LOC_Os06g11440,1,2,1,0,0,0,4,3,0,48,25,5
Chr6-6036738,LOC_Os06g11440,33,31,53,19,20,41,16,21,22,38,20,21
Chr6+6734093,LOC_Os06g12400,16,9,11,0,0,0,3,3,3,19,75,60
Chr6+6733997,LOC_Os06g12400,3,7,2,0,0,0,0,2,0,0,0,0
Chr6+6734446,LOC_Os06g12400,76,97,77,69,39,65,52,39,47,55,50,44
Chr6+7496628,LOC_Os06g13570,103,120,71,11,8,13,22,11,10,41,49,57
Chr6+7488115,LOC_Os06g13570,23,16,20,12,10,12,7,9,2,48,0,43
Chr6+8316861,LOC_Os06g14740,77,127,91,169,164,99,60,60,52,8,4,123
Chr6+8316719,LOC_Os06g14740,6,1,1,0,0,0,0,0,0,0,0,0
Chr6+8314693,LOC_Os06g14740,0,6,1,0,1,1,0,0,0,0,0,0
Chr6-8598272,LOC_Os06g15170,0,1,4,40,4,44,0,2,1,0,0,0
Chr6-8597895,LOC_Os06g15170,1,4,2,62,49,65,11,11,11,20,4,11
Chr6-8758767,LOC_Os06g15420,0,0,0,18,21,21,6,6,5,0,0,0
Chr6-8759043,LOC_Os06g15420,54,46,40,158,135,139,134,143,155,159,68,99
Chr6+10927115,LOC_Os06g19200,9,6,5,49,72,53,60,55,53,77,120,22
Chr6+10927366,LOC_Os06g19200,3,0,0,56,38,28,10,12,7,3,5,3
Chr6-13302551,LOC_Os06g22820,35,36,40,115,108,123,67,77,45,155,208,197
Chr6-13302263,LOC_Os06g22820,5,0,3,2,2,1,0,0,1,0,0,0
Chr6+13384654,LOC_Os06g22919,0,0,0,11,41,18,14,12,12,9,6,9
Chr6+13390409,LOC_Os06g22919,3,4,4,26,31,18,56,56,53,43,130,110
Chr6+13379165,LOC_Os06g22919,0,0,0,4,1,3,0,1,1,0,0,0
Chr6+13651201,LOC_Os06g23390,0,0,0,0,0,0,0,0,0,1,2,4
Chr6+13651306,LOC_Os06g23390,0,1,0,0,2,2,10,18,16,8,14,0
Chr6-14897115,LOC_Os06g25500,4,6,5,0,0,1,2,4,3,19,6,54
Chr6-14897441,LOC_Os06g25500,1,0,0,0,1,0,0,1,1,0,0,0
Chr6-14897283,LOC_Os06g25500,4,0,9,3,7,2,4,3,3,0,0,0
Chr6+16510334,LOC_Os06g28970,3,6,1,0,0,0,0,4,3,0,0,0
Chr6+16512798,LOC_Os06g28970,37,22,29,131,146,181,66,67,65,22,14,27
Chr6-16991756,LOC_Os06g29630,18,20,13,10,10,9,5,8,4,3,4,0
Chr6-16993466,LOC_Os06g29630,5,5,6,0,0,0,0,0,0,0,0,0
Chr6-18159030,LOC_Os06g31220,14,8,9,2,4,6,3,4,2,8,30,104
Chr6-18158753,LOC_Os06g31220,0,3,0,5,5,4,6,4,4,0,0,0
Chr6-18159497,LOC_Os06g31220,0,24,7,6,4,6,2,3,2,3,4,3
Chr6-18158673,LOC_Os06g31220,2,3,6,0,0,1,0,0,0,0,0,0
Chr6-18160069,LOC_Os06g31220,0,1,0,2,1,0,0,0,0,0,0,0
Chr6+19418434,LOC_Os06g33330,0,0,3,1,1,4,2,1,1,0,0,0
Chr6+19418158,LOC_Os06g33330,27,16,18,6,15,13,1,1,0,1,6,0
Chr6+19418311,LOC_Os06g33330,84,94,91,63,65,52,18,13,21,0,1,3
Chr6+19418486,LOC_Os06g33330,6,9,4,3,4,3,0,3,9,0,1,0
Chr6+19417156,LOC_Os06g33330,29,24,20,14,20,6,0,0,0,0,0,0
Chr6-20034728,LOC_Os06g34440,4,8,5,2,1,0,1,0,1,3,2,0
Chr6-20035117,LOC_Os06g34440,39,46,54,87,98,73,33,46,41,18,95,209
