"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","shoot1","shoot2","shoot3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3"
"589","Chr3+33734975","LOC_Os03g59240",1,0,0,110,126,111,4,4,6,44,38,40
"590","Chr3+33735183","LOC_Os03g59240",5,1,0,15,15,17,0,1,0,4,4,8
"591","Chr3+33734791","LOC_Os03g59240",0,0,0,2,3,4,1,1,1,1,0,1
"592","Chr3-34820693","LOC_Os03g61340",160,84,118,104,110,105,125,93,117,163,175,146
"593","Chr3-34820824","LOC_Os03g61340",75,84,92,5,7,9,34,35,31,6,8,12
"594","Chr3-35447854","LOC_Os03g62640",1,2,0,0,0,0,1,3,2,1,1,0
"595","Chr3-35446445","LOC_Os03g62640",171,166,122,50,57,98,131,169,141,45,33,56
"596","Chr3-35447557","LOC_Os03g62640",1,1,7,0,0,0,0,0,0,0,0,0
"597","Chr3-35447302","LOC_Os03g62640",0,0,0,0,0,0,1,3,0,1,2,0
"598","Chr3-35664360","LOC_Os03g63074",1667,1190,1705,8,7,5,0,2,1,9,7,6
"599","Chr3-35659856","LOC_Os03g63074",0,0,0,19,19,18,40,27,25,2,0,1
"600","Chr3-35660476","LOC_Os03g63074",3,1,2,1,4,2,1,1,3,0,0,0
"601","Chr3-35665518","LOC_Os03g63074",10,10,10,0,0,0,0,0,0,0,0,0
"602","Chr3+36175491","LOC_Os03g64010",5,0,6,8,7,14,16,15,16,6,3,5
"603","Chr3+36175371","LOC_Os03g64010",42,40,54,74,58,51,194,180,173,33,13,23
"604","Chr3+36175655","LOC_Os03g64010",3,12,6,0,0,0,0,0,0,0,0,0
"605","Chr3-36265888","LOC_Os03g64190",14,5,26,1,1,1,1,0,1,2,0,0
"606","Chr3-36265551","LOC_Os03g64190",120,159,119,73,70,64,54,65,70,87,84,75
"607","Chr3-36265422","LOC_Os03g64190",7,8,3,1,0,1,4,0,2,1,2,0
"608","Chr4-227055","LOC_Os04g01300",30,17,43,34,51,51,14,7,10,45,44,46
"609","Chr4-226904","LOC_Os04g01300",170,59,118,858,857,835,191,196,220,745,751,767
"610","Chr4-4446093","LOC_Os04g08330",4,10,6,7,2,1,1,5,1,5,0,9
"611","Chr4-4446276","LOC_Os04g08330",23,15,13,15,13,30,30,24,23,34,27,37
"612","Chr4-4446462","LOC_Os04g08330",12,15,18,19,14,11,10,13,12,23,24,23
"613","Chr4+4455326","LOC_Os04g08340",16,9,13,5,1,0,2,3,3,12,1,0
"614","Chr4+4455129","LOC_Os04g08340",7,0,0,0,2,1,1,0,1,0,0,0
"615","Chr4+4455602","LOC_Os04g08340",0,0,0,0,3,0,2,1,0,0,3,3
"616","Chr4+4455445","LOC_Os04g08340",3,1,0,1,1,1,0,0,3,10,4,8
"617","Chr4-8310605","LOC_Os04g14790",1,2,1,2,0,2,2,2,2,0,2,0
"618","Chr4-8307366","LOC_Os04g14790",216,203,180,38,23,50,121,124,122,61,48,84
"619","Chr4-13821867","LOC_Os04g24170",10,10,5,2,3,0,0,1,0,0,0,0
"620","Chr4-13821597","LOC_Os04g24170",7,4,4,3,3,5,5,5,5,0,1,1
"621","Chr4-13822060","LOC_Os04g24170",7,19,15,0,0,0,2,2,0,0,0,0
"622","Chr4-13821797","LOC_Os04g24170",116,177,135,35,49,61,160,110,146,29,30,29
"623","Chr4-16645532","LOC_Os04g28180",25,26,25,8,9,10,4,6,4,24,26,26
"624","Chr4-16645840","LOC_Os04g28180",1678,1617,1655,1453,1498,1430,754,744,764,2518,2476,2548
"625","Chr4-16645602","LOC_Os04g28180",7,2,7,1,2,1,1,1,0,6,3,10
"626","Chr4+19411544","LOC_Os04g32370",14,25,17,18,19,18,24,18,16,24,19,21
"627","Chr4+19418448","LOC_Os04g32370",52,58,56,4,13,4,25,41,32,9,5,7
"628","Chr4+19418720","LOC_Os04g32370",22,18,21,27,21,24,67,65,69,31,35,31
"629","Chr4+19677678","LOC_Os04g32650",5,0,9,1,1,1,0,0,0,0,0,2
"630","Chr4+19682169","LOC_Os04g32650",2,2,1,28,36,37,56,49,48,32,24,34
"631","Chr4+19682000","LOC_Os04g32650",74,72,80,159,160,160,228,214,215,88,91,83
"632","Chr4+19693301","LOC_Os04g32670",161,179,143,69,79,61,107,124,114,97,91,92
"633","Chr4+19694653","LOC_Os04g32670",9,1,5,1,1,1,1,0,1,4,6,3
"634","Chr4-20046676","LOC_Os04g33110",1,1,3,0,0,0,2,1,2,0,0,0
"635","Chr4-20045934","LOC_Os04g33110",598,605,493,1558,1321,1568,2343,2464,2168,983,1146,981
"636","Chr4-20124695","LOC_Os04g33280",22,20,16,29,16,20,88,99,92,11,2,27
"637","Chr4-20124949","LOC_Os04g33280",9,8,9,0,0,1,3,4,2,0,0,0
"638","Chr4-20125077","LOC_Os04g33280",86,57,111,80,70,83,121,124,106,19,21,22
"639","Chr4+20872624","LOC_Os04g34450",13,5,4,0,0,0,1,0,0,1,2,2
"640","Chr4+20872284","LOC_Os04g34450",238,228,147,138,124,138,100,89,97,128,112,128
"641","Chr4+20865574","LOC_Os04g34450",3,3,4,0,1,1,0,0,0,0,0,0
"642","Chr4+21268294","LOC_Os04g34984",3,6,9,0,4,3,1,2,1,2,2,0
"643","Chr4+21268742","LOC_Os04g34984",5,0,5,1,0,0,0,0,0,0,0,0
"644","Chr4+21265387","LOC_Os04g34984",4,0,0,0,0,0,0,1,0,0,0,0
"645","Chr4+21267966","LOC_Os04g34984",24,0,17,1,0,0,0,0,0,1,1,1
"646","Chr4+21268220","LOC_Os04g34984",31,28,87,31,49,45,43,48,40,34,31,37
"647","Chr4-21461913","LOC_Os04g35290",1,2,0,4,1,1,1,1,3,2,1,1
"648","Chr4-21462280","LOC_Os04g35290",9,9,1,0,0,1,0,0,0,0,0,2
"649","Chr4-21462068","LOC_Os04g35290",29,102,85,75,74,84,73,86,87,123,111,129
"650","Chr4+21847904","LOC_Os04g35840",18,1,16,26,23,11,4,3,2,13,8,11
"651","Chr4+21848067","LOC_Os04g35840",147,119,107,175,172,183,91,98,95,92,75,88
"652","Chr4-22837568","LOC_Os04g38410",0,0,0,0,0,0,0,0,1,0,3,0
"653","Chr4-22835915","LOC_Os04g38410",88,227,180,33448,33726,33788,16116,15671,16019,419,404,393
"654","Chr4-23182531","LOC_Os04g39030",2,3,0,13,3,2,1,0,0,1,1,1
"655","Chr4-23178432","LOC_Os04g39030",0,0,0,0,0,0,1,1,1,1,2,1
"656","Chr4+24375527","LOC_Os04g41100",6,3,3,2,0,2,0,0,0,0,0,0
"657","Chr4+24377215","LOC_Os04g41100",1,0,0,3,2,1,3,10,1,1,1,1
"658","Chr4+24375624","LOC_Os04g41100",9,7,4,0,0,0,0,0,0,0,1,2
"659","Chr4+24376982","LOC_Os04g41100",0,0,0,0,11,7,9,10,9,0,2,2
"660","Chr4+24375892","LOC_Os04g41100",9,4,3,3,0,1,3,6,1,1,0,0
"661","Chr4+24378221","LOC_Os04g41100",1,4,4,12,12,11,11,15,14,6,8,10
"662","Chr4+24378067","LOC_Os04g41100",0,0,0,5,2,5,1,6,0,0,0,0
"663","Chr4+24376899","LOC_Os04g41100",7,6,1,21,16,10,30,31,26,5,5,5
"664","Chr4+24375297","LOC_Os04g41100",203,196,198,69,46,45,143,161,156,36,35,43
"665","Chr4+24376800","LOC_Os04g41100",2,0,1,0,0,2,7,3,5,3,1,0
"666","Chr4+24377050","LOC_Os04g41100",0,0,0,0,3,0,0,0,0,0,0,0
"667","Chr4+24378165","LOC_Os04g41100",0,0,0,3,3,4,3,4,3,0,0,0
"668","Chr4+24375988","LOC_Os04g41100",9,6,3,1,1,1,0,0,0,1,1,1
"669","Chr4+24377632","LOC_Os04g41100",50,47,12,7,9,5,14,14,13,5,9,7
"670","Chr4+24468762","LOC_Os04g41229",0,2,1,52,72,64,60,69,67,58,59,59
"671","Chr4+24462034","LOC_Os04g41229",0,0,0,1,2,1,0,0,0,8,1,2
"672","Chr4+24505398","LOC_Os04g41280",0,0,0,3,3,3,0,0,0,8,4,10
"673","Chr4+24503052","LOC_Os04g41280",196,156,278,8,4,3,10,3,7,4,3,3
"674","Chr4+24515245","LOC_Os04g41310",2,1,0,20,12,12,58,56,59,7,12,6
"675","Chr4+24515684","LOC_Os04g41310",0,0,0,0,0,0,4,11,13,0,0,0
"676","Chr4+24515551","LOC_Os04g41310",0,0,0,1,0,0,8,6,16,0,0,0
"677","Chr4+24515494","LOC_Os04g41310",0,0,0,42,2,15,166,148,181,6,3,10
"678","Chr4+24515364","LOC_Os04g41310",2,1,0,10,9,12,80,82,85,7,8,0
"679","Chr4+25548760","LOC_Os04g43150",136,152,132,27,29,18,16,8,10,26,29,34
"680","Chr4+25548907","LOC_Os04g43150",104,86,71,45,42,39,35,43,33,38,40,39
"681","Chr4+25548632","LOC_Os04g43150",8,16,8,0,0,0,0,0,0,0,0,0
"682","Chr4-26023984","LOC_Os04g43916",35,48,25,129,86,11,22,19,26,74,89,91
"683","Chr4-26024059","LOC_Os04g43916",12,21,13,5,4,7,4,4,4,6,9,8
"684","Chr4+26494070","LOC_Os04g44710",10,0,2,2,15,11,9,9,5,13,9,13
"685","Chr4+26494603","LOC_Os04g44710",0,0,0,0,2,2,0,0,0,1,0,0
"686","Chr4+26494227","LOC_Os04g44710",2,13,25,7,10,8,4,3,12,6,3,6
"687","Chr4-27260359","LOC_Os04g46020",13,0,12,84,99,76,33,36,39,76,76,76
"688","Chr4-27260424","LOC_Os04g46020",0,0,1,6,9,9,2,2,3,0,8,2
"689","Chr4-27260178","LOC_Os04g46020",0,4,5,14,8,10,8,4,5,5,15,23
"690","Chr4+28081226","LOC_Os04g47290",3,1,1,10,10,10,53,59,61,3,6,1
"691","Chr4+28080026","LOC_Os04g47290",0,0,0,0,4,3,1,0,2,0,1,1
"692","Chr4+28079833","LOC_Os04g47290",0,0,0,1,1,0,3,3,0,1,1,1
"693","Chr4+28079988","LOC_Os04g47290",0,0,0,5,1,7,2,1,3,1,2,1
"694","Chr4+28081326","LOC_Os04g47290",0,0,0,1,2,1,5,5,5,0,0,1
"695","Chr4+30018691","LOC_Os04g50740",0,0,0,2,2,2,0,0,0,0,1,1
"696","Chr4+30021075","LOC_Os04g50740",11,12,6,0,0,0,0,0,0,0,0,0
"697","Chr4+30018590","LOC_Os04g50740",0,5,2,0,0,0,0,0,0,0,0,0
"698","Chr4+30020951","LOC_Os04g50740",7,2,11,0,0,0,0,0,0,0,0,0
"699","Chr4+30017597","LOC_Os04g50740",10,17,16,0,0,0,0,0,0,0,0,0
"700","Chr4+30017765","LOC_Os04g50740",12,20,12,0,0,0,0,0,0,0,0,0
"701","Chr4-30198541","LOC_Os04g51009",0,0,0,0,0,0,0,0,1,0,0,0
"702","Chr4-30195970","LOC_Os04g51009",1,0,3,3,3,3,10,4,7,1,4,0
"703","Chr4+30431433","LOC_Os04g51380",3,5,2,0,0,0,0,0,0,0,0,2
"704","Chr4+30431682","LOC_Os04g51380",31,1,27,13,27,25,31,38,30,34,42,31
"705","Chr4-30510410","LOC_Os04g51500",3,1,0,12,6,7,5,4,3,5,4,6
"706","Chr4-30511131","LOC_Os04g51500",0,0,0,3,4,0,0,1,1,0,0,0
"707","Chr4-30510977","LOC_Os04g51500",20,16,11,24,26,31,39,38,41,20,20,24
"708","Chr4-30511643","LOC_Os04g51500",0,5,0,0,0,0,1,0,3,0,0,0
"709","Chr4-30888315","LOC_Os04g52020",6,15,4,0,0,0,1,0,0,0,0,0
"710","Chr4-30888160","LOC_Os04g52020",32,37,30,21,21,23,30,30,33,12,11,16
"711","Chr4-30901964","LOC_Os04g52020",8,2,35,0,0,0,4,2,6,4,1,4
"712","Chr4-32339713","LOC_Os04g54330",218,239,222,125,131,108,166,167,181,176,174,186
"713","Chr4-32341122","LOC_Os04g54330",11,144,126,15,14,12,4,3,3,31,25,27
"714","Chr4-32341286","LOC_Os04g54330",12,9,7,4,0,0,0,1,1,8,16,3
"715","Chr4-32340906","LOC_Os04g54330",15,17,18,4,2,2,1,0,1,0,11,10
"716","Chr4-32340699","LOC_Os04g54330",154,146,140,0,0,0,0,0,0,2,1,1
"717","Chr4+32365038","LOC_Os04g54390",0,0,0,32,37,36,0,0,1,30,30,33
"718","Chr4+32364856","LOC_Os04g54390",1,1,2,2,0,4,0,1,0,6,7,4
"719","Chr4+32481960","LOC_Os04g54630",1,2,0,10,10,14,11,9,21,2,2,5
"720","Chr4+32482344","LOC_Os04g54630",11,15,13,88,76,85,736,620,688,4,7,5
"721","Chr4-32955890","LOC_Os04g55410",2,2,0,31,62,62,85,83,80,76,90,74
"722","Chr4-32955709","LOC_Os04g55410",0,2,1,26,16,23,42,39,39,27,24,33
"723","Chr4-32955999","LOC_Os04g55410",30,0,7,56,60,57,71,94,90,110,115,117
"724","Chr4-32959349","LOC_Os04g55410",1,1,2,0,0,0,0,0,1,1,1,1
"725","Chr4-33604477","LOC_Os04g56370",0,1,0,0,0,0,0,0,0,1,1,1
"726","Chr4-33604414","LOC_Os04g56370",10,2,1,31,32,33,4,14,5,2,1,3
"727","Chr4-34088194","LOC_Os04g57220",2495,2782,2340,890,937,910,3839,3963,3539,832,833,854
"728","Chr4-34087823","LOC_Os04g57220",332,343,359,176,240,267,535,479,512,154,177,163
"729","Chr4+34094547","LOC_Os04g57230",0,0,0,4,1,0,0,6,1,0,4,0
"730","Chr4+34095241","LOC_Os04g57230",0,0,0,5,0,1,0,1,0,1,1,1
"731","Chr4+34095364","LOC_Os04g57230",6,2,0,10,12,11,8,5,7,7,9,8
"732","Chr4-35104853","LOC_Os04g59010",4,0,1,0,0,0,0,0,0,0,0,0
"733","Chr4-35105039","LOC_Os04g59010",7,10,4,0,1,0,0,2,0,0,0,0
"734","Chr4-35105259","LOC_Os04g59010",34,58,52,76,68,53,70,76,60,99,102,88
"735","Chr4+35380940","LOC_Os04g59494",3,4,0,1,0,1,2,3,0,1,1,1
"736","Chr4+35382163","LOC_Os04g59494",16,19,19,1491,1464,1505,251,270,262,69,73,70
"737","Chr4+35381104","LOC_Os04g59494",1,2,4,0,0,0,0,0,0,0,0,0
"738","Chr4+35381191","LOC_Os04g59494",89,104,131,79,56,67,67,71,79,162,91,132
"739","Chr5-152021","LOC_Os05g01210",6,8,6,0,0,0,0,0,0,0,0,0
"740","Chr5-150149","LOC_Os05g01210",7,17,5,0,0,0,0,0,0,0,0,0
"741","Chr5-150331","LOC_Os05g01210",0,0,0,1,0,0,0,0,0,0,0,0
"742","Chr5-149984","LOC_Os05g01210",258,263,220,38,37,41,69,71,73,23,25,23
"743","Chr5-149814","LOC_Os05g01210",5,6,4,3,0,0,1,0,2,0,2,1
"744","Chr5+256928","LOC_Os05g01444",3,5,0,1,2,4,1,0,0,0,0,0
"745","Chr5+258397","LOC_Os05g01444",6,5,0,2,4,2,5,5,3,1,1,2
"746","Chr5+256962","LOC_Os05g01444",0,1,1,2,2,3,1,1,1,3,0,1
"747","Chr5+297254","LOC_Os05g01500",0,0,0,0,0,0,2,3,2,0,0,0
"748","Chr5+297106","LOC_Os05g01500",51,47,47,36,38,37,14,16,19,33,32,33
"749","Chr5-2378523","LOC_Os05g04940",18,47,25,8,9,2,12,14,20,14,18,12
"750","Chr5-2378752","LOC_Os05g04940",14,28,30,0,1,0,2,7,8,6,4,5
"751","Chr5-2705818","LOC_Os05g05440",11,10,11,8,14,19,0,1,1,12,10,10
"752","Chr5-2704029","LOC_Os05g05440",0,0,0,0,0,0,0,0,0,1,0,1
"753","Chr5-2703872","LOC_Os05g05440",3,1,2,0,0,0,0,0,0,0,0,0
"754","Chr5-2703669","LOC_Os05g05440",51,45,23,41,40,43,114,124,115,28,42,24
"755","Chr5-2703988","LOC_Os05g05440",0,0,0,0,0,0,0,0,0,0,1,0
"756","Chr5-2716805","LOC_Os05g05460",2,6,13,10,10,10,2,1,9,7,2,8
"757","Chr5-2716915","LOC_Os05g05460",2,1,1,0,0,0,0,0,0,0,0,0
"758","Chr5-3011181","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0
"759","Chr5-3010904","LOC_Os05g06014",8,1,2,0,0,0,0,0,0,0,0,0
"760","Chr5-3009851","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,1,3,2
"761","Chr5-3010793","LOC_Os05g06014",3,17,7,0,1,0,1,0,1,0,0,0
"762","Chr5-3011730","LOC_Os05g06014",0,0,0,0,0,0,0,0,0,0,0,0
"763","Chr5-3011594","LOC_Os05g06014",2,0,0,0,0,0,0,0,0,0,0,0
"764","Chr5-3008702","LOC_Os05g06014",6,2,1,24,27,23,8,9,15,78,81,53
"765","Chr5-3009030","LOC_Os05g06014",0,0,0,1,0,0,0,0,0,0,0,0
"766","Chr5-3011386","LOC_Os05g06014",3,2,3,0,0,0,0,0,0,0,0,0
"767","Chr5-3245605","LOC_Os05g06340",14,1,9,12,11,13,11,5,13,6,8,4
"768","Chr5-3245447","LOC_Os05g06340",34,106,8,105,121,120,96,83,121,98,56,100
"769","Chr5+4105902","LOC_Os05g07640",2,7,4,24,20,37,4,18,12,27,29,28
"770","Chr5+4105739","LOC_Os05g07640",46,49,48,62,49,56,69,56,53,129,98,123
"771","Chr5+4408160","LOC_Os05g08090",0,0,0,0,2,2,13,14,13,2,0,1
"772","Chr5+4407066","LOC_Os05g08090",66,39,42,15,28,16,15,36,57,21,28,15
"773","Chr5+4560816","LOC_Os05g08360",11,12,8,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",367,294,257,100,102,70,27,49,57,454,520,484
"775","Chr5+5444923","LOC_Os05g09630",33,51,42,41,42,39,48,55,53,35,30,27
"776","Chr5+5445216","LOC_Os05g09630",4,1,1,3,3,6,7,7,4,1,2,6
"777","Chr5+5444789","LOC_Os05g09630",3,3,4,0,0,0,0,0,0,0,0,0
"778","Chr5+5750897","LOC_Os05g10570",5,11,4,0,0,0,3,2,2,0,0,1
"779","Chr5+5750938","LOC_Os05g10570",0,4,3,4,4,4,0,5,9,1,1,2
"780","Chr5+5751232","LOC_Os05g10570",1,0,0,2,0,2,10,12,10,0,0,0
"781","Chr5+8039679","LOC_Os05g14300",8,29,20,2,3,2,4,6,5,1,1,1
"782","Chr5+8039388","LOC_Os05g14300",10,100,85,30,28,38,65,68,68,32,31,28
"783","Chr5+8445893","LOC_Os05g14860",0,3,2,0,1,0,3,2,2,0,0,0
"784","Chr5+8441324","LOC_Os05g14860",0,0,0,0,0,0,1,0,0,1,2,0
"785","Chr5+8445685","LOC_Os05g14860",76,85,90,186,172,165,272,273,267,123,132,114
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0
"787","Chr5+11319833","LOC_Os05g19470",0,2,0,3,5,3,4,0,16,4,4,4
"788","Chr5+11319749","LOC_Os05g19470",1,2,2,0,0,0,2,0,0,0,0,2
"789","Chr5+11316107","LOC_Os05g19470",21,12,18,2,3,0,0,1,4,4,1,4
"790","Chr5+11318339","LOC_Os05g19470",1,12,3,1,0,0,8,0,8,0,0,1
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,3,0,3,4,0,8,0,3,4
"792","Chr5+11318948","LOC_Os05g19470",0,0,1,4,0,0,1,0,1,1,3,0
"793","Chr5-13610694","LOC_Os05g23720",594,623,596,832,740,810,224,233,230,720,753,753
"794","Chr5-13610558","LOC_Os05g23720",21,15,13,13,7,15,1,4,4,13,14,13
"795","Chr5-13613559","LOC_Os05g23720",0,0,0,1,1,0,0,0,0,0,0,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,13,14,15,12,6,9,2,0,1
"797","Chr5+14772808","LOC_Os05g25400",1,0,3,29,45,32,13,27,37,1,2,1
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,14,22,15,18,20,19,1,1,0
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,21,17,23,8,7,7,0,0,0
"800","Chr5-16421717","LOC_Os05g28090",5,3,2,17,14,8,15,25,26,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,24,35,15,30,33,25,0,1,1
"802","Chr5-16503182","LOC_Os05g28190",237,226,279,95,122,95,155,155,150,130,106,103
"803","Chr5-16502944","LOC_Os05g28190",342,402,296,150,165,178,153,162,167,196,189,194
"804","Chr5+16691067","LOC_Os05g28500",135,118,48,217,205,209,509,521,613,75,56,70
"805","Chr5+16691249","LOC_Os05g28500",8,9,12,3,4,5,14,9,9,1,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,38,25,27,0,0,0,2,2,2
"807","Chr5-16702087","LOC_Os05g28520",4,6,9,106,119,108,8,8,8,19,22,22
"808","Chr5+17548974","LOC_Os05g30280",0,3,1,0,1,1,2,3,1,0,1,1
"809","Chr5+17552298","LOC_Os05g30280",1,4,0,1,2,0,3,3,7,8,6,6
"810","Chr5+17551303","LOC_Os05g30280",0,1,1,3,3,0,0,0,0,0,1,1
"811","Chr5+18470650","LOC_Os05g31720",1,1,0,16,3,2,1,1,0,0,0,1
"812","Chr5+18468220","LOC_Os05g31720",1,0,0,1,0,0,0,0,0,1,1,1
"813","Chr5-19327433","LOC_Os05g32970",144,188,192,162,156,165,744,1084,1328,174,169,171
"814","Chr5-19327896","LOC_Os05g32970",0,2,0,3,6,12,13,9,13,6,7,4
"815","Chr5-20263846","LOC_Os05g34230",11,9,1,40,33,35,157,126,121,12,16,11
"816","Chr5-20263897","LOC_Os05g34230",5,6,6,0,0,2,1,2,2,0,0,1
"817","Chr5-20264338","LOC_Os05g34230",3,18,7,1,0,0,0,2,1,1,0,0
"818","Chr5-21214833","LOC_Os05g35740",1866,1551,2087,178,175,194,669,513,615,204,192,148
"819","Chr5-21216004","LOC_Os05g35740",10,9,6,0,0,0,0,1,0,1,1,1
"820","Chr5-23080701","LOC_Os05g39350",2,1,1,1,13,5,0,6,1,19,17,7
"821","Chr5-23081204","LOC_Os05g39350",3,3,1,25,35,37,1,2,1,29,34,25
"822","Chr5-23080918","LOC_Os05g39350",0,0,0,75,73,70,4,3,6,69,64,53
"823","Chr5+23646570","LOC_Os05g40260",0,0,0,4,9,2,2,3,15,1,1,0
"824","Chr5+23646793","LOC_Os05g40260",0,0,3,5,4,8,0,2,1,0,1,1
"825","Chr5+23646947","LOC_Os05g40260",0,1,1,3,1,4,0,0,1,0,0,4
"826","Chr5+23646682","LOC_Os05g40260",7,1,2,185,129,139,106,109,105,20,16,16
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,1,1,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",4,6,5,28,0,11,21,20,20,39,31,46
"830","Chr5+23997619","LOC_Os05g40910",0,4,8,1,2,3,6,10,8,3,0,1
"831","Chr5+23997165","LOC_Os05g40910",0,2,2,19,7,12,36,35,40,3,3,1
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,1,0,0,5,3,0,0,1
"833","Chr5-24153894","LOC_Os05g41240",4,8,4,4,1,10,10,2,7,2,2,2
"834","Chr5-24158021","LOC_Os05g41240",2,0,5,0,0,0,0,1,0,1,1,0
"835","Chr5-24154145","LOC_Os05g41240",67,67,66,47,46,60,135,154,126,49,49,48
"836","Chr5+25003740","LOC_Os05g43060",10,10,11,5,6,8,2,1,2,2,2,4
"837","Chr5+25015240","LOC_Os05g43060",6,4,9,0,0,0,0,0,0,0,0,0
"838","Chr5+25014809","LOC_Os05g43060",118,136,97,129,106,107,210,207,198,111,103,122
"839","Chr5+25003943","LOC_Os05g43060",3,1,0,2,3,0,0,0,0,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",4,5,20,2,12,7,1,1,1,1,3,2
"841","Chr5+25955711","LOC_Os05g44610",0,0,0,8,5,14,0,0,0,7,7,7
"842","Chr5+25955830","LOC_Os05g44610",0,0,0,0,1,1,0,0,0,1,1,2
"843","Chr5-26237578","LOC_Os05g45210",191,167,174,177,154,127,54,42,38,179,150,176
"844","Chr5-26238026","LOC_Os05g45210",2,1,7,0,0,0,0,0,0,1,0,3
"845","Chr5+26560015","LOC_Os05g45840",15,29,26,24,27,25,18,16,23,64,68,70
"846","Chr5+26559970","LOC_Os05g45840",7,3,25,4,0,0,1,1,1,5,4,5
"847","Chr5+26559853","LOC_Os05g45840",15,19,28,0,0,0,0,0,0,2,2,3
"848","Chr5+26938254","LOC_Os05g46500",44,40,45,41,39,35,85,77,79,40,49,52
"849","Chr5+26938658","LOC_Os05g46500",25,10,14,0,0,0,2,1,0,0,0,0
"850","Chr5-27701827","LOC_Os05g48330",0,0,0,1,0,0,0,0,0,3,3,3
"851","Chr5-27702121","LOC_Os05g48330",32,21,30,48,52,33,1,0,0,104,99,117
"852","Chr5-27701941","LOC_Os05g48330",2,0,1,3,4,3,0,0,0,15,13,14
"853","Chr5-27703689","LOC_Os05g48330",0,0,0,0,0,0,0,0,0,1,0,0
"854","Chr5+27807427","LOC_Os05g48510",180,147,183,230,235,238,215,239,176,337,335,324
"855","Chr5+27807002","LOC_Os05g48510",3,10,38,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",11,14,17,1,1,2,0,0,1,2,1,1
"857","Chr5-28473688","LOC_Os05g49630",2,7,2,0,0,0,5,3,6,3,3,3
"858","Chr5-28473600","LOC_Os05g49630",1,1,1,1,0,0,1,6,3,2,0,1
"859","Chr5-28871886","LOC_Os05g50380",43,42,49,1,3,0,0,0,0,0,0,0
"860","Chr5-28871811","LOC_Os05g50380",279,220,318,68,68,63,15,22,20,12,8,1
"861","Chr5+28940830","LOC_Os05g50480",0,0,1,2,1,2,2,5,0,0,1,1
"862","Chr5+28942987","LOC_Os05g50480",7,5,5,1,2,1,3,2,0,2,1,1
"863","Chr5+28948384","LOC_Os05g50480",113,160,128,101,99,112,135,177,111,167,170,153
"864","Chr5+28948519","LOC_Os05g50480",3,4,1,0,3,3,2,0,2,5,5,5
"865","Chr5+28948271","LOC_Os05g50480",13,13,10,2,2,2,0,1,3,0,1,3
"866","Chr5+29616053","LOC_Os05g51630",0,4,3,0,0,0,0,0,0,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",164,165,195,55,46,43,138,138,148,38,26,33
"868","Chr5+29616434","LOC_Os05g51630",5,10,11,8,6,3,36,20,21,1,0,1
"869","Chr6+409962","LOC_Os06g01680",43,43,31,5,19,7,21,18,22,17,13,20
"870","Chr6+410144","LOC_Os06g01680",47,21,38,54,80,55,49,52,63,48,52,45
"871","Chr6+925182","LOC_Os06g02600",244,255,271,74,50,73,71,72,62,169,133,183
"872","Chr6+924568","LOC_Os06g02600",7,7,8,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",1,3,4,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",134,120,125,9,23,18,56,54,64,2,2,2
"875","Chr6+1923233","LOC_Os06g04480",89,47,89,11,9,8,50,28,47,0,0,0
"876","Chr6-2498984","LOC_Os06g05520",81,28,37,53,55,50,111,153,186,52,45,44
"877","Chr6-2500522","LOC_Os06g05520",1,1,0,0,0,0,0,1,1,1,1,2
"878","Chr6-2500900","LOC_Os06g05520",7,3,7,0,0,0,0,0,0,0,0,0
"879","Chr6+2576703","LOC_Os06g05690",0,0,0,2,2,4,0,0,0,104,111,112
"880","Chr6+2576776","LOC_Os06g05690",0,1,0,1,0,0,0,0,0,10,29,23
"881","Chr6+2702290","LOC_Os06g05900",10,5,11,7,7,3,3,1,2,4,4,4
"882","Chr6+2705022","LOC_Os06g05900",8,16,14,6,17,9,17,11,24,13,4,19
"883","Chr6+3203919","LOC_Os06g06790",2,6,5,9,10,10,0,0,0,48,47,44
