"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"386","Chr2-29228191","LOC_Os02g47790",4,3,6,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"387","Chr2+29801902","LOC_Os02g48680",0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0
"388","Chr2+29801621","LOC_Os02g48680",31,57,63,29,30,31,41,38,40,45,45,44,47,61,64,68,75,93,57,80,28,65,77,77
"389","Chr2+30448040","LOC_Os02g49820",2,0,1,0,7,7,25,16,14,21,27,17,4,2,1,2,1,1,26,5,12,7,10,11
"390","Chr2+30445332","LOC_Os02g49820",2,7,2,2,3,3,2,6,1,3,0,0,8,3,2,1,1,1,6,6,11,0,0,0
"391","Chr2+30447973","LOC_Os02g49820",3,1,2,20,30,18,3,4,2,21,21,17,1,8,1,7,6,6,17,18,4,24,21,18
"392","Chr2-31120619","LOC_Os02g50910",0,0,0,11,19,10,0,2,0,0,0,0,18,19,18,81,71,85,184,421,371,5,4,4
"393","Chr2-31123299","LOC_Os02g50910",2,3,1,2,0,4,0,0,0,2,3,0,2,1,1,0,0,0,12,0,9,0,0,0
"394","Chr2-31123156","LOC_Os02g50910",0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,2,3,0,1,0
"395","Chr2-31538242","LOC_Os02g51500",1,1,2,0,0,1,2,3,1,1,2,1,2,6,5,1,5,3,0,0,0,5,5,5
"396","Chr2-31535365","LOC_Os02g51500",172,217,164,270,205,242,309,308,312,334,239,358,285,283,321,102,125,149,36,89,61,80,58,68
"397","Chr2-31535306","LOC_Os02g51500",13,13,16,51,57,55,109,110,88,80,66,87,107,110,113,37,17,39,5,2,1,23,23,5
"398","Chr2+32961389","LOC_Os02g53810",6,7,5,5,9,6,9,3,1,0,0,1,4,7,2,11,12,8,0,0,0,9,10,7
"399","Chr2+32961350","LOC_Os02g53810",21,7,16,10,14,13,7,5,4,1,1,1,13,13,13,36,39,35,54,22,6,27,29,30
"400","Chr2+33727675","LOC_Os02g55060",228,347,380,650,550,592,1799,1874,1789,738,723,709,334,315,322,162,159,178,242,267,285,207,194,196
"401","Chr2+33727915","LOC_Os02g55060",9,5,1,3,0,2,1,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"402","Chr2+33728174","LOC_Os02g55060",1,9,1,0,2,0,2,0,9,4,0,1,0,0,0,1,0,2,0,0,0,1,1,1
"403","Chr2+33733905","LOC_Os02g55070",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,6,13,0,0,0,0,0,0
"404","Chr2+33733819","LOC_Os02g55070",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,1,0,0,0
"405","Chr2+33729982","LOC_Os02g55070",1,0,0,0,1,0,5,6,0,2,1,1,1,0,1,0,0,0,8,14,14,0,0,0
"406","Chr2-34915930","LOC_Os02g56980",48,37,59,14,7,21,30,25,33,36,36,53,19,19,15,29,15,36,0,0,0,49,44,50
"407","Chr2-34916000","LOC_Os02g56980",4,9,7,0,0,0,1,1,3,5,0,4,0,1,0,1,0,2,0,0,0,1,0,1
"408","Chr2+35004795","LOC_Os02g57150",45,143,98,63,81,69,34,34,35,32,28,30,140,148,151,100,101,94,139,149,132,95,90,96
"409","Chr2+35004132","LOC_Os02g57150",4,3,4,2,3,3,12,7,8,7,2,9,3,5,2,2,5,3,0,18,23,1,1,1
"410","Chr2+35004918","LOC_Os02g57150",3,0,4,3,2,2,3,4,8,2,1,0,10,5,10,3,4,4,0,0,0,3,5,5
"411","Chr2+35683362","LOC_Os02g58330",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,2,0,2,3,1,2,2
"412","Chr2+35683539","LOC_Os02g58330",0,0,0,0,0,1,0,0,0,2,0,2,1,1,1,9,7,5,135,30,93,2,3,0
"413","Chr2+35806327","LOC_Os02g58570",31,21,32,30,30,27,110,95,84,91,64,59,28,27,29,143,137,148,231,621,278,48,47,47
"414","Chr2+35806783","LOC_Os02g58570",18,18,19,4,5,3,6,0,28,11,12,16,4,5,2,9,13,1,25,31,26,4,0,9
"415","Chr3+263497","LOC_Os03g01350",10,5,18,2,7,4,1,8,7,5,4,6,3,2,4,16,15,13,0,0,0,1,0,1
"416","Chr3+264263","LOC_Os03g01350",27,8,15,53,52,51,33,35,37,32,39,30,33,33,36,23,18,23,1,31,50,8,11,12
"417","Chr3+263679","LOC_Os03g01350",6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,5,0,0,0
"418","Chr3+268702","LOC_Os03g01360",0,4,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"419","Chr3+272500","LOC_Os03g01360",20,0,7,1,0,4,2,2,2,2,1,1,1,0,0,0,0,1,4,34,28,0,0,1
"420","Chr3+277286","LOC_Os03g01360",34,29,45,1,1,1,2,1,2,3,5,0,0,1,1,0,2,0,0,0,0,1,0,1
"421","Chr3+272747","LOC_Os03g01360",1,3,3,11,5,3,7,8,11,3,2,4,4,3,4,0,2,0,0,0,0,0,0,0
"422","Chr3+274944","LOC_Os03g01360",1,8,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"423","Chr3+274763","LOC_Os03g01360",36,38,37,48,43,37,50,56,56,65,46,54,22,26,29,9,9,10,28,11,4,6,5,8
"424","Chr3+274995","LOC_Os03g01360",11,7,12,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"425","Chr3+270943","LOC_Os03g01360",0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,2,3,1,6,7,7
"426","Chr3+272581","LOC_Os03g01360",37,32,43,16,29,24,35,58,47,9,40,59,13,20,13,7,5,10,3,4,6,9,7,9
"427","Chr3-356966","LOC_Os03g01570",0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Chr3-356870","LOC_Os03g01570",72,66,63,86,79,77,162,250,193,135,133,136,34,34,35,44,44,47,100,55,87,22,55,50
"429","Chr3-560631","LOC_Os03g01910",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"430","Chr3-560194","LOC_Os03g01910",3,2,3,0,3,1,1,0,0,0,0,0,7,7,5,1,1,0,0,0,0,0,0,0
"431","Chr3-560399","LOC_Os03g01910",646,716,631,649,592,636,324,220,252,280,346,323,744,686,815,200,201,198,288,138,123,500,560,581
"432","Chr3+909800","LOC_Os03g02480",0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","Chr3+909945","LOC_Os03g02480",31,22,24,12,25,21,2,5,1,6,6,7,53,34,43,26,24,34,83,40,35,54,47,31
"434","Chr3-1499663","LOC_Os03g03470",1,9,11,67,73,62,9,3,22,20,21,21,2,1,0,2,3,1,119,27,21,5,4,4
"435","Chr3-1500269","LOC_Os03g03470",2,0,0,5,5,8,7,4,1,2,0,1,1,0,0,1,0,1,0,0,0,4,10,9
"436","Chr3-1499971","LOC_Os03g03470",0,1,1,71,66,68,5,12,9,19,7,12,2,2,2,2,0,2,0,0,0,4,5,3
"437","Chr3-1720577","LOC_Os03g03830",0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"438","Chr3-1720157","LOC_Os03g03830",117,128,114,137,134,127,103,100,99,99,127,106,170,169,104,89,83,92,62,103,38,104,93,95
"439","Chr3+1833036","LOC_Os03g04020",194,339,151,195,164,170,502,668,704,869,859,907,107,95,87,80,98,76,70,884,68,138,175,151
"440","Chr3+1833109","LOC_Os03g04020",1,3,0,6,0,0,5,11,8,1,9,5,2,1,0,3,1,3,0,0,0,1,4,0
"441","Chr3+1833465","LOC_Os03g04020",4,5,12,0,0,0,4,4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"442","Chr3-1948391","LOC_Os03g04240",0,0,0,8,16,14,0,0,0,0,0,0,4,4,6,0,1,0,36,8,12,1,3,1
"443","Chr3-1948315","LOC_Os03g04240",4,1,2,54,47,66,0,0,0,0,0,0,73,52,46,1,6,0,0,0,0,4,4,2
"444","Chr3+2101873","LOC_Os03g04500",5,3,0,0,0,0,1,1,0,3,3,1,1,1,1,5,5,5,0,0,0,1,0,0
"445","Chr3+2102000","LOC_Os03g04500",7,11,5,4,12,5,10,7,11,9,4,15,8,8,8,54,69,52,9,28,43,10,12,6
"446","Chr3+2875165","LOC_Os03g05760",42,30,47,0,0,1,5,5,1,1,1,1,1,0,0,0,2,0,2,2,1,2,9,3
"447","Chr3+2875336","LOC_Os03g05760",30,33,28,29,26,24,59,55,58,32,63,36,22,15,21,58,46,65,6,84,4,41,47,34
"448","Chr3+2871223","LOC_Os03g05760",0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1
"449","Chr3+2871081","LOC_Os03g05760",5,1,1,1,0,0,0,2,4,0,0,0,0,0,0,2,1,2,12,4,2,1,1,1
"450","Chr3+3189514","LOC_Os03g06370",5,5,12,0,2,2,1,0,1,1,11,0,1,1,2,6,5,1,0,0,0,4,3,4
"451","Chr3+3188701","LOC_Os03g06370",4,1,1,2,0,0,0,0,0,0,0,1,2,2,2,3,2,3,0,0,0,2,2,1
"452","Chr3+3189326","LOC_Os03g06370",3,7,8,1,1,1,3,4,3,5,3,5,4,0,2,4,3,9,13,11,7,8,8,6
"453","Chr3-3931613","LOC_Os03g07739",7,20,23,0,1,0,8,9,2,4,3,3,0,2,0,1,3,5,0,0,0,5,7,5
"454","Chr3-3931348","LOC_Os03g07739",23,17,31,27,24,26,13,12,9,28,40,37,23,20,24,20,20,17,1,0,20,38,32,41
"455","Chr3-3931235","LOC_Os03g07739",0,0,0,4,1,5,0,0,2,6,6,0,6,5,0,3,3,1,0,0,0,8,10,1
"456","Chr3+3983476","LOC_Os03g07820",1,1,5,5,2,5,4,4,5,0,0,1,0,1,4,1,0,1,26,29,12,1,2,1
"457","Chr3+3983550","LOC_Os03g07820",0,5,8,18,16,8,5,21,13,15,12,13,18,18,19,4,17,7,2,1,1,4,2,10
"458","Chr3+3983387","LOC_Os03g07820",2,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11,6,1,0,0,0
"459","Chr3-4946381","LOC_Os03g09930",18,45,31,43,42,47,38,39,38,25,23,27,6,7,8,17,15,27,72,28,47,21,22,24
"460","Chr3-4952855","LOC_Os03g09930",3,1,2,0,0,0,0,0,0,0,2,1,0,1,0,14,9,5,3,1,4,3,2,2
"461","Chr3-4953231","LOC_Os03g09930",2,18,12,9,6,4,5,5,13,7,6,7,6,4,7,66,59,65,126,467,377,22,29,25
"462","Chr3-5297912","LOC_Os03g10400",0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,53,33,1,0,1
"463","Chr3-5298414","LOC_Os03g10400",2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"464","Chr3-5297295","LOC_Os03g10400",16,39,12,27,25,21,52,67,49,38,57,44,26,28,32,41,33,43,11,34,13,54,37,36
"465","Chr3-5297655","LOC_Os03g10400",33,23,17,13,15,20,23,30,25,15,20,15,25,16,22,6,9,11,2,7,1,15,17,21
"466","Chr3-5298441","LOC_Os03g10400",1,1,2,2,0,2,7,0,1,7,1,1,6,3,13,3,3,2,0,0,0,0,1,3
"467","Chr3-5348422","LOC_Os03g10510",99,138,97,406,413,437,230,238,189,162,219,156,838,813,818,638,598,595,264,284,142,144,119,147
"468","Chr3-5348097","LOC_Os03g10510",6,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"469","Chr3-5779675","LOC_Os03g11240",6,7,2,1,1,1,2,2,3,2,2,0,1,2,0,6,5,5,12,13,12,7,7,9
"470","Chr3-5779638","LOC_Os03g11240",87,91,67,61,66,59,94,102,100,60,57,62,14,32,45,93,74,77,8,1,10,116,125,106
"471","Chr3-7103254","LOC_Os03g13170",7,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
"472","Chr3-7103455","LOC_Os03g13170",163,137,151,1,0,1,3,3,0,11,5,4,3,4,3,0,4,0,0,0,0,0,1,4
"473","Chr3-7102176","LOC_Os03g13170",1670,1979,1199,1102,1124,1206,372,490,397,415,494,449,1664,1467,1818,281,293,293,747,719,673,1048,1053,1103
"474","Chr3-7101925","LOC_Os03g13170",2,1,1,0,0,0,1,0,0,3,6,1,1,4,0,0,2,2,0,0,0,0,0,0
"475","Chr3-7103812","LOC_Os03g13170",6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"476","Chr3-7102010","LOC_Os03g13170",3,3,2,10,15,4,8,0,2,0,0,0,6,5,9,0,1,0,0,0,0,5,6,3
"477","Chr3-7102946","LOC_Os03g13170",262,295,159,7,2,6,2,3,3,1,1,0,3,7,5,2,2,4,47,14,23,21,21,29
"478","Chr3-7102730","LOC_Os03g13170",4,10,11,0,0,0,1,0,0,0,0,0,2,0,2,2,0,0,3,1,1,8,13,10
"479","Chr3+7231671","LOC_Os03g13390",27,16,13,3,4,1,1,0,0,15,6,16,120,109,119,6,6,5,12,10,3,0,0,1
"480","Chr3+7231779","LOC_Os03g13390",4,6,4,1,1,0,0,1,1,0,3,1,15,17,11,2,0,0,0,0,2,0,0,0
"481","Chr3+7231507","LOC_Os03g13390",271,189,177,24,26,34,47,43,55,125,138,168,286,258,345,23,23,22,9,30,0,4,2,1
"482","Chr3+7675319","LOC_Os03g14120",4,2,3,4,3,3,3,2,6,3,3,0,2,1,1,2,3,0,2,0,0,1,1,1
"483","Chr3+7675543","LOC_Os03g14120",5,5,2,28,24,25,8,1,5,10,9,9,6,7,7,14,24,20,4,10,15,4,2,6
"484","Chr3+7675886","LOC_Os03g14120",6,6,5,43,38,47,25,39,27,14,17,17,24,18,31,143,113,113,26,42,34,42,48,33
"485","Chr3+7676702","LOC_Os03g14120",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,28,104,12,0,0,0
"486","Chr3-7847873","LOC_Os03g14450",1,0,0,3,1,2,1,0,0,0,1,0,9,9,9,52,43,38,1,1,1,3,3,5
"487","Chr3-7847996","LOC_Os03g14450",159,197,170,353,348,336,99,106,75,105,106,90,876,1077,1002,1312,1537,1423,397,405,725,329,336,327
"488","Chr3-8547193","LOC_Os03g15540",24,2,7,2,0,1,0,2,0,0,4,1,1,0,1,1,1,2,12,0,25,3,3,3
"489","Chr3-8546870","LOC_Os03g15540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,2,0,0,0
"490","Chr3-8546947","LOC_Os03g15540",49,70,67,68,74,60,59,61,61,81,82,72,113,135,143,67,58,64,19,53,113,127,135,127
"491","Chr3-8581457","LOC_Os03g15580",2,4,18,22,21,21,14,14,28,20,15,11,16,17,16,20,30,36,0,0,0,16,18,21
"492","Chr3-8581591","LOC_Os03g15580",22,22,37,5,0,8,0,0,4,2,8,5,5,2,3,3,10,6,13,13,15,3,4,10
"493","Chr3+9016497","LOC_Os03g16334",503,502,523,89,92,90,114,109,113,59,52,55,40,41,40,174,274,405,1,1,25,39,43,44
"494","Chr3+9016764","LOC_Os03g16334",5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0
"495","Chr3+9014396","LOC_Os03g16334",2,4,2,1,1,0,6,2,5,2,3,2,0,1,0,2,2,3,1,9,7,0,0,0
"496","Chr3+9252238","LOC_Os03g16700",27,34,34,41,46,44,156,157,155,108,89,83,27,25,27,88,60,73,17,9,327,27,29,31
"497","Chr3+9249735","LOC_Os03g16700",0,2,6,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"498","Chr3+9252587","LOC_Os03g16700",10,98,39,164,175,166,562,557,555,242,237,273,107,128,128,273,317,240,680,617,734,72,60,65
"499","Chr3+9247927","LOC_Os03g16700",5,3,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,2,6,1,0,1,0
"500","Chr3-10123820","LOC_Os03g18130",0,3,1,0,0,0,0,0,0,3,2,3,0,0,0,2,1,3,0,0,0,0,0,0
"501","Chr3-10120288","LOC_Os03g18130",72,75,69,94,100,125,7,12,9,351,422,292,54,42,48,266,90,204,39,128,237,144,151,92
"502","Chr3-10196515","LOC_Os03g18190",2,3,0,2,1,2,6,6,6,2,3,5,2,2,2,2,2,1,7,18,20,0,0,0
"503","Chr3-10191681","LOC_Os03g18190",6,6,0,1,0,0,3,1,1,1,1,0,4,2,4,2,1,2,0,0,0,5,6,4
"504","Chr3-10478483","LOC_Os03g18720",107,171,221,91,90,99,51,143,81,133,140,124,142,139,146,58,47,38,113,127,135,125,128,131
"505","Chr3-10480975","LOC_Os03g18720",2,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"506","Chr3-10478135","LOC_Os03g18720",23,21,39,1,3,1,1,1,1,4,2,3,4,4,4,3,4,4,0,19,8,7,6,2
"507","Chr3-10478323","LOC_Os03g18720",22,14,21,11,10,10,5,5,3,9,9,15,12,12,15,4,4,8,5,42,3,17,20,9
"508","Chr3-11007598","LOC_Os03g19580",39,36,27,61,80,64,97,95,97,81,92,85,158,167,162,149,111,112,32,8,94,39,42,40
"509","Chr3-11007785","LOC_Os03g19580",3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,0,35,61,0,0,0
"510","Chr3+11272950","LOC_Os03g20010",10,10,12,87,74,96,187,197,266,205,217,206,39,39,36,22,14,24,20,44,106,28,28,31
"511","Chr3+11273211","LOC_Os03g20010",2,6,1,3,11,1,25,25,21,16,16,19,2,1,4,3,2,4,0,0,0,8,9,9
"512","Chr3-12358932","LOC_Os03g21650",38,29,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"513","Chr3-12359111","LOC_Os03g21650",215,104,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"514","Chr3+12494791","LOC_Os03g21850",3,3,0,6,7,7,5,4,3,4,10,6,6,7,6,12,3,1,58,10,50,1,1,1
"515","Chr3+12493764","LOC_Os03g21850",3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Chr3+12495617","LOC_Os03g21850",6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"517","Chr3+12500195","LOC_Os03g21850",6,15,7,1,2,3,3,0,6,4,2,3,0,0,0,4,6,4,1,3,0,4,2,7
"518","Chr3+12500011","LOC_Os03g21850",118,129,157,36,38,41,53,32,47,54,54,60,3,2,2,88,64,83,94,35,5,162,154,157
"519","Chr3-12823606","LOC_Os03g22400",13,13,1,9,7,11,11,10,10,13,8,15,7,7,6,2,2,2,1,0,0,2,2,2
"520","Chr3-12823981","LOC_Os03g22400",103,105,74,45,33,33,48,59,65,58,111,76,38,30,35,83,64,73,1,63,34,98,62,100
"521","Chr3-12823726","LOC_Os03g22400",8,16,24,13,6,10,8,11,14,21,19,12,11,9,11,7,3,4,0,0,0,10,4,7
"522","Chr3-13122593","LOC_Os03g22720",8,9,13,41,22,38,51,55,54,39,35,34,36,38,44,69,68,68,95,53,124,43,34,42
"523","Chr3-13122744","LOC_Os03g22720",2,0,6,1,1,1,1,1,0,2,0,1,3,2,1,7,7,11,20,15,3,4,5,6
"524","Chr3-15967318","LOC_Os03g27830",1,0,0,1,5,6,6,3,1,3,1,0,1,1,0,7,5,5,0,0,0,2,2,2
"525","Chr3-15969754","LOC_Os03g27830",0,1,1,4,5,1,0,0,4,0,0,1,1,1,2,0,1,0,2,0,0,0,0,0
"526","Chr3-15967901","LOC_Os03g27830",10,1,13,6,6,6,11,27,13,18,15,18,1,0,5,19,22,20,3,0,0,16,21,21
"527","Chr3-15967045","LOC_Os03g27830",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,40,0,34,0,0,1
"528","Chr3-15968050","LOC_Os03g27830",1,5,0,3,2,1,4,8,1,6,4,4,2,3,3,26,26,33,6,13,22,3,0,2
"529","Chr3-15966789","LOC_Os03g27830",7,2,5,0,1,1,0,0,0,1,2,1,0,1,0,2,1,4,0,0,0,0,0,0
"530","Chr3+16632280","LOC_Os03g29240",0,1,6,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"531","Chr3+16631923","LOC_Os03g29240",112,106,106,164,120,134,41,52,39,65,71,65,373,368,356,150,144,168,329,241,272,153,139,168
"532","Chr3-17265532","LOC_Os03g30260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,0,0,0
"533","Chr3-17262563","LOC_Os03g30260",0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,3,3,1,0,0,0,3,0,0
"534","Chr3-17262487","LOC_Os03g30260",0,0,0,0,4,1,0,0,0,0,0,0,4,7,5,9,5,9,0,0,0,8,11,10
"535","Chr3-19518896","LOC_Os03g34300",30,59,52,142,156,148,229,240,227,188,141,145,114,131,92,156,136,151,182,182,276,65,75,67
"536","Chr3-19519047","LOC_Os03g34300",20,11,12,4,0,6,7,0,4,2,4,4,1,0,2,4,4,4,97,0,50,2,3,1
"537","Chr3-21002655","LOC_Os03g37840",0,0,0,4,5,10,30,33,22,68,65,57,6,5,6,0,0,0,0,0,0,0,0,0
"538","Chr3-21003023","LOC_Os03g37840",0,0,0,3,1,0,10,3,6,33,25,12,3,3,0,0,0,0,0,0,0,0,0,0
"539","Chr3-21002883","LOC_Os03g37840",3,3,1,15,7,10,59,45,58,103,106,106,8,6,7,0,0,0,42,2,9,0,0,0
"540","Chr3-22168103","LOC_Os03g39860",0,0,0,1,3,2,55,13,9,11,20,2,0,0,0,1,0,1,0,0,0,0,1,0
"541","Chr3-22167896","LOC_Os03g39860",0,0,0,1,1,3,10,9,10,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0
"542","Chr3-22164643","LOC_Os03g39860",103,138,85,122,118,125,954,993,1102,346,347,319,64,56,69,66,63,64,162,59,292,48,46,54
"543","Chr3-22167574","LOC_Os03g39860",0,0,0,3,0,0,23,33,25,5,17,15,0,3,0,0,0,1,1,1,0,0,0,0
"544","Chr3-22169781","LOC_Os03g39860",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Chr3+22377852","LOC_Os03g40260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,61,0,0,0
"546","Chr3+22380017","LOC_Os03g40260",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Chr3+22377915","LOC_Os03g40260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,22,0,0,0
"548","Chr3+22380147","LOC_Os03g40260",49,51,52,19,29,54,24,21,23,17,26,23,31,32,31,34,36,18,247,91,223,23,14,35
"549","Chr3-24049423","LOC_Os03g43114",1,2,0,0,0,0,3,2,2,0,1,3,1,0,1,0,0,0,0,0,0,2,0,0
"550","Chr3-24052867","LOC_Os03g43114",0,0,0,2,7,12,7,12,32,12,16,18,1,1,1,0,0,0,5,6,0,1,1,1
"551","Chr3-24052315","LOC_Os03g43114",0,0,0,7,8,8,26,12,20,12,11,11,0,0,0,0,0,0,22,1,33,0,0,0
"552","Chr3-24053082","LOC_Os03g43114",0,0,0,2,3,0,0,2,1,4,5,3,0,0,1,0,0,1,5,11,11,0,0,0
"553","Chr3+26439236","LOC_Os03g46710",14,55,46,45,50,37,38,28,30,25,30,32,34,32,49,35,32,39,1,0,3,45,37,32
"554","Chr3+26439085","LOC_Os03g46710",11,13,17,12,5,22,4,8,6,19,12,9,11,12,15,10,12,16,28,17,9,4,18,6
"555","Chr3+27123759","LOC_Os03g47780",76,13,97,55,59,52,30,19,27,43,41,50,42,57,24,40,45,38,3,12,10,34,33,31
"556","Chr3+27120063","LOC_Os03g47780",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,0,0,0
"557","Chr3+27256555","LOC_Os03g47940",4,4,6,139,116,155,0,0,0,0,0,0,3,2,1,150,143,155,164,79,6,494,493,498
"558","Chr3+27252695","LOC_Os03g47940",0,0,0,1,2,3,1,1,1,0,0,0,0,0,1,1,1,1,12,11,15,1,0,0
"559","Chr3-27300750","LOC_Os03g48030",0,0,0,10,10,9,57,54,62,25,24,21,0,0,0,0,0,0,0,0,0,3,4,0
"560","Chr3-27300866","LOC_Os03g48030",1,2,1,13,33,43,319,344,384,154,131,137,4,2,2,0,0,0,1,0,0,9,7,0
"561","Chr3-27300940","LOC_Os03g48030",1,3,0,0,1,0,39,33,26,18,3,6,0,0,0,0,0,0,0,0,0,0,0,0
"562","Chr3-27300989","LOC_Os03g48030",1,4,2,1,0,2,16,17,19,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0
"563","Chr3+27825665","LOC_Os03g48840",45,34,43,28,41,42,10,11,28,10,9,12,40,42,42,53,71,68,0,0,33,54,60,52
"564","Chr3+27823905","LOC_Os03g48840",8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Chr3-30062335","LOC_Os03g52340",103,125,127,42,44,43,28,22,58,77,54,29,40,48,47,55,61,18,49,44,54,37,34,53
"566","Chr3-30062223","LOC_Os03g52340",0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"567","Chr3-32360717","LOC_Os03g56790",808,937,746,466,478,487,1026,1015,1023,600,570,631,688,794,717,400,390,552,1273,728,768,350,366,351
"568","Chr3-32361758","LOC_Os03g56790",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Chr3-32363116","LOC_Os03g56790",7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","Chr3-32363706","LOC_Os03g56790",10,6,2,0,0,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0
"571","Chr3+32378357","LOC_Os03g56820",0,0,0,70,71,57,3,1,2,1,1,1,56,98,61,144,155,163,90,52,203,155,140,154
"572","Chr3+32378673","LOC_Os03g56820",1,0,1,17,22,13,1,2,2,0,0,2,47,47,47,21,20,24,7,42,3,24,29,27
"573","Chr3-32570108","LOC_Os03g57130",24,34,41,0,2,1,4,4,3,7,0,2,3,2,3,1,0,0,0,0,0,0,0,3
"574","Chr3-32570066","LOC_Os03g57130",87,91,62,41,48,49,118,109,105,191,154,182,92,107,95,25,26,26,69,31,162,40,42,40
"575","Chr3+33035379","LOC_Os03g58010",7,3,2,7,5,4,22,17,27,35,33,32,5,5,4,1,1,0,0,0,0,0,2,2
"576","Chr3+33035627","LOC_Os03g58010",0,0,2,1,1,1,27,17,24,27,31,30,2,2,1,0,0,0,54,63,2,0,0,0
"577","Chr3+33187191","LOC_Os03g58240",38,38,29,65,69,56,38,32,3,53,36,48,95,92,91,99,90,73,140,30,29,54,48,42
"578","Chr3+33183983","LOC_Os03g58240",3,1,5,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,8,0,0,0
"579","Chr3-33190872","LOC_Os03g58250",12,11,12,7,3,6,1,3,6,2,1,6,1,1,1,2,0,4,0,0,0,4,2,3
